topology_seed,channel_seed,update_seed,failure_node,scenario,node_curvature,absolute_node_curvature,curvature_rank_desc,absolute_curvature_rank_desc,degree,betweenness,configured_broadcast_probability,mean_policy_probability,average_broadcast_probability,actual_tx_ratio,active_node_actual_tx_ratio,failure_node_activity_ratio,baseline_mean_aoi,failure_mean_aoi,delta_mean_aoi,relative_delta_mean_aoi,baseline_mean_max_aoi,failure_mean_max_aoi,delta_mean_max_aoi,relative_delta_mean_max_aoi,baseline_mean_min_aoi,failure_mean_min_aoi,delta_mean_min_aoi,relative_delta_mean_min_aoi,baseline_max_aoi,failure_max_aoi,delta_max_aoi,relative_delta_max_aoi,baseline_min_aoi,failure_min_aoi,delta_min_aoi,relative_delta_min_aoi
1,0,0,-1,baseline,,,,,,,0.1,0.1,0.1,0.10055,0.10055,,9.28363106060606,9.28363106060606,0.0,0.0,30.5675,30.5675,0.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0,0,single_node_silence,0.39122526778776784,0.39122526778776784,1,1,8,0.00490620490620491,0.1,0.1,0.1,0.09974999999999999,0.10075757575757575,0.0,9.28363106060606,9.521779545454544,0.23814848484848383,0.025652514979730017,30.5675,62.27,31.702500000000004,1.0371309397235629,0.0,0.0,0.0,,38.0,101.0,63.0,1.6578947368421053,0.0,0.0,0.0,
1,0,0,1,single_node_silence,0.31480130980130977,0.31480130980130977,9,9,10,0.03285514160667256,0.1,0.1,0.1,0.099275,0.10027777777777779,0.0,9.28363106060606,9.651549747474748,0.36791868686868767,0.03963090351898031,30.5675,52.7325,22.165000000000003,0.725116545350454,0.0,0.0,0.0,,38.0,92.0,54.0,1.4210526315789473,0.0,0.0,0.0,
1,0,0,2,single_node_silence,0.006369556369556433,0.006369556369556433,90,98,9,0.053236163382987395,0.1,0.1,0.1,0.09972500000000001,0.10073232323232323,0.0,9.28363106060606,10.011980555555557,0.7283494949494962,0.07845523914022792,30.5675,67.2725,36.705,1.2007851476241105,0.0,0.0,0.0,,38.0,115.0,77.0,2.026315789473684,0.0,0.0,0.0,
1,0,0,3,single_node_silence,0.28562152133580715,0.28562152133580715,12,12,7,0.00015234408658444939,0.1,0.1,0.1,0.09942500000000001,0.10042929292929294,0.0,9.28363106060606,9.693103282828282,0.409472222222222,0.0441069038126436,30.5675,63.455,32.8875,1.0758976036640224,0.0,0.0,0.0,,38.0,111.0,73.0,1.9210526315789473,0.0,0.0,0.0,
1,0,0,4,single_node_silence,-0.01005596967135424,0.01005596967135424,93,97,13,0.05163972197021062,0.1,0.1,0.1,0.09935000000000001,0.10035353535353536,0.0,9.28363106060606,9.838326767676767,0.5546957070707066,0.05974986548361332,30.5675,66.4125,35.845,1.1726506910934817,0.0,0.0,0.0,,38.0,113.0,75.0,1.9736842105263157,0.0,0.0,0.0,
1,0,0,5,single_node_silence,0.17611607142857144,0.17611607142857144,56,57,8,0.002734044643225791,0.1,0.1,0.1,0.0992,0.1002020202020202,0.0,9.28363106060606,9.802783585858585,0.5191525252525242,0.05592127927783383,30.5675,64.2225,33.655,1.1010059703933917,0.0,0.0,0.0,,38.0,113.0,75.0,1.9736842105263157,0.0,0.0,0.0,
1,0,0,6,single_node_silence,0.10945073445073461,0.10945073445073461,73,75,12,0.050875541832627914,0.1,0.1,0.1,0.099575,0.10058080808080808,0.0,9.28363106060606,9.79744090909091,0.5138098484848488,0.05534578497686506,30.5675,56.875,26.3075,0.860636296720373,0.0,0.0,0.0,,38.0,90.0,52.0,1.368421052631579,0.0,0.0,0.0,
1,0,0,7,single_node_silence,0.22777777777777775,0.22777777777777775,38,38,3,0.0,0.1,0.1,0.1,0.09939999999999999,0.1004040404040404,0.0,9.28363106060606,9.740181313131313,0.4565502525252523,0.04917798322065671,30.5675,57.965,27.397500000000004,0.8962950846487284,0.0,0.0,0.0,,38.0,100.0,62.0,1.631578947368421,0.0,0.0,0.0,
1,0,0,8,single_node_silence,0.23444762308398673,0.23444762308398673,29,29,11,0.0077132552286399555,0.1,0.1,0.1,0.09960000000000001,0.10060606060606062,0.0,9.28363106060606,9.647100757575759,0.3634696969696982,0.03915167401600403,30.5675,64.91,34.3425,1.123497178375726,0.0,0.0,0.0,,38.0,113.0,75.0,1.9736842105263157,0.0,0.0,0.0,
1,0,0,9,single_node_silence,0.16450771450771454,0.16450771450771454,61,62,10,0.01060157314558311,0.1,0.1,0.1,0.099525,0.10053030303030304,0.0,9.28363106060606,9.744306818181819,0.46067575757575874,0.04962236807649319,30.5675,54.715,24.147500000000004,0.7899730105504214,0.0,0.0,0.0,,38.0,98.0,60.0,1.5789473684210527,0.0,0.0,0.0,
1,0,0,10,single_node_silence,0.0825736763236764,0.0825736763236764,82,86,4,0.0007168876140873787,0.1,0.1,0.1,0.09942500000000001,0.10042929292929294,0.0,9.28363106060606,9.786209090909091,0.5025780303030309,0.05413593313026609,30.5675,64.4675,33.900000000000006,1.1090210190561873,0.0,0.0,0.0,,38.0,103.0,65.0,1.7105263157894737,0.0,0.0,0.0,
1,0,0,11,single_node_silence,0.2659887334887336,0.2659887334887336,19,19,10,0.006348325827957988,0.1,0.1,0.1,0.09914999999999999,0.10015151515151514,0.0,9.28363106060606,9.641384595959597,0.3577535353535364,0.03853594924421536,30.5675,59.4725,28.904999999999998,0.9456121697881736,0.0,0.0,0.0,,38.0,95.0,57.0,1.5,0.0,0.0,0.0,
1,0,0,12,single_node_silence,0.05992874646720804,0.05992874646720804,83,87,13,0.04731605774596031,0.1,0.1,0.1,0.099475,0.10047979797979797,0.0,9.28363106060606,9.61710101010101,0.33346994949494935,0.03592020700930133,30.5675,51.5375,20.970000000000002,0.6860227365666149,0.0,0.0,0.0,,38.0,88.0,50.0,1.3157894736842106,0.0,0.0,0.0,
1,0,0,13,single_node_silence,0.05657437800294946,0.05657437800294946,84,88,14,0.037503347948380394,0.1,0.1,0.1,0.099525,0.10053030303030304,0.0,9.28363106060606,9.852991414141414,0.5693603535353535,0.061329489487293797,30.5675,65.75,35.182500000000005,1.1509773452195962,0.0,0.0,0.0,,38.0,113.0,75.0,1.9736842105263157,0.0,0.0,0.0,
1,0,0,14,single_node_silence,0.10589133089133083,0.10589133089133083,75,77,7,0.21821612125545214,0.1,0.1,0.1,0.09974999999999999,0.10075757575757575,0.0,9.28363106060606,10.909457575757575,1.6258265151515143,0.1751282988884067,30.5675,64.465,33.89750000000001,1.1089392328453427,0.0,0.0,0.0,,38.0,107.0,69.0,1.8157894736842106,0.0,0.0,0.0,
1,0,0,15,single_node_silence,0.3388888888888889,0.3388888888888889,7,7,4,0.0,0.1,0.1,0.1,0.09972500000000001,0.10073232323232323,0.0,9.28363106060606,9.73635883838384,0.4527277777777794,0.048766239720455254,30.5675,57.15,26.5825,0.8696327799133067,0.0,0.0,0.0,,38.0,98.0,60.0,1.5789473684210527,0.0,0.0,0.0,
1,0,0,16,single_node_silence,0.20121527777777778,0.20121527777777778,49,49,8,0.0021034633064245614,0.1,0.1,0.1,0.09974999999999999,0.10075757575757575,0.0,9.28363106060606,9.826934090909091,0.5433030303030311,0.05852268651739837,30.5675,65.83,35.2625,1.1535945039666313,0.0,0.0,0.0,,38.0,111.0,73.0,1.9210526315789473,0.0,0.0,0.0,
1,0,0,17,single_node_silence,0.231073471982563,0.231073471982563,33,33,11,0.01050660541705099,0.1,0.1,0.1,0.09965,0.10065656565656565,0.0,9.28363106060606,9.702202272727272,0.4185712121212113,0.045087014917833866,30.5675,52.44,21.8725,0.7155475586816062,0.0,0.0,0.0,,38.0,84.0,46.0,1.2105263157894737,0.0,0.0,0.0,
1,0,0,18,single_node_silence,0.1718262797808253,0.1718262797808253,58,59,11,0.007768945461706822,0.1,0.1,0.1,0.099675,0.10068181818181818,0.0,9.28363106060606,9.660364898989899,0.37673383838383856,0.04058044055439277,30.5675,49.7025,19.135,0.6259916578064939,0.0,0.0,0.0,,38.0,83.0,45.0,1.1842105263157894,0.0,0.0,0.0,
1,0,0,19,single_node_silence,0.21111111111111117,0.21111111111111117,42,42,5,0.0007001710907579472,0.1,0.1,0.1,0.099325,0.10032828282828282,0.0,9.28363106060606,9.638117676767676,0.3544866161616156,0.038184048229343764,30.5675,48.9725,18.404999999999998,0.6021100842397971,0.0,0.0,0.0,,38.0,80.0,42.0,1.105263157894737,0.0,0.0,0.0,
1,0,0,20,single_node_silence,0.04499999999999997,0.04499999999999997,85,90,5,0.2768364452256858,0.1,0.1,0.1,0.09945,0.10045454545454546,0.0,9.28363106060606,11.556255303030303,2.272624242424243,0.24479906919910277,30.5675,59.2175,28.650000000000002,0.9372699762819989,0.0,0.0,0.0,,38.0,90.0,52.0,1.368421052631579,0.0,0.0,0.0,
1,0,0,21,single_node_silence,0.36859128525795204,0.36859128525795204,3,3,9,0.010172891695948144,0.1,0.1,0.1,0.099675,0.10068181818181818,0.0,9.28363106060606,9.685803535353536,0.4021724747474753,0.043320600756534204,30.5675,65.615,35.0475,1.146560889833974,0.0,0.0,0.0,,38.0,111.0,73.0,1.9210526315789473,0.0,0.0,0.0,
1,0,0,22,single_node_silence,0.1569187223033378,0.1569187223033378,64,65,13,0.021705679189226997,0.1,0.1,0.1,0.099475,0.10047979797979797,0.0,9.28363106060606,9.771065151515153,0.4874340909090922,0.05250468138242357,30.5675,58.97,28.4025,0.9291731414083586,0.0,0.0,0.0,,38.0,96.0,58.0,1.5263157894736843,0.0,0.0,0.0,
