slot,mean_version_age,max_version_age,p95_version_age,p99_version_age,top_5pct_mean_version_age,mean_time_age,num_transmitters,num_successful_decodes,num_transmitters_decoded,num_improved_cache_entries,total_version_improvement,mean_broadcast_debt,max_broadcast_debt,node_debt_positive_fraction,mean_vaoi_cluster_0_to_1,max_vaoi_cluster_0_to_1,mean_vaoi_cluster_1_to_0,max_vaoi_cluster_1_to_0,mean_aoi,max_aoi,min_aoi
100,12.274141414141415,29.0,25.0,28.0,27.01212121212121,64.19212121212121,6,39,6,319,1860,0.0,0.0,0.0,18.0072,29.0,17.7244,29.0,12.274141414141415,29.0,0.0
110,13.01878787878788,32.0,26.0,30.0,28.757575757575758,67.43505050505051,9,42,9,521,2916,0.0,0.0,0.0,18.9716,32.0,19.8928,31.0,13.01878787878788,32.0,0.0
120,13.501212121212122,34.0,28.0,32.0,30.2,69.9779797979798,6,42,6,86,269,0.0,0.0,0.0,20.6568,34.0,20.7392,32.0,13.501212121212122,34.0,0.0
130,13.833232323232323,35.0,30.0,33.0,31.705050505050504,70.85535353535353,13,45,12,83,271,0.0,0.0,0.0,21.5028,35.0,20.3924,34.0,13.833232323232323,35.0,0.0
140,13.02979797979798,38.0,29.0,34.0,32.593939393939394,67.4650505050505,14,43,11,284,1817,0.0,0.0,0.0,19.0496,38.0,20.7872,37.0,13.02979797979798,38.0,0.0
150,13.064242424242424,39.0,29.0,37.0,32.991919191919195,68.62464646464646,13,53,13,423,3435,0.0,0.0,0.0,18.4888,39.0,21.7232,39.0,13.064242424242424,39.0,0.0
160,13.425151515151516,44.0,30.0,36.0,33.68484848484849,71.16767676767677,7,32,7,150,593,0.0,0.0,0.0,19.1912,32.0,22.21,44.0,13.425151515151516,44.0,0.0
170,13.395959595959596,47.0,29.0,34.0,32.74545454545454,72.51434343434343,9,43,8,549,3793,0.0,0.0,0.0,19.6372,33.0,22.0872,47.0,13.395959595959596,47.0,0.0
180,13.314545454545454,35.0,30.0,35.0,32.76565656565656,72.8210101010101,8,35,8,229,1408,0.0,0.0,0.0,19.4036,33.0,22.1708,35.0,13.314545454545454,35.0,0.0
190,12.816767676767677,38.0,31.0,36.0,33.723232323232324,70.89979797979798,8,35,8,399,2078,0.0,0.0,0.0,18.5088,33.0,20.6912,38.0,12.816767676767677,38.0,0.0
200,12.444747474747475,40.0,31.0,36.0,33.795959595959594,68.59242424242424,10,35,9,719,5691,0.0,0.0,0.0,19.134,35.0,17.3768,40.0,12.444747474747475,40.0,0.0
210,10.441616161616162,38.0,24.0,33.0,28.87878787878788,58.19686868686869,9,46,9,725,4834,0.0,0.0,0.0,14.976,38.0,14.5736,30.0,10.441616161616162,38.0,0.0
220,10.18979797979798,34.0,24.0,33.01000000000022,27.98181818181818,56.80222222222222,10,47,10,428,2109,0.0,0.0,0.0,14.5904,34.0,14.138,30.0,10.18979797979798,34.0,0.0
230,9.808686868686868,36.0,23.0,35.01000000000022,27.886868686868688,53.96636363636364,16,43,11,609,3242,0.0,0.0,0.0,13.9368,36.0,13.6768,35.0,9.808686868686868,36.0,0.0
240,9.846262626262627,40.0,23.0,35.05000000000109,28.573737373737373,52.94989898989899,11,35,10,381,2161,0.0,0.0,0.0,14.4148,40.0,12.9204,32.0,9.846262626262627,40.0,0.0
