node_i,node_j,curvature
0,1,-0.2500000000000002
0,10,0.3999999999999999
0,19,-0.17142857142857126
0,23,0.3999999999999999
0,24,0.09999999999999987
1,2,0.15833333333333333
1,8,0.13749999999999996
1,12,-0.022222222222222143
1,13,0.04999999999999982
1,18,0.1499999999999999
1,19,-0.24285714285714288
1,20,0.07499999999999996
1,22,0.11111111111111138
1,24,-0.10000000000000009
2,3,0.1874999999999999
2,4,-0.17500000000000004
2,8,0.3124999999999999
2,12,0.13888888888888895
2,13,0.28333333333333344
2,14,0.31944444444444475
2,16,0.14583333333333337
2,18,0.41666666666666696
2,20,0.16666666666666663
2,21,0.13095238095238093
2,22,0.0277777777777779
3,9,0.125
3,12,0.21527777777777768
3,13,0.33750000000000013
3,14,0.23611111111111105
3,16,0.4375
3,17,0.3125
3,18,0.11250000000000004
4,5,-0.08333333333333348
4,6,0.0625
4,9,0.07499999999999996
4,12,0.15000000000000013
4,13,0.0
4,16,-0.025000000000000133
4,19,-0.05714285714285716
4,25,-0.08749999999999991
4,44,-0.15000000000000013
5,6,0.3750000000000001
5,11,0.29761904761904756
5,19,-0.011904761904761862
5,25,0.25
5,46,0.2499999999999999
6,11,0.1517857142857144
6,12,-0.22222222222222232
6,19,0.008928571428571508
6,25,0.25
6,44,-0.1875
6,46,0.10416666666666674
7,15,0.20833333333333326
7,20,0.125
7,21,0.1607142857142857
7,22,0.26388888888888884
8,13,0.07499999999999996
8,14,0.2152777777777779
8,18,0.4125
8,20,0.375
8,21,0.3392857142857143
8,22,0.21527777777777768
9,12,0.13888888888888895
9,13,0.06249999999999989
9,16,0.25
9,17,0.125
9,44,-0.1875
9,48,-0.5
10,23,0.33333333333333326
10,24,1.1102230246251565e-16
11,19,-0.1428571428571428
11,25,0.1964285714285715
11,26,-0.0714285714285714
11,38,-0.07142857142857117
11,46,0.4642857142857144
12,13,0.32777777777777795
12,16,0.2430555555555558
12,18,0.05555555555555558
13,14,0.2777777777777778
13,16,0.3125
13,18,0.19999999999999996
14,16,0.17361111111111094
14,17,0.11111111111111116
14,18,0.2777777777777777
14,20,0.12500000000000022
14,21,0.10317460317460325
15,22,0.16666666666666674
15,24,1.1102230246251565e-16
16,17,0.3125
18,20,0.2500000000000002
18,21,0.2142857142857142
18,22,0.11111111111111116
19,23,-0.1428571428571428
20,21,0.4821428571428572
20,22,0.29166666666666674
21,22,0.23809523809523814
22,24,-0.07777777777777772
25,26,-0.11607142857142838
25,28,-0.3125
25,44,-0.125
25,46,0.16666666666666663
26,31,0.10000000000000009
26,38,0.4285714285714285
26,42,-0.14285714285714302
26,43,0.10000000000000009
26,46,-2.220446049250313e-16
27,28,0.14583333333333348
27,30,0.2857142857142858
27,34,0.18253968253968256
27,37,0.16666666666666674
27,40,0.2222222222222222
27,41,0.31746031746031744
27,47,0.04444444444444429
27,48,0.04166666666666674
27,49,0.18888888888888888
28,30,0.06250000000000022
28,37,0.125
28,40,0.18055555555555558
28,42,-0.25
28,44,0.0625
28,48,0.125
29,31,0.4
29,42,0.10416666666666674
29,43,0.3999999999999999
30,40,0.023809523809523836
30,41,0.1428571428571429
30,42,-0.1428571428571428
30,47,0.19999999999999996
30,49,0.4
31,38,0.10000000000000009
31,42,0.0
31,43,0.6
32,33,-0.125
32,34,-0.21428571428571397
32,35,-0.09999999999999987
32,41,-0.1607142857142856
33,35,0.42500000000000004
33,39,0.45833333333333326
33,45,0.45833333333333326
34,36,0.3392857142857143
34,37,0.2767857142857144
34,40,0.26984126984127
34,41,0.2857142857142857
34,48,0.1517857142857143
35,39,0.33333333333333326
35,45,0.33333333333333326
35,47,-0.5
36,37,0.3125
36,40,0.2777777777777778
36,48,0.3125
37,40,0.4722222222222223
37,41,0.1250000000000001
37,44,-0.0625
37,48,0.375
38,43,0.10000000000000009
38,46,0.0
39,45,0.6666666666666666
40,41,0.16666666666666674
40,44,-0.0972222222222221
40,48,0.3055555555555556
41,49,0.08571428571428563
42,43,0.0
42,47,-0.10000000000000009
42,49,-0.10000000000000009
44,48,0.0625
47,49,0.3999999999999999
