checkpoint_episode,scenario_id,policy,n_nodes,slots,update_probability,target_tx_ratio,matched_rate_probability,policy_probability,mean_VAoI,actual_tx_ratio,action_prob_mean,action_prob_std,action_prob_min,action_prob_p10,action_prob_p50,action_prob_p90,action_prob_max,action_prob_node_std_mean,action_prob_global_std,action_prob_per_node_mean_std,topology,model
250,u0.15_s03,matched_random,100,500,0.15,0.1,0.11811064183712006,0.11811064183712006,6.630922828282829,0.11898,0.11811064183712006,0.0,0.11811064183712006,0.11811064183712006,0.11811064183712006,0.11811064183712006,0.11811064183712006,7.450580596923828e-09,0.0,0.0,community,curvature
250,u0.15_s04,nn,100,500,0.15,0.1,0.12640215456485748,0.12640215456485748,3.847970909090912,0.12822,0.12640215456485748,0.08748716115951538,0.022324979305267334,0.03505136370658875,0.09964798390865326,0.25914275646209717,0.4257386028766632,0.08647529035806656,0.08748716115951538,0.025292837992310524,community,curvature
250,u0.15_s04,matched_random,100,500,0.15,0.1,0.12640215456485748,0.12640215456485748,5.396488282828288,0.12747999999999998,0.12640215456485748,0.0,0.12640215456485748,0.12640215456485748,0.12640215456485748,0.12640215456485748,0.12640215456485748,1.4901161193847656e-08,0.0,1.4901161193847656e-08,community,curvature
200,u0.15_s00,nn,100,500,0.15,0.1,0.12866118550300598,0.12866118550300598,4.463296363636365,0.12814,0.12866118550300598,0.08149145543575287,0.04064789414405823,0.04184457957744599,0.10461704432964325,0.23178955018520356,0.23196542263031006,0.08034394681453705,0.08149145543575287,0.006060260813683271,community,no_curvature
200,u0.15_s01,nn,100,500,0.15,0.1,0.12881924211978912,0.12881924211978912,4.46229636363636,0.12738,0.12881924211978912,0.08131028711795807,0.04066088795661926,0.04191952645778656,0.10556043684482574,0.23173316121101378,0.23196592926979065,0.08028382807970047,0.08131028711795807,0.007046716287732124,community,no_curvature
200,u0.15_s02,nn,100,500,0.15,0.1,0.12862002849578857,0.12862002849578857,4.214729494949496,0.12908,0.12862002849578857,0.082163505256176,0.040609270334243774,0.04184442758560181,0.10297881066799164,0.2318348079919815,0.23196569085121155,0.0810091570019722,0.082163505256176,0.006547230761498213,community,no_curvature
200,u0.15_s03,nn,100,500,0.15,0.1,0.12742070853710175,0.12742070853710175,4.905581818181818,0.12596,0.12742070853710175,0.08121202141046524,0.040670573711395264,0.041961491107940674,0.10124211013317108,0.23176035284996033,0.23196515440940857,0.08015325665473938,0.08121202141046524,0.007402322255074978,community,no_curvature
200,u0.15_s04,nn,100,500,0.15,0.1,0.12920908629894257,0.12920908629894257,4.127440808080808,0.12942,0.12920908629894257,0.08217835426330566,0.040654778480529785,0.0417904794216156,0.10492613911628723,0.23183642029762266,0.2319657802581787,0.08102020621299744,0.08217835426330566,0.006261011585593224,community,no_curvature
250,u0.20_s00,nn,100,500,0.2,0.1,0.12239023298025131,0.12239023298025131,5.5144654545454594,0.12744,0.12239023298025131,0.08483611792325974,0.022300541400909424,0.03320951759815216,0.09957656264305115,0.24640504717826844,0.4257362186908722,0.08390927314758301,0.08483611792325974,0.0257104504853487,community,curvature
250,u0.20_s00,matched_random,100,500,0.2,0.1,0.12239023298025131,0.12239023298025131,7.850846868686858,0.1202,0.1223902553319931,2.2351741790771484e-08,0.12239023298025131,0.12239023298025131,0.12239023298025131,0.12239023298025131,0.12239023298025131,7.450580596923828e-09,2.2351741790771484e-08,0.0,community,curvature
250,u0.20_s01,nn,100,500,0.2,0.1,0.12536534667015076,0.12536534667015076,5.0979597979798,0.12390000000000001,0.12536534667015076,0.08520625531673431,0.022382259368896484,0.03522736132144928,0.10226314887404442,0.24646150171756742,0.36908838152885437,0.08416478335857391,0.08520625531673431,0.0217145849019289,community,curvature
250,u0.20_s01,matched_random,100,500,0.2,0.1,0.12536534667015076,0.12536534667015076,6.952701616161614,0.1259,0.12536537647247314,2.9802322387695312e-08,0.12536534667015076,0.12536534667015076,0.12536534667015076,0.12536534667015076,0.12536534667015076,1.4901161193847656e-08,2.9802322387695312e-08,1.4901161193847656e-08,community,curvature
250,u0.20_s02,nn,100,500,0.2,0.1,0.1246088445186615,0.1246088445186615,5.557441414141421,0.1241,0.1246088445186615,0.08537505567073822,0.022293686866760254,0.03447269201278687,0.10287447273731232,0.2495437502861023,0.42573559284210205,0.08442602306604385,0.08537505567073822,0.024437081068754196,community,curvature
250,u0.20_s02,matched_random,100,500,0.2,0.1,0.1246088445186615,0.1246088445186615,7.487866868686867,0.1242,0.12460886687040329,2.2351741790771484e-08,0.1246088445186615,0.1246088445186615,0.1246088445186615,0.1246088445186615,0.1246088445186615,2.2351741790771484e-08,2.2351741790771484e-08,7.450580596923828e-09,community,curvature
