node_i,node_j,curvature
0,6,0.24444444444444424
0,7,0.2777777777777778
0,16,0.4285714285714286
0,20,0.5555555555555556
0,21,0.1507936507936508
0,25,0.5555555555555556
0,36,0.5555555555555556
0,44,0.27222222222222237
0,49,0.4040404040404041
1,3,0.4464285714285716
1,8,0.10714285714285732
1,10,0.18452380952380965
1,12,1.1102230246251565e-16
1,13,0.2692307692307695
1,19,0.3088235294117647
1,22,0.2142857142857144
1,23,0.1517857142857143
1,24,0.19736842105263164
1,32,0.3373015873015872
1,38,0.34375000000000033
1,40,0.2812500000000001
1,45,0.4835164835164836
1,48,0.4835164835164836
2,4,0.48076923076923084
2,9,0.47435897435897434
2,12,0.03296703296703307
2,14,0.13348416289592735
2,23,-0.10096153846153832
2,24,-0.05668016194331993
2,30,-0.002262443438914019
2,33,-0.015384615384615552
2,34,0.02447552447552437
2,35,0.18803418803418803
2,37,0.04807692307692302
2,39,-0.11538461538461542
2,41,0.07967032967032994
3,8,0.17261904761904756
3,10,0.2500000000000001
3,13,0.1858974358974358
3,19,0.267156862745098
3,22,0.25
3,24,0.155701754385965
3,32,0.3611111111111114
3,38,0.30208333333333326
3,40,0.23958333333333337
3,45,0.4903846153846154
3,48,0.4903846153846154
4,9,0.45833333333333337
4,12,0.053571428571428714
4,14,0.10784313725490191
4,23,-0.0625
4,24,-0.04385964912280693
4,30,-0.03431372549019618
4,33,-0.008333333333333304
4,35,0.152777777777778
4,37,0.08333333333333337
4,39,-0.08333333333333348
4,41,0.04761904761904778
5,8,0.20833333333333337
5,10,0.16666666666666674
5,11,0.359848484848485
5,14,0.1568627450980392
5,19,0.14460784313725472
5,24,0.1381578947368426
5,26,0.04166666666666685
5,27,0.16666666666666652
5,30,0.23774509803921562
5,38,0.10416666666666674
5,40,0.16666666666666674
5,41,-0.029761904761904656
6,7,0.10714285714285732
6,16,0.2928571428571426
6,20,0.24444444444444458
6,25,0.24444444444444446
6,26,-0.3500000000000003
6,36,0.24444444444444446
6,49,0.15454545454545476
6,63,-0.6636363636363636
6,73,-0.6499999999999999
7,16,0.2142857142857143
7,18,-0.05714285714285694
7,20,0.2777777777777777
7,21,0.3928571428571429
7,25,0.2777777777777778
7,26,-0.09285714285714275
7,30,-0.3361344537815123
7,34,-0.02597402597402576
7,36,0.2777777777777778
7,41,-0.1785714285714286
7,44,0.3071428571428574
7,49,0.2987012987012988
8,10,0.4404761904761907
8,11,0.12662337662337686
8,19,0.24369747899159666
8,24,0.1992481203007519
8,27,0.0357142857142857
8,30,-0.031512605042016695
8,38,0.2142857142857144
8,40,0.2767857142857142
8,45,0.13736263736263754
8,47,-0.10714285714285698
8,48,0.13736263736263754
9,12,0.04166666666666674
9,14,0.19117647058823506
9,23,-0.06249999999999978
9,24,-0.004385964912280604
9,30,0.04901960784313708
9,33,-0.06666666666666665
9,34,0.06060606060606066
9,35,0.19444444444444453
9,37,0.0
9,41,0.13095238095238093
10,11,0.04924242424242464
10,19,0.3210784313725489
10,24,0.22587719298245623
10,27,-0.04166666666666674
10,38,0.29166666666666674
10,40,0.35416666666666674
10,45,0.21474358974358976
10,48,0.21474358974358987
11,14,0.050802139037433136
11,19,0.03208556149732633
11,26,0.040909090909091006
11,27,0.27840909090909083
11,30,0.13636363636363624
11,40,0.05397727272727271
11,41,-0.07792207792207795
11,43,-0.19318181818181812
12,13,0.17307692307692313
12,14,0.037815126050420145
12,15,0.15000000000000002
12,19,0.04411764705882337
12,23,0.3392857142857143
12,24,0.18609022556390997
12,31,0.125
12,37,-0.1339285714285714
12,38,0.0625
12,40,0.06250000000000022
13,15,0.03076923076923066
13,19,0.20135746606334837
13,23,0.3245192307692307
13,24,0.15991902834008132
13,31,0.10576923076923084
13,32,0.24786324786324787
13,38,0.23076923076923084
13,40,0.16826923076923084
13,45,0.23076923076923084
13,48,0.23076923076923073
14,19,0.0
14,21,-0.32983193277310874
14,23,-0.0349264705882355
14,24,0.1114551083591333
14,26,0.014705882352941346
14,30,0.32352941176470584
14,34,0.06684491978609641
14,35,-0.0032679738562091387
14,38,-0.0349264705882355
14,40,0.022058823529411797
14,41,0.2500000000000002
15,23,0.08124999999999993
15,31,0.44999999999999996
15,37,-0.16249999999999987
16,20,0.4285714285714286
16,25,0.4285714285714286
16,36,0.4285714285714286
16,49,0.3246753246753247
17,18,0.17499999999999982
17,21,0.1607142857142858
17,44,0.24999999999999978
17,49,0.19318181818181845
18,21,0.08571428571428574
18,28,-0.25000000000000044
18,33,-0.25
18,34,0.16363636363636358
18,35,0.038888888888889084
18,41,-0.07857142857142851
18,44,-2.220446049250313e-16
18,49,-0.13181818181818183
19,23,0.18750000000000022
19,24,0.35758513931888536
19,30,-0.02941176470588225
19,32,0.16993464052287588
19,38,0.48345588235294124
19,40,0.4852941176470589
19,45,0.28959276018099556
19,48,0.28959276018099567
20,21,0.15079365079365115
20,25,0.5555555555555556
20,36,0.5555555555555556
20,44,0.2722222222222225
20,49,0.4040404040404041
21,25,0.1507936507936508
21,26,-0.05714285714285716
21,30,-0.3004201680672265
21,34,0.055194805194805574
21,36,0.1507936507936508
21,41,-0.14285714285714302
21,44,0.30714285714285694
21,49,0.2532467532467533
22,32,0.3333333333333336
22,45,0.23076923076923095
22,48,0.23076923076923084
23,24,0.22861842105263153
23,31,0.0625
23,32,0.08680555555555558
23,38,0.21875
23,40,0.15625
23,45,0.1298076923076925
23,48,0.1298076923076925
24,30,0.08204334365325083
24,38,0.34539473684210487
24,40,0.36677631578947345
24,41,-0.12593984962406024
24,45,0.17813765182186225
24,48,0.17813765182186236
25,36,0.5555555555555556
25,44,0.2722222222222225
25,49,0.4040404040404042
26,27,-0.11250000000000004
26,30,0.15294117647058825
26,34,0.11818181818181839
26,41,0.16428571428571437
27,30,-0.0588235294117645
27,43,0.0
27,47,0.20833333333333348
28,29,0.11666666666666659
28,33,0.19999999999999984
28,35,-0.0555555555555558
28,46,0.33333333333333326
29,33,0.23333333333333317
29,37,-0.02083333333333348
29,39,0.25
29,42,0.33333333333333337
29,46,0.25
30,34,0.074866310160428
30,38,-0.06433823529411775
30,40,-0.0018382352941175295
30,41,0.23739495798319343
32,38,0.20486111111111127
32,45,0.36752136752136755
32,48,0.36752136752136766
33,35,0.04444444444444451
33,39,0.21666666666666667
33,42,0.15000000000000002
33,46,0.16666666666666663
34,35,0.1767676767676768
34,41,0.2727272727272727
34,44,-0.1590909090909094
35,41,0.12698412698412698
36,44,0.2722222222222225
36,49,0.4040404040404042
37,39,0.3124999999999999
37,42,0.1875
38,40,0.46875
38,45,0.32451923076923084
38,48,0.32451923076923084
39,42,0.375
40,45,0.26201923076923084
40,48,0.26201923076923084
43,47,0.2500000000000001
43,85,-0.625
44,49,0.3909090909090911
45,48,0.5384615384615384
50,56,0.2142857142857143
50,58,-0.0714285714285714
50,59,0.18571428571428572
50,72,-0.162337662337662
50,86,-0.05555555555555558
50,98,-0.007936507936507908
50,99,-0.6357142857142861
51,55,0.4821428571428572
51,82,0.02857142857142847
51,86,-0.05555555555555536
51,89,0.1428571428571429
51,91,0.3015873015873016
51,93,0.241758241758242
51,95,0.10714285714285732
52,53,-0.027972027972027913
52,63,-0.027972027972027913
52,64,-0.0174825174825175
52,67,-0.027972027972027913
52,71,0.15384615384615397
52,74,0.26098901098901106
52,76,0.23846153846153884
52,79,0.33760683760683774
52,82,0.020512820512820662
52,83,0.2051282051282053
52,84,0.03846153846153855
52,85,0.038461538461538325
52,99,0.26538461538461555
