episode,mean_VAoI,avg_tx_ratio,tx_ratio_ema,target_tx_ratio,budget_error,budget_relative_error,budget_error_after_deadzone,mean_action_probability,multiplier_used,multiplier_next,multiplier_at_max,actor_loss,critic_loss,entropy,approx_kl,clip_fraction,mean_vaoi_advantage,std_vaoi_advantage,max_abs_vaoi_advantage,mean_budget_advantage,std_budget_advantage,max_abs_budget_advantage,vaoi_policy_gradient_norm,budget_policy_gradient_norm,budget_to_vaoi_gradient_ratio,n_nodes,update_probability,max_node_activity_ratio,node_cap_violation_fraction,curvature_control_messages,alpha_raw,alpha_kappa,q_base_mean,q_base_std,q_base_min,q_base_max,corr_s_kappa_q_base,action_prob_mean,action_prob_std,action_prob_min,action_prob_p10,action_prob_p50,action_prob_p90,action_prob_max,action_prob_node_std_mean,action_prob_global_std,action_prob_per_node_mean_std
0,0.49986111124356586,0.13125,0.10312500000000001,0.1,0.0031250000000000028,0.03124999687500034,0.0,0.10001680254936218,0.0,0.0,False,-3.47693762670076e-09,0.1443587988615036,0.32509857416152954,-4.780789097935667e-09,0.0,-7.947286206899662e-08,0.9999955892562866,2.565995216369629,0.0,0.0,0.0,0.00025613256730139256,0.0,0.0,16,0.05,0.2,0.25,172,-2.2515690326690674,0.10005710273981094,0.10001680254936218,0.001956339692696929,0.09847700595855713,0.1033618152141571,0.999990491433786,0.10001680254936218,0.001956339692696929,0.09847700595855713,0.09847700595855713,0.09903320670127869,0.1033618152141571,0.1033618152141571,0.001956339692696929,0.001956339692696929,0.0019563580863177776
1,0.6251388877630234,0.09583333333333334,0.10239583333333334,0.1,0.002395833333333333,0.023958330937500237,0.0,0.09968245774507523,0.0,0.0,False,-2.1507342751192482e-07,0.2559923529624939,0.3243769407272339,-2.46800491154886e-09,0.0,2.2252400810884865e-07,0.9999962449073792,2.615370750427246,0.0,0.0,0.0,0.00018575169087853283,0.0,0.0,16,0.05,0.3,0.1875,92,-2.251434326171875,0.10006994009017944,0.09968245774507523,0.0011899862438440323,0.09847605228424072,0.10208681225776672,0.9999882747827095,0.09968245774507523,0.0011899862438440323,0.09847605228424072,0.09847605228424072,0.09936797618865967,0.10208681225776672,0.10208681225776672,0.0011899861274287105,0.0011899862438440323,0.001189985079690814
