episode,mean_VAoI,avg_tx_ratio,tx_ratio_ema,target_tx_ratio,budget_error,budget_relative_error,budget_error_after_deadzone,mean_action_probability,multiplier_used,multiplier_next,multiplier_at_max,actor_loss,critic_loss,entropy,approx_kl,clip_fraction,mean_vaoi_advantage,std_vaoi_advantage,max_abs_vaoi_advantage,mean_budget_advantage,std_budget_advantage,max_abs_budget_advantage,vaoi_policy_gradient_norm,budget_policy_gradient_norm,budget_to_vaoi_gradient_ratio,n_nodes,update_probability,max_node_activity_ratio,node_cap_violation_fraction,curvature_control_messages,alpha_raw,alpha_kappa,q_base_mean,q_base_std,q_base_min,q_base_max,corr_s_kappa_q_base,action_prob_mean,action_prob_std,action_prob_min,action_prob_p10,action_prob_p50,action_prob_p90,action_prob_max,action_prob_node_std_mean,action_prob_global_std,action_prob_per_node_mean_std
0,12.946978182196617,0.11557999963313341,0.1077899998165667,0.1,0.007789999816566695,0.07789999037566792,0.07789999037566792,0.11421429365873337,0.0,0.0,False,-2.7343750730324246e-07,473.9541320800781,0.349250853061676,3.3006219979370144e-08,0.0,-2.4414061883248905e-08,0.9999997615814209,4.392780303955078,0.0,0.0,0.0,7.392487896140665e-05,0.0,0.0,100,0.2,0.23,0.14,970,1.246321201324463,1.499070644378662,0.11421429365873337,0.035255201160907745,0.057348430156707764,0.21424061059951782,0.9853881803927094,0.11421429365873337,0.035255201160907745,0.057348430156707764,0.0722202420234693,0.10971373319625854,0.16169032454490662,0.21424061059951782,0.03525519743561745,0.035255201160907745,0.03525528684258461
1,26.21718710578978,0.10495999977365136,0.10637499979510903,0.1,0.0063749997951090265,0.06374999157609111,0.06374999157609111,0.1053079292178154,0.0,0.0,False,3.906249901319825e-07,2270.19140625,0.3257104754447937,-2.532099188101711e-07,0.0,-1.2695312534560799e-07,0.9999997615814209,2.1301376819610596,0.0,0.0,0.0,0.00045017735101282597,0.0,0.0,100,0.2,0.24,0.18,904,1.246976613998413,1.4995797872543335,0.1053079292178154,0.04745784029364586,0.05736863613128662,0.21414697170257568,0.9842936523567214,0.1053079292178154,0.04745784029364586,0.05736863613128662,0.05736863613128662,0.09207344055175781,0.21414697170257568,0.21414697170257568,0.04745783656835556,0.04745784029364586,0.04745802283287048
2,12.022887874037027,0.10340000002458692,0.10488749990984797,0.1,0.004887499909847964,0.048874994210980224,0.0,0.10532310605049133,0.0,0.0,False,1.1718749703959475e-07,402.66705322265625,0.32831844687461853,-1.7584130773684592e-07,0.0,-3.12499992105586e-07,0.9999997615814209,4.529286861419678,0.0,0.0,0.0,0.0004958564531989396,0.0,0.0,100,0.2,0.244,0.14,1070,1.2480348348617554,1.5004019737243652,0.10532310605049133,0.04144216328859329,0.0573575496673584,0.2141982913017273,0.9836220689267838,0.10532310605049133,0.04144216328859329,0.0573575496673584,0.06264027953147888,0.09489043056964874,0.15449472665785036,0.2141982913017273,0.04144216328859329,0.04144216328859329,0.04144185781478882
3,12.980856558859347,0.10180000022053719,0.10334375006519259,0.1,0.00334375006519258,0.03343749730817607,0.0,0.10317934304475784,0.0,0.0,False,-2.83203121398401e-07,467.89520263671875,0.3246762752532959,1.2414902883506329e-08,0.0,3.5156250532963895e-07,0.9999998211860657,4.675668239593506,0.0,0.0,0.0,0.00026672761305235326,0.0,0.0,100,0.2,0.228,0.13,1058,1.2491199970245361,1.501245141029358,0.10317934304475784,0.03790701925754547,0.05733971670269966,0.2142810821533203,0.982191973057745,0.10317934304475784,0.03790701925754547,0.05733971670269966,0.057339757680892944,0.09703651070594788,0.14947808086870124,0.2142810821533203,0.037907011806964874,0.03790701925754547,0.03790677338838577
4,14.930142271965742,0.10687999984249473,0.10511187495384366,0.1,0.005111874953843659,0.05111874442656215,0.05111874442656215,0.1080993041396141,0.0,0.0,False,-1.3671875365162123e-07,638.42919921875,0.3354601562023163,1.1074543060374253e-08,0.0,7.81249980263965e-08,0.9999998807907104,3.7023115158081055,0.0,0.0,0.0,0.000230253062909469,0.0,0.0,100,0.2,0.224,0.14,940,1.2497307062149048,1.5017198324203491,0.1080993041396141,0.036795083433389664,0.05732142552733421,0.21436607837677002,0.9871024458699872,0.1080993041396141,0.036795083433389664,0.05732142552733421,0.05732142925262451,0.10739150643348694,0.1481507420539856,0.21436607837677002,0.03679508715867996,0.036795083433389664,0.03679490461945534
5,14.288013320356608,0.10757999982312322,0.10634593738848344,0.1,0.006345937388483436,0.06345936753889761,0.06345936753889761,0.1087474599480629,0.0,0.0,False,-2.1484375167801772e-07,574.0769653320312,0.337605744600296,1.43695624288398e-08,0.0,1.4648438195763447e-07,0.9999997615814209,4.06863260269165,0.0,0.0,0.0,0.00019472549320198596,0.0,0.0,100,0.2,0.218,0.15,954,1.2498447895050049,1.501808524131775,0.1087474599480629,0.0357239693403244,0.05731114745140076,0.21441394090652466,0.9830565276387669,0.1087474599480629,0.0357239693403244,0.05731114745140076,0.06586496829986638,0.10237763822078705,0.14394273310896852,0.21441394090652466,0.035723976790905,0.0357239693403244,0.03572406619787216
6,12.213622826397419,0.10272000009566545,0.10453296874207445,0.1,0.004532968742074442,0.045329682887776133,0.0,0.10277040302753448,0.0,0.0,False,1.9531249506599124e-08,410.9347839355469,0.3255624771118164,-3.235012258073766e-08,0.0,2.4414063659605745e-07,0.9999997615814209,4.356851577758789,0.0,0.0,0.0,7.701657159486786e-05,0.0,0.0,100,0.2,0.216,0.07,1064,1.2497532367706299,1.501737356185913,0.10277040302753448,0.03335508704185486,0.05730921030044556,0.21442288160324097,0.9838327111675359,0.10277040302753448,0.03335508704185486,0.05730921030044556,0.06833502650260925,0.09415575489401817,0.13490156531333355,0.21442288160324097,0.03335508704185486,0.03335508704185486,0.03335520252585411
7,14.22983335146308,0.1041999998614192,0.10436648430174683,0.1,0.004366484301746826,0.043664838650984396,0.0,0.10024851560592651,0.0,0.0,False,4.785156306752469e-07,559.6633911132812,0.31512320041656494,-8.634269477170164e-08,0.0,-2.9296874259898686e-08,0.9999997019767761,4.4072065353393555,0.0,0.0,0.0,0.00047291404916904867,0.0,0.0,100,0.2,0.236,0.19,976,1.2492408752441406,1.501339077949524,0.10024851560592651,0.04533068835735321,0.05731073021888733,0.21441569924354553,0.9863918815203427,0.10024851560592651,0.04533068835735321,0.05731073021888733,0.05731073021888733,0.08384382352232933,0.1707831621170044,0.21441569924354553,0.04533069208264351,0.04533068835735321,0.04533080756664276
8,18.053943203002213,0.099239999871701,0.10180324208672392,0.1,0.0018032420867239163,0.018032419063997256,0.0,0.09972550719976425,0.0,0.0,False,-7.22656238849595e-07,942.6166381835938,0.31866157054901123,2.6290267740591844e-08,0.0,2.0507812337200448e-07,0.9999998211860657,3.373814105987549,0.0,0.0,0.0,6.971973198233172e-05,0.0,0.0,100,0.2,0.22,0.06,922,1.248749017715454,1.5009567737579346,0.09972550719976425,0.03294118493795395,0.05731937289237976,0.21437552571296692,0.9836260911268625,0.09972550719976425,0.03294118493795395,0.05731937289237976,0.05731937289237976,0.09979063272476196,0.13524400591849198,0.21437552571296692,0.03294118866324425,0.03294118493795395,0.032941240817308426
9,12.635301796138286,0.10129999992623925,0.10155162100648159,0.1,0.0015516210064815822,0.015516208513194971,0.0,0.10161334276199341,0.0,0.0,False,1.2207031829802872e-07,426.20123291015625,0.32169002294540405,-1.768797659451593e-07,0.0,-2.636718647863745e-07,0.9999998211860657,5.078682899475098,0.0,0.0,0.0,0.00021012991783209145,0.0,0.0,100,0.2,0.224,0.1,972,1.2482565641403198,1.5005742311477661,0.10161334276199341,0.03695881366729736,0.05732765793800354,0.2143370509147644,0.9817640323475941,0.10161334276199341,0.03695881366729736,0.05732765793800354,0.06174913048744202,0.09647008776664734,0.14547061026095912,0.2143370509147644,0.03695881366729736,0.03695881366729736,0.03695899248123169
