node_i,node_j,curvature
0,1,0.47631578947368447
0,2,0.4763157894736846
0,3,0.4763157894736846
0,4,0.4763157894736846
0,5,0.4763157894736846
0,6,0.4763157894736846
0,7,0.4763157894736846
0,8,0.4763157894736846
0,9,0.4763157894736846
0,10,0.4763157894736846
0,11,0.4763157894736846
0,12,0.4763157894736847
0,13,0.4763157894736847
0,14,0.4763157894736847
0,15,0.4763157894736847
0,16,0.4763157894736847
0,17,0.4763157894736847
0,18,0.4763157894736846
0,19,0.4763157894736846
0,20,-0.8999999999999997
1,2,0.5263157894736842
1,3,0.5263157894736842
1,4,0.5263157894736842
1,5,0.5263157894736842
1,6,0.5263157894736842
1,7,0.5263157894736842
1,8,0.5263157894736842
1,9,0.5263157894736842
1,10,0.5263157894736842
1,11,0.5263157894736842
1,12,0.5263157894736842
1,13,0.5263157894736842
1,14,0.5263157894736842
1,15,0.5263157894736842
1,16,0.5263157894736842
1,17,0.5263157894736842
1,18,0.5263157894736842
1,19,0.5263157894736842
2,3,0.5263157894736842
2,4,0.5263157894736842
2,5,0.5263157894736842
2,6,0.5263157894736842
2,7,0.5263157894736842
2,8,0.5263157894736842
2,9,0.5263157894736842
2,10,0.5263157894736842
2,11,0.5263157894736842
2,12,0.5263157894736842
2,13,0.5263157894736842
2,14,0.5263157894736842
2,15,0.5263157894736842
2,16,0.5263157894736842
2,17,0.5263157894736842
2,18,0.5263157894736842
2,19,0.5263157894736842
3,4,0.5263157894736842
3,5,0.5263157894736842
3,6,0.5263157894736842
3,7,0.5263157894736842
3,8,0.5263157894736842
3,9,0.5263157894736842
3,10,0.5263157894736842
3,11,0.5263157894736842
3,12,0.5263157894736842
3,13,0.5263157894736842
3,14,0.5263157894736842
3,15,0.5263157894736842
3,16,0.5263157894736842
3,17,0.5263157894736842
3,18,0.5263157894736842
3,19,0.5263157894736842
4,5,0.5263157894736842
4,6,0.5263157894736842
4,7,0.5263157894736842
4,8,0.5263157894736842
4,9,0.5263157894736842
4,10,0.5263157894736842
4,11,0.5263157894736842
4,12,0.5263157894736842
4,13,0.5263157894736842
4,14,0.5263157894736842
4,15,0.5263157894736842
4,16,0.5263157894736842
4,17,0.5263157894736842
4,18,0.5263157894736842
4,19,0.5263157894736842
5,6,0.5263157894736842
5,7,0.5263157894736842
5,8,0.5263157894736842
5,9,0.5263157894736842
5,10,0.5263157894736842
5,11,0.5263157894736842
5,12,0.5263157894736842
5,13,0.5263157894736842
5,14,0.5263157894736842
5,15,0.5263157894736842
5,16,0.5263157894736842
5,17,0.5263157894736842
5,18,0.5263157894736842
5,19,0.5263157894736842
6,7,0.5263157894736842
6,8,0.5263157894736842
6,9,0.5263157894736842
6,10,0.5263157894736842
6,11,0.5263157894736842
6,12,0.5263157894736842
6,13,0.5263157894736842
6,14,0.5263157894736842
6,15,0.5263157894736842
6,16,0.5263157894736842
6,17,0.5263157894736842
6,18,0.5263157894736842
6,19,0.5263157894736842
7,8,0.5263157894736842
7,9,0.5263157894736842
7,10,0.5263157894736842
7,11,0.5263157894736842
7,12,0.5263157894736842
7,13,0.5263157894736842
7,14,0.5263157894736842
7,15,0.5263157894736842
7,16,0.5263157894736842
7,17,0.5263157894736842
7,18,0.5263157894736842
7,19,0.5263157894736842
8,9,0.5263157894736842
8,10,0.5263157894736842
8,11,0.5263157894736842
8,12,0.5263157894736842
8,13,0.5263157894736842
8,14,0.5263157894736842
8,15,0.5263157894736842
8,16,0.5263157894736842
8,17,0.5263157894736842
8,18,0.5263157894736842
8,19,0.5263157894736842
9,10,0.5263157894736842
9,11,0.5263157894736842
9,12,0.5263157894736842
9,13,0.5263157894736842
9,14,0.5263157894736842
9,15,0.5263157894736842
9,16,0.5263157894736842
9,17,0.5263157894736842
9,18,0.5263157894736842
9,19,0.5263157894736842
10,11,0.5263157894736842
10,12,0.5263157894736842
10,13,0.5263157894736842
10,14,0.5263157894736842
10,15,0.5263157894736842
10,16,0.5263157894736842
10,17,0.5263157894736842
10,18,0.5263157894736842
10,19,0.5263157894736842
11,12,0.5263157894736842
11,13,0.5263157894736842
11,14,0.5263157894736842
11,15,0.5263157894736842
11,16,0.5263157894736842
11,17,0.5263157894736842
11,18,0.5263157894736842
11,19,0.5263157894736842
12,13,0.5263157894736842
12,14,0.5263157894736842
12,15,0.5263157894736842
12,16,0.5263157894736842
12,17,0.5263157894736842
12,18,0.5263157894736842
12,19,0.5263157894736842
13,14,0.5263157894736842
13,15,0.5263157894736842
13,16,0.5263157894736842
13,17,0.5263157894736842
13,18,0.5263157894736842
13,19,0.5263157894736842
14,15,0.5263157894736842
14,16,0.5263157894736842
14,17,0.5263157894736842
14,18,0.5263157894736842
14,19,0.5263157894736842
15,16,0.5263157894736842
15,17,0.5263157894736842
15,18,0.5263157894736842
15,19,0.5263157894736842
16,17,0.5263157894736842
16,18,0.5263157894736842
16,19,0.5263157894736842
17,18,0.5263157894736842
17,19,0.5263157894736842
18,19,0.5263157894736842
20,21,0.47631578947368414
20,22,0.47631578947368414
20,23,0.47631578947368425
20,24,0.47631578947368425
20,25,0.47631578947368425
20,26,0.47631578947368425
20,27,0.47631578947368414
20,28,0.47631578947368414
20,29,0.47631578947368414
20,30,0.47631578947368414
20,31,0.47631578947368414
20,32,0.47631578947368414
20,33,0.47631578947368414
20,34,0.47631578947368414
20,35,0.47631578947368414
20,36,0.47631578947368425
20,37,0.47631578947368425
20,38,0.47631578947368414
20,39,0.47631578947368414
21,22,0.5263157894736842
21,23,0.5263157894736842
21,24,0.5263157894736842
21,25,0.5263157894736842
21,26,0.5263157894736842
21,27,0.5263157894736842
21,28,0.5263157894736842
21,29,0.5263157894736842
21,30,0.5263157894736842
21,31,0.5263157894736842
21,32,0.5263157894736842
21,33,0.5263157894736842
21,34,0.5263157894736842
21,35,0.5263157894736842
21,36,0.5263157894736842
21,37,0.5263157894736842
21,38,0.5263157894736842
21,39,0.5263157894736842
22,23,0.5263157894736842
22,24,0.5263157894736842
22,25,0.5263157894736842
22,26,0.5263157894736842
22,27,0.5263157894736842
22,28,0.5263157894736842
22,29,0.5263157894736842
22,30,0.5263157894736842
22,31,0.5263157894736842
22,32,0.5263157894736842
22,33,0.5263157894736842
22,34,0.5263157894736842
22,35,0.5263157894736842
22,36,0.5263157894736842
22,37,0.5263157894736842
22,38,0.5263157894736842
22,39,0.5263157894736842
23,24,0.5263157894736842
23,25,0.5263157894736842
23,26,0.5263157894736842
23,27,0.5263157894736842
23,28,0.5263157894736842
23,29,0.5263157894736842
23,30,0.5263157894736842
23,31,0.5263157894736842
23,32,0.5263157894736842
23,33,0.5263157894736842
23,34,0.5263157894736842
23,35,0.5263157894736842
23,36,0.5263157894736842
23,37,0.5263157894736842
23,38,0.5263157894736842
23,39,0.5263157894736842
24,25,0.5263157894736842
24,26,0.5263157894736842
24,27,0.5263157894736842
24,28,0.5263157894736842
24,29,0.5263157894736842
24,30,0.5263157894736842
24,31,0.5263157894736842
24,32,0.5263157894736842
24,33,0.5263157894736842
24,34,0.5263157894736842
24,35,0.5263157894736842
24,36,0.5263157894736842
24,37,0.5263157894736842
24,38,0.5263157894736842
24,39,0.5263157894736842
25,26,0.5263157894736842
25,27,0.5263157894736842
25,28,0.5263157894736842
25,29,0.5263157894736842
25,30,0.5263157894736842
25,31,0.5263157894736842
25,32,0.5263157894736842
25,33,0.5263157894736842
25,34,0.5263157894736842
25,35,0.5263157894736842
25,36,0.5263157894736842
25,37,0.5263157894736842
25,38,0.5263157894736842
25,39,0.5263157894736842
26,27,0.5263157894736842
26,28,0.5263157894736842
26,29,0.5263157894736842
26,30,0.5263157894736842
26,31,0.5263157894736842
26,32,0.5263157894736842
26,33,0.5263157894736842
26,34,0.5263157894736842
26,35,0.5263157894736842
26,36,0.5263157894736842
26,37,0.5263157894736842
26,38,0.5263157894736842
26,39,0.5263157894736842
27,28,0.5263157894736842
27,29,0.5263157894736842
27,30,0.5263157894736842
27,31,0.5263157894736842
27,32,0.5263157894736842
27,33,0.5263157894736842
27,34,0.5263157894736842
27,35,0.5263157894736842
27,36,0.5263157894736842
27,37,0.5263157894736842
27,38,0.5263157894736842
27,39,0.5263157894736842
28,29,0.5263157894736842
28,30,0.5263157894736842
28,31,0.5263157894736842
28,32,0.5263157894736842
28,33,0.5263157894736842
28,34,0.5263157894736842
28,35,0.5263157894736842
28,36,0.5263157894736842
28,37,0.5263157894736842
28,38,0.5263157894736842
28,39,0.5263157894736842
29,30,0.5263157894736842
29,31,0.5263157894736842
29,32,0.5263157894736842
29,33,0.5263157894736842
29,34,0.5263157894736842
29,35,0.5263157894736842
29,36,0.5263157894736842
29,37,0.5263157894736842
29,38,0.5263157894736842
29,39,0.5263157894736842
30,31,0.5263157894736842
30,32,0.5263157894736842
30,33,0.5263157894736842
30,34,0.5263157894736842
30,35,0.5263157894736842
30,36,0.5263157894736842
30,37,0.5263157894736842
30,38,0.5263157894736842
30,39,0.5263157894736842
31,32,0.5263157894736842
31,33,0.5263157894736842
31,34,0.5263157894736842
31,35,0.5263157894736842
31,36,0.5263157894736842
31,37,0.5263157894736842
31,38,0.5263157894736842
31,39,0.5263157894736842
32,33,0.5263157894736842
32,34,0.5263157894736842
32,35,0.5263157894736842
32,36,0.5263157894736842
32,37,0.5263157894736842
32,38,0.5263157894736842
32,39,0.5263157894736842
33,34,0.5263157894736842
33,35,0.5263157894736842
33,36,0.5263157894736842
33,37,0.5263157894736842
33,38,0.5263157894736842
33,39,0.5263157894736842
34,35,0.5263157894736842
34,36,0.5263157894736842
34,37,0.5263157894736842
34,38,0.5263157894736842
34,39,0.5263157894736842
35,36,0.5263157894736842
35,37,0.5263157894736842
35,38,0.5263157894736842
35,39,0.5263157894736842
36,37,0.5263157894736842
36,38,0.5263157894736842
36,39,0.5263157894736842
37,38,0.5263157894736842
37,39,0.5263157894736842
38,39,0.5263157894736842
