checkpoint_episode,scenario_id,policy,n_nodes,slots,update_probability,target_tx_ratio,matched_rate_probability,policy_probability,mean_VAoI,actual_tx_ratio,action_prob_mean,action_prob_std,action_prob_min,action_prob_p10,action_prob_p50,action_prob_p90,action_prob_max,action_prob_node_std_mean,action_prob_global_std,action_prob_per_node_mean_std,model_id,model_directory
250,v04,matched_random,100,500,0.20000,0.10000,0.09671,0.09671,8.47968,0.09602,0.09671,0.00000,0.09671,0.09671,0.09671,0.09671,0.09671,0.00000,0.00000,0.00000,nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2,D:\ZMF\2026Curvature\curvature-gossip\result_2layers\nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2
250,v04,fixed_random,100,500,0.20000,0.10000,0.09671,0.10000,8.42069,0.09948,0.10000,0.00000,0.10000,0.10000,0.10000,0.10000,0.10000,0.00000,0.00000,0.00000,nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2,D:\ZMF\2026Curvature\curvature-gossip\result_2layers\nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2
250,v05,nn,100,500,0.20000,0.10000,0.09740,0.09740,7.09406,0.09446,0.09740,0.02767,0.04775,0.06655,0.09298,0.13474,0.22157,0.02763,0.02767,0.02692,nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2,D:\ZMF\2026Curvature\curvature-gossip\result_2layers\nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2
250,v05,stage1_only,100,500,0.20000,0.10000,0.09740,0.10542,7.26034,0.10262,0.10542,0.02975,0.05737,0.07363,0.09982,0.14310,0.21430,0.02975,0.02975,0.02975,nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2,D:\ZMF\2026Curvature\curvature-gossip\result_2layers\nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2
250,v05,matched_random,100,500,0.20000,0.10000,0.09740,0.09740,7.92900,0.09818,0.09740,0.00000,0.09740,0.09740,0.09740,0.09740,0.09740,0.00000,0.00000,0.00000,nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2,D:\ZMF\2026Curvature\curvature-gossip\result_2layers\nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2
250,v05,fixed_random,100,500,0.20000,0.10000,0.09740,0.10000,7.63497,0.10118,0.10000,0.00000,0.10000,0.10000,0.10000,0.10000,0.10000,0.00000,0.00000,0.00000,nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2,D:\ZMF\2026Curvature\curvature-gossip\result_2layers\nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2
250,v06,nn,100,500,0.20000,0.10000,0.09896,0.09896,7.47341,0.10092,0.09896,0.03711,0.04768,0.05642,0.09013,0.15048,0.22131,0.03708,0.03711,0.03657,nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2,D:\ZMF\2026Curvature\curvature-gossip\result_2layers\nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2
250,v06,stage1_only,100,500,0.20000,0.10000,0.09896,0.10741,7.82739,0.10912,0.10741,0.04067,0.05737,0.05737,0.09651,0.15916,0.21430,0.04067,0.04067,0.04067,nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2,D:\ZMF\2026Curvature\curvature-gossip\result_2layers\nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2
250,v06,matched_random,100,500,0.20000,0.10000,0.09896,0.09896,7.96294,0.09744,0.09896,0.00000,0.09896,0.09896,0.09896,0.09896,0.09896,0.00000,0.00000,0.00000,nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2,D:\ZMF\2026Curvature\curvature-gossip\result_2layers\nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2
250,v06,fixed_random,100,500,0.20000,0.10000,0.09896,0.10000,8.13688,0.09866,0.10000,0.00000,0.10000,0.10000,0.10000,0.10000,0.10000,0.00000,0.00000,0.00000,nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2,D:\ZMF\2026Curvature\curvature-gossip\result_2layers\nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2
250,v07,nn,100,500,0.20000,0.10000,0.10303,0.10303,6.91121,0.10246,0.10303,0.03105,0.04771,0.05843,0.10335,0.14222,0.21972,0.03101,0.03105,0.03033,nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2,D:\ZMF\2026Curvature\curvature-gossip\result_2layers\nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2
250,v07,stage1_only,100,500,0.20000,0.10000,0.10303,0.11171,6.97968,0.11058,0.11171,0.03362,0.05737,0.05737,0.11251,0.15339,0.21430,0.03362,0.03362,0.03362,nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2,D:\ZMF\2026Curvature\curvature-gossip\result_2layers\nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2
250,v07,matched_random,100,500,0.20000,0.10000,0.10303,0.10303,7.64905,0.10288,0.10303,0.00000,0.10303,0.10303,0.10303,0.10303,0.10303,0.00000,0.00000,0.00000,nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2,D:\ZMF\2026Curvature\curvature-gossip\result_2layers\nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2
250,v07,fixed_random,100,500,0.20000,0.10000,0.10303,0.10000,7.55091,0.10046,0.10000,0.00000,0.10000,0.10000,0.10000,0.10000,0.10000,0.00000,0.00000,0.00000,nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2,D:\ZMF\2026Curvature\curvature-gossip\result_2layers\nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2
250,v08,nn,100,500,0.20000,0.10000,0.09695,0.09695,6.94457,0.09658,0.09695,0.02479,0.04786,0.06510,0.09398,0.13110,0.17843,0.02475,0.02479,0.02397,nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2,D:\ZMF\2026Curvature\curvature-gossip\result_2layers\nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2
250,v08,stage1_only,100,500,0.20000,0.10000,0.09695,0.10497,6.95494,0.10426,0.10497,0.02676,0.05737,0.06769,0.09982,0.14195,0.17309,0.02676,0.02676,0.02676,nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2,D:\ZMF\2026Curvature\curvature-gossip\result_2layers\nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2
250,v08,matched_random,100,500,0.20000,0.10000,0.09695,0.09695,7.66704,0.09390,0.09695,0.00000,0.09695,0.09695,0.09695,0.09695,0.09695,0.00000,0.00000,0.00000,nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2,D:\ZMF\2026Curvature\curvature-gossip\result_2layers\nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2
250,v08,fixed_random,100,500,0.20000,0.10000,0.09695,0.10000,7.39150,0.10020,0.10000,0.00000,0.10000,0.10000,0.10000,0.10000,0.10000,0.00000,0.00000,0.00000,nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2,D:\ZMF\2026Curvature\curvature-gossip\result_2layers\nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2
250,v09,nn,100,500,0.20000,0.10000,0.09947,0.09947,6.87433,0.09886,0.09947,0.03769,0.04785,0.05904,0.08914,0.15752,0.22090,0.03767,0.03769,0.03717,nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2,D:\ZMF\2026Curvature\curvature-gossip\result_2layers\nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2
250,v09,stage1_only,100,500,0.20000,0.10000,0.09947,0.10779,6.92025,0.10684,0.10779,0.04138,0.05737,0.06592,0.09636,0.16810,0.21430,0.04138,0.04138,0.04138,nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2,D:\ZMF\2026Curvature\curvature-gossip\result_2layers\nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2
250,v09,matched_random,100,500,0.20000,0.10000,0.09947,0.09947,7.77670,0.09850,0.09947,0.00000,0.09947,0.09947,0.09947,0.09947,0.09947,0.00000,0.00000,0.00000,nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2,D:\ZMF\2026Curvature\curvature-gossip\result_2layers\nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2
250,v09,fixed_random,100,500,0.20000,0.10000,0.09947,0.10000,8.31202,0.09988,0.10000,0.00000,0.10000,0.10000,0.10000,0.10000,0.10000,0.00000,0.00000,0.00000,nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2,D:\ZMF\2026Curvature\curvature-gossip\result_2layers\nn_2layers_stage2_heuristic_channel_n100_u0.20_b0.10_a1.50_v2
