episode,mean_VAoI,avg_tx_ratio,tx_ratio_ema,target_tx_ratio,budget_error,budget_relative_error,budget_error_after_deadzone,mean_action_probability,multiplier_used,multiplier_next,multiplier_at_max,actor_loss,critic_loss,entropy,approx_kl,clip_fraction,mean_vaoi_advantage,std_vaoi_advantage,max_abs_vaoi_advantage,mean_budget_advantage,std_budget_advantage,max_abs_budget_advantage,vaoi_policy_gradient_norm,budget_policy_gradient_norm,budget_to_vaoi_gradient_ratio,n_nodes,update_probability,max_node_activity_ratio,node_cap_violation_fraction,curvature_control_messages,alpha_raw,alpha_kappa,q_base_mean,q_base_std,q_base_min,q_base_max,residual_delta_mean,residual_delta_std,residual_delta_min,residual_delta_max,q_final_mean,q_final_std,corr_s_kappa_q_base,action_prob_mean,action_prob_std,action_prob_min,action_prob_p10,action_prob_p50,action_prob_p90,action_prob_max,action_prob_node_std_mean,action_prob_global_std,action_prob_per_node_mean_std
0,1.6462121456861496,0.1416666701436043,0.10416666701436043,0.1,0.004166667014360428,0.04166666597693769,0.0,0.10593975335359573,0.0,0.0,False,-3.3948817872442305e-05,1.3870470523834229,0.33125120401382446,6.664730608463287e-05,0.0,-6.357829107628277e-08,0.9999985694885254,2.0777435302734375,0.0,0.0,0.0,0.009114565327763557,0.0,0.0,12,0.2,0.4,0.4166666666666667,66,1.2475175857543945,1.5000001192092896,0.10593975335359573,0.03553394973278046,0.08038559556007385,0.17079883813858032,0.0,0.0,0.0,0.0,0.10593975335359573,0.03553394973278046,0.99796993398296,0.10593975335359573,0.03553394973278046,0.08038559556007385,0.08038559556007385,0.08038562536239624,0.17079883813858032,0.17079883813858032,0.035533953458070755,0.03553394973278046,0.03553393483161926
1,1.892803031206131,0.10416666902601719,0.10416666721552612,0.1,0.00416666721552611,0.0416666679885943,0.0,0.10279615223407745,0.0,0.0,False,-8.922020788304508e-05,1.7032133340835571,0.32528212666511536,-2.0885063349851407e-05,0.0,-1.2715658215256553e-07,0.9999987483024597,2.284724473953247,0.0,0.0,0.0,0.0415160246193409,0.0,0.0,12,0.2,0.3,0.16666666666666666,82,1.2475175857543945,1.5000001192092896,0.10305382311344147,0.03675904870033264,0.08038559556007385,0.18248236179351807,-0.002834990154951811,0.000432964094216004,-0.004003885202109814,-0.002016556914895773,0.10279615223407745,0.03668119013309479,0.9965274924375098,0.10279615223407745,0.03668119013309479,0.08009010553359985,0.08012494146823884,0.08020642027258873,0.18203623294830323,0.18216454982757568,0.03668118268251419,0.03668119013309479,0.03668118268251419
