checkpoint_episode,scenario_id,policy,n_nodes,slots,update_probability,target_tx_ratio,matched_rate_probability,policy_probability,mean_VAoI,actual_tx_ratio,action_prob_mean,action_prob_std,action_prob_min,action_prob_p10,action_prob_p50,action_prob_p90,action_prob_max,action_prob_node_std_mean,action_prob_global_std,action_prob_per_node_mean_std,topology,model,node_count,model_label
200,n120_s04,nn,120,200,0.2,0.1,0.12619225680828094,0.12619225680828094,6.394649509803924,0.12891666666666668,0.12619225680828094,0.0801086351275444,0.04082489013671875,0.04212299883365631,0.10010206699371338,0.23162416815757753,0.23196488618850708,0.07830286771059036,0.0801086351275444,0.00938942190259695,community,v32_no_curvature,120,V3.2 no-curvature MPNN
160,n130_s00,nn,130,200,0.2,0.1,0.11284210532903671,0.11284210532903671,5.854245080500895,0.11319230769230769,0.11284210532903671,0.06679414212703705,0.025650322437286377,0.043809977173805234,0.09586268663406372,0.20906670987606052,0.4015922546386719,0.06568747758865356,0.06679414212703705,0.024032436311244965,community,v32_curvature,130,V3.2 curvature MPNN
160,n130_s01,nn,130,200,0.2,0.1,0.10795916616916656,0.10795916616916656,5.678286523553965,0.10896153846153846,0.10795916616916656,0.0644921287894249,0.02575814723968506,0.0403501570224762,0.08947017788887024,0.20298646092414854,0.40247365832328796,0.06334803253412247,0.0644921287894249,0.021874340251088142,community,v32_curvature,130,V3.2 curvature MPNN
160,n130_s02,nn,130,200,0.2,0.1,0.10785973072052002,0.10785973072052002,6.146933512224207,0.10780769230769231,0.10785973072052002,0.06447730213403702,0.025593310594558716,0.04045351147651672,0.09053786098957062,0.20278268158435825,0.3965086340904236,0.06332674622535706,0.06447730213403702,0.02284306101500988,community,v32_curvature,130,V3.2 curvature MPNN
160,n130_s03,nn,130,200,0.2,0.1,0.11067759245634079,0.11067759245634079,6.1527748956469885,0.11334615384615385,0.11067759245634079,0.06631402671337128,0.02571570873260498,0.043425109982490544,0.08992242813110352,0.21197234094142914,0.40035489201545715,0.06528312712907791,0.06631402671337128,0.022904712706804276,community,v32_curvature,130,V3.2 curvature MPNN
160,n130_s04,nn,130,200,0.2,0.1,0.11380282044410706,0.11380282044410706,6.180817829457368,0.11388461538461538,0.11380282044410706,0.06684182584285736,0.025807589292526245,0.045183679461479186,0.09468132257461548,0.21216410100460054,0.3970881998538971,0.0657326951622963,0.06684182584285736,0.021154863759875298,community,v32_curvature,130,V3.2 curvature MPNN
200,n130_s00,nn,130,200,0.2,0.1,0.12766309082508087,0.12766309082508087,5.782723315444245,0.12734615384615383,0.12766309082508087,0.0807102844119072,0.04071280360221863,0.04215556979179383,0.10243690013885498,0.23171863257884978,0.23196491599082947,0.07891426980495453,0.0807102844119072,0.009889811277389526,community,v32_no_curvature,130,V3.2 no-curvature MPNN
200,n130_s01,nn,130,200,0.2,0.1,0.13041217625141144,0.13041217625141144,5.426158616577219,0.12992307692307692,0.13041217625141144,0.0814334824681282,0.04069489240646362,0.04204297661781311,0.10830017924308777,0.23185300827026367,0.23196551203727722,0.07949257642030716,0.0814334824681282,0.00979161448776722,community,v32_no_curvature,130,V3.2 no-curvature MPNN
200,n130_s02,nn,130,200,0.2,0.1,0.12741610407829285,0.12741610407829285,6.571947823494338,0.1270769230769231,0.12741610407829285,0.07983197271823883,0.04060140252113342,0.042269164323806764,0.10328580439090729,0.23157514929771422,0.23196518421173096,0.07818755507469177,0.07983197271823883,0.009908937849104404,community,v32_no_curvature,130,V3.2 no-curvature MPNN
200,n130_s03,nn,130,200,0.2,0.1,0.12835825979709625,0.12835825979709625,6.030344961240312,0.1297307692307692,0.12835825979709625,0.08072938024997711,0.040824711322784424,0.04219629466533661,0.1038961261510849,0.23173096776008606,0.2319657802581787,0.07893364876508713,0.08072938024997711,0.0088429544121027,community,v32_no_curvature,130,V3.2 no-curvature MPNN
200,n130_s04,nn,130,200,0.2,0.1,0.12780649960041046,0.12780649960041046,6.29913804412642,0.1286923076923077,0.12780649960041046,0.0801071748137474,0.04056936502456665,0.0422218769788742,0.10393321141600609,0.2316586345434189,0.23196497559547424,0.07844504714012146,0.0801071748137474,0.008914743550121784,community,v32_no_curvature,130,V3.2 no-curvature MPNN
160,n140_s00,nn,140,200,0.2,0.1,0.11029879003763199,0.11029879003763199,5.555519784172663,0.10853571428571429,0.11029879003763199,0.06564672291278839,0.025748878717422485,0.0437244176864624,0.08766888082027435,0.209577414393425,0.3371802568435669,0.06440629065036774,0.06564672291278839,0.019346244633197784,community,v32_curvature,140,V3.2 curvature MPNN
160,n140_s01,nn,140,200,0.2,0.1,0.10969682782888412,0.10969682782888412,6.983753083247688,0.10939285714285714,0.10969682782888412,0.06467478722333908,0.025528907775878906,0.04183757305145264,0.0925486832857132,0.20318301022052768,0.3985329866409302,0.06356211751699448,0.06467478722333908,0.022741146385669708,community,v32_curvature,140,V3.2 curvature MPNN
160,n140_s02,nn,140,200,0.2,0.1,0.10778991878032684,0.10778991878032684,6.208542394655707,0.1115,0.10778991878032684,0.06526888906955719,0.02559521794319153,0.043006235361099245,0.08739107847213745,0.204968535900116,0.3995250463485718,0.0641876682639122,0.06526888906955719,0.02288271300494671,community,v32_curvature,140,V3.2 curvature MPNN
160,n140_s03,nn,140,200,0.2,0.1,0.10990414768457413,0.10990414768457413,5.6570858170606355,0.10946428571428571,0.10990414768457413,0.06608562171459198,0.025679081678390503,0.04195355772972107,0.0904219001531601,0.20425645112991334,0.3837910592556,0.06497570127248764,0.06608562171459198,0.022199753671884537,community,v32_curvature,140,V3.2 curvature MPNN
160,n140_s04,nn,140,200,0.2,0.1,0.11337172240018845,0.11337172240018845,6.499007965056523,0.11164285714285715,0.11337172240018845,0.06781924515962601,0.0256212055683136,0.04365144968032837,0.09278827905654907,0.21486531496047975,0.4012611508369446,0.0666951909661293,0.06781924515962601,0.02332841418683529,community,v32_curvature,140,V3.2 curvature MPNN
200,n140_s00,nn,140,200,0.2,0.1,0.13015341758728027,0.13015341758728027,5.9079797019527245,0.12782142857142856,0.13015341758728027,0.08092042803764343,0.040674179792404175,0.042123258113861084,0.10893790423870087,0.2317677468061447,0.2319657802581787,0.07906846702098846,0.08092042803764343,0.008527969010174274,community,v32_no_curvature,140,V3.2 no-curvature MPNN
200,n140_s01,nn,140,200,0.2,0.1,0.12809878587722778,0.12809878587722778,7.81203365878726,0.12692857142857142,0.12809878587722778,0.07958381623029709,0.040757566690444946,0.042257669568061824,0.10565009713172913,0.23147920072078706,0.23196473717689514,0.0777488648891449,0.07958381623029709,0.010326358489692211,community,v32_no_curvature,140,V3.2 no-curvature MPNN
200,n140_s02,nn,140,200,0.2,0.1,0.12733575701713562,0.12733575701713562,6.585502826310379,0.12971428571428573,0.12733575701713562,0.07992766052484512,0.0407523512840271,0.04221519529819488,0.10304532945156097,0.2316272437572479,0.23196542263031006,0.07824471592903137,0.07992766052484512,0.009453746490180492,community,v32_no_curvature,140,V3.2 no-curvature MPNN
200,n140_s03,nn,140,200,0.2,0.1,0.12890276312828064,0.12890276312828064,6.229791880781087,0.12782142857142856,0.12890276312828064,0.08097022771835327,0.040704041719436646,0.04206766188144684,0.10555502772331238,0.23175376653671265,0.23196548223495483,0.07921542227268219,0.08097022771835327,0.009680677205324173,community,v32_no_curvature,140,V3.2 no-curvature MPNN
200,n140_s04,nn,140,200,0.2,0.1,0.12779173254966736,0.12779173254966736,7.041739208633094,0.12635714285714286,0.12779173254966736,0.08017060160636902,0.04069487005472183,0.04222249984741211,0.10465492308139801,0.2316560208797455,0.23196536302566528,0.07849014550447464,0.08017060160636902,0.00994717888534069,community,v32_no_curvature,140,V3.2 no-curvature MPNN
160,n150_s00,nn,150,200,0.2,0.1,0.1092386469244957,0.1092386469244957,6.506670469798654,0.10876666666666668,0.1092386469244957,0.0660889595746994,0.025718480348587036,0.04109439253807068,0.0908169150352478,0.20539841055870067,0.4004439413547516,0.065183125436306,0.0660889595746994,0.025137420743703842,community,v32_curvature,150,V3.2 curvature MPNN
160,n150_s01,nn,150,200,0.2,0.1,0.1081174835562706,0.1081174835562706,7.129056375838924,0.10646666666666667,0.1081174835562706,0.06475567072629929,0.025686204433441162,0.04065508544445038,0.09065242111682892,0.20306728482246403,0.40042659640312195,0.06385789066553116,0.06475567072629929,0.024321231991052628,community,v32_curvature,150,V3.2 curvature MPNN
160,n150_s02,nn,150,200,0.2,0.1,0.10808046907186508,0.10808046907186508,6.380582102908278,0.10763333333333333,0.10808046907186508,0.06526244431734085,0.025266051292419434,0.04065211713314056,0.09054821729660034,0.2004355102777481,0.3901728689670563,0.06423565745353699,0.06526244431734085,0.02490685135126114,community,v32_curvature,150,V3.2 curvature MPNN
160,n150_s03,nn,150,200,0.2,0.1,0.11271324008703232,0.11271324008703232,6.551126398210284,0.11033333333333334,0.11271324008703232,0.06837863475084305,0.025483250617980957,0.040865707024931905,0.09473772346973419,0.2144128441810608,0.3950962722301483,0.06728298217058182,0.06837863475084305,0.026926632970571518,community,v32_curvature,150,V3.2 curvature MPNN
160,n150_s04,nn,150,200,0.2,0.1,0.10611026734113693,0.10611026734113693,6.474197762863529,0.10859999999999999,0.10611026734113693,0.06386862695217133,0.02567729353904724,0.039517730474472046,0.08905355632305145,0.1998514175415039,0.3992238938808441,0.0627925843000412,0.06386862695217133,0.021850088611245155,community,v32_curvature,150,V3.2 curvature MPNN
200,n150_s00,nn,150,200,0.2,0.1,0.12725158035755157,0.12725158035755157,6.693222371364653,0.12653333333333333,0.12725158035755157,0.07971863448619843,0.0407181978225708,0.042252895236015324,0.1036464273929596,0.23161096274852752,0.23196518421173096,0.07802603393793106,0.07971863448619843,0.009221578948199749,community,v32_no_curvature,150,V3.2 no-curvature MPNN
200,n150_s01,nn,150,200,0.2,0.1,0.12848810851573944,0.12848810851573944,7.360855704697986,0.1252,0.12848810851573944,0.07964485138654709,0.040802836418151855,0.042330133914947506,0.10628139972686768,0.23155042231082915,0.231965571641922,0.07800278067588806,0.07964485138654709,0.009706476703286171,community,v32_no_curvature,150,V3.2 no-curvature MPNN
200,n150_s02,nn,150,200,0.2,0.1,0.12813587486743927,0.12813587486743927,7.165222595078296,0.12753333333333333,0.12813587486743927,0.07986080646514893,0.040639728307724,0.042304977774620056,0.10564526915550232,0.23156879246234893,0.23196551203727722,0.07814205437898636,0.07986080646514893,0.009610386565327644,community,v32_no_curvature,150,V3.2 no-curvature MPNN
200,n150_s03,nn,150,200,0.2,0.1,0.12821824848651886,0.12821824848651886,6.635411409395972,0.12793333333333334,0.12821824848651886,0.08042308688163757,0.04085126519203186,0.04226073920726776,0.10433875024318695,0.23166064023971555,0.23196566104888916,0.07867521047592163,0.08042308688163757,0.01009430456906557,community,v32_no_curvature,150,V3.2 no-curvature MPNN
200,n150_s04,nn,150,200,0.2,0.1,0.12730509042739868,0.12730509042739868,6.763787695749443,0.12883333333333333,0.12730509042739868,0.0803675502538681,0.04076942801475525,0.04222014248371124,0.1018202155828476,0.23168729841709135,0.23196497559547424,0.07877012342214584,0.0803675502538681,0.010079228319227695,community,v32_no_curvature,150,V3.2 no-curvature MPNN
480,n050_s00,nn,50,200,0.2,0.1,0.09271582216024399,0.09271582216024399,4.831697959183675,0.0913,0.09271582216024399,0.03328457847237587,0.03403717279434204,0.04993540048599243,0.09268927574157715,0.13687844574451447,0.20205318927764893,0.03272725269198418,0.03328457847237587,0.014062795788049698,community,v33_curv_bmax20,50,V3.3 single-N MPNN (curv bmax=20)
480,n050_s01,nn,50,200,0.2,0.1,0.09614670276641846,0.09614670276641846,4.361922448979593,0.09960000000000001,0.09614670276641846,0.03528214618563652,0.03545248508453369,0.05196382403373718,0.0945393443107605,0.13936464190483094,0.23997986316680908,0.03471729904413223,0.03528214618563652,0.014805450104176998,community,v33_curv_bmax20,50,V3.3 single-N MPNN (curv bmax=20)
480,n050_s02,nn,50,200,0.2,0.1,0.09546219557523727,0.09546219557523727,4.847781632653064,0.09960000000000001,0.09546219557523727,0.034938376396894455,0.03447499871253967,0.05220173895359039,0.09302879869937897,0.14509864002466202,0.21012204885482788,0.03431867063045502,0.034938376396894455,0.014695018529891968,community,v33_curv_bmax20,50,V3.3 single-N MPNN (curv bmax=20)
480,n050_s03,nn,50,200,0.2,0.1,0.0980568453669548,0.0980568453669548,4.0434693877551044,0.1011,0.0980568453669548,0.03727778047323227,0.03495299816131592,0.05224273838102817,0.09518373012542725,0.14750356674194334,0.24582645297050476,0.036640383303165436,0.03727778047323227,0.018240461125969887,community,v33_curv_bmax20,50,V3.3 single-N MPNN (curv bmax=20)
480,n050_s04,nn,50,200,0.2,0.1,0.10002152621746063,0.10002152621746063,4.809495918367349,0.09369999999999999,0.10002152621746063,0.036449916660785675,0.03411835432052612,0.05410434901714325,0.09924057126045227,0.1490645617246628,0.24772271513938904,0.03585020825266838,0.036449916660785675,0.015959927812218666,community,v33_curv_bmax20,50,V3.3 single-N MPNN (curv bmax=20)
480,n060_s00,nn,60,200,0.2,0.1,0.09543727338314056,0.09543727338314056,5.311782485875706,0.0965,0.09543727338314056,0.0358208529651165,0.034391164779663086,0.05093325674533844,0.09392940998077393,0.13923585116863252,0.2405291199684143,0.035255368798971176,0.0358208529651165,0.01663307100534439,community,v33_curv_bmax20,60,V3.3 single-N MPNN (curv bmax=20)
480,n060_s01,nn,60,200,0.2,0.1,0.09423952549695969,0.09423952549695969,5.347100282485879,0.09391666666666666,0.09423952549695969,0.03451446443796158,0.03363770246505737,0.05057989358901978,0.09278948605060577,0.14059151411056517,0.21317964792251587,0.033878203481435776,0.03451446443796158,0.014517955482006073,community,v33_curv_bmax20,60,V3.3 single-N MPNN (curv bmax=20)
480,n060_s02,nn,60,200,0.2,0.1,0.09548148512840271,0.09548148512840271,5.540758474576268,0.09633333333333334,0.09548148512840271,0.03472544997930527,0.03483182191848755,0.05201475620269776,0.09364767372608185,0.142486310005188,0.23389095067977905,0.03413049876689911,0.03472544997930527,0.014297333545982838,community,v33_curv_bmax20,60,V3.3 single-N MPNN (curv bmax=20)
480,n060_s03,nn,60,200,0.2,0.1,0.1006443053483963,0.1006443053483963,5.195346045197739,0.09583333333333334,0.1006443053483963,0.03968317061662674,0.034638673067092896,0.05333204865455628,0.09646248817443848,0.1558481812477112,0.24545767903327942,0.039138149470090866,0.03968317061662674,0.021012553945183754,community,v33_curv_bmax20,60,V3.3 single-N MPNN (curv bmax=20)
480,n060_s04,nn,60,200,0.2,0.1,0.10168876498937607,0.10168876498937607,4.6759053672316355,0.10325000000000001,0.10168876498937607,0.03875727951526642,0.03544795513153076,0.05395042896270752,0.09923499822616577,0.15071177184581758,0.24485591053962708,0.03818666934967041,0.03875727951526642,0.018354114145040512,community,v33_curv_bmax20,60,V3.3 single-N MPNN (curv bmax=20)
480,n070_s00,nn,70,200,0.2,0.1,0.09637869894504547,0.09637869894504547,5.196004140786748,0.09792857142857143,0.09637869894504547,0.0376613549888134,0.03356150910258293,0.05008957386016846,0.09380832314491272,0.1467023730278015,0.2431364357471466,0.037247251719236374,0.0376613549888134,0.019831795245409012,community,v33_curv_bmax20,70,V3.3 single-N MPNN (curv bmax=20)
480,n070_s01,nn,70,200,0.2,0.1,0.09920720756053925,0.09920720756053925,5.430691511387163,0.09849999999999999,0.09920720756053925,0.03635755181312561,0.03443652391433716,0.054298812150955195,0.09588249027729034,0.14748881459236146,0.24183684587478638,0.03587258979678154,0.03635755181312561,0.01473721768707037,community,v33_curv_bmax20,70,V3.3 single-N MPNN (curv bmax=20)
480,n070_s02,nn,70,200,0.2,0.1,0.0955614522099495,0.0955614522099495,5.766170807453415,0.0945,0.0955614522099495,0.036098185926675797,0.03405383229255676,0.05192530453205108,0.09169774875044823,0.14850527942180636,0.20881104469299316,0.03562324494123459,0.036098185926675797,0.017086070030927658,community,v33_curv_bmax20,70,V3.3 single-N MPNN (curv bmax=20)
480,n070_s03,nn,70,200,0.2,0.1,0.09851612895727158,0.09851612895727158,4.933196687370599,0.09564285714285714,0.09851612895727158,0.03502756357192993,0.03565064072608948,0.054546025395393376,0.09594273567199707,0.14580287486314775,0.19840550422668457,0.03450857102870941,0.03502756357192993,0.012620486319065094,community,v33_curv_bmax20,70,V3.3 single-N MPNN (curv bmax=20)
480,n070_s04,nn,70,200,0.2,0.1,0.09405956417322159,0.09405956417322159,5.49847929606625,0.0965,0.09405956417322159,0.03522526100277901,0.03387290984392166,0.050876948237419124,0.09248638153076172,0.13954644203186037,0.24257099628448486,0.034785445779561996,0.03522526100277901,0.016554031521081924,community,v33_curv_bmax20,70,V3.3 single-N MPNN (curv bmax=20)
480,n080_s00,nn,80,200,0.2,0.1,0.09732399135828018,0.09732399135828018,5.566442246835445,0.0960625,0.09732399135828018,0.03624238818883896,0.03423130512237549,0.05277518332004547,0.0948883444070816,0.1444645881652832,0.24758699536323547,0.03581344708800316,0.03624238818883896,0.01684020645916462,community,v33_curv_bmax20,80,V3.3 single-N MPNN (curv bmax=20)
480,n080_s01,nn,80,200,0.2,0.1,0.09861088544130325,0.09861088544130325,5.308147151898734,0.1028125,0.09861088544130325,0.03859536349773407,0.03386768698692322,0.051439279317855836,0.0958038866519928,0.14787782728672028,0.24420636892318726,0.03814154118299484,0.03859536349773407,0.020311137661337852,community,v33_curv_bmax20,80,V3.3 single-N MPNN (curv bmax=20)
480,n080_s02,nn,80,200,0.2,0.1,0.09975096583366394,0.09975096583366394,5.464367879746837,0.1008125,0.09975096583366394,0.035868655890226364,0.034607261419296265,0.05515297651290893,0.09739832580089569,0.14654281735420227,0.23890653252601624,0.03531192988157272,0.035868655890226364,0.01394040510058403,community,v33_curv_bmax20,80,V3.3 single-N MPNN (curv bmax=20)
480,n080_s03,nn,80,200,0.2,0.1,0.0984613224864006,0.0984613224864006,5.01362816455696,0.09675,0.0984613224864006,0.03681391477584839,0.03409796953201294,0.05375248789787292,0.09643255174160004,0.14583490192890167,0.24305135011672974,0.036325398832559586,0.03681391477584839,0.01653463952243328,community,v33_curv_bmax20,80,V3.3 single-N MPNN (curv bmax=20)
480,n080_s04,nn,80,200,0.2,0.1,0.09852311760187149,0.09852311760187149,4.917397943037975,0.099875,0.09852311760187149,0.036356110125780106,0.034297049045562744,0.054199707508087155,0.09559139609336853,0.14753529131412507,0.2432056963443756,0.035893768072128296,0.036356110125780106,0.01548776589334011,community,v33_curv_bmax20,80,V3.3 single-N MPNN (curv bmax=20)
480,n090_s00,nn,90,200,0.2,0.1,0.09874486923217773,0.09874486923217773,5.720926966292133,0.09922222222222223,0.09874486923217773,0.03604267165064812,0.03478571027517319,0.054551261663436885,0.095690056681633,0.14837603867053986,0.24434545636177063,0.035601839423179626,0.03604267165064812,0.01480796653777361,community,v33_curv_bmax20,90,V3.3 single-N MPNN (curv bmax=20)
480,n090_s01,nn,90,200,0.2,0.1,0.09970096498727798,0.09970096498727798,6.26838139825218,0.09677777777777778,0.09970096498727798,0.03735196962952614,0.03349807858467102,0.0554295301437378,0.09484697878360748,0.15359663069248197,0.21511805057525635,0.03686719387769699,0.03735196962952614,0.016965778544545174,community,v33_curv_bmax20,90,V3.3 single-N MPNN (curv bmax=20)
480,n090_s02,nn,90,200,0.2,0.1,0.09391545504331589,0.09391545504331589,6.5104550561797785,0.09372222222222223,0.09391545504331589,0.036256130784749985,0.03419232368469238,0.04962034821510315,0.09180010855197906,0.14005396366119383,0.2426902949810028,0.03587387874722481,0.036256130784749985,0.019049549475312233,community,v33_curv_bmax20,90,V3.3 single-N MPNN (curv bmax=20)
480,n090_s03,nn,90,200,0.2,0.1,0.09750108420848846,0.09750108420848846,5.889162297128584,0.09644444444444444,0.09750108420848846,0.035504814237356186,0.03504112362861633,0.05383833646774292,0.09503045678138733,0.14517944753170015,0.23534297943115234,0.03502524271607399,0.035504814237356186,0.014134685508906841,community,v33_curv_bmax20,90,V3.3 single-N MPNN (curv bmax=20)
480,n090_s04,nn,90,200,0.2,0.1,0.09676627814769745,0.09676627814769745,6.88580337078652,0.1,0.09676627814769745,0.037071820348501205,0.03527894616127014,0.05193188190460205,0.09381759166717529,0.14376097917556763,0.2430715262889862,0.036671701818704605,0.037071820348501205,0.018640628084540367,community,v33_curv_bmax20,90,V3.3 single-N MPNN (curv bmax=20)
480,n100_s00,nn,100,200,0.2,0.1,0.09956733137369156,0.09956733137369156,5.970327272727275,0.1,0.09956733137369156,0.036391209810972214,0.03463929891586304,0.055072861909866336,0.09583087265491486,0.14703749716281894,0.2456282675266266,0.0358954481780529,0.036391209810972214,0.01494505349546671,community,v33_curv_bmax20,100,V3.3 single-N MPNN (curv bmax=20)
480,n100_s01,nn,100,200,0.2,0.1,0.09720898419618607,0.09720898419618607,6.22816919191919,0.09625,0.09720898419618607,0.03509481996297836,0.034248948097229004,0.05441486239433289,0.09444989264011383,0.14563388824462892,0.2418668568134308,0.03462911769747734,0.03509481996297836,0.013827272690832615,community,v33_curv_bmax20,100,V3.3 single-N MPNN (curv bmax=20)
480,n100_s02,nn,100,200,0.2,0.1,0.09397842735052109,0.09397842735052109,6.780367171717173,0.0949,0.09397842735052109,0.03336581215262413,0.03482213616371155,0.052715089917182927,0.09130442142486572,0.1404127210378647,0.1934404969215393,0.03292170166969299,0.03336581215262413,0.012498834170401096,community,v33_curv_bmax20,100,V3.3 single-N MPNN (curv bmax=20)
480,n100_s03,nn,100,200,0.2,0.1,0.10109742730855942,0.10109742730855942,5.91107878787879,0.10055,0.10109742730855942,0.03830194100737572,0.03405106067657471,0.055723014473915096,0.09665611386299133,0.15374751985073096,0.2438422441482544,0.03790121152997017,0.03830194100737572,0.01789560727775097,community,v33_curv_bmax20,100,V3.3 single-N MPNN (curv bmax=20)
480,n100_s04,nn,100,200,0.2,0.1,0.0998607873916626,0.0998607873916626,6.574023232323231,0.0973,0.0998607873916626,0.037580545991659164,0.034433066844940186,0.05500039160251617,0.0948302298784256,0.15679430961608887,0.2318868637084961,0.03720901533961296,0.037580545991659164,0.01745874620974064,community,v33_curv_bmax20,100,V3.3 single-N MPNN (curv bmax=20)
480,n110_s00,nn,110,200,0.2,0.1,0.09948226809501648,0.09948226809501648,7.023054211843205,0.10013636363636365,0.09948226809501648,0.0360601581633091,0.03413078188896179,0.056198814511299135,0.09525218605995178,0.14960465133190154,0.2416524887084961,0.03568969666957855,0.0360601581633091,0.015477749519050121,community,v33_curv_bmax20,110,V3.3 single-N MPNN (curv bmax=20)
480,n110_s01,nn,110,200,0.2,0.1,0.09767255187034607,0.09767255187034607,7.020859049207672,0.09813636363636363,0.09767255187034607,0.03538398817181587,0.034237831830978394,0.05487150698900223,0.09400278329849243,0.14635403752326973,0.2478962540626526,0.03494204953312874,0.03538398817181587,0.014895214699208736,community,v33_curv_bmax20,110,V3.3 single-N MPNN (curv bmax=20)
480,n110_s02,nn,110,200,0.2,0.1,0.10089185833930969,0.10089185833930969,6.014259382819017,0.10250000000000001,0.10089185833930969,0.03771905228495598,0.034737586975097656,0.05643423199653625,0.096438929438591,0.15325527191162108,0.24545252323150635,0.03731631115078926,0.03771905228495598,0.016357870772480965,community,v33_curv_bmax20,110,V3.3 single-N MPNN (curv bmax=20)
480,n110_s03,nn,110,200,0.2,0.1,0.09486228227615356,0.09486228227615356,7.10629941618015,0.09468181818181817,0.09486228227615356,0.033888086676597595,0.03413468599319458,0.05267927646636963,0.09204904362559319,0.14084100127220156,0.20683157444000244,0.033383846282958984,0.033888086676597595,0.012696446850895882,community,v33_curv_bmax20,110,V3.3 single-N MPNN (curv bmax=20)
480,n110_s04,nn,110,200,0.2,0.1,0.09898446500301361,0.09898446500301361,5.823803586321929,0.09772727272727273,0.09898446500301361,0.03576315566897392,0.03541406989097595,0.05531163811683655,0.09515517950057983,0.14909619688987735,0.2364238202571869,0.0352586954832077,0.03576315566897392,0.013755998574197292,community,v33_curv_bmax20,110,V3.3 single-N MPNN (curv bmax=20)
480,n120_s00,nn,120,200,0.2,0.1,0.0960528552532196,0.0960528552532196,6.7230140056022405,0.09741666666666667,0.0960528552532196,0.03489162027835846,0.03409793972969055,0.05346331000328064,0.0924224853515625,0.14296199083328248,0.23448365926742554,0.03447680547833443,0.03489162027835846,0.013809939846396446,community,v33_curv_bmax20,120,V3.3 single-N MPNN (curv bmax=20)
480,n120_s01,nn,120,200,0.2,0.1,0.09771054238080978,0.09771054238080978,6.554030112044821,0.09595833333333334,0.09771054238080978,0.03541997820138931,0.034452587366104126,0.05467087626457214,0.09393760561943054,0.1468695402145386,0.21804335713386536,0.03499366715550423,0.03541997820138931,0.013721308670938015,community,v33_curv_bmax20,120,V3.3 single-N MPNN (curv bmax=20)
480,n120_s02,nn,120,200,0.2,0.1,0.10206698626279831,0.10206698626279831,6.198185574229694,0.10120833333333333,0.10206698626279831,0.0377473421394825,0.03388327360153198,0.05669800341129303,0.09756381809711456,0.15410871207714083,0.24378687143325806,0.037338126450777054,0.0377473421394825,0.016547290608286858,community,v33_curv_bmax20,120,V3.3 single-N MPNN (curv bmax=20)
480,n120_s03,nn,120,200,0.2,0.1,0.1000249832868576,0.1000249832868576,6.838351540616244,0.1,0.1000249832868576,0.03682839497923851,0.033925384283065796,0.056204956769943235,0.09564955532550812,0.15268760025501252,0.24304145574569702,0.03635391592979431,0.03682839497923851,0.015788812190294266,community,v33_curv_bmax20,120,V3.3 single-N MPNN (curv bmax=20)
480,n120_s04,nn,120,200,0.2,0.1,0.09883245825767517,0.09883245825767517,6.14355287114846,0.10104166666666667,0.09883245825767517,0.035935789346694946,0.0345284640789032,0.05493201613426208,0.09518291056156158,0.14705211520195013,0.24100559949874878,0.03555474802851677,0.035935789346694946,0.01441256795078516,community,v33_curv_bmax20,120,V3.3 single-N MPNN (curv bmax=20)
480,n130_s00,nn,130,200,0.2,0.1,0.10138880461454391,0.10138880461454391,6.229070363744783,0.10123076923076924,0.10138880461454391,0.03793470934033394,0.03450357913970947,0.0559621661901474,0.09666797518730164,0.15179120302200322,0.2441619336605072,0.03749098256230354,0.03793470934033394,0.016801422461867332,community,v33_curv_bmax20,130,V3.3 single-N MPNN (curv bmax=20)
480,n130_s01,nn,130,200,0.2,0.1,0.09742745012044907,0.09742745012044907,6.4286937984496095,0.09761538461538462,0.09742745012044907,0.03573395684361458,0.034509748220443726,0.05407290160655975,0.09333473443984985,0.14767709374427795,0.23653414845466614,0.03529416024684906,0.03573395684361458,0.014503772370517254,community,v33_curv_bmax20,130,V3.3 single-N MPNN (curv bmax=20)
480,n130_s02,nn,130,200,0.2,0.1,0.09719225019216537,0.09719225019216537,6.699632677400121,0.09684615384615385,0.09719225019216537,0.035410325974226,0.03378614783287048,0.05436749756336212,0.09335266053676605,0.14599034190177917,0.23466277122497559,0.03498157858848572,0.035410325974226,0.014789710752665997,community,v33_curv_bmax20,130,V3.3 single-N MPNN (curv bmax=20)
480,n130_s03,nn,130,200,0.2,0.1,0.09962146729230881,0.09962146729230881,6.662919200954084,0.10173076923076922,0.09962146729230881,0.03694887459278107,0.034244418144226074,0.05586994290351868,0.09419211745262146,0.15153410434722903,0.2429133951663971,0.036570657044649124,0.03694887459278107,0.015596303157508373,community,v33_curv_bmax20,130,V3.3 single-N MPNN (curv bmax=20)
480,n130_s04,nn,130,200,0.2,0.1,0.10167022049427032,0.10167022049427032,6.907858974358971,0.10211538461538462,0.10167022049427032,0.03689814731478691,0.03330504894256592,0.0576523095369339,0.09681017696857452,0.15212392210960393,0.2436141073703766,0.0363687165081501,0.03689814731478691,0.014465170912444592,community,v33_curv_bmax20,130,V3.3 single-N MPNN (curv bmax=20)
