node_i,node_j,is_inter_cluster
0,3,False
0,6,False
0,19,False
0,23,False
0,24,False
0,25,False
0,38,False
0,39,False
1,5,False
1,10,False
1,12,False
1,13,False
1,15,False
1,33,False
1,34,False
1,37,False
2,5,False
2,7,False
2,9,False
2,14,False
2,29,False
2,30,False
2,31,False
2,35,False
2,39,False
3,6,False
3,19,False
3,27,False
4,16,False
4,20,False
4,24,False
4,25,False
4,26,False
4,32,False
4,39,False
5,7,False
5,10,False
5,13,False
5,14,False
5,31,False
5,33,False
5,35,False
5,37,False
6,10,False
6,19,False
6,23,False
6,27,False
6,38,False
7,9,False
7,14,False
7,29,False
7,31,False
7,35,False
8,11,False
8,17,False
8,21,False
8,28,False
8,31,False
8,35,False
8,36,False
9,14,False
9,16,False
9,24,False
9,26,False
9,30,False
9,38,False
9,39,False
10,12,False
10,19,False
10,33,False
11,17,False
11,21,False
11,31,False
11,35,False
11,36,False
12,15,False
12,18,False
12,19,False
12,33,False
13,15,False
13,34,False
13,37,False
14,29,False
14,31,False
14,35,False
15,34,False
15,37,False
16,22,False
16,24,False
16,26,False
16,30,False
16,39,False
17,21,False
17,28,False
17,31,False
17,35,False
17,36,False
18,47,True
18,54,True
19,33,False
19,38,False
20,23,False
20,24,False
20,25,False
20,26,False
20,32,False
21,28,False
21,31,False
21,35,False
21,36,False
22,26,False
22,29,False
22,30,False
23,24,False
23,25,False
23,32,False
23,38,False
23,39,False
24,25,False
24,26,False
24,30,False
24,38,False
24,39,False
25,32,False
25,38,False
26,30,False
26,39,False
27,58,True
28,29,False
28,31,False
28,35,False
28,36,False
29,30,False
29,31,False
30,39,False
31,35,False
31,36,False
33,37,False
34,37,False
35,36,False
38,39,False
40,45,False
40,46,False
40,48,False
40,51,False
40,53,False
40,57,False
40,61,False
40,64,False
40,66,False
40,70,False
40,73,False
40,76,False
41,45,False
41,48,False
41,51,False
41,64,False
41,65,False
41,66,False
41,67,False
41,73,False
41,78,False
42,47,False
42,50,False
42,54,False
42,70,False
43,52,False
43,55,False
43,56,False
43,60,False
43,63,False
43,68,False
43,69,False
43,71,False
43,74,False
43,75,False
43,76,False
44,58,False
44,59,False
44,62,False
45,48,False
45,51,False
45,64,False
45,65,False
45,66,False
45,67,False
45,73,False
46,53,False
46,57,False
46,59,False
46,61,False
46,70,False
46,75,False
46,76,False
46,79,False
47,50,False
47,54,False
47,57,False
47,70,False
48,49,False
48,64,False
48,65,False
48,66,False
48,74,False
48,76,False
48,78,False
49,63,False
49,65,False
49,72,False
49,74,False
49,78,False
50,54,False
50,70,False
50,73,False
51,64,False
51,66,False
51,67,False
51,73,False
52,55,False
52,56,False
52,60,False
52,63,False
52,69,False
52,71,False
52,74,False
52,75,False
52,76,False
53,57,False
53,61,False
53,70,False
53,71,False
53,75,False
53,76,False
53,79,False
54,70,False
55,56,False
55,63,False
55,68,False
55,69,False
55,71,False
55,72,False
55,74,False
56,60,False
56,69,False
56,71,False
56,75,False
56,77,False
57,59,False
57,61,False
57,70,False
57,75,False
57,79,False
58,59,False
59,62,False
59,75,False
59,79,False
60,77,False
61,70,False
61,75,False
61,76,False
61,79,False
62,77,False
62,79,False
63,68,False
63,69,False
63,71,False
63,72,False
63,74,False
63,76,False
64,65,False
64,66,False
64,67,False
64,73,False
64,76,False
65,78,False
66,67,False
66,73,False
67,73,False
68,69,False
68,72,False
68,74,False
69,71,False
69,72,False
69,74,False
71,74,False
71,75,False
71,76,False
72,74,False
74,76,False
74,78,False
75,76,False
75,77,False
75,79,False
