slot,mean_version_age,max_version_age,p95_version_age,p99_version_age,top_5pct_mean_version_age,mean_time_age,num_transmitters,num_successful_decodes,num_transmitters_decoded,num_improved_cache_entries,total_version_improvement
20,0.48157894736842105,3.0,2.0,3.0,2.473684210526316,15.763157894736842,3,15,3,31,45
21,0.4710526315789474,3.0,2.0,3.0,2.4210526315789473,16.360526315789475,3,15,3,21,23
22,0.4421052631578947,3.0,2.0,3.0,2.3157894736842106,17.157894736842106,3,11,3,7,11
23,0.4342105263157895,3.0,2.0,3.0,2.3157894736842106,18.08421052631579,7,11,5,3,3
24,0.5184210526315789,3.0,2.0,3.0,2.9473684210526314,18.99736842105263,2,11,2,4,6
25,0.4710526315789474,3.0,2.0,3.0,2.736842105263158,19.71578947368421,3,13,3,14,18
26,0.5657894736842105,4.0,3.0,4.0,3.526315789473684,20.605263157894736,3,11,3,2,2
27,0.5947368421052631,4.0,2.0500000000000114,4.0,3.526315789473684,21.444736842105264,2,8,2,6,8
28,0.5289473684210526,4.0,2.0,4.0,3.4210526315789473,21.76578947368421,5,15,4,21,25
29,0.5947368421052631,4.0,3.0,4.0,3.3684210526315788,22.11842105263158,4,13,3,24,32
30,0.6763157894736842,4.0,3.0,4.0,3.3684210526315788,22.942105263157895,3,14,3,4,7
31,0.7236842105263158,4.0,3.0,4.0,3.3684210526315788,23.3,4,12,4,10,20
32,0.7631578947368421,4.0,3.0,4.0,3.3684210526315788,23.99473684210526,2,9,2,4,4
33,0.6763157894736842,4.0,3.0,4.0,3.3157894736842106,23.33421052631579,3,15,3,33,52
34,0.6763157894736842,4.0,3.0,4.0,3.3157894736842106,24.33421052631579,2,9,2,0,0
35,0.7578947368421053,4.0,4.0,4.0,4.0,24.96842105263158,4,10,3,5,7
36,0.8,4.0,4.0,4.0,4.0,25.905263157894737,4,8,4,1,3
37,0.8657894736842106,5.0,4.0,5.0,4.2631578947368425,26.397368421052633,4,12,4,9,13
38,0.8894736842105263,5.0,4.0,5.0,4.2631578947368425,26.528947368421054,4,15,4,17,29
39,0.8789473684210526,6.0,4.0,6.0,4.526315789473684,26.25263157894737,4,12,3,21,42
40,0.9078947368421053,6.0,4.0,6.0,4.526315789473684,26.521052631578947,7,12,4,14,27
41,0.9394736842105263,6.0,4.0,6.0,4.526315789473684,27.263157894736842,5,10,5,4,7
42,0.9605263157894737,6.0,3.0500000000000114,4.0,4.315789473684211,27.071052631578947,3,10,3,22,30
43,0.8947368421052632,4.0,3.0,4.0,3.8421052631578947,26.65,3,14,3,32,44
44,0.8210526315789474,4.0,3.0,4.0,3.8421052631578947,26.36315789473684,4,15,3,22,28
45,0.7736842105263158,4.0,3.0,4.0,3.6842105263157894,27.023684210526316,2,10,2,6,18
46,0.7736842105263158,5.0,3.0,5.0,4.157894736842105,27.521052631578947,3,11,3,10,19
47,0.7052631578947368,5.0,3.0,5.0,3.9473684210526314,26.973684210526315,3,11,3,22,45
48,0.6,5.0,2.0,5.0,3.6315789473684212,26.431578947368422,6,12,6,20,40
49,0.7578947368421053,5.0,2.0,5.0,3.789473684210526,26.805263157894736,6,9,4,10,16
50,0.8473684210526315,5.0,3.0,5.0,3.9473684210526314,26.971052631578946,5,13,5,12,23
51,0.6684210526315789,5.0,3.0,3.0,3.210526315789474,25.96315789473684,2,13,2,33,68
52,0.5894736842105263,5.0,2.0,3.0,3.0,25.823684210526316,5,10,5,16,30
53,0.5763157894736842,5.0,2.0,3.0,2.789473684210526,25.936842105263157,5,15,5,16,24
54,0.5657894736842105,3.0,2.0,3.0,2.6315789473684212,26.11578947368421,3,10,3,19,23
55,0.5184210526315789,3.0,2.0,3.0,2.4210526315789473,26.568421052631578,2,14,2,10,18
56,0.5657894736842105,3.0,2.0,3.0,2.4210526315789473,27.45263157894737,5,11,5,1,1
57,0.6,3.0,2.0,3.0,2.4210526315789473,28.023684210526316,5,14,4,6,6
58,0.6,3.0,2.0,3.0,2.4210526315789473,29.023684210526316,4,9,3,0,0
59,0.5736842105263158,3.0,2.0,3.0,2.4210526315789473,29.63421052631579,4,11,4,6,10
60,0.5473684210526316,3.0,2.0,3.0,2.3684210526315788,30.410526315789475,4,11,3,8,10
61,0.5710526315789474,4.0,2.0,3.0,2.9473684210526314,30.597368421052632,3,12,3,19,29
62,0.4868421052631579,3.0,2.0,3.0,2.6315789473684212,30.355263157894736,5,14,5,19,32
63,0.5368421052631579,3.0,2.0,3.0,2.6315789473684212,31.355263157894736,4,11,4,0,0
64,0.5368421052631579,3.0,2.0,3.0,2.6315789473684212,32.35526315789474,0,0,0,0,0
65,0.5078947368421053,3.0,2.0,3.0,2.6315789473684212,33.036842105263155,3,10,3,11,11
66,0.46578947368421053,3.0,2.0,3.0,2.473684210526316,33.18157894736842,2,12,2,13,16
67,0.5052631578947369,3.0,3.0,3.0,3.0,33.376315789473686,2,12,2,17,23
68,0.6052631578947368,3.0,3.0,3.0,3.0,34.376315789473686,0,0,0,0,0
69,0.5763157894736842,3.0,2.0500000000000114,3.0,3.0,34.786842105263155,3,8,3,9,11
70,0.531578947368421,3.0,2.0,3.0,2.736842105263158,33.71578947368421,4,14,3,23,36
71,0.5026315789473684,3.0,2.0,3.0,2.6315789473684212,34.22105263157895,2,5,2,7,11
72,0.5131578947368421,3.0,2.0,3.0,2.526315789473684,34.48421052631579,2,5,2,11,15
73,0.5210526315789473,3.0,2.0,3.0,2.473684210526316,34.96052631578947,4,15,4,13,16
74,0.49736842105263157,3.0,2.0,3.0,2.263157894736842,34.22105263157895,4,16,4,20,28
75,0.49736842105263157,3.0,2.0,3.0,2.263157894736842,35.22105263157895,0,0,0,0,0
76,0.47368421052631576,3.0,2.0,2.0,2.1578947368421053,35.660526315789475,4,12,4,7,9
77,0.5578947368421052,3.0,2.0,2.0,2.1578947368421053,36.06842105263158,5,11,4,6,6
78,0.5236842105263158,3.0,2.0,2.0,2.1052631578947367,36.14473684210526,5,14,5,9,13
79,0.5736842105263158,3.0,2.0,2.0,2.1052631578947367,37.14473684210526,0,0,0,0,0
80,0.6131578947368421,2.0,2.0,2.0,2.0,37.242105263157896,2,12,2,14,23
81,0.6684210526315789,2.0,2.0,2.0,2.0,36.93421052631579,2,11,2,12,17
82,0.6342105263157894,2.0,2.0,2.0,2.0,35.8,6,10,3,25,32
83,0.6236842105263158,2.0,2.0,2.0,2.0,35.286842105263155,2,14,2,18,23
84,0.5736842105263158,2.0,2.0,2.0,2.0,35.02105263157895,2,14,2,14,19
85,0.5736842105263158,2.0,2.0,2.0,2.0,36.02105263157895,1,10,1,0,0
86,0.5710526315789474,2.0,2.0,2.0,2.0,36.89736842105263,4,12,4,1,1
87,0.6210526315789474,2.0,2.0,2.0,2.0,37.89736842105263,1,6,1,0,0
88,0.4921052631578947,2.0,2.0,2.0,2.0,35.63947368421053,3,12,3,38,49
89,0.5447368421052632,3.0,2.0500000000000114,3.0,3.0,35.286842105263155,3,12,3,14,18
90,0.45263157894736844,3.0,2.0,3.0,2.6315789473684212,33.286842105263155,2,13,2,31,54
91,0.3394736842105263,3.0,1.0,3.0,1.894736842105263,31.55263157894737,3,16,3,25,43
92,0.38421052631578945,3.0,1.0,3.0,1.894736842105263,32.305263157894736,3,12,3,2,2
93,0.42105263157894735,3.0,1.0,3.0,1.9473684210526316,32.805263157894736,4,12,3,5,5
94,0.5052631578947369,4.0,2.0,4.0,2.789473684210526,33.6,3,13,3,3,6
95,0.4921052631578947,4.0,2.0,4.0,2.789473684210526,34.44210526315789,1,5,1,5,5
96,0.5736842105263158,4.0,2.0,4.0,2.8947368421052633,35.14473684210526,8,11,7,7,7
97,0.5526315789473685,4.0,2.0,4.0,2.8947368421052633,35.752631578947366,5,14,5,7,8
98,0.6026315789473684,4.0,2.0,4.0,2.9473684210526314,36.752631578947366,2,10,2,0,0
99,0.5631578947368421,4.0,2.0,4.0,2.8421052631578947,36.81578947368421,4,14,4,12,15
100,0.5631578947368421,4.0,2.0,4.0,2.8421052631578947,37.81578947368421,0,0,0,0,0
101,0.6,4.0,2.0,4.0,2.8421052631578947,38.455263157894734,3,16,3,5,5
102,0.6105263157894737,5.0,2.0,5.0,3.1578947368421053,37.86842105263158,2,13,2,23,34
103,0.5868421052631579,5.0,2.0,2.0,2.473684210526316,37.56842105263158,7,11,6,16,28
104,0.6131578947368421,5.0,2.0,2.0,2.473684210526316,38.28947368421053,3,13,3,6,9
105,0.6078947368421053,5.0,2.0,2.0,2.473684210526316,39.22105263157895,2,5,2,2,2
106,0.5447368421052632,5.0,2.0,2.0,2.473684210526316,37.72631578947368,4,12,4,22,24
107,0.5921052631578947,5.0,2.0,2.0,2.473684210526316,38.660526315789475,2,6,2,1,1
108,0.6157894736842106,5.0,2.0,2.0,2.473684210526316,39.21052631578947,6,14,5,8,10
109,0.55,2.0,2.0,2.0,2.0,37.89473684210526,5,12,5,28,44
110,0.4236842105263158,2.0,2.0,2.0,2.0,36.38157894736842,7,13,6,38,48
111,0.42894736842105263,2.0,2.0,2.0,2.0,35.53421052631579,4,10,4,17,17
112,0.46842105263157896,2.0,2.0,2.0,2.0,36.38947368421053,2,10,2,3,4
113,0.4605263157894737,2.0,2.0,2.0,2.0,36.15526315789474,3,15,3,16,22
114,0.4263157894736842,2.0,2.0,2.0,2.0,36.73684210526316,3,8,3,13,13
115,0.3868421052631579,2.0,2.0,2.0,2.0,35.36842105263158,4,13,4,31,34
116,0.44473684210526315,2.0,2.0,2.0,2.0,35.4078947368421,5,9,3,11,16
117,0.3973684210526316,2.0,1.0,2.0,1.9473684210526316,34.76315789473684,4,14,4,16,18
118,0.4263157894736842,2.0,1.0,2.0,1.9473684210526316,34.660526315789475,2,13,2,8,8
119,0.4763157894736842,2.0,1.0,2.0,1.9473684210526316,35.660526315789475,0,0,0,0,0
120,0.4605263157894737,2.0,1.0,2.0,1.8421052631578947,36.305263157894736,5,14,5,4,6
121,0.3868421052631579,2.0,1.0,2.0,1.5263157894736843,34.69736842105263,4,14,3,22,28
122,0.40789473684210525,2.0,1.0,2.0,1.368421052631579,34.77105263157895,3,9,3,7,11
123,0.39210526315789473,2.0,1.0,2.0,1.368421052631579,35.45263157894737,2,5,2,6,6
124,0.42894736842105263,2.0,2.0,2.0,2.0,36.089473684210525,3,6,3,5,5
125,0.4263157894736842,2.0,2.0,2.0,2.0,36.09473684210526,5,13,4,14,20
126,0.5473684210526316,2.0,2.0,2.0,2.0,36.742105263157896,4,12,4,11,11
127,0.5184210526315789,2.0,2.0,2.0,2.0,37.20263157894737,3,15,3,11,11
128,0.45789473684210524,2.0,2.0,2.0,2.0,36.705263157894734,2,13,2,23,23
129,0.45789473684210524,2.0,2.0,2.0,2.0,37.705263157894734,1,5,1,0,0
130,0.4763157894736842,2.0,2.0,2.0,2.0,37.794736842105266,5,8,2,10,12
131,0.6342105263157894,3.0,2.0,3.0,2.736842105263158,37.92894736842105,2,7,2,13,16
132,0.6868421052631579,3.0,2.0,3.0,2.526315789473684,38.07105263157895,3,15,3,11,18
133,0.7210526315789474,3.0,2.0,3.0,2.526315789473684,38.247368421052634,7,10,6,6,6
134,0.631578947368421,3.0,2.0,2.0,2.1578947368421053,37.357894736842105,4,13,4,27,34
135,0.6263157894736842,3.0,2.0,2.0,2.0526315789473686,37.044736842105266,3,13,3,19,21
136,0.6815789473684211,3.0,2.0,2.0,2.1052631578947367,36.67894736842105,5,10,4,15,17
137,0.6473684210526316,2.0,2.0,2.0,2.0,35.47894736842105,4,16,4,22,32
138,0.6973684210526315,2.0,2.0,2.0,2.0,36.47894736842105,0,0,0,0,0
139,0.618421052631579,2.0,2.0,2.0,2.0,35.85526315789474,5,15,4,23,30
140,0.6973684210526315,2.0,2.0,2.0,2.0,34.94210526315789,6,13,5,23,27
141,0.6631578947368421,2.0,2.0,2.0,2.0,32.03157894736842,2,11,2,42,51
142,0.7210526315789474,2.0,2.0,2.0,2.0,31.310526315789474,5,12,5,14,16
143,0.5868421052631579,2.0,2.0,2.0,2.0,27.344736842105263,4,15,4,60,70
144,0.5710526315789474,2.0,2.0,2.0,2.0,27.86842105263158,1,4,1,6,6
145,0.6210526315789474,3.0,2.0,3.0,2.6842105263157894,28.86842105263158,0,0,0,0,0
146,0.6973684210526315,3.0,2.0,3.0,2.6842105263157894,29.028947368421054,3,12,3,8,9
147,0.7736842105263158,3.0,3.0,3.0,3.0,29.539473684210527,3,13,3,9,9
148,0.6973684210526315,3.0,3.0,3.0,3.0,26.96842105263158,4,14,4,36,48
149,0.7447368421052631,3.0,2.0,3.0,2.9473684210526314,24.981578947368423,3,15,3,30,39
150,0.6578947368421053,3.0,2.0,3.0,2.736842105263158,23.53684210526316,3,15,3,21,33
151,0.6973684210526315,3.0,3.0,3.0,3.0,22.126315789473683,4,15,4,31,42
152,0.6894736842105263,3.0,3.0,3.0,3.0,23.08684210526316,5,14,5,3,3
153,0.6868421052631579,3.0,3.0,3.0,3.0,24.073684210526316,3,10,3,1,1
154,0.7105263157894737,3.0,3.0,3.0,3.0,24.902631578947368,2,9,2,5,10
155,0.7394736842105263,4.0,3.0,4.0,3.3157894736842106,25.73421052631579,3,12,3,5,8
156,0.5473684210526316,4.0,3.0,3.0,3.0526315789473686,22.481578947368423,3,16,3,48,73
157,0.6105263157894737,3.0,2.0500000000000114,3.0,3.0,22.642105263157895,5,14,5,10,14
158,0.618421052631579,3.0,2.0500000000000114,3.0,3.0,22.757894736842104,3,10,3,16,16
159,0.6,3.0,2.0500000000000114,3.0,3.0,23.45263157894737,4,8,3,7,7
160,0.7394736842105263,3.0,2.0500000000000114,3.0,3.0,23.897368421052633,3,14,3,17,23
161,0.7342105263157894,3.0,2.0500000000000114,3.0,3.0,24.176315789473684,2,13,2,17,21
162,0.7657894736842106,3.0,2.0,3.0,2.8947368421052633,24.878947368421052,3,4,3,3,7
163,0.7710526315789473,3.0,2.0,3.0,2.8947368421052633,25.176315789473684,3,9,3,12,17
164,0.6631578947368421,3.0,2.0,3.0,2.789473684210526,24.55263157894737,3,14,3,26,41
165,0.7631578947368421,3.0,2.0,3.0,2.789473684210526,25.55263157894737,0,0,0,0,0
166,0.9131578947368421,3.0,3.0,3.0,3.0,25.757894736842104,1,8,1,11,19
167,0.9447368421052632,3.0,3.0,3.0,3.0,26.739473684210527,1,7,1,7,7
168,0.85,3.0,3.0,3.0,3.0,25.992105263157896,5,14,4,36,55
169,0.9263157894736842,3.0,3.0,3.0,3.0,26.678947368421053,1,6,1,5,9
170,0.8842105263157894,3.0,3.0,3.0,3.0,27.08684210526316,4,8,4,11,16
171,0.8631578947368421,3.0,3.0,3.0,3.0,27.689473684210526,5,11,5,7,8
172,0.8868421052631579,3.0,3.0,3.0,3.0,27.821052631578947,3,13,3,10,10
