node_i,node_j,is_inter_cluster
0,7,False
0,12,False
0,42,False
0,85,True
1,6,False
1,22,False
1,30,False
1,45,False
1,48,False
2,5,False
2,8,False
2,18,False
2,19,False
2,27,False
2,30,False
2,32,False
2,38,False
2,41,False
2,45,False
2,49,False
3,25,False
3,39,False
3,47,False
4,9,False
4,14,False
4,15,False
4,20,False
4,21,False
4,23,False
4,35,False
4,37,False
4,40,False
4,44,False
5,19,False
5,30,False
5,41,False
5,45,False
5,60,True
5,84,True
6,22,False
6,48,False
7,12,False
7,33,False
7,42,False
8,10,False
8,17,False
8,18,False
8,19,False
8,27,False
8,30,False
8,31,False
8,32,False
8,34,False
8,38,False
8,41,False
8,49,False
9,14,False
9,15,False
9,20,False
9,21,False
9,23,False
9,35,False
9,37,False
9,40,False
9,44,False
10,16,False
10,17,False
10,18,False
10,26,False
10,27,False
10,31,False
10,32,False
10,33,False
10,34,False
10,38,False
10,39,False
10,43,False
10,46,False
10,47,False
10,49,False
11,13,False
11,26,False
11,28,False
11,36,False
11,43,False
12,19,False
12,42,False
12,84,True
13,24,False
13,26,False
13,28,False
13,29,False
13,36,False
13,43,False
14,15,False
14,20,False
14,21,False
14,23,False
14,35,False
14,37,False
14,40,False
14,44,False
15,16,False
15,20,False
15,21,False
15,23,False
15,25,False
15,31,False
15,34,False
15,35,False
15,37,False
15,39,False
15,40,False
15,44,False
15,46,False
16,17,False
16,21,False
16,23,False
16,27,False
16,31,False
16,32,False
16,34,False
16,39,False
16,40,False
16,43,False
16,46,False
16,47,False
16,49,False
17,18,False
17,26,False
17,27,False
17,28,False
17,31,False
17,32,False
17,33,False
17,34,False
17,38,False
17,39,False
17,43,False
17,46,False
17,47,False
17,49,False
18,26,False
18,27,False
18,32,False
18,33,False
18,38,False
18,43,False
18,49,False
19,30,False
19,41,False
19,45,False
19,84,True
20,21,False
20,35,False
20,37,False
20,44,False
21,23,False
21,34,False
21,35,False
21,37,False
21,39,False
21,40,False
21,44,False
22,23,False
22,30,False
22,34,False
22,38,False
22,40,False
22,48,False
23,27,False
23,31,False
23,34,False
23,35,False
23,40,False
23,44,False
23,48,False
24,26,False
24,29,False
24,42,False
25,37,False
25,39,False
25,46,False
25,47,False
26,28,False
26,29,False
26,32,False
26,33,False
26,36,False
26,43,False
27,31,False
27,32,False
27,34,False
27,38,False
27,40,False
27,41,False
27,46,False
27,49,False
28,36,False
28,43,False
28,47,False
29,42,False
30,38,False
30,41,False
30,45,False
31,32,False
31,34,False
31,38,False
31,40,False
31,46,False
31,49,False
32,33,False
32,38,False
32,43,False
32,46,False
32,49,False
33,42,False
33,43,False
34,38,False
34,40,False
34,46,False
34,49,False
35,37,False
35,40,False
35,44,False
36,43,False
37,44,False
38,41,False
38,49,False
39,43,False
39,46,False
39,47,False
40,44,False
40,46,False
41,45,False
41,49,False
43,46,False
43,47,False
46,47,False
46,49,False
50,53,False
50,54,False
50,58,False
50,59,False
50,63,False
50,67,False
50,70,False
50,78,False
50,83,False
50,87,False
50,91,False
50,94,False
50,97,False
50,98,False
51,65,False
51,68,False
51,69,False
51,72,False
51,74,False
51,80,False
51,88,False
51,89,False
52,53,False
52,54,False
52,55,False
52,59,False
52,62,False
52,65,False
52,70,False
52,74,False
52,79,False
52,82,False
52,90,False
52,93,False
52,94,False
53,54,False
53,58,False
53,59,False
53,70,False
53,78,False
53,79,False
53,82,False
53,92,False
53,93,False
53,94,False
54,58,False
54,59,False
54,70,False
54,78,False
54,79,False
54,82,False
54,93,False
54,94,False
55,62,False
55,79,False
55,82,False
55,90,False
55,93,False
56,57,False
56,64,False
56,66,False
56,71,False
56,73,False
56,75,False
56,76,False
56,78,False
56,80,False
56,81,False
56,86,False
56,92,False
56,96,False
56,99,False
57,61,False
57,64,False
57,66,False
57,71,False
57,73,False
57,76,False
57,77,False
57,81,False
57,86,False
58,59,False
58,67,False
58,70,False
58,78,False
58,86,False
58,91,False
58,92,False
58,94,False
58,99,False
59,70,False
59,78,False
59,79,False
59,82,False
59,92,False
59,94,False
59,99,False
60,63,False
60,67,False
60,83,False
60,84,False
60,87,False
60,91,False
60,97,False
61,66,False
61,77,False
61,81,False
61,85,False
61,86,False
