episode,mean_VAoI,avg_tx_ratio,tx_ratio_ema,target_tx_ratio,budget_error,budget_relative_error,budget_error_after_deadzone,mean_action_probability,multiplier_used,multiplier_next,multiplier_at_max,actor_loss,critic_loss,entropy,approx_kl,clip_fraction,mean_vaoi_advantage,std_vaoi_advantage,max_abs_vaoi_advantage,mean_budget_advantage,std_budget_advantage,max_abs_budget_advantage,vaoi_policy_gradient_norm,budget_policy_gradient_norm,budget_to_vaoi_gradient_ratio,n_nodes,update_probability,max_node_activity_ratio,node_cap_violation_fraction,curvature_control_messages,actor_architecture_version,use_stage1_reference,alpha_raw,alpha_kappa,effective_alpha,residual_input_dim,residual_input_feature_names,q_base_mean,q_base_std,q_base_min,q_base_max,residual_delta_mean,residual_delta_std,residual_delta_min,residual_delta_max,q_final_mean,q_final_std,corr_s_kappa_q_base,action_prob_mean,action_prob_std,action_prob_min,action_prob_p10,action_prob_p50,action_prob_p90,action_prob_max,action_prob_node_std_mean,action_prob_global_std,action_prob_per_node_mean_std
60,7.67555404894054,0.10287499999627471,0.10214457403372118,0.1,0.002144574033721175,0.02144573819263793,0.0,0.1017739474773407,0.0,0.0,False,-2.550048884586431e-05,61.66025924682617,0.32756543159484863,7.401552920782706e-06,0.0,-7.324219097881723e-08,0.9999998211860657,6.707042217254639,0.0,0.0,0.0,0.0040715946815907955,0.0,0.0,100,0.2,0.1525,0.01,978,no_curvature_stage2_residual_v1,False,0.5413248538970947,0.9999999403953552,0.0,8,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|neighbor_freshness_mean|neighbor_freshness_max|neighbor_confidence_mean,0.09999994933605194,1.7943374786000277e-08,0.09999996423721313,0.10000000149011612,0.01951702870428562,0.010036837309598923,0.005088344216346741,0.04563366249203682,0.1017739474773407,0.0009202168439514935,-0.029853244092535484,0.1017739474773407,0.0009202168439514935,0.10045886039733887,0.10077953338623047,0.10147745907306671,0.10329824686050415,0.10418260097503662,0.0008237569127231836,0.0009202168439514935,0.0001776485296431929
61,7.028790922909975,0.10140000010374933,0.10177228706873526,0.1,0.001772287068735251,0.01772286891506562,0.0,0.10095404833555222,0.0,0.0,False,-1.0644531357684173e-05,55.42374038696289,0.3258792459964752,2.036701062024804e-06,0.0,-2.4414061883248905e-08,1.0,6.673144340515137,0.0,0.0,0.0,0.0015558336162939668,0.0,0.0,100,0.2,0.1325,0.0,968,no_curvature_stage2_residual_v1,False,0.5413248538970947,0.9999999403953552,0.0,8,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|neighbor_freshness_mean|neighbor_freshness_max|neighbor_confidence_mean,0.09999994933605194,1.7943374786000277e-08,0.09999996423721313,0.10000000149011612,0.010529936291277409,0.008077321574091911,-0.0011626461055129766,0.03083033300936222,0.10095404833555222,0.000734801113139838,0.04285189316362899,0.10095404833555222,0.000734801113139838,0.0998954176902771,0.10018327832221985,0.10070598125457764,0.1021306961774826,0.10280916094779968,0.000656807969789952,0.000734801113139838,0.00014241196913644671
62,7.187473749108612,0.09832499986048787,0.10004864346461156,0.1,4.864346461155855e-05,0.00048643459747212575,0.0,0.10016550123691559,0.0,0.0,False,-1.9409180822549388e-06,56.512054443359375,0.3245445787906647,-6.024300091667101e-06,0.0,4.882812376649781e-08,0.9999998807907104,6.774648666381836,0.0,0.0,0.0,0.00032228161580860615,0.0,0.0,100,0.2,0.1275,0.0,1164,no_curvature_stage2_residual_v1,False,0.5413248538970947,0.9999999403953552,0.0,8,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|neighbor_freshness_mean|neighbor_freshness_max|neighbor_confidence_mean,0.09999994933605194,1.7943374786000277e-08,0.09999996423721313,0.10000000149011612,0.0018243840895593166,0.005775135941803455,-0.006756898947060108,0.018440265208482742,0.10016550123691559,0.0005216587451286614,0.13917427864444326,0.10016550123691559,0.0005216587451286614,0.09939348697662354,0.0996652454137802,0.0999688059091568,0.10104018002748488,0.10167190432548523,0.0004757862479891628,0.0005216587451286614,9.84534781309776e-05
63,7.2377830639854075,0.10012500010430812,0.10008682178445985,0.1,8.682178445984512e-05,0.0008682177577766754,0.0,0.0996481403708458,0.0,0.0,False,1.2451172324290383e-06,60.56964874267578,0.32385772466659546,1.4625435369453044e-06,0.0,0.0,0.9999997615814209,6.552302360534668,0.0,0.0,0.0,0.0010026050731539726,0.0,0.0,100,0.2,0.135,0.0,984,no_curvature_stage2_residual_v1,False,0.5413248538970947,0.9999999403953552,0.0,8,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|neighbor_freshness_mean|neighbor_freshness_max|neighbor_confidence_mean,0.09999994933605194,1.7943374786000277e-08,0.09999996423721313,0.10000000149011612,-0.003923651296645403,0.00451945886015892,-0.010688362643122673,0.01160932146012783,0.0996481403708458,0.00040620865183882415,0.09955434725143694,0.0996481403708458,0.00040620865183882415,0.099042147397995,0.09924516081809998,0.09949067234992981,0.10032821297645568,0.10104966163635254,0.0003667673154268414,0.00040620865183882415,5.9522571973502636e-05
64,7.467868177369237,0.09807500009424984,0.09908091093935484,0.1,-0.0009190890606451674,-0.009190889687362706,0.0,0.09940075129270554,0.0,0.0,False,6.469726372415607e-07,63.3567008972168,0.32379043102264404,1.1022430044249631e-06,0.0,-4.882812376649781e-08,0.9999998807907104,6.581466197967529,0.0,0.0,0.0,0.002597668906673789,0.0,0.0,100,0.2,0.1275,0.0,1042,no_curvature_stage2_residual_v1,False,0.5413248538970947,0.9999999403953552,0.0,8,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|neighbor_freshness_mean|neighbor_freshness_max|neighbor_confidence_mean,0.09999994933605194,1.7943374786000277e-08,0.09999996423721313,0.10000000149011612,-0.006681432481855154,0.003713067388162017,-0.012521482072770596,0.006918297614902258,0.09940075129270554,0.00033288405393250287,-0.09650832082556281,0.09940075129270554,0.00033288405393250287,0.09887871146202087,0.09905696585774422,0.09929436445236206,0.09994295537471772,0.10062432289123535,0.00030301709193736315,0.00033288405393250287,5.0959719374077395e-05
65,8.033238407894968,0.09977499986067415,0.09942795540001449,0.1,-0.0005720445999855134,-0.005720445427810591,0.0,0.09945742785930634,0.0,0.0,False,1.9531249506599124e-07,77.3935317993164,0.3239598870277405,-2.272807080316852e-07,0.0,2.4414061883248905e-08,0.9999997615814209,6.376436233520508,0.0,0.0,0.0,0.0016565427649766207,0.0,0.0,100,0.2,0.1475,0.0,928,no_curvature_stage2_residual_v1,False,0.5413248538970947,0.9999999403953552,0.0,8,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|neighbor_freshness_mean|neighbor_freshness_max|neighbor_confidence_mean,0.09999994933605194,1.7943374786000277e-08,0.09999996423721313,0.10000000149011612,-0.00604816572740674,0.0035901714581996202,-0.012014292180538177,0.007852225564420223,0.09945742785930634,0.0003220337675884366,-0.1245728107388966,0.09945742785930634,0.0003220337675884366,0.09892386198043823,0.09913223683834076,0.09935057535767555,0.0999680906534195,0.10070887207984924,0.0002872177283279598,0.0003220337675884366,5.367602716432884e-05
66,7.1719065658375625,0.09964999994728714,0.09953897767365082,0.1,-0.00046102232634918916,-0.004610222802469611,0.0,0.09947347640991211,0.0,0.0,False,-1.9531250927684596e-06,64.64449310302734,0.3240009844303131,-9.043384352480643e-08,0.0,-2.4414061883248905e-08,0.9999997615814209,6.535136699676514,0.0,0.0,0.0,0.0013954724417999387,0.0,0.0,100,0.2,0.1275,0.0,1036,no_curvature_stage2_residual_v1,False,0.5413248538970947,0.9999999403953552,0.0,8,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|neighbor_freshness_mean|neighbor_freshness_max|neighbor_confidence_mean,0.09999994933605194,1.7943374786000277e-08,0.09999996423721313,0.10000000149011612,-0.005868817679584026,0.0035105636343359947,-0.012122811749577522,0.007832949981093407,0.09947347640991211,0.0003148945979773998,-0.20491300002365917,0.09947347640991211,0.0003148945979773998,0.09891417622566223,0.09914827346801758,0.09937584400177002,0.09996044933795929,0.10070711374282837,0.0002858188236132264,0.0003148945979773998,4.949935828335583e-05
67,7.2945962079241875,0.10034999978262932,0.09994448872814007,0.1,-5.5511271859931544e-05,-0.0005551126630880492,0.0,0.09955933690071106,0.0,0.0,False,-3.906250185536919e-06,65.49263000488281,0.32449913024902344,-5.180176572139317e-07,0.0,2.4414061883248905e-08,0.9999998211860657,6.930317401885986,0.0,0.0,0.0,0.0023622196167707443,0.0,0.0,100,0.2,0.1375,0.0,1072,no_curvature_stage2_residual_v1,False,0.5413248538970947,0.9999999403953552,0.0,8,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|neighbor_freshness_mean|neighbor_freshness_max|neighbor_confidence_mean,0.09999994933605194,1.7943374786000277e-08,0.09999996423721313,0.10000000149011612,-0.004911222029477358,0.0037207170389592648,-0.01212210301309824,0.009452451020479202,0.09955933690071106,0.0003339806280564517,-0.02648350662380602,0.09955933690071106,0.0003339806280564517,0.098914235830307,0.09920727610588073,0.09946513175964355,0.10006110072135925,0.10085391998291016,0.0003017105918843299,0.0003339806280564517,4.6237932110670954e-05
68,7.574533825330437,0.09822500016074627,0.09908474444444318,0.1,-0.0009152555555568265,-0.009152554640312801,0.0,0.09977173060178757,0.0,0.0,False,-3.9184569686767645e-06,70.9296646118164,0.3251173496246338,5.084741133032367e-06,0.0,-4.882812376649781e-08,0.9999998211860657,6.719730377197266,0.0,0.0,0.0,0.0014596558175981045,0.0,0.0,100,0.2,0.1375,0.0,1060,no_curvature_stage2_residual_v1,False,0.5413248538970947,0.9999999403953552,0.0,8,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|neighbor_freshness_mean|neighbor_freshness_max|neighbor_confidence_mean,0.09999994933605194,1.7943374786000277e-08,0.09999996423721313,0.10000000149011612,-0.002545417519286275,0.004088199231773615,-0.010483041405677795,0.013076814822852612,0.09977173060178757,0.0003677721251733601,0.2234562235589492,0.09977173060178757,0.0003677721251733601,0.09906041622161865,0.09940817356109619,0.0996548980474472,0.10033981502056122,0.10118302702903748,0.0003269896551501006,0.0003677721251733601,6.69148939778097e-05
69,8.099863887503743,0.10122499998193234,0.10015487221318775,0.1,0.00015487221318774558,0.001548721977005258,0.0,0.10008063167333603,0.0,0.0,False,2.1240234673314262e-06,76.00096893310547,0.32547256350517273,-2.135866225216887e-06,0.0,-2.4414061883248905e-08,0.9999998807907104,6.764560222625732,0.0,0.0,0.0,0.002832273952662945,0.0,0.0,100,0.2,0.14,0.0,870,no_curvature_stage2_residual_v1,False,0.5413248538970947,0.9999999403953552,0.0,8,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|neighbor_freshness_mean|neighbor_freshness_max|neighbor_confidence_mean,0.09999994933605194,1.7943374786000277e-08,0.09999996423721313,0.10000000149011612,0.000886852853000164,0.0047444673255085945,-0.007540364749729633,0.01683984138071537,0.10008063167333603,0.0004280724097043276,0.039974965652335465,0.10008063167333603,0.0004280724097043276,0.09932339191436768,0.09965466484427452,0.09993486106395721,0.10076344311237335,0.10152581334114075,0.000378255732357502,0.0004280724097043276,7.321701559703797e-05
70,7.7613896552473305,0.09742499987594783,0.09878993604456779,0.1,-0.0012100639554322168,-0.012100638344258334,0.0,0.10016878694295883,0.0,0.0,False,-2.7954101824434474e-06,74.446533203125,0.3252541422843933,-3.329775836391491e-06,0.0,4.882812376649781e-08,0.9999999403953552,6.679698944091797,0.0,0.0,0.0,0.0019275170052424073,0.0,0.0,100,0.2,0.1425,0.0,918,no_curvature_stage2_residual_v1,False,0.5413248538970947,0.9999999403953552,0.0,8,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|neighbor_freshness_mean|neighbor_freshness_max|neighbor_confidence_mean,0.09999994933605194,1.7943374786000277e-08,0.09999996423721313,0.10000000149011612,0.0018640574999153614,0.00505697401240468,-0.006977132987231016,0.018524713814258575,0.10016878694295883,0.00045660094474442303,0.03741900334451647,0.10016878694295883,0.00045660094474442303,0.09937378764152527,0.09970193803310394,0.10002714395523071,0.10088265240192412,0.10167959332466125,0.0004011553537566215,0.00045660094474442303,9.21960745472461e-05
71,7.960750261805952,0.10177499991375953,0.10028246797916365,0.1,0.0002824679791636475,0.0028246795091685243,0.0,0.10005873441696167,0.0,0.0,False,5.493163826031378e-07,75.15357971191406,0.3250747323036194,1.447191834813566e-06,0.0,0.0,0.9999997615814209,6.811543941497803,0.0,0.0,0.0,0.0015651904977858067,0.0,0.0,100,0.2,0.1275,0.0,994,no_curvature_stage2_residual_v1,False,0.5413248538970947,0.9999999403953552,0.0,8,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|neighbor_freshness_mean|neighbor_freshness_max|neighbor_confidence_mean,0.09999994933605194,1.7943374786000277e-08,0.09999996423721313,0.10000000149011612,0.0006402339786291122,0.0055532390251755714,-0.009267142042517662,0.018897712230682373,0.10005873441696167,0.0005009671440348029,-0.020700009468960057,0.10005873441696167,0.0005009671440348029,0.09916901588439941,0.09955632388591767,0.09989707171916962,0.1008581817150116,0.10171365737915039,0.000444902601884678,0.0005009671440348029,8.758148032939062e-05
72,7.307912628054619,0.1011250000121072,0.10070373399563542,0.1,0.0007037339956354194,0.0070373392526202685,0.0,0.10002810508012772,0.0,0.0,False,-1.0864257546927547e-06,72.99314880371094,0.32502031326293945,1.0109176855621627e-06,0.0,2.4414061883248905e-08,0.9999997615814209,6.628281116485596,0.0,0.0,0.0,0.001483472646214068,0.0,0.0,100,0.2,0.14,0.0,1038,no_curvature_stage2_residual_v1,False,0.5413248538970947,0.9999999403953552,0.0,8,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|neighbor_freshness_mean|neighbor_freshness_max|neighbor_confidence_mean,0.09999994933605194,1.7943374786000277e-08,0.09999996423721313,0.10000000149011612,0.000298298109555617,0.005936149973422289,-0.0111220208927989,0.018831714987754822,0.10002810508012772,0.0005353911546990275,0.030896659609684084,0.10002810508012772,0.0005353911546990275,0.09900346398353577,0.09948512613773346,0.09986385703086853,0.10088833719491959,0.10170763731002808,0.0004699908895418048,0.0005353911546990275,0.00011071428889408708
73,7.216955548636616,0.10134999999776483,0.10102686699670013,0.1,0.0010268669967001265,0.010268668940134371,0.0,0.09992846846580505,0.0,0.0,False,-6.188965016917791e-06,71.07032012939453,0.32445433735847473,2.855307684512809e-06,0.0,2.4414061883248905e-08,0.9999998211860657,6.867096424102783,0.0,0.0,0.0,0.0025148638524115086,0.0,0.0,100,0.2,0.1375,0.0,962,no_curvature_stage2_residual_v1,False,0.5413248538970947,0.9999999403953552,0.0,8,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|neighbor_freshness_mean|neighbor_freshness_max|neighbor_confidence_mean,0.09999994933605194,1.7943374786000277e-08,0.09999996423721313,0.10000000149011612,-0.0008091805502772331,0.005978361703455448,-0.01275137159973383,0.018371019512414932,0.09992846846580505,0.0005385972908698022,0.0103192521197588,0.09992846846580505,0.0005385972908698022,0.09885817766189575,0.09935968220233918,0.09978541731834412,0.10075426399707793,0.10166558623313904,0.0004832809790968895,0.0005385972908698022,8.349680138053373e-05
74,8.662836097292603,0.1007250000257045,0.10087593351120232,0.1,0.000875933511202312,0.008759334236089697,0.0,0.09958595782518387,0.0,0.0,False,-2.3193359766082722e-07,92.94424438476562,0.3236861228942871,4.560675279208226e-06,0.0,2.4414061883248905e-08,0.9999997615814209,6.424099445343018,0.0,0.0,0.0,0.0006638960330747068,0.0,0.0,100,0.2,0.13,0.0,968,no_curvature_stage2_residual_v1,False,0.5413248538970947,0.9999999403953552,0.0,8,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|neighbor_freshness_mean|neighbor_freshness_max|neighbor_confidence_mean,0.09999994933605194,1.7943374786000277e-08,0.09999996423721313,0.10000000149011612,-0.004626015201210976,0.006559049244970083,-0.01735646463930607,0.016968170180916786,0.09958595782518387,0.0005894051282666624,0.015132331308036819,0.09958595782518387,0.0005894051282666624,0.0984487235546112,0.09896522164344787,0.09939776360988617,0.1005258560180664,0.10153752565383911,0.0005358129274100065,0.0005894051282666624,0.00010505802492843941
75,8.203968671783805,0.09959999981336295,0.10023796666228263,0.1,0.00023796666228262375,0.002379666384859599,0.0,0.0992455929517746,0.0,0.0,False,1.4648438195763447e-07,84.77200317382812,0.32329678535461426,6.842237212367763e-07,0.0,2.4414061883248905e-08,0.9999998807907104,6.75654411315918,0.0,0.0,0.0,0.0010071336291730404,0.0,0.0,100,0.2,0.13,0.0,1194,no_curvature_stage2_residual_v1,False,0.5413248538970947,0.9999999403953552,0.0,8,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|neighbor_freshness_mean|neighbor_freshness_max|neighbor_confidence_mean,0.09999994933605194,1.7943374786000277e-08,0.09999996423721313,0.10000000149011612,-0.008428080938756466,0.006650364492088556,-0.021472614258527756,0.015896683558821678,0.0992455929517746,0.0005960841663181782,-0.026542721302384203,0.0992455929517746,0.0005960841663181782,0.09808400273323059,0.09862306118011475,0.09907515347003937,0.10019428431987763,0.10143986344337463,0.0005489385221153498,0.0005960841663181782,9.758162195794284e-05
76,7.105054543204606,0.09990000004414469,0.10006898335321365,0.1,6.898335321364746e-05,0.0006898334631531283,0.0,0.09928508847951889,0.0,0.0,False,-5.249023615760962e-07,75.02218627929688,0.32354167103767395,2.0774174913640309e-07,0.0,0.0,0.9999997615814209,6.743954658508301,0.0,0.0,0.0,0.000427436112659052,0.0,0.0,100,0.2,0.1375,0.0,1136,no_curvature_stage2_residual_v1,False,0.5413248538970947,0.9999999403953552,0.0,8,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|neighbor_freshness_mean|neighbor_freshness_max|neighbor_confidence_mean,0.09999994933605194,1.7943374786000277e-08,0.09999996423721313,0.10000000149011612,-0.007990594021975994,0.0074073392897844315,-0.022056255489587784,0.015402060002088547,0.09928508847951889,0.0006639565690420568,0.08906550208973944,0.09928508847951889,0.0006639565690420568,0.0980323851108551,0.09858279824256896,0.09907448291778564,0.10036185681819916,0.10139474272727966,0.0006073692347854376,0.0006639565690420568,0.00010380803723819554
77,7.587247732467949,0.09997499994933605,0.10002199165127484,0.1,2.1991651274838597e-05,0.00021991649075673688,0.0,0.09925203770399094,0.0,0.0,False,-3.4179688555013854e-06,83.06805419921875,0.32370924949645996,-6.613526579712925e-07,0.0,2.4414061883248905e-08,0.9999998807907104,6.974960803985596,0.0,0.0,0.0,0.0019668154418468475,0.0,0.0,100,0.2,0.1375,0.0,960,no_curvature_stage2_residual_v1,False,0.5413248538970947,0.9999999403953552,0.0,8,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|neighbor_freshness_mean|neighbor_freshness_max|neighbor_confidence_mean,0.09999994933605194,1.7943374786000277e-08,0.09999996423721313,0.10000000149011612,-0.008363008499145508,0.007840706035494804,-0.022652920335531235,0.01850655861198902,0.09925203770399094,0.0007030104170553386,0.009958968459748767,0.09925203770399094,0.0007030104170553386,0.09797966480255127,0.09854312837123871,0.09901386871933937,0.10040480494499206,0.10167792439460754,0.000641627935692668,0.0007030104170553386,0.0001184029970318079
78,7.412056321464479,0.10267499988898635,0.1013484957701306,0.1,0.0013484957701305894,0.01348495635281026,0.0,0.09949100017547607,0.0,0.0,False,1.220703097715159e-06,83.32550048828125,0.3242829740047455,-4.863321919401642e-06,0.0,2.4414061883248905e-08,0.9999998211860657,6.659638404846191,0.0,0.0,0.0,0.0007186385919339955,0.0,0.0,100,0.2,0.145,0.0,976,no_curvature_stage2_residual_v1,False,0.5413248538970947,0.9999999403953552,0.0,8,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|neighbor_freshness_mean|neighbor_freshness_max|neighbor_confidence_mean,0.09999994933605194,1.7943374786000277e-08,0.09999996423721313,0.10000000149011612,-0.005696957930922508,0.008470907807350159,-0.0204735416918993,0.02105231210589409,0.09949100017547607,0.0007613202906213701,-0.03301869375974916,0.09949100017547607,0.0007613202906213701,0.0981723964214325,0.09874674677848816,0.0992148220539093,0.10076991021633148,0.10191074013710022,0.0007022215286269784,0.0007613202906213701,0.00012134507414884865
79,7.846485845372081,0.09902499996591359,0.10018674786802209,0.1,0.00018674786802208576,0.0018674784934730082,0.0,0.0995936393737793,0.0,0.0,False,-8.78906234902388e-07,87.83534240722656,0.3241080939769745,7.293583621503785e-07,0.0,0.0,0.9999998807907104,6.855607032775879,0.0,0.0,0.0,0.0017896235221996903,0.0,0.0,100,0.2,0.145,0.0,1018,no_curvature_stage2_residual_v1,False,0.5413248538970947,0.9999999403953552,0.0,8,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|neighbor_freshness_mean|neighbor_freshness_max|neighbor_confidence_mean,0.09999994933605194,1.7943374786000277e-08,0.09999996423721313,0.10000000149011612,-0.004550101701170206,0.008211411535739899,-0.01915903389453888,0.02132251486182213,0.0995936393737793,0.0007389015518128872,-0.01906349682919488,0.0995936393737793,0.0007389015518128872,0.09828886389732361,0.09888643026351929,0.09933087229728699,0.1008327215909958,0.10193544626235962,0.0006712299073114991,0.0007389015518128872,0.00012476707343012094
80,7.519813123755157,0.09939999987371266,0.09979337387086737,0.1,-0.00020662612913263656,-0.002066261084700257,0.0,0.09954924136400223,0.0,0.0,False,-6.958007929824817e-07,82.55685424804688,0.32381361722946167,4.823077404125797e-08,0.0,2.4414061883248905e-08,0.9999997615814209,6.908346176147461,0.0,0.0,0.0,0.0005065833101980388,0.0,0.0,100,0.2,0.14,0.0,952,no_curvature_stage2_residual_v1,False,0.5413248538970947,0.9999999403953552,0.0,8,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|neighbor_freshness_mean|neighbor_freshness_max|neighbor_confidence_mean,0.09999994933605194,1.7943374786000277e-08,0.09999996423721313,0.10000000149011612,-0.005045668687671423,0.008255510590970516,-0.019153952598571777,0.021373242139816284,0.09954924136400223,0.0007423161878250539,0.04646186352537941,0.09954924136400223,0.0007423161878250539,0.09828928112983704,0.09883660078048706,0.09926018118858337,0.1007815420627594,0.1019400954246521,0.0006716256029903889,0.0007423161878250539,0.0001246015599463135
81,7.635881577543914,0.09930000029504299,0.09954668708295518,0.1,-0.00045331291704482635,-0.004533128717135392,0.0,0.09940429776906967,0.0,0.0,False,-1.4648438195763447e-07,87.15837860107422,0.3236391246318817,3.694558472489007e-07,0.0,0.0,0.9999998211860657,6.596411228179932,0.0,0.0,0.0,0.000998020637780428,0.0,0.0,100,0.2,0.16,0.01,954,no_curvature_stage2_residual_v1,False,0.5413248538970947,0.9999999403953552,0.0,8,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|neighbor_freshness_mean|neighbor_freshness_max|neighbor_confidence_mean,0.09999994933605194,1.7943374786000277e-08,0.09999996423721313,0.10000000149011612,-0.006661436520516872,0.007910129614174366,-0.020654255524277687,0.017861660569906235,0.09940429776906967,0.0007101353257894516,0.060210532801093716,0.09940429776906967,0.0007101353257894516,0.0981563925743103,0.09871026575565338,0.09913332760334015,0.10056597292423249,0.10161906480789185,0.0006425449973903596,0.0007101353257894516,0.00012259779032319784
82,7.158660855330527,0.10285000003408641,0.1011983435585208,0.1,0.0011983435585207897,0.011983434386864458,0.0,0.099392831325531,0.0,0.0,False,-2.3925781533762347e-06,84.97356414794922,0.3239147365093231,-3.0012222396180732e-06,0.0,2.4414061883248905e-08,0.9999998211860657,6.639232158660889,0.0,0.0,0.0,0.0014210165245458484,0.0,0.0,100,0.2,0.1475,0.0,964,no_curvature_stage2_residual_v1,False,0.5413248538970947,0.9999999403953552,0.0,8,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|neighbor_freshness_mean|neighbor_freshness_max|neighbor_confidence_mean,0.09999994933605194,1.7943374786000277e-08,0.09999996423721313,0.10000000149011612,-0.006790969055145979,0.008145065978169441,-0.021539093926548958,0.01877507194876671,0.099392831325531,0.0007310899090953171,0.07568057330009763,0.099392831325531,0.0007310899090953171,0.09807807207107544,0.09867166876792907,0.09912414848804474,0.10059539377689361,0.101702481508255,0.0006672002491541207,0.0007310899090953171,0.00013346395280677825
83,7.625100271739066,0.09902499996125698,0.10011167175988889,0.1,0.00011167175988888167,0.001116717487217068,0.0,0.09948026388883591,0.0,0.0,False,-4.895019628747832e-06,88.68264770507812,0.32443398237228394,2.2898657334735617e-06,0.0,-4.882812376649781e-08,0.9999997615814209,6.7507643699646,0.0,0.0,0.0,0.0019394360715523362,0.0,0.0,100,0.2,0.14,0.0,1118,no_curvature_stage2_residual_v1,False,0.5413248538970947,0.9999999403953552,0.0,8,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|neighbor_freshness_mean|neighbor_freshness_max|neighbor_confidence_mean,0.09999994933605194,1.7943374786000277e-08,0.09999996423721313,0.10000000149011612,-0.0058192419819533825,0.008808559738099575,-0.020914047956466675,0.021171096712350845,0.09948026388883591,0.0007917153416201472,0.11450027313903367,0.09948026388883591,0.0007917153416201472,0.09813335537910461,0.09874006807804109,0.09917385876178741,0.10079401731491089,0.10192158818244934,0.0007144320989027619,0.0007917153416201472,0.00014572482905350626
84,7.621723728850484,0.10134999993257225,0.10073083584623058,0.1,0.0007308358462305709,0.0073083577314699355,0.0,0.09982054680585861,0.0,0.0,False,2.197265530412551e-06,86.445556640625,0.3250502049922943,-2.238747356386739e-06,0.0,4.882812376649781e-08,0.9999998807907104,6.854817867279053,0.0,0.0,0.0,0.001439677900634706,0.0,0.0,100,0.2,0.1475,0.0,950,no_curvature_stage2_residual_v1,False,0.5413248538970947,0.9999999403953552,0.0,8,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|neighbor_freshness_mean|neighbor_freshness_max|neighbor_confidence_mean,0.09999994933605194,1.7943374786000277e-08,0.09999996423721313,0.10000000149011612,-0.002035217359662056,0.009974805638194084,-0.018495338037610054,0.026512619107961655,0.09982054680585861,0.0008991117356345057,-0.16804038817425468,0.09982054680585861,0.0008991117356345057,0.09834766387939453,0.09893113076686859,0.09950262308120728,0.10126978754997254,0.10241153836250305,0.0008137495606206357,0.0008991117356345057,0.0001716301921987906
85,7.407470706291496,0.09862499991897494,0.09967791788260276,0.1,-0.000322082117397246,-0.0032208208518903748,0.0,0.10001091659069061,0.0,0.0,False,-1.1596679314607172e-06,90.34001159667969,0.3252929151058197,6.292264629337296e-07,0.0,2.4414061883248905e-08,0.9999998211860657,6.353042125701904,0.0,0.0,0.0,0.0006122168269939721,0.0,0.0,100,0.2,0.1375,0.0,990,no_curvature_stage2_residual_v1,False,0.5413248538970947,0.9999999403953552,0.0,8,normalized_degree|time_since_last_tx|consecutive_tx_attempts|congestion_ewma|self_information_increment|neighbor_freshness_mean|neighbor_freshness_max|neighbor_confidence_mean,0.09999994933605194,1.7943374786000277e-08,0.09999996423721313,0.10000000149011612,7.954843022162095e-05,0.0102347731590271,-0.016709178686141968,0.029156601056456566,0.10001091659069061,0.0009243668173439801,-0.002524850886010776,0.10001091659069061,0.0009243668173439801,0.09850618243217468,0.09909643828868865,0.09968660771846771,0.10158045589923859,0.10265487432479858,0.0008012868347577751,0.0009243668173439801,0.0001658287801546976
