episode,mean_VAoI,avg_tx_ratio,tx_ratio_ema,target_tx_ratio,budget_error,budget_relative_error,budget_error_after_deadzone,mean_action_probability,multiplier_used,multiplier_next,multiplier_at_max,actor_loss,critic_loss,entropy,approx_kl,clip_fraction,mean_vaoi_advantage,std_vaoi_advantage,max_abs_vaoi_advantage,mean_budget_advantage,std_budget_advantage,max_abs_budget_advantage,vaoi_policy_gradient_norm,budget_policy_gradient_norm,budget_to_vaoi_gradient_ratio,n_nodes,update_probability,max_node_activity_ratio,node_cap_violation_fraction,curvature_control_messages,alpha_raw,alpha_kappa,q_base_mean,q_base_std,q_base_min,q_base_max,residual_delta_mean,residual_delta_std,residual_delta_min,residual_delta_max,q_final_mean,q_final_std,corr_s_kappa_q_base,action_prob_mean,action_prob_std,action_prob_min,action_prob_p10,action_prob_p50,action_prob_p90,action_prob_max,action_prob_node_std_mean,action_prob_global_std,action_prob_per_node_mean_std
10,14.992315573960543,0.11158000017330051,0.1076910449860152,0.1,0.007691044986015194,0.07691044216910772,0.07691044216910772,0.10943272709846497,0.0,0.0,False,-1.0351562877985998e-06,618.6798706054688,0.33616289496421814,4.660548256651964e-06,0.0,8.789062633240974e-08,0.9999998807907104,4.147489070892334,0.0,0.0,0.0,0.0008536769892089069,0.0,0.0,100,0.2,0.262,0.19,934,1.2475175857543945,1.5000001192092896,0.10691458731889725,0.04259468987584114,0.057348430156707764,0.21424058079719543,0.02713056467473507,0.006027149967849255,0.011079948395490646,0.04311376437544823,0.10943272709846497,0.04325445741415024,0.9863689214851022,0.10943272709846497,0.04325445741415024,0.058051854372024536,0.06669909358024607,0.09339215978980064,0.17830210328102114,0.2211153507232666,0.04325404390692711,0.04325445741415024,0.04325118660926819
11,16.49547819438577,0.10728000012412667,0.10748552255507093,0.1,0.007485522555070928,0.07485521806518747,0.07485521806518747,0.10693173855543137,0.0,0.0,False,-1.308593709836714e-06,752.994873046875,0.33048272132873535,-7.98513895006181e-07,0.0,8.789062633240974e-08,0.9999998211860657,4.000394821166992,0.0,0.0,0.0,0.001253212452866137,0.0,0.0,100,0.2,0.242,0.18,862,1.2475175857543945,1.5000001192092896,0.10470599681138992,0.043180111795663834,0.057348430156707764,0.21424061059951782,0.02452787384390831,0.0059748804196715355,0.010345318354666233,0.0408005565404892,0.10693173855543137,0.04380440339446068,0.9850942891966944,0.10693173855543137,0.04380440339446068,0.05791023373603821,0.05901008546352387,0.09660355746746063,0.17025442719459535,0.2205708920955658,0.04380413144826889,0.04380440339446068,0.043801214545965195
12,13.376048889428377,0.11143999960273504,0.10946276107890299,0.1,0.009462761078902981,0.09462760132626968,0.09462760132626968,0.10911621153354645,0.0,0.0,False,-5.7861329878505785e-06,475.857666015625,0.3373388946056366,6.252727416722337e-06,0.0,1.4648438195763447e-07,0.9999997615814209,4.628213405609131,0.0,0.0,0.0,0.00295705022290349,0.0,0.0,100,0.2,0.24,0.15,1002,1.2475175857543945,1.5000001192092896,0.10684572160243988,0.037095848470926285,0.057348430156707764,0.21424058079719543,0.024385038763284683,0.006312854588031769,0.010010243393480778,0.03973930701613426,0.10911621153354645,0.03758259117603302,0.9841769947526533,0.10911621153354645,0.03758259117603302,0.05789196491241455,0.06912287175655366,0.10153362154960632,0.15338496565818138,0.22037002444267273,0.037582360208034515,0.03758259117603302,0.037578336894512177
13,13.100032335460186,0.10095999982580542,0.1052113804523542,0.1,0.005211380452354197,0.05211379931216204,0.05211379931216204,0.10138122737407684,0.0,0.0,False,4.1015624674400897e-07,454.25042724609375,0.32192355394363403,-5.534093361347914e-07,0.0,2.49023429432782e-07,0.9999998807907104,4.51109504699707,0.0,0.0,0.0,0.0007836468867026269,0.0,0.0,100,0.2,0.206,0.11,988,1.2475175857543945,1.5000001192092896,0.09958165884017944,0.032782893627882004,0.057348430156707764,0.21424058079719543,0.020494092255830765,0.005672006402164698,0.00896275695413351,0.03349950909614563,0.10138122737407684,0.03314853832125664,0.9867981431945814,0.10138122737407684,0.03314853832125664,0.057834893465042114,0.07064937055110987,0.09251679480075836,0.15309737920761107,0.21966791152954102,0.03314841538667679,0.03314853832125664,0.033145029097795486
14,13.216545863896608,0.11045999984815717,0.10783569015025568,0.1,0.007835690150255675,0.07835689366686739,0.07835689366686739,0.11209630966186523,0.0,0.0,False,-2.1875000584259396e-06,458.6456604003906,0.3440624177455902,-1.4260259604270686e-06,0.0,7.324219097881723e-08,0.9999997615814209,4.611844539642334,0.0,0.0,0.0,0.001836217357777059,0.0,0.0,100,0.2,0.226,0.16,1044,1.2475175857543945,1.5000001192092896,0.11055198311805725,0.03702278062701225,0.057348430156707764,0.21424061059951782,0.016189906746149063,0.005288450513035059,0.007769424933940172,0.028298543766140938,0.11209630966186523,0.03732544556260109,0.9845412086464228,0.11209630966186523,0.03732544556260109,0.05782601237297058,0.0703261464834229,0.10650432109832764,0.16381353437900142,0.21867334842681885,0.037325311452150345,0.03732544556260109,0.03732221573591232
15,12.871038759976626,0.10555999986827373,0.10669784500926471,0.1,0.006697845009264708,0.06697844339480274,0.06697844339480274,0.10582931339740753,0.0,0.0,False,1.025390588438313e-06,432.0998229980469,0.33241716027259827,-2.596106298824452e-07,0.0,-1.3183593239318725e-07,0.9999998211860657,4.5722246170043945,0.0,0.0,0.0,0.0005132675869390368,0.0,0.0,100,0.2,0.234,0.09,1058,1.2475175857543945,1.5000001192092896,0.10434205085039139,0.03302997350692749,0.057348430156707764,0.21424058079719543,0.016367396339774132,0.006287313066422939,0.0064868079498410225,0.03093019686639309,0.10582931339740753,0.03326934203505516,0.9863180315838791,0.10582931339740753,0.03326934203505516,0.057718634605407715,0.07158782482147216,0.09701661765575409,0.15223041176794905,0.21887916326522827,0.03326907753944397,0.03326934203505516,0.033264607191085815
16,15.423308895677328,0.10564000014960766,0.10616892257943619,0.1,0.006168922579436187,0.061689219625439905,0.061689219625439905,0.10453213006258011,0.0,0.0,False,-4.887695467914455e-06,627.152587890625,0.32776132225990295,2.5777217160793953e-06,0.0,6.835937682581061e-08,0.9999998807907104,4.521968841552734,0.0,0.0,0.0,0.0027233718428760767,0.0,0.0,100,0.2,0.244,0.12,870,1.2475175857543945,1.5000001192092896,0.10300132632255554,0.03666773438453674,0.057348430156707764,0.21424058079719543,0.017209947109222412,0.007001158315688372,0.0053972285240888596,0.03414464741945267,0.10453213006258011,0.036943916231393814,0.9833915834476604,0.10453213006258011,0.036943916231393814,0.05766880512237549,0.0648891419172287,0.10057037696242332,0.15581400096416473,0.2192443609237671,0.036943551152944565,0.036943916231393814,0.0369388572871685
17,13.600519792258739,0.10273999977856875,0.10445446117900248,0.1,0.004454461179002472,0.04454460733556399,0.0,0.10253626108169556,0.0,0.0,False,-6.57226564726443e-06,475.1837463378906,0.3242315351963043,1.7886601426653215e-06,0.0,4.882812376649781e-09,0.9999998807907104,4.773530960083008,0.0,0.0,0.0,0.0016636853106319904,0.0,0.0,100,0.2,0.21,0.06,962,1.2475175857543945,1.5000001192092896,0.10133423656225204,0.03204452991485596,0.057348430156707764,0.21424058079719543,0.0137148043140769,0.007665826007723808,0.0007745618931949139,0.031509991735219955,0.10253626108169556,0.03221960365772247,0.9834686569766653,0.10253626108169556,0.03221960365772247,0.05741387605667114,0.058547645807266235,0.10080870985984802,0.1429246336221695,0.21886765956878662,0.03221902623772621,0.03221960365772247,0.03221248835325241
18,12.457613545149565,0.10275999965891242,0.10360723041895745,0.1,0.003607230418957441,0.036072300582344355,0.0,0.10263822227716446,0.0,0.0,False,2.4218750240834197e-06,384.6830749511719,0.3264869451522827,1.074975443771109e-06,0.0,-1.2695312534560799e-07,0.9999997615814209,5.3707966804504395,0.0,0.0,0.0,0.0024532221723347902,0.0,0.0,100,0.2,0.202,0.09,1024,1.2475175857543945,1.5000001192092896,0.10200387984514236,0.027112741023302078,0.057348430156707764,0.16169032454490662,0.007344926241785288,0.007998992688953876,-0.006839662790298462,0.025640185922384262,0.10263822227716446,0.0271157119423151,0.988524085043318,0.10263822227716446,0.0271157119423151,0.057042986154556274,0.062423592805862425,0.10096374154090881,0.1375257790088539,0.1644422709941864,0.027114635333418846,0.0271157119423151,0.027106495574116707
19,13.26005655220151,0.1082000000178814,0.10590361521841943,0.1,0.005903615218419422,0.0590361462805796,0.0590361462805796,0.10709214955568314,0.0,0.0,False,-6.3867187236610334e-06,438.0753479003906,0.3340434432029724,-2.041657580775791e-06,0.0,-1.1718749703959475e-07,0.9999997615814209,5.261863708496094,0.0,0.0,0.0,0.002505840500816703,0.0,0.0,100,0.2,0.228,0.13,962,1.2475175857543945,1.5000001192092896,0.10658863186836243,0.03787647932767868,0.057348430156707764,0.21424058079719543,0.005828892812132835,0.008070861920714378,-0.00891723670065403,0.02449561282992363,0.10709214955568314,0.037840086966753006,0.982416731077674,0.10709214955568314,0.037840086966753006,0.05692151188850403,0.06779668033123051,0.10019239783287048,0.1614910542964765,0.2176882028579712,0.03783869370818138,0.037840086966753006,0.03783275932073593
20,13.051361199915409,0.09874000010639429,0.10232180766240687,0.1,0.0023218076624068607,0.023218074302261176,0.0,0.09805178642272949,0.0,0.0,False,2.0019531348225428e-06,419.5869140625,0.31551113724708557,-8.601475656178081e-07,0.0,-2.1484375167801772e-07,0.9999997615814209,5.169682502746582,0.0,0.0,0.0,0.0026302789337933064,0.0,0.0,100,0.2,0.232,0.06,880,1.2475175857543945,1.5000001192092896,0.09719332307577133,0.032697614282369614,0.057348430156707764,0.21424058079719543,0.010371227748692036,0.00870703998953104,-0.006476901471614838,0.03013232909142971,0.09805178642272949,0.032743901014328,0.977062503609232,0.09805178642272949,0.032743901014328,0.057011187076568604,0.05836220681667328,0.09214118123054504,0.13176964819431305,0.21856805682182312,0.0327422209084034,0.032743901014328,0.03273537755012512
21,13.198261218070984,0.10794000006839632,0.1051309038654016,0.1,0.00513090386540159,0.05130903352311254,0.05130903352311254,0.10669807344675064,0.0,0.0,False,-3.1640624911233317e-06,425.060302734375,0.3335581123828888,3.313191882625688e-06,0.0,4.882812376649781e-09,0.9999997615814209,5.35169792175293,0.0,0.0,0.0,0.001109895994886756,0.0,0.0,100,0.2,0.26,0.11,1032,1.2475175857543945,1.5000001192092896,0.10569687187671661,0.03399290516972542,0.057348430156707764,0.21424061059951782,0.011205943301320076,0.009485396556556225,-0.007037204224616289,0.0318162702023983,0.10669807344675064,0.03403810039162636,0.9829976120520807,0.10669807344675064,0.03403810039162636,0.05713978409767151,0.07150273025035858,0.1015649288892746,0.14984485507011414,0.2190490961074829,0.03403552994132042,0.03403810039162636,0.03402699530124664
22,13.8921161827147,0.10871999973431229,0.10692545179985694,0.1,0.00692545179985693,0.0692545110731182,0.0692545110731182,0.1084010973572731,0.0,0.0,False,5.078125013824319e-07,468.1067810058594,0.3333565294742584,4.965990001437603e-07,0.0,2.19726558725597e-07,0.9999998211860657,5.473516464233398,0.0,0.0,0.0,0.0010800864547491074,0.0,0.0,100,0.2,0.262,0.16,956,1.2475175857543945,1.5000001192092896,0.10764380544424057,0.04417962580919266,0.057348430156707764,0.21424058079719543,0.008952447213232517,0.010275404900312424,-0.010968276299536228,0.03275288641452789,0.1084010973572731,0.044165559113025665,0.9859351207465697,0.1084010973572731,0.044165559113025665,0.056821465492248535,0.05837794840335846,0.10007224977016449,0.17136907577514648,0.21889495849609375,0.0441625602543354,0.044165559113025665,0.044155288487672806
23,23.43290649163723,0.10925999992713332,0.10809272586349514,0.1,0.008092725863495132,0.08092725054222626,0.08092725054222626,0.10969093441963196,0.0,0.0,False,-9.335937647847459e-06,1584.408935546875,0.33818137645721436,1.989468046303955e-06,0.0,-1.7578125266481948e-07,0.9999998807907104,2.9607326984405518,0.0,0.0,0.0,0.003467226168140769,0.0,0.0,100,0.2,0.24,0.16,974,1.2475175857543945,1.5000001192092896,0.10864254832267761,0.040899280458688736,0.057348430156707764,0.21424058079719543,0.011774245649576187,0.009720738045871258,-0.01312256883829832,0.03183717653155327,0.10969093441963196,0.04096735268831253,0.984098644828062,0.10969093441963196,0.04096735268831253,0.05664309859275818,0.058589011430740356,0.11065424978733063,0.17575958967208863,0.21903342008590698,0.040965668857097626,0.04096735268831253,0.04095761105418205
24,12.192559396862984,0.10627999982982873,0.10718636284666194,0.1,0.007186362846661937,0.07186362128025724,0.07186362128025724,0.10764186829328537,0.0,0.0,False,1.5136719184738467e-06,341.9609375,0.336982786655426,6.065447450964712e-06,0.0,-1.9531249506599124e-07,0.9999997615814209,5.461432456970215,0.0,0.0,0.0,0.0009516269201412797,0.0,0.0,100,0.2,0.234,0.09,1038,1.2475175857543945,1.5000001192092896,0.10654290020465851,0.03293546661734581,0.057348430156707764,0.21424058079719543,0.01219202484935522,0.011560393497347832,-0.010978925041854382,0.038865990936756134,0.10764186829328537,0.03299469128251076,0.9807831070783649,0.10764186829328537,0.03299469128251076,0.05691635608673096,0.06756725311279296,0.1064196527004242,0.1393787533044815,0.21986123919487,0.03299010917544365,0.03299469128251076,0.0329768992960453
25,13.900343243777751,0.1128799997791648,0.11003318131291337,0.1,0.010033181312913364,0.10033180309595333,0.10033180309595333,0.1129823625087738,0.0,0.0,False,-5.917968792346073e-06,450.9511413574219,0.34540557861328125,3.787328353155317e-07,0.0,-1.6601562435880624e-07,0.9999998211860657,5.54772424697876,0.0,0.0,0.0,0.004458360839635134,0.0,0.0,100,0.2,0.232,0.17,916,1.2475175857543945,1.5000001192092896,0.11134371906518936,0.03770144283771515,0.057348430156707764,0.21424058079719543,0.017636476084589958,0.012763367965817451,-0.009878084994852543,0.045457176864147186,0.1129823625087738,0.03786103427410126,0.9839281401600329,0.1129823625087738,0.03786103427410126,0.056870877742767334,0.06457138657569886,0.11278130114078522,0.1635140001773834,0.22086584568023682,0.03785578906536102,0.03786103427410126,0.03784096986055374
26,14.419632542580366,0.11055999988690018,0.11029659059990678,0.1,0.010296590599906771,0.10296589570247815,0.10296589570247815,0.11016903072595596,0.0,0.0,False,2.4023438527365215e-06,489.70123291015625,0.33800557255744934,6.655663469246065e-07,0.0,-1.8554688097083272e-07,0.9999997615814209,5.177915573120117,0.0,0.0,0.0,0.0018201040802523494,0.0,0.0,100,0.2,0.23,0.13,940,1.2475175857543945,1.5000001192092896,0.10887210071086884,0.0412568561732769,0.057348430156707764,0.21424061059951782,0.014657773077487946,0.012834906578063965,-0.012682161293923855,0.04092051461338997,0.11016903072595596,0.041328899562358856,0.9820714602100279,0.11016903072595596,0.041328899562358856,0.05687016248703003,0.058991971611976626,0.11002834141254425,0.15711396932601926,0.22060570120811462,0.04132482036948204,0.041328899562358856,0.041311319917440414
27,13.125021832078696,0.10261999975517393,0.10645829517754035,0.1,0.006458295177540346,0.06458294531710893,0.06458294531710893,0.10433197021484375,0.0,0.0,False,-5.449218861031113e-06,389.0577697753906,0.32774701714515686,-4.1802609302976634e-06,0.0,4.882812376649781e-09,0.9999997615814209,5.582764148712158,0.0,0.0,0.0,0.002796672750264406,0.0,0.0,100,0.2,0.246,0.08,884,1.2475175857543945,1.5000001192092896,0.1034313291311264,0.0354362316429615,0.057348430156707764,0.21424061059951782,0.01060787308961153,0.013807330280542374,-0.015372384339571,0.0393109992146492,0.10433197021484375,0.03537692874670029,0.9847000680972989,0.10433197021484375,0.03537692874670029,0.0567173957824707,0.0691238224506384,0.09803712368011475,0.1532437562942458,0.22014197707176208,0.03537152335047722,0.03537692874670029,0.035354822874069214
28,12.499888103723526,0.1106599998511374,0.10855914751433887,0.1,0.008559147514338866,0.085591466584242,0.085591466584242,0.1114749014377594,0.0,0.0,False,-1.4921874935680535e-05,342.6383056640625,0.3413648009300232,-9.307622690357675e-07,0.0,-1.4648438195763447e-07,0.9999997019767761,5.847288608551025,0.0,0.0,0.0,0.0034321232233196497,0.0,0.0,100,0.2,0.242,0.14,996,1.2475175857543945,1.5000001192092896,0.1109771579504013,0.03918962925672531,0.057348430156707764,0.21424061059951782,0.005979178939014673,0.01369564700871706,-0.018474366515874863,0.035108793526887894,0.1114749014377594,0.03899013623595238,0.985505292139226,0.1114749014377594,0.03899013623595238,0.05650176480412483,0.0716095507144928,0.10364525020122528,0.15245189070701598,0.2194945216178894,0.03898431360721588,0.03899013623595238,0.03896833956241608
29,12.985345257639885,0.10543999985232949,0.10699957368333418,0.1,0.006999573683334176,0.06999572983376878,0.06999572983376878,0.10395089536905289,0.0,0.0,False,-3.1347656204161467e-06,368.82379150390625,0.32797664403915405,1.019366300170077e-05,0.0,5.371093791950443e-08,0.9999998211860657,5.902462482452393,0.0,0.0,0.0,0.0010633893543854356,0.0,0.0,100,0.2,0.226,0.09,916,1.2475175857543945,1.5000001192092896,0.10422718524932861,0.029422780498862267,0.057348430156707764,0.21424058079719543,-0.002367208246141672,0.01306966319680214,-0.026555538177490234,0.027583662420511246,0.10395089536905289,0.029116207733750343,0.9835308394185921,0.10395089536905289,0.029116207733750343,0.05603650212287903,0.06647728085517883,0.10236728191375732,0.13744096159934996,0.21820154786109924,0.029109735041856766,0.029116207733750343,0.029092228040099144
30,12.359713122725486,0.1036999997869134,0.1053497867351238,0.1,0.0053497867351237904,0.05349786200145171,0.05349786200145171,0.10347452759742737,0.0,0.0,False,-2.9833984172000783e-06,325.3921203613281,0.327536016702652,2.6195591544819763e-06,0.0,-4.541015528047865e-07,0.9999998211860657,5.8966898918151855,0.0,0.0,0.0,0.0011183813912793994,0.0,0.0,100,0.2,0.216,0.06,1096,1.2475175857543945,1.5000001192092896,0.10447873175144196,0.028270872309803963,0.057348430156707764,0.21424058079719543,-0.01034121960401535,0.013379470445215702,-0.03488631173968315,0.019825033843517303,0.10347452759742737,0.027813183143734932,0.9817969353586617,0.10347452759742737,0.027813183143734932,0.0555817186832428,0.07099561095237733,0.10224397480487823,0.13368488252162933,0.21678069233894348,0.027804572135210037,0.027813183143734932,0.027786627411842346
31,15.860823636204005,0.10543999986350536,0.10539489329931458,0.1,0.005394893299314571,0.05394892759825295,0.05394892759825295,0.10496202856302261,0.0,0.0,False,-1.6113281162688509e-06,574.16650390625,0.3261740803718567,2.6722884740593145e-06,0.0,-3.906249901319825e-08,0.9999998211860657,5.173865795135498,0.0,0.0,0.0,0.0007185229915194213,0.0,0.0,100,0.2,0.248,0.15,1020,1.2475175857543945,1.5000001192092896,0.10646209865808487,0.04249284043908119,0.057348430156707764,0.21424061059951782,-0.015079301781952381,0.014062776230275631,-0.04425625875592232,0.014307045377790928,0.10496202856302261,0.04168333485722542,0.9840246918215093,0.10496202856302261,0.04168333485722542,0.05506765842437744,0.057270318269729614,0.10169254243373871,0.15952384769916533,0.21614842116832733,0.04167522117495537,0.04168333485722542,0.04166337475180626
