candidate_id,phase,evaluation_phase,base_tx_ratio,alpha,calibrated_intercept,calibration_probability_mean,search_probability_mean,actual_tx_ratio,mean_VAoI,mean_tail_VAoI,constraint_feasible,coarse_rank_within_alpha,evaluated_on_full,pruned_after_coarse,phase_slots,rank,selected
6,coarse,coarse,0.1,0.0,-2.197235107421875,0.09999905229628277,0.0999990522962828,0.09924999999999999,7.465860303030302,18.524538383838383,True,1,False,False,200,1,False
5,coarse,coarse,0.08750000000000002,0.0,-2.34454345703125,0.08750046589433921,0.08750046589433921,0.086985,7.906232828282827,19.348678787878786,True,2,False,False,200,2,False
6,coarse,full,0.1,0.0,-2.197235107421875,0.09999905229628277,0.0999990522962828,0.0997835,8.156226727272728,21.01579949494949,True,1,True,False,500,3,True
9,refine,full,0.09687500000000002,0.0,-2.2324371337890625,0.09687520558809166,0.09687520558809165,0.096682,8.255532313131315,21.2441097979798,True,,True,False,500,4,False
8,refine,full,0.09375000000000001,0.0,-2.2686767578125,0.09375057633460603,0.09375057633460605,0.09358,8.359227328282827,21.492345959595962,True,,True,False,500,5,False
7,refine,full,0.09062500000000001,0.0,-2.3060302734375,0.09062476625872165,0.09062476625872168,0.090513,8.46967519191919,21.77272797979798,True,,True,False,500,6,False
4,coarse,coarse,0.07500000000000001,0.0,-2.512298583984375,0.07500048840088823,0.07500048840088822,0.074635,8.509292323232325,20.603583838383837,True,3,False,True,200,7,False
5,coarse,full,0.08750000000000002,0.0,-2.34454345703125,0.08750046589433921,0.0875004658943392,0.08741,8.60066415151515,22.040591111111105,True,2,True,False,500,8,False
3,coarse,coarse,0.0625,0.0,-2.708038330078125,0.06250069557143,0.06250069557143,0.06224500000000001,9.118976010101012,21.205044444444447,True,4,False,True,200,9,False
2,coarse,coarse,0.05,0.0,-2.9444580078125,0.04999909614705179,0.04999909614705179,0.04994,10.112450808080807,22.6553898989899,True,5,False,True,200,10,False
1,coarse,coarse,0.037500000000000006,0.0,-3.24517822265625,0.037500538180629144,0.037500538180629144,0.03705000000000001,12.149935606060605,25.02752626262626,True,6,False,True,200,11,False
0,coarse,coarse,0.025,0.0,-3.66357421875,0.02499969354420904,0.024999693544209035,0.024610000000000003,14.47760338383838,26.556685858585855,True,7,False,True,200,12,False
