episode,mean_VAoI,avg_tx_ratio,tx_ratio_ema,target_tx_ratio,budget_error,budget_relative_error,budget_error_after_deadzone,mean_action_probability,multiplier_used,multiplier_next,multiplier_at_max,actor_loss,critic_loss,entropy,approx_kl,clip_fraction,common_mode_coefficient,common_mode_loss,ppo_policy_gradient_norm,total_actor_gradient_norm,common_mode_gradient_norm,mean_vaoi_advantage,std_vaoi_advantage,max_abs_vaoi_advantage,critic_architecture,critic_input_dim,actor_curvature_enabled,critic_curvature_enabled,curvature_ablation_mode,critic_value_mean,critic_value_std,critic_within_slot_value_std_mean,critic_within_slot_value_std_max,vaoi_advantage_within_slot_std_mean,vaoi_advantage_global_std,critic_return_mean,critic_return_std,critic_explained_variance,bootstrap_value_mean,bootstrap_value_std,mean_budget_advantage,std_budget_advantage,max_abs_budget_advantage,vaoi_policy_gradient_norm,budget_policy_gradient_norm,budget_to_vaoi_gradient_ratio,n_nodes,update_probability,max_node_activity_ratio,node_cap_violation_fraction,curvature_control_messages,action_prob_mean,action_prob_std,action_prob_min,action_prob_p10,action_prob_p50,action_prob_p90,action_prob_max,action_prob_node_std_mean,action_prob_global_std,action_prob_per_node_mean_std
0,0.756686874354879,0.10300000011920929,0.10150000005960465,0.1,0.001500000059604642,0.014999999096046511,0.0,0.09999995678663254,0.0,0.0,False,-3.75204072042834e-05,1.1265255212783813,0.32596534490585327,-1.266735307581257e-05,0.0,0.0,0.0,0.026184100657701492,0.026184100657701492,0.0,-8.850097401591484e-07,0.9999946355819702,2.769102096557617,scalar_global,8,True,True,False,0.41953590512275696,0.015496878884732723,0.0,0.0,0.0,0.18371711671352386,-0.6732097864151001,0.19275321066379547,0.09156072284830497,0.0,0.0,0.0,0.0,0.0,0.026184100657701492,0.0,0.0,100,0.05,0.26666666666666666,0.17,1490,0.09999995678663254,1.1542390154772875e-08,0.09999996423721313,0.09999996423721313,0.09999996423721313,0.09999996423721313,0.10000000149011612,1.5269144171270455e-08,1.1542390154772875e-08,1.1542390154772875e-08
1,0.6525858556230862,0.09766666578749815,0.0995833329235514,0.1,-0.0004166670764486069,-0.004166670347819034,0.0,0.10081493854522705,0.0,0.0,False,-9.333292609881028e-07,0.799457311630249,0.326861709356308,-4.744281412172313e-08,0.0,0.0,0.0,0.04471959173679352,0.04471959173679352,0.0,-2.034505186543356e-08,0.9999942779541016,2.7732903957366943,scalar_global,8,True,True,False,0.32206329703330994,0.01056228019297123,0.0,0.0,0.0,0.1763509213924408,-0.6004781723022461,0.17520077526569366,-0.013172160220042972,0.0,0.0,0.0,0.0,0.0,0.04471959173679352,0.0,0.0,100,0.05,0.23333333333333334,0.14,1480,0.10081493854522705,1.352594972559018e-05,0.10078966617584229,0.10080046802759171,0.10081228613853455,0.10083420276641847,0.10088098049163818,1.3186679097998422e-05,1.352594972559018e-05,8.413548130192794e-06
