episode,mean_VAoI,avg_tx_ratio,tx_ratio_ema,target_tx_ratio,budget_error,budget_relative_error,budget_error_after_deadzone,mean_action_probability,multiplier_used,multiplier_next,multiplier_at_max,actor_loss,critic_loss,entropy,approx_kl,clip_fraction,mean_vaoi_advantage,std_vaoi_advantage,max_abs_vaoi_advantage,mean_budget_advantage,std_budget_advantage,max_abs_budget_advantage,vaoi_policy_gradient_norm,budget_policy_gradient_norm,budget_to_vaoi_gradient_ratio,n_nodes,update_probability,max_node_activity_ratio,node_cap_violation_fraction,curvature_control_messages,alpha_raw,alpha_kappa,q_base_mean,q_base_std,q_base_min,q_base_max,residual_delta_mean,residual_delta_std,residual_delta_min,residual_delta_max,q_final_mean,q_final_std,corr_s_kappa_q_base,action_prob_mean,action_prob_std,action_prob_min,action_prob_p10,action_prob_p50,action_prob_p90,action_prob_max,action_prob_node_std_mean,action_prob_global_std,action_prob_per_node_mean_std
0,8.507626010850071,0.170950000397861,0.16047500019893052,0.15,0.010475000198930523,0.0698333300039815,0.0698333300039815,0.16908884048461914,0.0,0.0,False,-6.39648442302132e-06,203.3409423828125,0.447094202041626,-6.230454346223269e-06,0.0,-3.662109548940862e-08,0.9999997019767761,4.104752063751221,0.0,0.0,0.0,0.0013214823557063937,0.0,0.0,100,0.2,0.315,0.13,970,1.2475175857543945,1.5000001192092896,0.16908884048461914,0.0485280379652977,0.0881408154964447,0.30226194858551025,0.0,0.0,0.0,0.0,0.16908884048461914,0.0485280379652977,0.98957993204161,0.16908884048461914,0.0485280379652977,0.0881408154964447,0.11006502211093934,0.1637389063835144,0.23456642031669617,0.30226194858551025,0.048528041690588,0.0485280379652977,0.04852796345949173
1,8.942188608683646,0.15537500015459954,0.15792500017676503,0.15,0.007925000176765035,0.05283333098954483,0.05283333098954483,0.15657077729701996,0.0,0.0,False,-7.373047083092388e-06,226.49363708496094,0.4184516668319702,-2.018674194914638e-06,0.0,7.324219097881723e-08,0.9999997019767761,3.638021945953369,0.0,0.0,0.0,0.004119462333619595,0.0,0.0,100,0.2,0.3475,0.18,904,1.2475175857543945,1.5000001192092896,0.155849888920784,0.06493277847766876,0.0881408154964447,0.30226194858551025,0.005831972695887089,0.0016103936359286308,0.002607382135465741,0.009829048067331314,0.15657077729701996,0.06507730484008789,0.9884101138845169,0.15657077729701996,0.06507730484008789,0.08835065364837646,0.08873596489429475,0.13951954245567322,0.3030293136835098,0.3041343688964844,0.0650772973895073,0.06507730484008789,0.0650770366191864
2,6.807659347355366,0.1506500003300607,0.15428750025341287,0.15,0.004287500253412874,0.028583333117196952,0.0,0.1564260721206665,0.0,0.0,False,-4.516601563864242e-07,123.00471496582031,0.4216451048851013,-1.836391311371699e-05,0.0,-7.324219097881723e-08,0.9999995231628418,5.384249687194824,0.0,0.0,0.0,0.0007109788712114096,0.0,0.0,100,0.2,0.3225,0.13,1070,1.2475175857543945,1.5000001192092896,0.15626965463161469,0.05674528330564499,0.0881408154964447,0.30226194858551025,0.001382095506414771,0.0020110593177378178,-0.002087258268147707,0.006005008239299059,0.1564260721206665,0.056708499789237976,0.9880746868675294,0.1564260721206665,0.056708499789237976,0.08800950646400452,0.09616408944129944,0.1429758071899414,0.22579330503938488,0.30333587527275085,0.05670848488807678,0.056708499789237976,0.05670801177620888
3,7.603801502734423,0.15215000025928022,0.15321875025634654,0.15,0.0032187502563465475,0.021458333611754744,0.0,0.15305602550506592,0.0,0.0,False,-1.9287108443677425e-06,154.9434051513672,0.4173973500728607,-1.4269970733948867e-06,0.0,8.544921570319275e-08,0.9999995231628418,4.809384822845459,0.0,0.0,0.0,0.0009841936407610774,0.0,0.0,100,0.2,0.3525,0.12,1058,1.2475175857543945,1.5000001192092896,0.1534392535686493,0.052449781447649,0.0881408154964447,0.30226194858551025,-0.002831234596669674,0.0023885690607130527,-0.006933783646672964,0.002572172088548541,0.15305602550506592,0.05226360633969307,0.9870469699350973,0.15305602550506592,0.05226360633969307,0.08761310577392578,0.08810304701328278,0.14539499580860138,0.21844199001786668,0.30265238881111145,0.05226358026266098,0.05226360633969307,0.05226285755634308
4,8.504674996249378,0.15900000034831463,0.1561093753023306,0.15,0.006109375302330605,0.04072916596692631,0.0,0.1596212387084961,0.0,0.0,False,-6.225586162145191e-07,193.32618713378906,0.4289211332798004,9.15093721687299e-07,0.0,-5.493163968139925e-08,0.9999996423721313,4.867496013641357,0.0,0.0,0.0,0.0008816307527013123,0.0,0.0,100,0.2,0.3525,0.08,940,1.2475175857543945,1.5000001192092896,0.16041305661201477,0.05134439095854759,0.0881408154964447,0.30226194858551025,-0.005802242085337639,0.002960735699161887,-0.01078670471906662,0.0012040610890835524,0.1596212387084961,0.05104810744524002,0.9906779393871475,0.1596212387084961,0.05104810744524002,0.08729735016822815,0.08791743516921997,0.15970458090305328,0.21583889722824098,0.30222252011299133,0.051048051565885544,0.05104810744524002,0.05104678496718407
5,6.981508826650679,0.15927500039339065,0.15769218784786063,0.15,0.007692187847860632,0.05128124890032096,0.05128124890032096,0.16037605702877045,0.0,0.0,False,-8.532714673492592e-06,126.94261932373047,0.4310779273509979,-1.6808397731438163e-06,0.0,-3.41796862812771e-07,0.9999995231628418,5.015059471130371,0.0,0.0,0.0,0.003886155318468809,0.0,0.0,100,0.2,0.325,0.1,954,1.2475175857543945,1.5000001192092896,0.16139093041419983,0.049187883734703064,0.0881408154964447,0.30226194858551025,-0.007420310750603676,0.003903335891664028,-0.013631753623485565,0.0010102505329996347,0.16037605702877045,0.048823125660419464,0.9877765689328505,0.16037605702877045,0.048823125660419464,0.08709803223609924,0.09976309835910803,0.15258848667144775,0.21045134365555107,0.3022356629371643,0.048823032528162,0.048823125660419464,0.04882068932056427
6,7.346087863780558,0.15037500036880375,0.15403359410833217,0.15,0.004033594108332178,0.026890625596172817,0.0,0.15154699981212616,0.0,0.0,False,-1.9006347429240122e-05,139.5463409423828,0.4165022373199463,-3.95748293158249e-06,0.0,2.3193359766082722e-07,0.9999996423721313,5.229306221008301,0.0,0.0,0.0,0.004838749300688505,0.0,0.0,100,0.2,0.31,0.08,1064,1.2475175857543945,1.5000001192092896,0.1531071960926056,0.04591913893818855,0.0881408154964447,0.30226194858551025,-0.012055495753884315,0.004536852706223726,-0.019582299515604973,-0.0024682283401489258,0.15154699981212616,0.04543508589267731,0.9885614688453389,0.15154699981212616,0.04543508589267731,0.08665144443511963,0.10368317663669586,0.1403149887919426,0.19769627749919488,0.3017003536224365,0.04543490335345268,0.04543508589267731,0.045431796461343765
7,7.175601761303842,0.143775000218302,0.1489042971633171,0.15,-0.0010957028366828936,-0.007304685090906952,0.0,0.1462780088186264,0.0,0.0,False,8.483886517751671e-07,130.8445281982422,0.4007805287837982,-1.2839864211855456e-05,0.0,4.028320290672127e-07,0.9999996423721313,5.4284257888793945,0.0,0.0,0.0,0.0009742520633153617,0.0,0.0,100,0.2,0.3275,0.13,976,1.2475175857543945,1.5000001192092896,0.14881333708763123,0.06253387033939362,0.0881408154964447,0.30226194858551025,-0.020372014492750168,0.004683209117501974,-0.02865084446966648,-0.005792928393930197,0.1462780088186264,0.061539340764284134,0.990133895084847,0.1462780088186264,0.061539340764284134,0.08589011430740356,0.08666647374629974,0.1249932199716568,0.24203058779239656,0.30102890729904175,0.06153909116983414,0.061539340764284134,0.0615369975566864
8,8.233633337654174,0.14717500028200448,0.1480396487226608,0.15,-0.0019603512773392062,-0.013069007644327533,0.0,0.1453467756509781,0.0,0.0,False,-2.1704101527575403e-05,174.2767333984375,0.40524446964263916,1.5039704521768726e-05,0.0,2.4414063659605745e-07,0.9999995827674866,4.959461688995361,0.0,0.0,0.0,0.005145914852619171,0.0,0.0,100,0.2,0.2975,0.05,922,1.2475175857543945,1.5000001192092896,0.14881274104118347,0.04596646502614021,0.0881408154964447,0.30226194858551025,-0.027782579883933067,0.0045668575912714005,-0.03650331497192383,-0.00861570704728365,0.1453467756509781,0.04495620355010033,0.9881692615814618,0.1453467756509781,0.04495620355010033,0.08529427647590637,0.08628851175308228,0.14607751369476318,0.19698325395583266,0.2998628616333008,0.044955749064683914,0.04495620355010033,0.044953085482120514
9,6.787661111000926,0.14887500032782555,0.14845732452524318,0.15,-0.0015426754747568105,-0.010284502479411905,0.0,0.14662383496761322,0.0,0.0,False,8.917236300476361e-06,112.52481079101562,0.4065532386302948,1.0665237823559437e-05,0.0,6.225586162145191e-07,0.9999995231628418,5.783937931060791,0.0,0.0,0.0,0.0034834484104067087,0.0,0.0,100,0.2,0.335,0.06,972,1.2475175857543945,1.5000001192092896,0.1512807160615921,0.05097154527902603,0.0881408154964447,0.30226194858551025,-0.037251751869916916,0.004610959906131029,-0.04606901854276657,-0.011904043145477772,0.14662383496761322,0.04965278133749962,0.9869018128870949,0.14662383496761322,0.04965278133749962,0.08459863066673279,0.0913851261138916,0.13991159945726395,0.20892763733863828,0.2994990944862366,0.04965215176343918,0.04965278133749962,0.049649786204099655
10,7.675977266579866,0.1543750001117587,0.15141616231850094,0.15,0.0014161623185009464,0.00944108149393421,0.0,0.15294665098190308,0.0,0.0,False,-1.1596679314607172e-06,146.25570678710938,0.41613319516181946,4.1661132854642347e-07,0.0,1.2207031829802872e-07,0.9999997019767761,5.298072814941406,0.0,0.0,0.0,0.0014516809023916721,0.0,0.0,100,0.2,0.325,0.14,934,1.2475175857543945,1.5000001192092896,0.15843328833580017,0.05831602215766907,0.0881408154964447,0.30226194858551025,-0.04252350330352783,0.004754106979817152,-0.051749106496572495,-0.01335707027465105,0.15294665098190308,0.05662129819393158,0.9900026457817194,0.15294665098190308,0.05662129819393158,0.08413654565811157,0.09656113088130952,0.13248352706432343,0.2432429939508438,0.29880550503730774,0.05662044510245323,0.05662129819393158,0.056618452072143555
