node,x,y,label
0,188.06833609670986,187.5648213061495,0
1,138.03387352527747,80.98455314744234,0
2,154.446002561182,135.30883172387416,0
3,53.28921357825109,180.8887785973585,0
4,61.48799762420758,102.9306961050656,0
5,175.87424102386206,118.02188687535173,0
6,133.85874234789557,72.72846773893944,0
7,171.43236725664252,184.74106237440242,0
8,138.4400375949524,137.3260830083177,0
9,70.77602184942504,95.29523617333048,0
10,113.0738544134064,153.72404320995506,0
11,88.314217623569,219.46402590302574,0
12,180.36408894569334,171.9863362590984,0
13,105.67148637331192,224.20449526390524,0
14,70.03523689177945,97.28629034511044,0
15,79.99299812811537,130.90105049654636,0
16,96.2560699536873,150.70279066064344,0
17,113.2008609193931,161.03165402854404,0
18,135.02427861355753,167.2624448793269,0
19,177.45449758453287,136.93973439782846,0
20,49.254799802469364,113.43534999198691,0
21,76.28844895591492,116.8063513114407,0
22,125.97680617366315,91.542906027157,0
23,96.28905890074965,112.3934169890455,0
24,132.52782513215254,227.96319633010194,0
25,54.168713988315474,160.48627384994376,0
26,117.17536974994206,193.41245320728854,0
27,120.59564520132027,138.47795859503472,0
28,96.32673927769426,195.1597810709306,0
29,139.31781376885735,225.16228015612757,0
30,156.8747654164748,108.50933562761475,0
31,113.23943822226933,132.29965482116688,0
32,128.33610635089514,163.81240341236403,0
33,135.1753401394396,183.56220560903378,0
34,111.50718005980832,122.93957647012861,0
35,77.92754250762763,97.29432828950456,0
36,91.6916092268162,215.90420621467143,0
37,51.73097729956511,122.93308057514241,0
38,136.19610216950497,129.2023255348508,0
39,80.13734299444418,156.3713021544938,0
40,94.21519116970252,113.65234584111639,0
41,154.9864191278878,132.32176387762175,0
42,159.34282879135165,201.46831965810378,0
43,102.08498395465881,188.1929344634565,0
44,69.2559329410198,106.59841888015012,0
45,167.0451976040372,101.1744946123598,0
46,92.54159008929905,153.49717688646433,0
47,79.49906904680353,174.95349395157265,0
48,121.35321334850083,83.43418972455642,0
49,126.04035520504192,142.2624135022851,0
50,260.89512689567243,118.58930566620361,1
51,351.83385661798025,176.70827977205258,1
52,324.17250041915406,118.50917946136768,1
53,298.1866548037052,122.41595474560661,1
54,287.9918642470878,114.05850955275713,1
55,334.27748561503324,104.55462099851268,1
56,280.19258353975897,181.1395496520454,1
57,253.81480938492246,199.36580553011896,1
58,269.8101150672082,138.33943016945452,1
59,289.99519395076766,130.35024416471774,1
60,211.75921802576266,114.98912367903006,1
61,238.20824478643794,185.96647449870315,1
62,342.1926750614114,100.41367991077982,1
63,223.25362113116026,108.44790153415339,1
64,275.6792754087104,212.46684003902706,1
65,326.08001455738844,152.81182016621253,1
66,244.86265361006855,175.11339441065,1
67,246.17952205580735,109.08957492020068,1
68,342.9638408719242,179.72626628947972,1
69,326.9562449249243,197.15445653587312,1
70,291.60955644819154,107.1896406545815,1
71,281.70428946220756,184.2970012664197,1
72,318.6601980760924,159.9795851256162,1
73,270.83632025104515,209.47666459928172,1
74,344.7027913698946,150.12698764314823,1
75,299.12163038300184,173.70883270185035,1
76,266.803028325073,215.220557627193,1
77,246.07650751437424,205.8467145333869,1
78,279.61399765141374,148.9399960221099,1
79,314.5214159723603,125.05812565466378,1
80,312.52061327516316,179.02333246898584,1
81,262.90368458871575,198.54702506646072,1
82,319.35848230834057,117.09570955537062,1
83,232.8519311688049,105.61280601716487,1
84,202.61217643096268,139.20787838228117,1
85,220.5665256817532,174.14191723802423,1
86,264.0924868254518,161.05442546087565,1
87,228.8808466366332,119.99943213338496,1
88,341.1827269277421,190.61833442697736,1
89,323.48609723328036,169.91350077270152,1
90,331.00651991173015,93.17896210857127,1
91,247.86420080648585,116.990354048943,1
92,299.8287514717975,162.3520940231109,1
93,299.21670011398993,88.11171129353154,1
94,293.0894598226935,116.08461270767926,1
95,321.2183296947884,209.38987880584375,1
96,304.8451800047959,171.53366563180595,1
97,229.7916367515523,140.38630355759196,1
98,246.05560556207965,88.00351062538272,1
99,277.7435007198661,162.2703757764096,1
