checkpoint_episode,scenario_id,policy,n_nodes,slots,update_probability,target_tx_ratio,matched_rate_probability,policy_probability,mean_VAoI,actual_tx_ratio,action_prob_mean,action_prob_std,action_prob_min,action_prob_p10,action_prob_p50,action_prob_p90,action_prob_max,action_prob_node_std_mean,action_prob_global_std,action_prob_per_node_mean_std,topology,model,node_count
250,n050_s00,nn,50,200,0.2,0.1,0.11520527303218842,0.11520527303218842,3.9073244897959203,0.1151,0.11520527303218842,0.07664690911769867,0.02235722541809082,0.029972842335700987,0.10668830573558807,0.21693100929260256,0.33752840757369995,0.07492808252573013,0.07664690911769867,0.0234416201710701,community,curvature,50
250,n050_s00,matched_random,50,200,0.2,0.1,0.11520527303218842,0.11520527303218842,6.15371020408163,0.1166,0.11520527303218842,0.0,0.11520527303218842,0.11520527303218842,0.11520527303218842,0.11520527303218842,0.11520527303218842,7.450580596923828e-09,0.0,0.0,community,curvature,50
250,n050_s01,nn,50,200,0.2,0.1,0.12374947220087051,0.12374947220087051,3.5863734693877536,0.1293,0.12374947220087051,0.0841415598988533,0.02242562174797058,0.03299286365509033,0.10838252305984497,0.2271833658218384,0.4257223606109619,0.08242300152778625,0.0841415598988533,0.02777285687625408,community,curvature,50
250,n050_s01,matched_random,50,200,0.2,0.1,0.12374947220087051,0.12374947220087051,4.623900000000001,0.1192,0.12374948710203171,1.4901161193847656e-08,0.12374947220087051,0.12374947220087051,0.12374947220087051,0.12374947220087051,0.12374947220087051,7.450580596923828e-09,1.4901161193847656e-08,7.450580596923828e-09,community,curvature,50
250,n050_s02,nn,50,200,0.2,0.1,0.11954575031995773,0.11954575031995773,4.190975510204081,0.1213,0.11954575031995773,0.0803132876753807,0.022381573915481567,0.031332758069038395,0.10161851346492767,0.23751820325851444,0.34962478280067444,0.0783412829041481,0.0803132876753807,0.023563416674733162,community,curvature,50
250,n050_s02,matched_random,50,200,0.2,0.1,0.11954575031995773,0.11954575031995773,5.244142857142857,0.1189,0.11954572796821594,2.2351741790771484e-08,0.11954575031995773,0.11954575031995773,0.11954575031995773,0.11954575031995773,0.11954575031995773,7.450580596923828e-09,2.2351741790771484e-08,0.0,community,curvature,50
250,n050_s03,nn,50,200,0.2,0.1,0.12678544223308563,0.12678544223308563,3.431777551020409,0.1264,0.12678544223308563,0.08610670268535614,0.022337734699249268,0.03412206470966339,0.11204148828983307,0.24185729324817656,0.4257294237613678,0.08419878035783768,0.08610670268535614,0.028009992092847824,community,curvature,50
250,n050_s03,matched_random,50,200,0.2,0.1,0.12678544223308563,0.12678544223308563,4.640857142857144,0.12480000000000001,0.12678542733192444,1.4901161193847656e-08,0.12678544223308563,0.12678544223308563,0.12678544223308563,0.12678544223308563,0.12678544223308563,0.0,1.4901161193847656e-08,0.0,community,curvature,50
250,n050_s04,nn,50,200,0.2,0.1,0.12613286077976227,0.12613286077976227,4.044973469387752,0.12300000000000001,0.12613286077976227,0.0843074694275856,0.022426486015319824,0.03434781432151794,0.10999250411987305,0.2417170435190201,0.4256897270679474,0.08250581473112106,0.0843074694275856,0.023944426327943802,community,curvature,50
250,n050_s04,matched_random,50,200,0.2,0.1,0.12613286077976227,0.12613286077976227,5.125351020408164,0.1292,0.12613286077976227,0.0,0.12613286077976227,0.12613286077976227,0.12613286077976227,0.12613286077976227,0.12613286077976227,0.0,0.0,0.0,community,curvature,50
200,n050_s00,nn,50,200,0.2,0.1,0.12912242114543915,0.12912242114543915,4.197918367346938,0.13470000000000001,0.12912242114543915,0.08137272298336029,0.040541213005781174,0.04184390641748905,0.1050245612859726,0.2317629188299179,0.2319643497467041,0.0790814459323883,0.08137272298336029,0.010366142727434635,community,no_curvature,50
200,n050_s01,nn,50,200,0.2,0.1,0.13253313302993774,0.13253313302993774,3.7047877551020423,0.13470000000000001,0.13253313302993774,0.08267587423324585,0.04065319895744324,0.04173400402069092,0.11471246182918549,0.23188476264476776,0.2319648563861847,0.08035342395305634,0.08267587423324585,0.009433776140213013,community,no_curvature,50
200,n050_s02,nn,50,200,0.2,0.1,0.1304284930229187,0.1304284930229187,4.428942857142857,0.13019999999999998,0.1304284930229187,0.0815546065568924,0.040645331144332886,0.041878774762153625,0.11008089780807495,0.23183127939701081,0.23196467757225037,0.07959800213575363,0.0815546065568924,0.009699985384941101,community,no_curvature,50
200,n050_s03,nn,50,200,0.2,0.1,0.13274160027503967,0.13274160027503967,3.714922448979593,0.13140000000000002,0.13274160027503967,0.08277174830436707,0.040501028299331665,0.04182517752051354,0.1140231192111969,0.23190287351608277,0.23196449875831604,0.08048075437545776,0.08277174830436707,0.010648543946444988,community,no_curvature,50
200,n050_s04,nn,50,200,0.2,0.1,0.13209986686706543,0.13209986686706543,4.122167346938776,0.12869999999999998,0.13209986686706543,0.08207696676254272,0.040677785873413086,0.04185802638530731,0.1147422343492508,0.23186952769756317,0.23196539282798767,0.07996251434087753,0.08207696676254272,0.009421812370419502,community,no_curvature,50
250,n060_s00,nn,60,200,0.2,0.1,0.1193765252828598,0.1193765252828598,4.0596610169491525,0.12358333333333334,0.1193765252828598,0.08256546407938004,0.02229708433151245,0.03116260673850775,0.10313157737255096,0.21425951421260833,0.4257032573223114,0.08086767047643661,0.08256546407938004,0.028198445215821266,community,curvature,60
250,n060_s00,matched_random,60,200,0.2,0.1,0.1193765252828598,0.1193765252828598,6.1793446327683625,0.11558333333333333,0.1193765252828598,0.0,0.1193765252828598,0.1193765252828598,0.1193765252828598,0.1193765252828598,0.1193765252828598,1.4901161193847656e-08,0.0,0.0,community,curvature,60
250,n060_s01,nn,60,200,0.2,0.1,0.11748220771551132,0.11748220771551132,4.26683757062147,0.11858333333333333,0.11748220771551132,0.07918836176395416,0.02234688401222229,0.032301658391952516,0.10209810733795166,0.2227730005979538,0.35880911350250244,0.07737328112125397,0.07918836176395416,0.023808343335986137,community,curvature,60
250,n060_s01,matched_random,60,200,0.2,0.1,0.11748220771551132,0.11748220771551132,5.707641242937854,0.11525,0.11748220026493073,7.450580596923828e-09,0.11748220771551132,0.11748220771551132,0.11748220771551132,0.11748220771551132,0.11748220771551132,7.450580596923828e-09,7.450580596923828e-09,1.4901161193847656e-08,community,curvature,60
250,n060_s02,nn,60,200,0.2,0.1,0.122016541659832,0.122016541659832,4.48947175141243,0.1235,0.122016541659832,0.08161734789609909,0.022380143404006958,0.033136454224586484,0.10531128942966461,0.23156622648239134,0.4257397949695587,0.07979609817266464,0.08161734789609909,0.024264080449938774,community,curvature,60
250,n060_s02,matched_random,60,200,0.2,0.1,0.122016541659832,0.122016541659832,7.416043785310735,0.12191666666666667,0.122016541659832,0.0,0.122016541659832,0.122016541659832,0.122016541659832,0.122016541659832,0.122016541659832,7.450580596923828e-09,0.0,2.2351741790771484e-08,community,curvature,60
250,n060_s03,nn,60,200,0.2,0.1,0.12649615108966827,0.12649615108966827,4.203179378531073,0.12591666666666665,0.12649615108966827,0.08860735595226288,0.022363901138305664,0.03224016129970551,0.10503730177879333,0.2504311382770539,0.425739586353302,0.08698152750730515,0.08860735595226288,0.03340427950024605,community,curvature,60
250,n060_s03,matched_random,60,200,0.2,0.1,0.12649615108966827,0.12649615108966827,5.6750974576271185,0.13008333333333333,0.12649616599082947,1.4901161193847656e-08,0.12649615108966827,0.12649615108966827,0.12649615108966827,0.12649615108966827,0.12649615108966827,0.0,1.4901161193847656e-08,0.0,community,curvature,60
