actual_tx_ratio,alpha,base_tx_ratio,calibrated_intercept,dynamic_repeat_index,mean_VAoI,mean_tail_VAoI,phase,search_probability_mean,topology_index
0.02426,0.5,0.025,-3.669921875,0,23.5673711111111,52.53293737373738,coarse,0.02482885106215309,0
0.02458,0.5,0.025,-3.669921875,1,22.730148484848495,50.82127272727271,coarse,0.02482885106215309,0
0.02544,0.5,0.025,-3.669921875,0,19.826704444444438,43.43812525252527,coarse,0.025611487195824324,1
0.02572,0.5,0.025,-3.669921875,1,18.615711717171727,42.21440000000001,coarse,0.025611487195824324,1
0.02334,0.5,0.025,-3.669921875,0,17.33305272727273,40.45693737373736,coarse,0.02472775809919723,2
0.024900000000000002,0.5,0.025,-3.669921875,1,19.2660098989899,45.411458585858554,coarse,0.02472775809919723,2
0.024780000000000003,0.5,0.025,-3.669921875,0,17.940314141414134,43.002145454545435,coarse,0.025093046691537307,3
0.02398,0.5,0.025,-3.669921875,1,18.21668585858586,45.5615878787879,coarse,0.025093046691537307,3
0.0256,0.5,0.025,-3.669921875,0,19.9510309090909,45.57268686868687,coarse,0.02508531919392044,4
0.02504,0.5,0.025,-3.669921875,1,19.115039797979804,43.664771717171725,coarse,0.02508531919392044,4
0.02382,0.5,0.025,-3.669921875,0,19.747375757575778,44.843252525252524,coarse,0.024361034735424596,5
0.025179999999999998,0.5,0.025,-3.669921875,1,18.56979636363632,42.90317171717173,coarse,0.024361034735424596,5
0.02514,0.5,0.025,-3.669921875,0,18.292273131313127,42.59157979797977,coarse,0.0255072955260954,6
0.02666,0.5,0.025,-3.669921875,1,17.12832505050505,40.19410909090911,coarse,0.0255072955260954,6
0.02536,0.5,0.025,-3.669921875,0,18.058048282828295,42.199014141414125,coarse,0.025032166511359616,7
0.02376,0.5,0.025,-3.669921875,1,17.5190208080808,42.276739393939366,coarse,0.025032166511359616,7
0.02258,0.5,0.025,-3.669921875,0,20.445926464646455,46.257377777777805,coarse,0.024783482401774276,8
0.0236,0.5,0.025,-3.669921875,1,19.306311919191923,46.347701010100984,coarse,0.024783482401774276,8
0.02428,0.5,0.025,-3.669921875,0,22.152553131313116,48.906775757575744,coarse,0.02484319847816804,9
0.024980000000000002,0.5,0.025,-3.669921875,1,22.423739797979778,48.21283636363637,coarse,0.02484319847816804,9
0.02506,0.5,0.025,-3.669921875,0,18.08980202020201,41.985430303030284,coarse,0.025515186891612692,10
0.02614,0.5,0.025,-3.669921875,1,18.054338787878788,42.81100606060606,coarse,0.025515186891612692,10
0.025339999999999998,0.5,0.025,-3.669921875,0,19.93251070707069,45.72626666666667,coarse,0.024895304834418548,11
0.02472,0.5,0.025,-3.669921875,1,19.502684242424237,43.7142505050505,coarse,0.024895304834418548,11
0.02574,0.5,0.025,-3.669921875,0,18.410176161616175,43.935151515151524,coarse,0.02540986624191885,12
0.025160000000000002,0.5,0.025,-3.669921875,1,20.63608686868683,46.00881616161617,coarse,0.02540986624191885,12
0.02456,0.5,0.025,-3.669921875,0,17.775101818181827,40.07800000000005,coarse,0.024846002205117356,13
0.02528,0.5,0.025,-3.669921875,1,18.257327474747477,41.63116767676767,coarse,0.024846002205117356,13
0.02428,0.5,0.025,-3.669921875,0,20.376099595959605,46.70825050505051,coarse,0.025082946169920784,14
0.02596,0.5,0.025,-3.669921875,1,17.396550505050506,41.29272727272727,coarse,0.025082946169920784,14
0.02582,0.5,0.025,-3.669921875,0,17.044303232323223,40.62305858585857,coarse,0.025184089866417795,15
0.02466,0.5,0.025,-3.669921875,1,17.513132121212116,40.888707070707056,coarse,0.025184089866417795,15
0.02458,0.5,0.025,-3.669921875,0,17.18166646464646,40.50918383838386,coarse,0.024466659606719267,16
0.02426,0.5,0.025,-3.669921875,1,16.389292727272736,39.42689696969691,coarse,0.024466659606719267,16
0.02552,0.5,0.025,-3.669921875,0,17.464821616161615,40.515668686868686,coarse,0.02513639475918099,17
0.02414,0.5,0.025,-3.669921875,1,16.66422686868687,38.931591919191945,coarse,0.02513639475918099,17
0.025099999999999997,0.5,0.025,-3.669921875,0,17.977825858585867,41.16625858585856,coarse,0.025250647391969996,18
0.02388,0.5,0.025,-3.669921875,1,18.14496626262627,43.59942222222223,coarse,0.025250647391969996,18
0.02392,0.5,0.025,-3.669921875,0,18.85387494949496,42.803991919191915,coarse,0.02457226954827415,19
0.02466,0.5,0.025,-3.669921875,1,20.664097373737384,46.70542626262626,coarse,0.02457226954827415,19
0.0374,0.5,0.037500000000000006,-3.25140380859375,0,17.84690383838383,42.60201616161617,coarse,0.037245450254758304,0
0.03784,0.5,0.037500000000000006,-3.25140380859375,1,16.067830505050512,39.711551515151534,coarse,0.037245450254758304,0
0.03832,0.5,0.037500000000000006,-3.25140380859375,0,14.025032525252527,33.077216161616185,coarse,0.03840376993602882,1
0.0391,0.5,0.037500000000000006,-3.25140380859375,1,14.198150101010102,35.456234343434375,coarse,0.03840376993602882,1
0.0364,0.5,0.037500000000000006,-3.25140380859375,0,13.073515353535354,33.633187878787865,coarse,0.037095193355987405,2
0.037759999999999995,0.5,0.037500000000000006,-3.25140380859375,1,13.678193535353534,35.3986828282828,coarse,0.037095193355987405,2
0.03814,0.5,0.037500000000000006,-3.25140380859375,0,12.53192969696969,31.382913131313117,coarse,0.037635955986223185,3
0.03614,0.5,0.037500000000000006,-3.25140380859375,1,13.171106060606059,32.28014545454545,coarse,0.037635955986223185,3
0.03766,0.5,0.037500000000000006,-3.25140380859375,0,14.699121616161612,34.15572121212121,coarse,0.03762282267229679,4
0.03794,0.5,0.037500000000000006,-3.25140380859375,1,14.22574020202021,34.13037979797979,coarse,0.03762282267229679,4
0.035840000000000004,0.5,0.037500000000000006,-3.25140380859375,0,14.58850747474746,35.67226262626265,coarse,0.036553082411591956,5
0.03692,0.5,0.037500000000000006,-3.25140380859375,1,14.641786666666672,35.681733333333355,coarse,0.036553082411591956,5
0.03764,0.5,0.037500000000000006,-3.25140380859375,0,13.648277777777777,33.45634343434342,coarse,0.038246617205298886,6
0.03898,0.5,0.037500000000000006,-3.25140380859375,1,13.160867272727272,31.858606060606064,coarse,0.038246617205298886,6
0.03798,0.5,0.037500000000000006,-3.25140380859375,0,13.965191313131317,34.72564444444444,coarse,0.03754797420889054,7
0.03696,0.5,0.037500000000000006,-3.25140380859375,1,12.948296565656557,32.49804444444447,coarse,0.03754797420889054,7
0.03422,0.5,0.037500000000000006,-3.25140380859375,0,14.733647272727275,34.615862626262604,coarse,0.03717864715637116,8
0.03528,0.5,0.037500000000000006,-3.25140380859375,1,13.71952161616162,34.785761616161594,coarse,0.03717864715637116,8
0.03752,0.5,0.037500000000000006,-3.25140380859375,0,16.50710787878788,38.31240404040407,coarse,0.03726796305582356,9
0.03692,0.5,0.037500000000000006,-3.25140380859375,1,16.75109474747476,38.36482020202022,coarse,0.03726796305582356,9
0.0381,0.5,0.037500000000000006,-3.25140380859375,0,13.073473939393946,32.0180404040404,coarse,0.038264277918574896,10
0.03962,0.5,0.037500000000000006,-3.25140380859375,1,12.245173737373733,30.790400000000005,coarse,0.038264277918574896,10
0.03872,0.5,0.037500000000000006,-3.25140380859375,0,13.429868686868689,32.701991919191904,coarse,0.037344983908298636,11
0.03744,0.5,0.037500000000000006,-3.25140380859375,1,14.124358989898997,34.55251717171717,coarse,0.037344983908298636,11
0.03802,0.5,0.037500000000000006,-3.25140380859375,0,14.348299595959594,35.170149494949484,coarse,0.038103992221941906,12
0.0375,0.5,0.037500000000000006,-3.25140380859375,1,15.399305252525245,37.28196363636362,coarse,0.038103992221941906,12
0.03696,0.5,0.037500000000000006,-3.25140380859375,0,13.464747070707077,32.02791515151513,coarse,0.03726931740525932,13
0.03812,0.5,0.037500000000000006,-3.25140380859375,1,13.389823030303035,32.4173333333333,coarse,0.03726931740525932,13
0.03662,0.5,0.037500000000000006,-3.25140380859375,0,15.243969090909083,35.95990707070706,coarse,0.03761739641146375,14
0.038759999999999996,0.5,0.037500000000000006,-3.25140380859375,1,13.35035454545454,32.2155393939394,coarse,0.03761739641146375,14
0.03786,0.5,0.037500000000000006,-3.25140380859375,0,13.054287272727274,31.106387878787917,coarse,0.03777362855751996,15
0.03682,0.5,0.037500000000000006,-3.25140380859375,1,14.176605454545454,34.38229898989899,coarse,0.03777362855751996,15
0.03674,0.5,0.037500000000000006,-3.25140380859375,0,13.613194949494957,32.95699797979796,coarse,0.03670846318222918,16
0.03604,0.5,0.037500000000000006,-3.25140380859375,1,12.745756363636358,31.368400000000012,coarse,0.03670846318222918,16
0.03732,0.5,0.037500000000000006,-3.25140380859375,0,12.762215555555539,32.61667474747474,coarse,0.03770396502408279,17
0.03698,0.5,0.037500000000000006,-3.25140380859375,1,13.019824242424233,31.639103030303016,coarse,0.03770396502408279,17
0.03762,0.5,0.037500000000000006,-3.25140380859375,0,13.682629494949502,34.56414545454544,coarse,0.0378677398078826,18
0.03616,0.5,0.037500000000000006,-3.25140380859375,1,13.813572323232323,33.33962828282826,coarse,0.0378677398078826,18
0.03622,0.5,0.037500000000000006,-3.25140380859375,0,13.140753939393942,31.868016161616154,coarse,0.036867452301358294,19
0.03682,0.5,0.037500000000000006,-3.25140380859375,1,14.971786868686872,35.74698989898991,coarse,0.036867452301358294,19
0.05016,0.5,0.05,-2.95050048828125,0,13.704029696969707,34.176775757575776,coarse,0.049663535754680785,0
0.050019999999999995,0.5,0.05,-2.95050048828125,1,13.288590707070716,33.38754343434344,coarse,0.049663535754680785,0
0.050780000000000006,0.5,0.05,-2.95050048828125,0,11.561177171717159,28.15827474747477,coarse,0.05118714207930293,1
0.05264,0.5,0.05,-2.95050048828125,1,11.76126585858585,29.69471111111111,coarse,0.05118714207930293,1
0.049240000000000006,0.5,0.05,-2.95050048828125,0,10.0324298989899,25.665539393939383,coarse,0.049465047916454674,2
0.05028,0.5,0.05,-2.95050048828125,1,10.961121212121206,28.36334141414142,coarse,0.049465047916454674,2
0.05024,0.5,0.05,-2.95050048828125,0,11.000144646464646,28.12706666666669,coarse,0.05017651312384981,3
