node,af3_min_edge,af3_min_curvature,af3_min_normalized_score,orc_min_edge,orc_min_curvature,rank_score_af3_min,rank_score_af3_normalized,rank_score_orc_min,scenario_id,topology_seed
76,76-89,-15.0,0.8333333333333334,76-79,-0.30995475113122106,15.0,0.8333333333333334,0.30995475113122106,auto_014,2505829024
77,52-77,-5.0,0.29411764705882354,77-82,-0.09090909090909127,5.0,0.29411764705882354,0.09090909090909127,auto_014,2505829024
78,78-85,-8.0,0.7272727272727273,78-85,-0.35227272727272707,8.0,0.7272727272727273,0.35227272727272707,auto_014,2505829024
79,76-79,-14.0,0.5384615384615384,76-79,-0.30995475113122106,14.0,0.5384615384615384,0.30995475113122106,auto_014,2505829024
80,65-80,-3.0,0.2,65-80,-0.02840909090909105,3.0,0.2,0.02840909090909105,auto_014,2505829024
81,75-81,1.0,0.0,75-81,0.2232142857142858,-1.0,0.0,-0.2232142857142858,auto_014,2505829024
82,77-82,-3.0,0.2,77-82,-0.09090909090909127,3.0,0.2,0.09090909090909127,auto_014,2505829024
83,54-83,-3.0,0.16666666666666666,54-83,-0.05833333333333335,3.0,0.16666666666666666,0.05833333333333335,auto_014,2505829024
84,77-84,0.0,-0.0,67-84,0.19999999999999996,-0.0,-0.0,-0.19999999999999996,auto_014,2505829024
85,78-85,-8.0,0.7272727272727273,78-85,-0.35227272727272707,8.0,0.7272727272727273,0.35227272727272707,auto_014,2505829024
86,44-86,-7.0,0.7,44-86,-0.375,7.0,0.7,0.375,auto_014,2505829024
87,87-95,-7.0,0.3181818181818182,83-87,-0.054545454545454675,7.0,0.3181818181818182,0.054545454545454675,auto_014,2505829024
88,82-88,-2.0,0.14285714285714285,82-88,-0.050000000000000266,2.0,0.14285714285714285,0.050000000000000266,auto_014,2505829024
89,76-89,-15.0,0.8333333333333334,71-89,-0.3428571428571425,15.0,0.8333333333333334,0.3428571428571425,auto_014,2505829024
90,87-90,-6.0,0.2857142857142857,87-90,-0.006493506493506329,6.0,0.2857142857142857,0.006493506493506329,auto_014,2505829024
91,67-91,-2.0,0.18181818181818182,91-98,0.0,2.0,0.18181818181818182,-0.0,auto_014,2505829024
92,92-99,-3.0,0.16666666666666666,92-99,0.1410256410256412,3.0,0.16666666666666666,-0.1410256410256412,auto_014,2505829024
93,65-93,-7.0,0.5384615384615384,64-93,-0.5833333333333333,7.0,0.5384615384615384,0.5833333333333333,auto_014,2505829024
94,56-94,-9.0,0.5,59-94,-0.13333333333333353,9.0,0.5,0.13333333333333353,auto_014,2505829024
95,87-95,-7.0,0.3181818181818182,87-95,-0.030303030303030276,7.0,0.3181818181818182,0.030303030303030276,auto_014,2505829024
96,56-96,-9.0,0.5,56-96,-0.1333333333333333,9.0,0.5,0.1333333333333333,auto_014,2505829024
97,74-97,-1.0,0.14285714285714285,74-97,0.21666666666666679,1.0,0.14285714285714285,-0.21666666666666679,auto_014,2505829024
98,6-98,-10.0,1.0,6-98,-0.5714285714285712,10.0,1.0,0.5714285714285712,auto_014,2505829024
99,92-99,-3.0,0.16666666666666666,87-99,0.08080808080808066,3.0,0.16666666666666666,-0.08080808080808066,auto_014,2505829024
0,0-12,-5.0,0.25,0-12,0.0,5.0,0.25,-0.0,auto_015,4008871437
1,1-7,-2.0,0.14285714285714285,1-7,0.0,2.0,0.14285714285714285,-0.0,auto_015,4008871437
2,2-38,-13.0,0.5909090909090909,2-38,-0.23214285714285698,13.0,0.5909090909090909,0.23214285714285698,auto_015,4008871437
3,3-6,-9.0,0.6,3-6,-0.21022727272727293,9.0,0.6,0.21022727272727293,auto_015,4008871437
4,4-7,-10.0,0.5263157894736842,4-7,-0.261363636363636,10.0,0.5263157894736842,0.261363636363636,auto_015,4008871437
5,5-12,-5.0,0.25,5-12,0.0,5.0,0.25,-0.0,auto_015,4008871437
6,3-6,-9.0,0.6,3-6,-0.21022727272727293,9.0,0.6,0.21022727272727293,auto_015,4008871437
7,4-7,-10.0,0.5263157894736842,7-11,-0.2619047619047621,10.0,0.5263157894736842,0.2619047619047621,auto_015,4008871437
8,8-21,2.0,0.0,8-21,0.07692307692307698,-2.0,0.0,-0.07692307692307698,auto_015,4008871437
9,9-25,-8.0,1.0,9-25,-0.5857142857142854,8.0,1.0,0.5857142857142854,auto_015,4008871437
10,10-21,-6.0,0.3333333333333333,10-21,-0.24358974358974383,6.0,0.3333333333333333,0.24358974358974383,auto_015,4008871437
11,7-11,-10.0,0.45454545454545453,7-11,-0.2619047619047621,10.0,0.45454545454545453,0.2619047619047621,auto_015,4008871437
12,12-49,-8.0,0.4,12-39,-0.08333333333333326,8.0,0.4,0.08333333333333326,auto_015,4008871437
13,11-13,2.0,0.0,13-21,0.13247863247863245,-2.0,0.0,-0.13247863247863245,auto_015,4008871437
14,14-39,-8.0,0.4,14-39,-0.13636363636363646,8.0,0.4,0.13636363636363646,auto_015,4008871437
15,15-33,-3.0,0.2,15-35,0.05288461538461564,3.0,0.2,-0.05288461538461564,auto_015,4008871437
16,4-16,-4.0,0.21052631578947367,16-28,0.011904761904762085,4.0,0.21052631578947367,-0.011904761904762085,auto_015,4008871437
17,1-17,2.0,0.0,17-25,0.30000000000000004,-2.0,0.0,-0.30000000000000004,auto_015,4008871437
18,2-18,-10.0,0.45454545454545453,2-18,-0.0952380952380949,10.0,0.45454545454545453,0.0952380952380949,auto_015,4008871437
19,19-44,-1.0,0.1,19-44,0.04166666666666663,1.0,0.1,-0.04166666666666663,auto_015,4008871437
20,20-49,-9.0,0.5,20-49,-0.04166666666666652,9.0,0.5,0.04166666666666652,auto_015,4008871437
21,21-35,-10.0,0.45454545454545453,10-21,-0.24358974358974383,10.0,0.45454545454545453,0.24358974358974383,auto_015,4008871437
22,22-33,-7.0,0.3684210526315789,22-36,-0.16666666666666674,7.0,0.3684210526315789,0.16666666666666674,auto_015,4008871437
23,23-39,-8.0,0.34782608695652173,23-39,-0.09615384615384581,8.0,0.34782608695652173,0.09615384615384581,auto_015,4008871437
24,11-24,0.0,-0.0,11-24,0.2142857142857142,-0.0,-0.0,-0.2142857142857142,auto_015,4008871437
25,9-25,-8.0,1.0,9-25,-0.5857142857142854,8.0,1.0,0.5857142857142854,auto_015,4008871437
26,3-26,-7.0,0.3684210526315789,3-26,-0.11742424242424221,7.0,0.3684210526315789,0.11742424242424221,auto_015,4008871437
27,27-38,-8.0,0.4,27-38,-0.16666666666666652,8.0,0.4,0.16666666666666652,auto_015,4008871437
28,28-38,-10.0,0.45454545454545453,28-38,-0.12499999999999978,10.0,0.45454545454545453,0.12499999999999978,auto_015,4008871437
29,21-29,-6.0,0.3333333333333333,21-29,-0.24358974358974317,6.0,0.3333333333333333,0.24358974358974317,auto_015,4008871437
30,7-30,-3.0,0.2,7-30,-0.04166666666666674,3.0,0.2,0.04166666666666674,auto_015,4008871437
31,21-31,-1.0,0.0625,21-31,0.1428571428571429,1.0,0.0625,-0.1428571428571429,auto_015,4008871437
32,2-32,-1.0,0.05263157894736842,9-32,0.11904761904761918,1.0,0.05263157894736842,-0.11904761904761918,auto_015,4008871437
33,22-33,-7.0,0.3684210526315789,22-33,-0.07575757575757569,7.0,0.3684210526315789,0.07575757575757569,auto_015,4008871437
34,34-35,-16.0,0.7272727272727273,34-35,-0.2692307692307694,16.0,0.7272727272727273,0.2692307692307694,auto_015,4008871437
35,34-35,-16.0,0.7272727272727273,34-35,-0.2692307692307694,16.0,0.7272727272727273,0.2692307692307694,auto_015,4008871437
36,36-59,-8.0,0.5714285714285714,36-59,-0.4375,8.0,0.5714285714285714,0.4375,auto_015,4008871437
37,37-48,-9.0,0.5,37-48,-0.29166666666666674,9.0,0.5,0.29166666666666674,auto_015,4008871437
38,2-38,-13.0,0.5909090909090909,2-38,-0.23214285714285698,13.0,0.5909090909090909,0.23214285714285698,auto_015,4008871437
39,35-39,-10.0,0.45454545454545453,14-39,-0.13636363636363646,10.0,0.45454545454545453,0.13636363636363646,auto_015,4008871437
40,11-40,-1.0,0.0625,11-40,0.22619047619047628,1.0,0.0625,-0.22619047619047628,auto_015,4008871437
41,18-41,-6.0,0.2857142857142857,18-41,-0.028846153846153744,6.0,0.2857142857142857,0.028846153846153744,auto_015,4008871437
42,34-42,-11.0,0.7857142857142857,34-42,-0.10769230769230775,11.0,0.7857142857142857,0.10769230769230775,auto_015,4008871437
43,27-43,-1.0,0.0625,2-43,0.20535714285714302,1.0,0.0625,-0.20535714285714302,auto_015,4008871437
44,44-59,-8.0,0.5714285714285714,44-59,-0.4375,8.0,0.5714285714285714,0.4375,auto_015,4008871437
45,36-45,-6.0,0.5,36-45,-0.1875,6.0,0.5,0.1875,auto_015,4008871437
46,7-46,-3.0,0.2,7-46,-0.04166666666666674,3.0,0.2,0.04166666666666674,auto_015,4008871437
47,4-47,-3.0,0.2,4-47,0.05681818181818188,3.0,0.2,-0.05681818181818188,auto_015,4008871437
48,37-48,-9.0,0.5,37-48,-0.29166666666666674,9.0,0.5,0.29166666666666674,auto_015,4008871437
49,34-49,-12.0,0.5714285714285714,34-49,-0.11538461538461497,12.0,0.5714285714285714,0.11538461538461497,auto_015,4008871437
50,50-63,-11.0,0.55,50-63,-0.23571428571428554,11.0,0.55,0.23571428571428554,auto_015,4008871437
51,51-77,-10.0,0.7692307692307693,51-77,-0.3500000000000003,10.0,0.7692307692307693,0.3500000000000003,auto_015,4008871437
52,52-57,-2.0,0.11764705882352941,52-57,0.11818181818181828,2.0,0.11764705882352941,-0.11818181818181828,auto_015,4008871437
53,53-98,-1.0,0.0625,53-77,0.06666666666666687,1.0,0.0625,-0.06666666666666687,auto_015,4008871437
54,54-90,-4.0,0.21052631578947367,54-90,-0.02777777777777768,4.0,0.21052631578947367,0.02777777777777768,auto_015,4008871437
55,50-55,1.0,0.0,50-55,0.2500000000000001,-1.0,0.0,-0.2500000000000001,auto_015,4008871437
56,56-97,-4.0,0.25,56-63,-0.03333333333333344,4.0,0.25,0.03333333333333344,auto_015,4008871437
57,57-63,-5.0,0.29411764705882354,57-63,-0.18636363636363695,5.0,0.29411764705882354,0.18636363636363695,auto_015,4008871437
58,58-70,-9.0,0.5,58-70,-0.286324786324786,9.0,0.5,0.286324786324786,auto_015,4008871437
59,36-59,-8.0,0.5714285714285714,36-59,-0.4375,8.0,0.5714285714285714,0.4375,auto_015,4008871437
60,60-76,-8.0,0.4,60-76,-0.19285714285714262,8.0,0.4,0.19285714285714262,auto_015,4008871437
61,61-63,-11.0,0.7857142857142857,61-63,-0.3750000000000002,11.0,0.7857142857142857,0.3750000000000002,auto_015,4008871437
62,62-63,-12.0,0.8,62-63,-0.41666666666666674,12.0,0.8,0.41666666666666674,auto_015,4008871437
63,63-97,-14.0,0.7,62-63,-0.41666666666666674,14.0,0.7,0.41666666666666674,auto_015,4008871437
64,63-64,-7.0,0.3684210526315789,63-64,-0.203846153846154,7.0,0.3684210526315789,0.203846153846154,auto_015,4008871437
65,65-90,-4.0,0.21052631578947367,65-90,-0.02777777777777768,4.0,0.21052631578947367,0.02777777777777768,auto_015,4008871437
66,66-69,-2.0,0.18181818181818182,66-69,-0.044642857142857206,2.0,0.18181818181818182,0.044642857142857206,auto_015,4008871437
67,67-90,-4.0,0.4,67-90,-0.15555555555555567,4.0,0.4,0.15555555555555567,auto_015,4008871437
68,64-68,-2.0,0.11764705882352941,64-68,0.12019230769230771,2.0,0.11764705882352941,-0.12019230769230771,auto_015,4008871437
69,69-98,-5.0,0.45454545454545453,69-98,-0.125,5.0,0.45454545454545453,0.125,auto_015,4008871437
70,58-70,-9.0,0.5,70-89,-0.28632478632478664,9.0,0.5,0.28632478632478664,auto_015,4008871437
71,71-83,5.0,0.0,71-83,0.4666666666666667,-5.0,0.0,-0.4666666666666667,auto_015,4008871437
72,63-72,-8.0,0.47058823529411764,63-72,-0.24545454545454537,8.0,0.47058823529411764,0.24545454545454537,auto_015,4008871437
73,69-73,-4.0,0.4,69-73,-0.07142857142857117,4.0,0.4,0.07142857142857117,auto_015,4008871437
74,74-90,-1.0,0.0625,74-90,0.04040404040404044,1.0,0.0625,-0.04040404040404044,auto_015,4008871437
75,52-75,0.0,-0.0,52-75,0.1777777777777778,-0.0,-0.0,-0.1777777777777778,auto_015,4008871437
76,36-76,-8.0,0.5714285714285714,36-76,-0.4375,8.0,0.5714285714285714,0.4375,auto_015,4008871437
77,51-77,-10.0,0.7692307692307693,51-77,-0.3500000000000003,10.0,0.7692307692307693,0.3500000000000003,auto_015,4008871437
78,59-78,-3.0,0.2,59-78,0.08333333333333337,3.0,0.2,-0.08333333333333337,auto_015,4008871437
79,67-79,0.0,-0.0,51-79,0.1607142857142856,-0.0,-0.0,-0.1607142857142856,auto_015,4008871437
80,76-80,-7.0,0.3684210526315789,76-80,-0.16923076923076885,7.0,0.3684210526315789,0.16923076923076885,auto_015,4008871437
81,81-90,-7.0,0.5384615384615384,81-90,-0.3055555555555556,7.0,0.5384615384615384,0.3055555555555556,auto_015,4008871437
82,63-82,-7.0,0.3684210526315789,70-82,-0.1923076923076925,7.0,0.3684210526315789,0.1923076923076925,auto_015,4008871437
83,76-83,-6.0,0.5,76-83,-0.3666666666666665,6.0,0.5,0.3666666666666665,auto_015,4008871437
84,70-84,-5.0,0.35714285714285715,70-84,-0.16666666666666652,5.0,0.35714285714285715,0.16666666666666652,auto_015,4008871437
85,83-85,5.0,0.0,83-85,0.46666666666666656,-5.0,0.0,-0.46666666666666656,auto_015,4008871437
86,86-93,-14.0,0.7,86-93,-0.42142857142857193,14.0,0.7,0.42142857142857193,auto_015,4008871437
87,87-90,-1.0,0.07692307692307693,87-90,0.09722222222222221,1.0,0.07692307692307693,-0.09722222222222221,auto_015,4008871437
88,51-88,-1.0,0.1,51-88,0.14285714285714302,1.0,0.1,-0.14285714285714302,auto_015,4008871437
89,70-89,-9.0,0.5,70-89,-0.28632478632478664,9.0,0.5,0.28632478632478664,auto_015,4008871437
90,81-90,-7.0,0.5384615384615384,81-90,-0.3055555555555556,7.0,0.5384615384615384,0.3055555555555556,auto_015,4008871437
91,50-91,1.0,0.0,50-91,0.2500000000000001,-1.0,0.0,-0.2500000000000001,auto_015,4008871437
92,59-92,-4.0,0.25,59-92,0.04999999999999971,4.0,0.25,-0.04999999999999971,auto_015,4008871437
93,86-93,-14.0,0.7,86-93,-0.42142857142857193,14.0,0.7,0.42142857142857193,auto_015,4008871437
94,76-94,-6.0,0.5,76-94,-0.3666666666666667,6.0,0.5,0.3666666666666667,auto_015,4008871437
95,83-95,5.0,0.0,83-95,0.46666666666666656,-5.0,0.0,-0.46666666666666656,auto_015,4008871437
96,59-96,-2.0,0.1,59-96,0.0357142857142857,2.0,0.1,-0.0357142857142857,auto_015,4008871437
97,63-97,-14.0,0.7,86-97,-0.3285714285714283,14.0,0.7,0.3285714285714283,auto_015,4008871437
98,69-98,-5.0,0.45454545454545453,69-98,-0.125,5.0,0.45454545454545453,0.125,auto_015,4008871437
99,76-99,-6.0,0.5,76-99,-0.3666666666666667,6.0,0.5,0.3666666666666667,auto_015,4008871437
0,0-6,-6.0,0.2857142857142857,0-6,0.009615384615384803,6.0,0.2857142857142857,-0.009615384615384803,auto_016,2879328705
1,1-2,-2.0,0.18181818181818182,1-21,0.1515151515151516,2.0,0.18181818181818182,-0.1515151515151516,auto_016,2879328705
2,2-7,-6.0,0.3333333333333333,2-7,-0.0512820512820511,6.0,0.3333333333333333,0.0512820512820511,auto_016,2879328705
3,3-30,-9.0,0.5,3-30,-0.12499999999999978,9.0,0.5,0.12499999999999978,auto_016,2879328705
4,4-42,-6.0,0.4,4-42,-0.1011904761904765,6.0,0.4,0.1011904761904765,auto_016,2879328705
5,5-26,-5.0,0.25,5-41,-0.17361111111111116,5.0,0.25,0.17361111111111116,auto_016,2879328705
6,0-6,-6.0,0.2857142857142857,0-6,0.009615384615384803,6.0,0.2857142857142857,-0.009615384615384803,auto_016,2879328705
7,7-29,-8.0,0.34782608695652173,7-31,-0.14230769230769225,8.0,0.34782608695652173,0.14230769230769225,auto_016,2879328705
8,8-31,-6.0,0.3333333333333333,8-31,-0.016666666666666607,6.0,0.3333333333333333,0.016666666666666607,auto_016,2879328705
9,9-42,-7.0,0.3684210526315789,9-42,-0.18560606060606077,7.0,0.3684210526315789,0.18560606060606077,auto_016,2879328705
10,10-18,-10.0,0.45454545454545453,10-28,-0.18181818181818166,10.0,0.45454545454545453,0.18181818181818166,auto_016,2879328705
11,11-12,-9.0,0.42857142857142855,11-12,-0.1282051282051282,9.0,0.42857142857142855,0.1282051282051282,auto_016,2879328705
12,11-12,-9.0,0.42857142857142855,12-28,-0.16666666666666652,9.0,0.42857142857142855,0.16666666666666652,auto_016,2879328705
13,8-13,1.0,0.0,8-13,0.29166666666666685,-1.0,0.0,-0.29166666666666685,auto_016,2879328705
14,9-14,-3.0,0.2,9-14,0.07386363636363635,3.0,0.2,-0.07386363636363635,auto_016,2879328705
15,15-23,-9.0,0.375,15-23,-0.0714285714285714,9.0,0.375,0.0714285714285714,auto_016,2879328705
16,16-93,-11.0,1.0,16-93,-0.4886363636363633,11.0,1.0,0.4886363636363633,auto_016,2879328705
17,17-24,-8.0,0.47058823529411764,17-24,-0.19444444444444398,8.0,0.47058823529411764,0.19444444444444398,auto_016,2879328705
18,10-18,-10.0,0.45454545454545453,10-18,-0.17878787878787872,10.0,0.45454545454545453,0.17878787878787872,auto_016,2879328705
19,6-19,-5.0,0.29411764705882354,19-26,-0.033333333333333215,5.0,0.29411764705882354,0.033333333333333215,auto_016,2879328705
20,18-20,-9.0,0.42857142857142855,20-32,-0.13571428571428568,9.0,0.42857142857142855,0.13571428571428568,auto_016,2879328705
21,4-21,-2.0,0.14285714285714285,21-44,0.009090909090909038,2.0,0.14285714285714285,-0.009090909090909038,auto_016,2879328705
22,22-43,-2.0,0.18181818181818182,22-43,0.1517857142857144,2.0,0.18181818181818182,-0.1517857142857144,auto_016,2879328705
23,23-26,-10.0,0.4,23-26,-0.18333333333333335,10.0,0.4,0.18333333333333335,auto_016,2879328705
24,17-24,-8.0,0.47058823529411764,17-24,-0.19444444444444398,8.0,0.47058823529411764,0.19444444444444398,auto_016,2879328705
25,23-25,-2.0,0.08695652173913043,23-25,0.08791208791208815,2.0,0.08695652173913043,-0.08791208791208815,auto_016,2879328705
26,23-26,-10.0,0.4,26-28,-0.23333333333333295,10.0,0.4,0.23333333333333295,auto_016,2879328705
27,25-27,-2.0,0.11764705882352941,27-42,0.08333333333333348,2.0,0.11764705882352941,-0.08333333333333348,auto_016,2879328705
28,26-28,-8.0,0.4,28-44,-0.25555555555555576,8.0,0.4,0.25555555555555576,auto_016,2879328705
29,7-29,-8.0,0.34782608695652173,7-29,-0.03296703296703285,8.0,0.34782608695652173,0.03296703296703285,auto_016,2879328705
30,3-30,-9.0,0.5,3-30,-0.12499999999999978,9.0,0.5,0.12499999999999978,auto_016,2879328705
31,31-32,-14.0,0.7,31-32,-0.3999999999999997,14.0,0.7,0.3999999999999997,auto_016,2879328705
32,31-32,-14.0,0.7,31-32,-0.3999999999999997,14.0,0.7,0.3999999999999997,auto_016,2879328705
33,33-34,-4.0,0.25,33-34,0.15934065934065944,4.0,0.25,-0.15934065934065944,auto_016,2879328705
34,26-34,-6.0,0.25,26-34,-0.08717948717948709,6.0,0.25,0.08717948717948709,auto_016,2879328705
35,26-35,-2.0,0.11764705882352941,26-35,0.15000000000000013,2.0,0.11764705882352941,-0.15000000000000013,auto_016,2879328705
36,33-36,-3.0,0.25,27-36,0.16666666666666674,3.0,0.25,-0.16666666666666674,auto_016,2879328705
37,37-44,-4.0,0.3076923076923077,37-97,-0.1428571428571428,4.0,0.3076923076923077,0.1428571428571428,auto_016,2879328705
38,31-38,-10.0,0.625,31-38,-0.25,10.0,0.625,0.25,auto_016,2879328705
39,17-39,-6.0,0.3333333333333333,39-41,-0.07499999999999973,6.0,0.3333333333333333,0.07499999999999973,auto_016,2879328705
40,25-40,-2.0,0.1,25-40,0.09440559440559448,2.0,0.1,-0.09440559440559448,auto_016,2879328705
41,41-47,-6.0,0.4,5-41,-0.17361111111111116,6.0,0.4,0.17361111111111116,auto_016,2879328705
42,9-42,-7.0,0.3684210526315789,9-42,-0.18560606060606077,7.0,0.3684210526315789,0.18560606060606077,auto_016,2879328705
43,34-43,-5.0,0.29411764705882354,34-43,-0.028846153846153744,5.0,0.29411764705882354,0.028846153846153744,auto_016,2879328705
44,28-44,-6.0,0.4,28-44,-0.25555555555555576,6.0,0.4,0.25555555555555576,auto_016,2879328705
45,5-45,-3.0,0.25,5-45,-0.08730158730158721,3.0,0.25,0.08730158730158721,auto_016,2879328705
46,18-46,-5.0,0.25,18-46,0.022222222222222365,5.0,0.25,-0.022222222222222365,auto_016,2879328705
47,41-47,-6.0,0.4,31-47,-0.09999999999999987,6.0,0.4,0.09999999999999987,auto_016,2879328705
48,43-48,-2.0,0.18181818181818182,43-48,0.1517857142857144,2.0,0.18181818181818182,-0.1517857142857144,auto_016,2879328705
49,38-49,-8.0,0.5714285714285714,38-49,-0.23749999999999982,8.0,0.5714285714285714,0.23749999999999982,auto_016,2879328705
50,50-80,-2.0,0.11764705882352941,50-80,0.06944444444444442,2.0,0.11764705882352941,-0.06944444444444442,auto_016,2879328705
51,51-69,-3.0,0.14285714285714285,51-69,0.03846153846153855,3.0,0.14285714285714285,-0.03846153846153855,auto_016,2879328705
52,52-74,-13.0,0.6842105263157895,52-74,-0.3769230769230769,13.0,0.6842105263157895,0.3769230769230769,auto_016,2879328705
53,53-92,-8.0,0.5714285714285714,53-92,-0.21250000000000013,8.0,0.5714285714285714,0.21250000000000013,auto_016,2879328705
54,54-80,-6.0,0.3333333333333333,54-80,-0.17500000000000027,6.0,0.3333333333333333,0.17500000000000027,auto_016,2879328705
55,52-55,-10.0,0.5263157894736842,52-55,-0.1384615384615382,10.0,0.5263157894736842,0.1384615384615382,auto_016,2879328705
56,56-72,-5.0,0.19230769230769232,56-72,-0.06666666666666665,5.0,0.19230769230769232,0.06666666666666665,auto_016,2879328705
57,57-90,-12.0,0.5714285714285714,57-73,-0.16346153846153855,12.0,0.5714285714285714,0.16346153846153855,auto_016,2879328705
58,58-65,-17.0,0.85,58-65,-0.34375,17.0,0.85,0.34375,auto_016,2879328705
59,59-71,-16.0,0.64,59-71,-0.3333333333333335,16.0,0.64,0.3333333333333335,auto_016,2879328705
60,60-72,-4.0,0.18181818181818182,60-72,-0.06969696969696959,4.0,0.18181818181818182,0.06969696969696959,auto_016,2879328705
61,58-61,-4.0,0.18181818181818182,58-61,0.018749999999999933,4.0,0.18181818181818182,-0.018749999999999933,auto_016,2879328705
62,59-62,3.0,0.0,59-62,0.2946428571428571,-3.0,0.0,-0.2946428571428571,auto_016,2879328705
63,55-63,-2.0,0.14285714285714285,55-63,0.07499999999999984,2.0,0.14285714285714285,-0.07499999999999984,auto_016,2879328705
64,64-72,-3.0,0.125,64-72,-0.02051282051282044,3.0,0.125,0.02051282051282044,auto_016,2879328705
65,58-65,-17.0,0.85,58-65,-0.34375,17.0,0.85,0.34375,auto_016,2879328705
66,57-66,-3.0,0.14285714285714285,66-79,-0.008241758241758212,3.0,0.14285714285714285,0.008241758241758212,auto_016,2879328705
67,55-67,-4.0,0.25,54-67,0.04999999999999993,4.0,0.25,-0.04999999999999993,auto_016,2879328705
68,68-69,-3.0,0.14285714285714285,68-69,0.03846153846153855,3.0,0.14285714285714285,-0.03846153846153855,auto_016,2879328705
69,65-69,-10.0,0.625,65-69,-0.2916666666666665,10.0,0.625,0.2916666666666665,auto_016,2879328705
70,70-72,-3.0,0.125,70-72,-0.02051282051282044,3.0,0.125,0.02051282051282044,auto_016,2879328705
71,59-71,-16.0,0.64,59-71,-0.3333333333333335,16.0,0.64,0.3333333333333335,auto_016,2879328705
72,52-72,-9.0,0.375,52-72,-0.1333333333333333,9.0,0.375,0.1333333333333333,auto_016,2879328705
73,73-93,-11.0,0.55,73-97,-0.34615384615384626,11.0,0.55,0.34615384615384626,auto_016,2879328705
74,52-74,-13.0,0.6842105263157895,52-74,-0.3769230769230769,13.0,0.6842105263157895,0.3769230769230769,auto_016,2879328705
75,75-91,-4.0,0.4,75-91,-0.1428571428571428,4.0,0.4,0.1428571428571428,auto_016,2879328705
76,76-97,-8.0,0.7272727272727273,76-97,-0.3500000000000003,8.0,0.7272727272727273,0.3500000000000003,auto_016,2879328705
77,77-79,-7.0,0.3684210526315789,77-79,-0.1428571428571428,7.0,0.3684210526315789,0.1428571428571428,auto_016,2879328705
78,78-99,-6.0,0.3333333333333333,78-99,-0.06410256410256387,6.0,0.3333333333333333,0.06410256410256387,auto_016,2879328705
79,71-79,-7.0,0.28,77-79,-0.1428571428571428,7.0,0.28,0.1428571428571428,auto_016,2879328705
80,80-98,-8.0,0.4,54-80,-0.17500000000000027,8.0,0.4,0.17500000000000027,auto_016,2879328705
81,66-81,-1.0,0.0625,81-93,0.23376623376623396,1.0,0.0625,-0.23376623376623396,auto_016,2879328705
82,72-82,-3.0,0.125,72-82,-0.02051282051282044,3.0,0.125,0.02051282051282044,auto_016,2879328705
83,75-83,-2.0,0.18181818181818182,75-83,-0.008928571428571619,2.0,0.18181818181818182,0.008928571428571619,auto_016,2879328705
84,55-84,-4.0,0.25,84-92,0.04999999999999993,4.0,0.25,-0.04999999999999993,auto_016,2879328705
85,69-85,-3.0,0.14285714285714285,69-85,0.03846153846153855,3.0,0.14285714285714285,-0.03846153846153855,auto_016,2879328705
86,54-86,-3.0,0.25,54-86,1.1102230246251565e-16,3.0,0.25,-1.1102230246251565e-16,auto_016,2879328705
87,54-87,-1.0,0.1,54-87,0.19999999999999973,1.0,0.1,-0.19999999999999973,auto_016,2879328705
88,88-94,-6.0,0.4,88-94,-0.06547619047619047,6.0,0.4,0.06547619047619047,auto_016,2879328705
89,89-96,-4.0,0.3076923076923077,89-96,0.03571428571428581,4.0,0.3076923076923077,-0.03571428571428581,auto_016,2879328705
90,65-90,-14.0,0.8235294117647058,65-90,-0.3317307692307694,14.0,0.8235294117647058,0.3317307692307694,auto_016,2879328705
91,75-91,-4.0,0.4,75-91,-0.1428571428571428,4.0,0.4,0.1428571428571428,auto_016,2879328705
92,53-92,-8.0,0.5714285714285714,53-92,-0.21250000000000013,8.0,0.5714285714285714,0.21250000000000013,auto_016,2879328705
93,16-93,-11.0,1.0,16-93,-0.4886363636363633,11.0,1.0,0.4886363636363633,auto_016,2879328705
94,94-99,-7.0,0.4375,94-99,-0.08791208791208804,7.0,0.4375,0.08791208791208804,auto_016,2879328705
95,75-95,-3.0,0.25,75-95,-0.015873015873015595,3.0,0.25,0.015873015873015595,auto_016,2879328705
96,89-96,-4.0,0.3076923076923077,89-96,0.03571428571428581,4.0,0.3076923076923077,-0.03571428571428581,auto_016,2879328705
97,73-97,-11.0,0.7857142857142857,76-97,-0.3500000000000003,11.0,0.7857142857142857,0.3500000000000003,auto_016,2879328705
98,80-98,-8.0,0.4,80-98,-0.16666666666666652,8.0,0.4,0.16666666666666652,auto_016,2879328705
99,94-99,-7.0,0.4375,72-99,-0.12564102564102542,7.0,0.4375,0.12564102564102542,auto_016,2879328705
0,0-34,-7.0,0.3181818181818182,0-34,-0.14848484848484866,7.0,0.3181818181818182,0.14848484848484866,auto_017,1575498772
1,1-37,-10.0,0.5263157894736842,1-37,-0.16666666666666674,10.0,0.5263157894736842,0.16666666666666674,auto_017,1575498772
2,2-44,-10.0,0.5263157894736842,2-44,-0.25384615384615383,10.0,0.5263157894736842,0.25384615384615383,auto_017,1575498772
3,3-33,-10.0,0.625,3-16,-0.12777777777777777,10.0,0.625,0.12777777777777777,auto_017,1575498772
4,4-10,-9.0,0.5,4-10,-0.1499999999999997,9.0,0.5,0.1499999999999997,auto_017,1575498772
