scenario_id,node,method,rank,score
auto_000,67,orc_min,99.0,-0.23931623931623924
auto_000,68,orc_min,30.5,0.18452380952380976
auto_000,69,orc_min,84.0,-0.11111111111111116
auto_000,70,orc_min,11.5,0.2994505494505493
auto_000,71,orc_min,32.5,0.17857142857142838
auto_000,72,orc_min,85.0,-0.11111111111111127
auto_000,73,orc_min,70.0,2.220446049250313e-16
auto_000,74,orc_min,82.0,-0.10384615384615381
auto_000,75,orc_min,3.5,0.375
auto_000,76,orc_min,48.5,0.13636363636363624
auto_000,77,orc_min,48.5,0.13636363636363624
auto_000,78,orc_min,5.5,0.35416666666666696
auto_000,79,orc_min,68.0,0.02777777777777768
auto_000,80,orc_min,88.5,-0.1250000000000001
auto_000,81,orc_min,1.5,0.41666666666666696
auto_000,82,orc_min,11.5,0.2994505494505493
auto_000,83,orc_min,65.0,0.045454545454545414
auto_000,84,orc_min,14.0,0.2857142857142858
auto_000,85,orc_min,95.5,-0.1562500000000001
auto_000,86,orc_min,100.0,-0.25
auto_000,87,orc_min,3.5,0.375
auto_000,88,orc_min,58.0,0.10606060606060597
auto_000,89,orc_min,7.5,0.3412698412698414
auto_000,90,orc_min,90.0,-0.1339285714285715
auto_000,91,orc_min,63.0,0.059523809523809534
auto_000,92,orc_min,13.0,0.2916666666666665
auto_000,93,orc_min,81.0,-0.08974358974358965
auto_000,94,orc_min,88.5,-0.1250000000000001
auto_000,95,orc_min,50.0,0.13257575757575757
auto_000,96,orc_min,51.5,0.125
auto_000,97,orc_min,72.0,-0.01515151515151536
auto_000,98,orc_min,40.5,0.15384615384615397
auto_000,99,orc_min,34.0,0.17361111111111116
auto_001,0,af3_min,95.5,1.0
auto_001,1,af3_min,78.0,4.0
auto_001,2,af3_min,66.0,5.0
auto_001,3,af3_min,78.0,4.0
auto_001,4,af3_min,46.0,7.0
auto_001,5,af3_min,46.0,7.0
auto_001,6,af3_min,56.0,6.0
auto_001,7,af3_min,95.5,1.0
auto_001,8,af3_min,34.0,8.0
auto_001,9,af3_min,66.0,5.0
auto_001,10,af3_min,34.0,8.0
auto_001,11,af3_min,95.5,1.0
auto_001,12,af3_min,78.0,4.0
auto_001,13,af3_min,78.0,4.0
auto_001,14,af3_min,26.0,9.0
auto_001,15,af3_min,46.0,7.0
auto_001,16,af3_min,90.5,2.0
auto_001,17,af3_min,46.0,7.0
auto_001,18,af3_min,66.0,5.0
auto_001,19,af3_min,66.0,5.0
