node_i,node_j,curvature,bottleneck_importance
0,8,0.1590909090909095,0.0
0,13,0.2499999999999999,0.0
0,15,0.34090909090909094,0.0
0,16,0.04999999999999982,0.0
0,25,0.15000000000000002,0.0
0,32,-0.033333333333333215,0.04429530201342271
0,38,0.25,0.0
0,40,0.08846153846153837,0.0
0,41,0.19999999999999984,0.0
0,49,0.34090909090909105,0.0
1,2,0.35984848484848486,0.0
1,5,0.4810606060606061,0.0
1,10,0.06617647058823528,0.0
1,11,0.12500000000000022,0.0
1,18,0.39743589743589747,0.0
1,20,-0.07499999999999996,0.0996644295302014
1,26,0.2638888888888892,0.0
1,28,0.4047619047619049,0.0
1,29,0.4810606060606061,0.0
1,30,0.3500000000000002,0.0
1,39,0.3392857142857144,0.0
1,44,0.38888888888888906,0.0
2,5,0.40909090909090917,0.0
2,9,0.02272727272727293,0.0
2,18,0.4405594405594405,0.0
2,26,0.2828282828282831,0.0
2,27,-0.020202020202020332,0.026845637583892818
2,28,0.25,0.0
2,29,0.40909090909090917,0.0
2,30,0.20000000000000007,0.0
2,39,0.25649350649350644,0.0
2,44,0.3939393939393939,0.0
3,12,0.15873015873015894,0.0
3,21,0.23015873015873012,0.0
3,23,0.412698412698413,0.0
3,32,0.11111111111111116,0.0
3,35,0.15555555555555556,0.0
3,38,-0.01666666666666683,0.02214765100671165
3,41,0.05555555555555547,0.0
3,45,0.17361111111111105,0.0
3,47,0.28888888888888886,0.0
4,6,0.1382352941176469,0.0
4,8,-0.22459893048128343,0.2984603237268065
4,10,-0.14705882352941146,0.19542045005921813
4,14,-0.07486631016042788,0.09948677457560226
4,16,-0.123949579831933,0.16471152219277022
4,17,0.16360294117647067,0.0
4,19,0.2588235294117647,0.0
4,20,-0.005882352941176228,0.007816818002368418
4,22,0.16360294117647056,0.0
4,31,0.17156862745098078,0.0
4,34,0.02352941176470591,0.0
4,36,0.3151260504201684,0.0
4,37,0.13368983957219271,0.0
4,40,-0.16515837104072362,0.21947219775881419
4,43,0.25490196078431404,0.0
4,46,0.17156862745098067,0.0
4,48,0.27389705882352955,0.0
5,10,0.02941176470588236,0.0
5,11,0.09090909090909094,0.0
5,18,0.4125874125874126,0.0
5,26,0.2979797979797981,0.0
5,28,0.37662337662337675,0.0
5,29,0.5454545454545454,0.0
5,30,0.32424242424242444,0.0
5,39,0.30519480519480535,0.0
5,44,0.4343434343434346,0.0
6,7,0.20000000000000018,0.0
6,17,0.26250000000000007,0.0
6,19,0.25,0.0
6,22,0.26250000000000007,0.0
6,31,0.45833333333333337,0.0
6,33,0.38888888888888895,0.0
6,37,0.48636363636363644,0.0
6,43,0.375,0.0
6,46,0.45833333333333337,0.0
7,9,-0.1607142857142858,0.21356663470757467
7,10,-0.042016806722688926,0.05583441430263367
7,11,-0.04017857142857162,0.05339165867689389
7,17,0.3616071428571428,0.0
7,20,0.02857142857142847,0.0
7,22,0.3616071428571428,0.0
7,24,0.3928571428571428,0.0
7,27,0.07539682539682557,0.0
7,31,0.24404761904761918,0.0
7,33,0.22222222222222232,0.0
7,37,0.22727272727272751,0.0
7,46,0.2440476190476193,0.0
7,48,0.2142857142857143,0.0
8,14,0.2727272727272728,0.0
8,15,0.31818181818181823,0.0
8,16,0.17207792207792216,0.0
8,25,0.2803030303030304,0.0
8,36,-0.18181818181818188,0.2416107382550339
8,38,0.018181818181818188,0.0
8,40,0.21328671328671345,0.0
8,42,0.23484848484848486,0.0
8,49,0.31818181818181834,0.0
9,18,0.05769230769230771,0.0
9,27,0.25,0.0
10,11,0.41727941176470607,0.0
10,16,-0.2647058823529407,0.3517568101065927
10,17,-0.03492647058823528,0.046412356889064386
10,18,0.07013574660633504,0.0
10,20,0.343137254901961,0.0
10,22,-0.03492647058823528,0.046412356889064386
10,24,0.05882352941176494,0.0
10,28,0.04201680672268937,0.0
