policy,independent_runs,mean_VAoI,mean_VAoI_ci95,mean_max_VAoI,mean_max_VAoI_ci95,p95_max_VAoI,p95_max_VAoI_ci95,mean_tail_VAoI,mean_tail_VAoI_ci95,avg_tx_per_slot,avg_tx_per_slot_ci95,successful_decodes_per_tx,successful_decodes_per_tx_ci95,innovative_entries_per_tx,innovative_entries_per_tx_ci95,completed_update_fraction,completed_update_fraction_ci95,mean_dissemination_delay,mean_dissemination_delay_ci95
freshness_backoff,1,3.068026315789472,0.0,9.833333333333334,0.0,12.0,0.0,9.003508771929823,0.0,0.5277777777777778,0.0,5.863157894736842,0.0,8.178947368421053,0.0,0.3014354066985646,0.0,90.44444444444444,0.0
freshness_no_backoff,1,0.7215350877192981,0.0,3.6055555555555556,0.0,5.0,0.0,3.1192982456140372,0.0,3.433333333333333,0.0,3.163430420711974,0.0,4.119741100323624,0.0,0.8899521531100478,0.0,23.091397849462364,0.0
orc_freshness_backoff,1,2.7621052631578955,0.0,10.03888888888889,0.0,14.0,0.0,7.965789473684212,0.0,0.5944444444444444,0.0,6.196261682242991,0.0,8.289719626168225,0.0,0.5023923444976076,0.0,99.83809523809524,0.0
orc_freshness_no_backoff,1,0.6166959064327485,0.0,3.25,0.0,5.0,0.0,2.7336257309941527,0.0,3.3722222222222222,0.0,3.2191103789126854,0.0,4.077429983525535,0.0,0.8851674641148325,0.0,19.756756756756758,0.0
random,1,0.7750146198830408,0.0,3.5444444444444443,0.0,6.0,0.0,2.891812865497075,0.0,2.0833333333333335,0.0,4.149333333333334,0.0,5.888,0.0,0.8564593301435407,0.0,25.726256983240223,0.0
