slot,mean_version_age,max_version_age,p95_version_age,p99_version_age,top_5pct_mean_version_age,mean_time_age,num_transmitters,num_successful_decodes,num_transmitters_decoded,num_improved_cache_entries,total_version_improvement,mean_broadcast_debt,max_broadcast_debt,node_debt_positive_fraction,mean_vaoi_cluster_0_to_1,max_vaoi_cluster_0_to_1,mean_vaoi_cluster_1_to_0,max_vaoi_cluster_1_to_0,mean_aoi,max_aoi,min_aoi
100,12.924545454545454,29.0,25.049999999999272,28.01000000000022,27.466666666666665,67.24030303030302,7,48,7,363,2373,0.0,0.0,0.0,18.3296,29.0,19.374,29.0,12.924545454545454,29.0,0.0
110,12.866060606060605,32.0,27.0,30.0,28.975757575757576,66.70252525252525,9,52,9,375,2446,0.0,0.0,0.0,17.308,32.0,21.2676,31.0,12.866060606060605,32.0,0.0
120,13.498484848484848,34.0,28.0,32.0,30.55151515151515,70.11484848484848,6,48,6,197,928,0.0,0.0,0.0,18.9168,34.0,22.5952,32.0,13.498484848484848,34.0,0.0
130,13.86040404040404,35.0,30.0,33.0,32.15151515151515,71.20262626262627,13,49,12,174,1631,0.0,0.0,0.0,19.172,35.0,22.7332,34.0,13.86040404040404,35.0,0.0
140,14.46080808080808,38.0,31.0,35.01000000000022,33.955555555555556,74.7110101010101,14,37,12,132,599,0.0,0.0,0.0,19.1116,38.0,24.2808,37.0,14.46080808080808,38.0,0.0
150,14.704949494949496,40.0,32.0,38.0,35.474747474747474,76.87424242424242,13,55,12,319,2767,0.0,0.0,0.0,18.6196,40.0,25.5484,39.0,14.704949494949496,40.0,0.0
160,15.312727272727273,44.0,33.0,40.0,36.59191919191919,80.64262626262627,7,35,7,219,1418,0.0,0.0,0.0,19.6196,43.0,25.7412,44.0,15.312727272727273,44.0,0.0
170,14.142323232323232,47.0,31.0,36.0,34.65858585858586,76.44828282828283,10,54,10,1142,9064,0.0,0.0,0.0,18.888,33.0,22.6024,47.0,14.142323232323232,47.0,0.0
180,13.531515151515151,48.0,30.0,33.0,32.084848484848486,74.08646464646465,8,42,8,400,3051,0.0,0.0,0.0,19.6312,33.0,21.2292,48.0,13.531515151515151,48.0,0.0
190,13.805555555555555,38.0,32.0,35.0,33.892929292929296,75.72676767676768,8,42,8,245,1439,0.0,0.0,0.0,20.2804,35.0,22.3212,38.0,13.805555555555555,38.0,0.0
200,13.872323232323232,40.0,32.0,36.0,35.236363636363635,75.16727272727273,9,38,8,769,5339,0.0,0.0,0.0,20.0136,36.0,21.5164,40.0,13.872323232323232,40.0,0.0
210,13.624646464646464,41.0,32.0,39.0,35.69090909090909,73.32636363636364,10,58,10,697,5093,0.0,0.0,0.0,18.7088,38.0,22.3572,41.0,13.624646464646464,41.0,0.0
220,13.315252525252525,44.0,32.0,39.0,36.41616161616162,71.75343434343435,10,52,10,242,1056,0.0,0.0,0.0,17.7792,41.0,22.7848,44.0,13.315252525252525,44.0,0.0
230,12.837878787878788,47.0,31.0,42.0,36.18787878787879,68.75929292929293,16,39,11,531,3822,0.0,0.0,0.0,15.3948,42.0,22.9328,47.0,12.837878787878788,47.0,0.0
240,12.99090909090909,43.0,32.0,38.05000000000109,36.37777777777778,68.7440404040404,11,35,7,222,851,0.0,0.0,0.0,14.832,43.0,23.7736,38.0,12.99090909090909,43.0,0.0
250,13.158080808080808,44.0,33.0,39.05000000000109,37.971717171717174,70.03383838383839,15,32,13,296,1481,0.0,0.0,0.0,14.386,44.0,25.6936,39.0,13.158080808080808,44.0,0.0
260,12.905959595959596,48.0,33.0,42.06000000000131,39.66262626262626,69.01626262626263,6,41,6,680,5330,0.0,0.0,0.0,14.8424,48.0,23.7568,42.0,12.905959595959596,48.0,0.0
270,12.263838383838383,50.0,33.0,45.05000000000109,39.93131313131313,66.11242424242424,9,51,8,545,5794,0.0,0.0,0.0,15.4652,50.0,20.8996,45.0,12.263838383838383,50.0,0.0
280,11.752525252525253,53.0,24.0,48.05000000000109,36.256565656565655,62.89676767676767,11,38,11,315,3853,0.0,0.0,0.0,16.8228,53.0,15.5396,48.0,11.752525252525253,53.0,0.0
290,11.266161616161616,54.0,25.0,34.200000000004366,32.32727272727273,60.57636363636364,8,47,8,282,1666,0.0,0.0,0.0,17.5804,54.0,13.7284,34.0,11.266161616161616,54.0,0.0
300,11.335151515151516,55.0,25.0,36.19000000000415,33.48282828282828,62.04242424242424,13,51,11,541,3366,0.0,0.0,0.0,16.6528,55.0,15.1068,36.0,11.335151515151516,55.0,0.0
310,10.208383838383838,57.0,21.0,42.150000000003274,30.931313131313132,55.39727272727273,7,39,7,738,5320,0.0,0.0,0.0,14.2484,57.0,13.724,38.0,10.208383838383838,57.0,0.0
320,10.942323232323233,59.0,21.0,31.280000000006112,30.973737373737375,59.852929292929296,5,38,5,186,877,0.0,0.0,0.0,15.768,59.0,14.18,26.0,10.942323232323233,59.0,0.0
330,11.366767676767676,62.0,22.0,32.30000000000655,32.561616161616165,63.15111111111111,10,42,9,153,756,0.0,0.0,0.0,17.5016,62.0,14.252,27.0,11.366767676767676,62.0,0.0
340,11.952525252525252,64.0,23.0,34.30000000000655,34.214141414141416,66.47313131313132,4,31,4,183,841,0.0,0.0,0.0,18.7096,64.0,15.3128,29.0,11.952525252525252,64.0,0.0
350,12.775252525252526,64.0,25.0,36.28000000000611,35.246464646464645,70.55777777777777,14,44,14,80,324,0.0,0.0,0.0,19.8016,64.0,16.6704,30.0,12.775252525252526,64.0,0.0
360,13.290909090909091,65.0,27.0,35.30000000000655,36.65252525252525,72.68212121212122,13,47,12,272,1741,0.0,0.0,0.0,21.52,65.0,17.5312,35.0,13.290909090909091,65.0,0.0
370,13.984848484848484,69.0,29.0,37.320000000006985,39.333333333333336,76.15474747474748,12,48,12,271,2091,0.0,0.0,0.0,22.346,69.0,19.2064,37.0,13.984848484848484,69.0,0.0
380,14.563131313131313,70.0,31.0,39.31000000000677,41.557575757575755,79.17949494949495,19,39,17,73,264,0.0,0.0,0.0,23.0868,70.0,20.5,36.0,14.563131313131313,70.0,0.0
390,14.342020202020201,70.0,33.0,41.29000000000633,42.68484848484849,78.3839393939394,12,50,9,339,2083,0.0,0.0,0.0,21.5764,70.0,20.7576,38.0,14.342020202020201,70.0,0.0
