node_i,node_j,is_inter_cluster
0,2,False
0,14,False
0,21,False
0,30,False
0,39,False
1,18,False
1,19,False
1,33,False
1,34,False
1,36,False
1,51,True
1,62,True
2,14,False
2,21,False
2,30,False
2,39,False
3,4,False
3,5,False
3,7,False
3,15,False
3,16,False
3,23,False
3,29,False
3,37,False
4,5,False
4,7,False
4,10,False
4,11,False
4,12,False
4,16,False
4,22,False
4,23,False
4,37,False
4,38,False
5,7,False
5,16,False
5,22,False
5,23,False
5,38,False
6,11,False
6,12,False
6,17,False
6,19,False
6,24,False
6,25,False
6,26,False
6,31,False
6,32,False
6,35,False
6,36,False
7,15,False
7,16,False
7,22,False
7,23,False
7,29,False
7,37,False
7,38,False
8,18,False
8,27,False
8,28,False
9,14,False
9,20,False
9,39,False
10,22,False
10,38,False
11,12,False
11,17,False
11,19,False
11,22,False
11,26,False
11,31,False
11,34,False
11,35,False
11,36,False
11,38,False
12,17,False
12,19,False
12,22,False
12,26,False
12,31,False
12,34,False
12,35,False
12,36,False
12,38,False
13,21,False
13,24,False
13,25,False
13,28,False
13,30,False
14,20,False
14,39,False
15,16,False
15,20,False
15,23,False
15,29,False
15,37,False
16,23,False
16,29,False
16,37,False
17,20,False
17,26,False
17,31,False
17,32,False
17,35,False
18,33,False
19,22,False
19,26,False
19,31,False
19,34,False
19,35,False
19,36,False
20,29,False
20,37,False
21,30,False
22,23,False
22,26,False
22,38,False
23,29,False
23,37,False
23,38,False
24,25,False
24,27,False
24,28,False
24,31,False
24,32,False
24,35,False
25,27,False
25,28,False
25,31,False
25,32,False
25,35,False
26,31,False
26,34,False
26,35,False
26,36,False
27,28,False
29,37,False
31,32,False
31,34,False
31,35,False
31,36,False
32,35,False
33,34,False
33,51,True
33,62,True
34,35,False
34,36,False
35,36,False
40,46,False
40,50,False
40,53,False
40,55,False
40,61,False
40,70,False
40,73,False
40,75,False
41,42,False
41,44,False
41,45,False
41,49,False
41,56,False
41,65,False
41,66,False
41,69,False
41,78,False
41,79,False
42,44,False
42,45,False
42,49,False
42,54,False
42,56,False
42,58,False
42,65,False
42,66,False
42,67,False
42,77,False
42,78,False
42,79,False
43,48,False
43,54,False
43,58,False
43,59,False
43,61,False
43,67,False
43,68,False
43,71,False
44,45,False
44,49,False
44,56,False
44,65,False
44,66,False
44,69,False
44,78,False
44,79,False
45,49,False
45,51,False
45,56,False
45,62,False
45,66,False
45,69,False
45,77,False
45,78,False
45,79,False
46,53,False
46,55,False
46,60,False
46,63,False
46,73,False
47,53,False
47,57,False
47,60,False
47,63,False
47,74,False
48,50,False
48,53,False
48,54,False
48,55,False
48,59,False
48,61,False
48,67,False
49,51,False
49,56,False
49,66,False
49,69,False
49,77,False
49,78,False
49,79,False
50,53,False
50,55,False
50,61,False
50,70,False
50,73,False
50,75,False
51,62,False
51,77,False
52,64,False
52,68,False
52,71,False
52,72,False
52,76,False
53,55,False
53,60,False
53,61,False
53,63,False
53,67,False
53,73,False
54,58,False
54,59,False
54,61,False
54,65,False
54,67,False
55,60,False
55,61,False
55,67,False
55,70,False
55,73,False
55,75,False
56,65,False
56,66,False
56,69,False
56,77,False
56,78,False
56,79,False
57,63,False
57,74,False
58,59,False
58,67,False
58,68,False
58,71,False
59,61,False
59,68,False
59,71,False
60,63,False
60,73,False
60,74,False
61,67,False
61,75,False
62,77,False
63,74,False
64,68,False
64,71,False
64,72,False
64,76,False
65,67,False
65,78,False
65,79,False
66,69,False
66,77,False
66,78,False
66,79,False
68,71,False
68,72,False
68,76,False
69,77,False
69,78,False
69,79,False
70,73,False
70,75,False
71,72,False
71,76,False
78,79,False
