case_id,topology_seed,edge_count,raw_curvature_pearson,raw_curvature_spearman,raw_curvature_sign_agreement,raw_curvature_mean_abs_diff,orc_curvature_min,orc_curvature_max,af3_curvature_min,af3_curvature_max,importance_pearson,importance_spearman,importance_cosine,importance_mean_abs_diff,importance_nonzero_agreement,top_5pct_bottleneck_overlap,top_10pct_bottleneck_overlap,top_20pct_bottleneck_overlap
test_vaoi_vs_transmissions_C01_q0p35_th0p5_cw0p5_cb0p04_ab0p9,0,499,0.9153392581635571,0.9350781543466655,0.7334669338677354,4.59959420802062,-0.6696428571428572,0.6,-17.0,15.0,0.7558612850176083,0.7336074965859404,0.7817437220083105,0.08621740664319946,0.7835671342685371,0.56,0.68,0.79
test_vaoi_vs_transmissions_C01_q0p35_th0p5_cw0p5_cb0p04_ab0p9,1,449,0.9086380155149947,0.9364192278309462,0.7639198218262806,4.266553494142579,-0.625,0.625,-13.0,14.0,0.7067741756229304,0.7276959600840598,0.7375801327056619,0.08590252608069979,0.8173719376391982,0.6956521739130435,0.6888888888888889,0.7333333333333333
test_vaoi_vs_transmissions_C01_q0p35_th0p5_cw0p5_cb0p04_ab0p9,2,492,0.9059478850898284,0.9336396872160094,0.725609756097561,4.4955934271831035,-0.6636363636363636,0.5833333333333333,-15.0,16.0,0.6978202198171979,0.7033790628123021,0.7204396004199061,0.09022785680217923,0.7723577235772358,0.48,0.58,0.7171717171717171
test_vaoi_vs_transmissions_C01_q0p35_th0p5_cw0p5_cb0p04_ab0p9,3,542,0.9292670955057769,0.9470641250490297,0.7564575645756457,5.2989295339772395,-0.7525252525252522,0.625,-18.0,17.0,0.7773178616955649,0.7395211407405452,0.7962218862287448,0.07752822488421492,0.8099630996309963,0.6785714285714286,0.7636363636363637,0.7889908256880734
test_vaoi_vs_transmissions_C01_q0p35_th0p5_cw0p5_cb0p04_ab0p9,4,584,0.8756117232653996,0.9271151471053948,0.6198630136986302,4.754891666729896,-0.663636363636364,0.625,-16.0,18.0,0.5949125598904218,0.5766722680384588,0.6195897073419074,0.11082158428886706,0.6883561643835616,0.5666666666666667,0.6101694915254238,0.5982905982905983
