node,x,y,label
0,34.87011237577384,119.063530583762,0
1,17.926094015259103,50.19188966003166,0
2,78.98586646672129,89.24679519551172,0
3,35.931649289535315,86.19074870875913,0
4,106.90103124604822,117.18397809857188,0
5,77.73953758147593,25.864919051688695,0
6,96.58066776542475,137.08180332810832,0
7,77.9603470993602,26.986635009891813,0
8,20.579447011269743,85.80701601012285,0
9,119.99477388682419,49.13126177076943,0
10,111.44903962220499,37.174405009048314,0
11,10.331553719887786,53.24534720246368,0
12,76.60402037546157,40.07331202891002,0
13,92.2402717705637,35.96570462203631,0
14,112.41262819292305,29.29150125745013,0
15,88.59612486721302,37.08583991933808,0
16,31.26028673614227,69.46398723654777,0
17,126.51069166311098,47.404621541996455,0
18,73.61304852907179,85.29542695897234,0
19,71.24960811141882,57.58750888768223,0
20,79.46572516504935,140.9110712431857,0
21,101.03084289570963,127.17845246852707,0
22,43.13599176688805,133.0267572695633,0
23,52.98126866094738,136.07994931648457,0
24,42.333707492940846,67.06093623261596,0
25,207.72640006423455,145.98935873943697,1
26,236.92295894431268,120.06000954949309,1
27,177.9500080088973,146.406825117806,1
28,211.78438190259158,47.506389430889996,1
29,160.68944090626533,24.666920781193923,1
30,129.78765735710994,97.23910292270739,1
31,186.9340476725909,98.27579249397336,1
32,233.34984177471426,57.874585520707754,1
33,204.41270590710772,45.39201449061021,1
34,130.85393580690442,111.60046204555755,1
35,176.0741218232091,125.22313999032977,1
36,211.01768708159122,131.71045657412074,1
37,122.75864424810989,76.14849380493968,1
38,175.04830702757388,107.80213112274643,1
39,217.71313167417006,111.8805569963713,1
40,253.0830819351782,102.6924602107672,1
41,199.37407336967829,24.331102079907396,1
42,156.62984360855063,124.38835067404473,1
43,159.36037353911863,59.27560389160983,1
44,144.77387462206815,90.68633706618131,1
45,240.2522430328251,47.58997371898692,1
46,241.1253677729668,119.31130374918276,1
47,221.783551168717,112.59889491163261,1
48,157.4945844177859,88.90931908697397,1
49,184.85602577416213,54.318847373857025,1
