actual_tx_ratio,alpha,base_tx_ratio,calibrated_intercept,candidate_id,dynamic_repeat_index,evaluated_on_full,evaluation_phase,mean_VAoI,mean_tail_VAoI,phase,phase_slots,search_probability_mean,topology_index
0.09720000000000001,1.0,0.1,-2.613983154296875,13,1,True,full,7.960325454545458,20.563115151515166,coarse,500,0.09532151233527741,5
0.10364000000000001,1.0,0.1,-2.613983154296875,13,0,True,full,6.907967272727272,17.69267070707071,coarse,500,0.10413880126505588,6
0.10342000000000001,1.0,0.1,-2.613983154296875,13,1,True,full,6.936865252525245,17.81537777777777,coarse,500,0.10413880126505588,6
0.09958,1.0,0.1,-2.613983154296875,13,0,True,full,7.5408155555555485,19.56046868686869,coarse,500,0.1000855189730666,7
0.09949999999999999,1.0,0.1,-2.613983154296875,13,1,True,full,7.5661874747474815,19.552048484848495,coarse,500,0.1000855189730666,7
0.09635999999999999,1.0,0.1,-2.613983154296875,13,0,True,full,7.632227676767682,19.858484848484846,coarse,500,0.09839806764614607,8
0.09462,1.0,0.1,-2.613983154296875,13,1,True,full,7.523093535353534,20.30172525252524,coarse,500,0.09839806764614607,8
0.09866,1.0,0.1,-2.613983154296875,13,0,True,full,9.104556565656566,23.012218181818188,coarse,500,0.09874532100331854,9
0.09752000000000001,1.0,0.1,-2.613983154296875,13,1,True,full,9.619867070707059,24.881963636363658,coarse,500,0.09874532100331854,9
0.10452,1.0,0.1,-2.613983154296875,13,0,True,full,6.691433737373739,17.507236363636363,coarse,500,0.10349598773477477,10
0.10486000000000001,1.0,0.1,-2.613983154296875,13,1,True,full,6.792745656565657,18.090824242424254,coarse,500,0.10349598773477477,10
0.10035999999999999,1.0,0.1,-2.613983154296875,13,0,True,full,8.065265252525249,21.556068686868716,coarse,500,0.09912842981751899,11
0.10066000000000001,1.0,0.1,-2.613983154296875,13,1,True,full,8.120608282828291,21.519228282828276,coarse,500,0.09912842981751899,11
0.10369999999999999,1.0,0.1,-2.613983154296875,13,0,True,full,7.936702626262637,20.299038383838376,coarse,500,0.10325239956543332,12
0.10186,1.0,0.1,-2.613983154296875,13,1,True,full,7.795199999999991,20.314214141414144,coarse,500,0.10325239956543332,12
0.09952,1.0,0.1,-2.613983154296875,13,0,True,full,7.0472979797979765,18.143385858585845,coarse,500,0.09909338363449721,13
0.10006,1.0,0.1,-2.613983154296875,13,1,True,full,7.20666505050505,18.857442424242418,coarse,500,0.09909338363449721,13
0.10028000000000001,1.0,0.1,-2.613983154296875,13,0,True,full,7.86040484848485,20.621288888888888,coarse,500,0.10113559989691868,14
0.10364000000000001,1.0,0.1,-2.613983154296875,13,1,True,full,7.518431919191916,19.190052525252497,coarse,500,0.10113559989691868,14
0.10182000000000001,1.0,0.1,-2.613983154296875,13,0,True,full,6.9992448484848415,17.88714343434342,coarse,500,0.10110042054849101,15
0.09988,1.0,0.1,-2.613983154296875,13,1,True,full,7.251074949494944,18.458743434343432,coarse,500,0.10110042054849101,15
0.09757999999999999,1.0,0.1,-2.613983154296875,13,0,True,full,7.383358989898988,19.283676767676766,coarse,500,0.0961779527349427,16
0.09628,1.0,0.1,-2.613983154296875,13,1,True,full,7.081063636363641,18.461179797979824,coarse,500,0.0961779527349427,16
0.09853999999999999,1.0,0.1,-2.613983154296875,13,0,True,full,7.040573535353536,18.33440404040403,coarse,500,0.10064738314194661,17
0.09881999999999999,1.0,0.1,-2.613983154296875,13,1,True,full,6.83547272727273,17.709119191919193,coarse,500,0.10064738314194661,17
0.1023,1.0,0.1,-2.613983154296875,13,0,True,full,7.23138666666667,18.654210101010097,coarse,500,0.10214112640291127,18
