node_i,node_j,is_inter_cluster
0,4,False
0,13,False
0,15,False
0,16,False
0,17,False
0,23,False
1,3,False
1,11,False
1,22,False
1,24,False
2,12,False
2,19,False
2,47,True
3,11,False
3,22,False
3,24,False
4,13,False
4,15,False
4,16,False
4,17,False
4,23,False
5,10,False
5,11,False
5,12,False
5,14,False
5,32,True
5,47,True
6,7,False
6,8,False
6,18,False
6,20,False
7,15,False
7,23,False
8,18,False
8,20,False
8,22,False
9,10,False
9,11,False
9,16,False
9,18,False
9,20,False
9,21,False
9,22,False
10,11,False
10,12,False
10,21,False
10,32,True
10,47,True
11,20,False
11,21,False
11,22,False
11,24,False
12,14,False
12,19,False
12,32,True
12,47,True
13,15,False
13,17,False
13,23,False
14,19,False
14,32,True
14,40,True
14,42,True
14,47,True
15,17,False
15,23,False
16,17,False
16,18,False
16,20,False
17,23,False
18,20,False
18,21,False
18,22,False
19,32,True
19,40,True
19,42,True
19,47,True
20,21,False
20,22,False
21,22,False
21,24,False
22,24,False
25,27,False
25,28,False
25,36,False
25,39,False
25,46,False
25,49,False
26,28,False
26,31,False
26,39,False
26,42,False
26,45,False
26,48,False
27,28,False
27,36,False
27,46,False
27,49,False
28,36,False
28,39,False
28,41,False
28,43,False
28,45,False
28,46,False
28,49,False
29,37,False
29,43,False
29,45,False
30,33,False
30,34,False
30,40,False
30,44,False
31,33,False
31,34,False
31,35,False
31,36,False
31,44,False
31,46,False
31,48,False
32,42,False
32,47,False
33,34,False
33,40,False
33,42,False
33,44,False
33,48,False
34,35,False
34,44,False
34,48,False
35,36,False
35,44,False
35,46,False
36,39,False
36,46,False
37,38,False
37,43,False
37,45,False
38,41,False
38,43,False
38,49,False
39,41,False
39,43,False
39,45,False
39,46,False
39,49,False
40,42,False
40,47,False
40,48,False
41,43,False
41,49,False
42,45,False
42,47,False
42,48,False
43,45,False
43,49,False
44,48,False
