checkpoint_episode,scenario_id,policy,n_nodes,slots,update_probability,target_tx_ratio,policy_probability,mean_VAoI,actual_tx_ratio,topology,model,node_count,model_label,action_prob_mean,action_prob_std,action_prob_min,action_prob_p10,action_prob_p50,action_prob_p90,action_prob_max,action_prob_node_std_mean,action_prob_global_std,action_prob_per_node_mean_std
280,n050_s00,nn,50,100,0.2,0.1,0.09081727266311646,4.611751020408161,0.0872,community,v35_curvature_stage2,50,V3.5 ch2 curvature MPNN (Stage-2),0.09081727266311646,0.06553278118371964,0.02310776710510254,0.027706956304609776,0.061484262347221375,0.18624010384082795,0.2941998839378357,0.06146335229277611,0.06553278118371964,0.019521312788128853
280,n050_s01,nn,50,100,0.2,0.1,0.09724488854408264,4.636302040816328,0.0958,community,v35_curvature_stage2,50,V3.5 ch2 curvature MPNN (Stage-2),0.09724488854408264,0.07144840061664581,0.0231458842754364,0.031285622715950014,0.06404721736907959,0.19704737067222594,0.3601016700267792,0.06740569323301315,0.07144840061664581,0.022513246163725853
280,n050_s02,nn,50,100,0.2,0.1,0.09556575119495392,4.881648979591836,0.094,community,v35_curvature_stage2,50,V3.5 ch2 curvature MPNN (Stage-2),0.09556575119495392,0.06840731203556061,0.023117810487747192,0.029608604311943055,0.06233462691307068,0.2028702080249787,0.303240567445755,0.06413594633340836,0.06840731203556061,0.015231088735163212
280,n050_s03,nn,50,100,0.2,0.1,0.09960990399122238,4.064828571428572,0.1002,community,v35_curvature_stage2,50,V3.5 ch2 curvature MPNN (Stage-2),0.09960990399122238,0.07301422208547592,0.023121625185012817,0.03149184584617615,0.06584641337394714,0.20323688387870795,0.3599974811077118,0.06867296993732452,0.07301422208547592,0.02280808798968792
280,n050_s04,nn,50,100,0.2,0.1,0.1033933088183403,4.324906122448979,0.094,community,v35_curvature_stage2,50,V3.5 ch2 curvature MPNN (Stage-2),0.1033933088183403,0.07312847673892975,0.02318534255027771,0.031552287936210635,0.07294198870658875,0.21577154994010925,0.3591599464416504,0.06892096996307373,0.07312847673892975,0.01938830316066742
280,n060_s00,nn,60,100,0.2,0.1,0.09296241402626038,5.5107288135593215,0.09616666666666666,community,v35_curvature_stage2,60,V3.5 ch2 curvature MPNN (Stage-2),0.09296241402626038,0.06777976453304291,0.023160934448242188,0.029919150471687316,0.06280304491519928,0.1899131685495377,0.3590877652168274,0.06376487761735916,0.06777976453304291,0.019134145230054855
280,n060_s01,nn,60,100,0.2,0.1,0.09273150563240051,4.736858757062148,0.09483333333333334,community,v35_curvature_stage2,60,V3.5 ch2 curvature MPNN (Stage-2),0.09273150563240051,0.06724350899457932,0.02310478687286377,0.029147687554359435,0.06040719151496887,0.19438102543354036,0.30994081497192383,0.06272527575492859,0.06724350899457932,0.01892624981701374
280,n060_s02,nn,60,100,0.2,0.1,0.09283162653446198,5.207070621468928,0.09366666666666666,community,v35_curvature_stage2,60,V3.5 ch2 curvature MPNN (Stage-2),0.09283162653446198,0.0658285915851593,0.02313178777694702,0.03118068277835846,0.061680519953370094,0.1942432224750519,0.35988956689834595,0.06117070093750954,0.0658285915851593,0.017340634018182755
280,n060_s03,nn,60,100,0.2,0.1,0.10097670555114746,4.814867231638418,0.094,community,v35_curvature_stage2,60,V3.5 ch2 curvature MPNN (Stage-2),0.10097670555114746,0.07497168332338333,0.023132383823394775,0.02988235354423523,0.07171322405338287,0.21182837784290318,0.3601459860801697,0.07069983333349228,0.07497168332338333,0.02637028507888317
280,n060_s04,nn,60,100,0.2,0.1,0.10235439240932465,4.648036723163844,0.10533333333333333,community,v35_curvature_stage2,60,V3.5 ch2 curvature MPNN (Stage-2),0.10235439240932465,0.0761314183473587,0.023167788982391357,0.033195090293884275,0.07038241624832153,0.21422971487045292,0.360121488571167,0.07131098955869675,0.0761314183473587,0.02127121575176716
280,n070_s00,nn,70,100,0.2,0.1,0.09620783478021622,5.044658385093168,0.09414285714285714,community,v35_curvature_stage2,70,V3.5 ch2 curvature MPNN (Stage-2),0.09620783478021622,0.07129799574613571,0.023144632577896118,0.028496482968330385,0.06844349205493927,0.19305596351623538,0.36015602946281433,0.06653951853513718,0.07129799574613571,0.022613484412431717
280,n070_s01,nn,70,100,0.2,0.1,0.09577429294586182,5.038082815734989,0.09728571428571428,community,v35_curvature_stage2,70,V3.5 ch2 curvature MPNN (Stage-2),0.09577429294586182,0.07079244405031204,0.02317589521408081,0.033579233288764956,0.06007473170757294,0.20628756582736968,0.3599008321762085,0.06626448780298233,0.07079244405031204,0.02025504782795906
