node_i,node_j,is_inter_cluster
0,11,False
0,15,False
0,20,False
0,21,False
0,25,False
0,33,False
0,34,False
0,38,False
1,3,False
1,14,False
1,24,False
1,35,False
1,36,False
2,7,False
2,16,False
2,17,False
2,28,False
2,31,False
3,14,False
3,20,False
3,24,False
3,27,False
3,35,False
3,36,False
4,5,False
4,6,False
4,9,False
4,15,False
4,20,False
4,22,False
4,35,False
4,36,False
4,37,False
5,6,False
5,9,False
5,15,False
5,20,False
5,22,False
5,25,False
5,33,False
5,36,False
5,37,False
5,38,False
6,9,False
6,15,False
6,22,False
6,25,False
6,33,False
6,37,False
7,13,False
7,16,False
7,17,False
7,18,False
7,19,False
7,23,False
7,28,False
7,32,False
8,11,False
8,12,False
8,13,False
8,18,False
8,19,False
8,23,False
8,28,False
8,31,False
8,32,False
9,15,False
9,20,False
9,22,False
9,25,False
9,29,False
9,33,False
9,37,False
9,38,False
10,21,False
10,25,False
10,26,False
10,29,False
10,33,False
10,34,False
10,38,False
10,72,True
11,12,False
11,21,False
11,23,False
11,32,False
11,34,False
11,39,False
12,13,False
12,18,False
12,19,False
12,23,False
12,32,False
12,39,False
13,18,False
13,19,False
13,23,False
13,28,False
13,32,False
14,24,False
14,27,False
14,30,False
14,35,False
15,20,False
15,22,False
15,25,False
15,33,False
15,36,False
15,37,False
15,38,False
16,17,False
16,19,False
16,23,False
16,28,False
16,31,False
16,32,False
17,18,False
17,19,False
17,23,False
17,28,False
17,31,False
17,32,False
18,19,False
18,23,False
18,28,False
18,32,False
19,23,False
19,28,False
19,32,False
20,22,False
20,25,False
20,33,False
20,34,False
20,35,False
20,36,False
20,37,False
20,38,False
21,25,False
21,26,False
21,29,False
21,33,False
21,34,False
21,38,False
21,39,False
22,25,False
22,33,False
22,36,False
22,37,False
22,38,False
23,28,False
23,31,False
23,32,False
24,27,False
24,30,False
24,35,False
25,29,False
25,33,False
25,34,False
25,36,False
25,37,False
25,38,False
26,29,False
26,38,False
26,53,True
26,72,True
27,30,False
27,31,False
28,31,False
28,32,False
29,33,False
29,38,False
31,32,False
33,34,False
33,36,False
33,37,False
33,38,False
34,38,False
35,36,False
36,37,False
40,46,False
40,51,False
40,60,False
40,64,False
40,69,False
40,73,False
40,78,False
41,47,False
41,49,False
41,50,False
41,63,False
41,76,False
42,46,False
42,51,False
42,57,False
42,61,False
42,62,False
42,64,False
42,73,False
42,77,False
42,78,False
43,48,False
43,53,False
43,59,False
43,66,False
43,68,False
43,70,False
43,72,False
43,74,False
43,75,False
44,52,False
44,54,False
44,55,False
44,58,False
44,71,False
44,79,False
45,47,False
45,63,False
45,65,False
45,68,False
45,74,False
46,51,False
46,60,False
46,64,False
46,69,False
46,73,False
46,78,False
47,49,False
47,50,False
47,63,False
47,76,False
48,53,False
48,54,False
48,59,False
48,70,False
48,75,False
49,50,False
49,76,False
51,60,False
51,64,False
51,65,False
51,69,False
51,73,False
51,78,False
52,55,False
52,56,False
52,57,False
52,58,False
52,62,False
52,67,False
52,71,False
52,77,False
52,79,False
53,59,False
53,70,False
53,72,False
53,75,False
54,55,False
54,58,False
54,71,False
54,79,False
55,58,False
55,71,False
55,79,False
56,57,False
56,58,False
56,61,False
56,62,False
56,67,False
56,77,False
57,58,False
57,61,False
57,62,False
57,67,False
57,77,False
57,78,False
58,62,False
58,66,False
58,67,False
58,71,False
58,77,False
58,79,False
59,66,False
59,68,False
59,70,False
59,72,False
59,74,False
59,75,False
60,64,False
60,69,False
60,73,False
61,67,False
61,78,False
62,66,False
62,67,False
62,77,False
63,76,False
64,69,False
64,73,False
64,78,False
65,66,False
65,68,False
66,68,False
66,70,False
66,75,False
66,77,False
67,77,False
68,70,False
68,74,False
68,75,False
69,73,False
70,72,False
70,75,False
71,79,False
72,74,False
72,75,False
73,78,False
74,75,False
