episode,mean_VAoI,avg_tx_ratio,tx_ratio_ema,target_tx_ratio,budget_error,budget_relative_error,budget_error_after_deadzone,mean_action_probability,multiplier_used,multiplier_next,multiplier_at_max,actor_loss,critic_loss,entropy,approx_kl,clip_fraction,mean_vaoi_advantage,std_vaoi_advantage,max_abs_vaoi_advantage,mean_budget_advantage,std_budget_advantage,max_abs_budget_advantage,vaoi_policy_gradient_norm,budget_policy_gradient_norm,budget_to_vaoi_gradient_ratio,n_nodes,update_probability,max_node_activity_ratio,node_cap_violation_fraction,curvature_control_messages,alpha_raw,alpha_kappa,q_base_mean,q_base_std,q_base_min,q_base_max,corr_s_kappa_q_base,action_prob_mean,action_prob_std,action_prob_min,action_prob_p10,action_prob_p50,action_prob_p90,action_prob_max,action_prob_node_std_mean,action_prob_global_std,action_prob_per_node_mean_std
10,15.611757976382972,0.1028599999025464,0.10104737295372979,0.1,0.0010473729537297805,0.010473728489924956,0.0,0.10089464485645294,0.0,0.0,False,1.1718749703959475e-07,686.103271484375,0.32617437839508057,7.44894137483243e-08,0.0,6.835937682581061e-08,0.9999998807907104,3.6390163898468018,0.0,0.0,0.0,0.00018007807375397533,0.0,0.0,100,0.2,0.162,0.02,934,-0.4350026845932007,0.49911507964134216,0.10089464485645294,0.012723234482109547,0.08334413170814514,0.1302933394908905,0.9982627137030087,0.10089464485645294,0.012723234482109547,0.08334413170814514,0.08714820742607167,0.09697547554969788,0.12114852666854858,0.1302933394908905,0.012723236344754696,0.012723234482109547,0.01272327546030283
11,16.69642705228925,0.10011999986320734,0.10058368640846857,0.1,0.0005836864084685645,0.005836863500999294,0.0,0.1000053882598877,0.0,0.0,False,6.24999984211172e-07,770.3430786132812,0.3241172730922699,-8.217871538818144e-08,0.0,-1.7578125266481948e-07,0.9999998807907104,4.043453216552734,0.0,0.0,0.0,9.210888674715534e-05,0.0,0.0,100,0.2,0.144,0.0,862,-0.43546342849731445,0.4989340603351593,0.1000053882598877,0.013387088663876057,0.08335244655609131,0.13027498126029968,0.9982403377335537,0.1000053882598877,0.013387088663876057,0.08335244655609131,0.08335244655609131,0.09802272915840149,0.11870319545268904,0.13027498126029968,0.013387084938585758,0.013387088663876057,0.013387179933488369
12,13.002797959268094,0.10255999988690019,0.10157184314768439,0.1,0.001571843147684382,0.01571842990500083,0.0,0.1011512279510498,0.0,0.0,False,-3.3691406997604645e-07,445.26751708984375,0.32691264152526855,-1.2885034150755814e-09,0.0,1.9531249506599124e-07,0.9999997615814209,4.922000885009766,0.0,0.0,0.0,0.00013315214891918004,0.0,0.0,100,0.2,0.146,0.0,1002,-0.43591269850730896,0.49875760078430176,0.1011512279510498,0.011315647512674332,0.08335798978805542,0.13026267290115356,0.9981033491675563,0.1011512279510498,0.011315647512674332,0.08335798978805542,0.08795419335365295,0.09993031620979309,0.11442143023013779,0.13026267290115356,0.011315646581351757,0.011315647512674332,0.011315559968352318
13,13.608663646697998,0.09799999969452619,0.09978592142110529,0.1,-0.00021407857889471638,-0.0021407855748686064,0.0,0.09894728660583496,0.0,0.0,False,-8.007812652977009e-07,490.372314453125,0.32219991087913513,-1.500993995762201e-09,0.0,3.613281194247975e-07,0.9999997615814209,4.618770599365234,0.0,0.0,0.0,0.00011922630073968321,0.0,0.0,100,0.2,0.144,0.0,988,-0.43652722239494324,0.49851635098457336,0.09894728660583496,0.010156013071537018,0.08336341381072998,0.1302507519721985,0.9984095224923901,0.09894728660583496,0.010156013071537018,0.08336341381072998,0.08887075483799037,0.09697923064231873,0.11493992805480957,0.1302507519721985,0.010156011208891869,0.010156013071537018,0.010155955329537392
14,13.121444448560476,0.10053999994322657,0.10016296068216593,0.1,0.00016296068216592463,0.0016296066586985805,0.0,0.10233304649591446,0.0,0.0,False,1.6601562435880624e-07,453.697998046875,0.32948049902915955,-5.3507239528016726e-08,0.0,1.0742187583900886e-07,0.9999998211860657,4.510153293609619,0.0,0.0,0.0,5.937995229032822e-05,0.0,0.0,100,0.2,0.142,0.0,1044,-0.43714839220046997,0.49827250838279724,0.10233304649591446,0.011361438781023026,0.08337080478668213,0.13023437559604645,0.9981511482064673,0.10233304649591446,0.011361438781023026,0.08337080478668213,0.08880551755428409,0.10162445902824402,0.11740420758724018,0.13023437559604645,0.011361437849700451,0.011361438781023026,0.011361400596797466
15,12.982186468750239,0.10069999979436398,0.10043148023826495,0.1,0.0004314802382649474,0.004314801951169279,0.0,0.10054969042539597,0.0,0.0,False,2.343749940791895e-07,436.37799072265625,0.3257383108139038,-1.996457665853768e-09,0.0,3.0273437801042746e-07,0.9999997615814209,4.852128028869629,0.0,0.0,0.0,2.2190786694409326e-05,0.0,0.0,100,0.2,0.15,0.0,1058,-0.43758365511894226,0.49810177087783813,0.10054969042539597,0.01008687261492014,0.08337831497192383,0.13021785020828247,0.9983739800180897,0.10054969042539597,0.01008687261492014,0.08337831497192383,0.08898231387138367,0.0985240638256073,0.11445693075656521,0.13021785020828247,0.01008687261492014,0.01008687261492014,0.01008691731840372
16,16.24598562642932,0.09976000021398067,0.1000957402261228,0.1,9.574022612279798e-05,0.0009574021654877632,0.0,0.09988944232463837,0.0,0.0,False,-2.9296876391526894e-07,702.9298706054688,0.3241503834724426,1.3607740489973708e-09,0.0,0.0,0.9999997615814209,4.335371971130371,0.0,0.0,0.0,0.00012566363147925586,0.0,0.0,100,0.2,0.142,0.0,870,-0.437627375125885,0.49808454513549805,0.09988944232463837,0.011255727149546146,0.08338353037834167,0.13020628690719604,0.9979989131182492,0.09988944232463837,0.011255727149546146,0.08338353037834167,0.08635920286178589,0.09993049502372742,0.11557868197560311,0.13020628690719604,0.011255728080868721,0.011255727149546146,0.01125586498528719
17,13.238168674707413,0.09977999982610344,0.09993787002611312,0.1,-6.21299738868819e-05,-0.0006212996767388513,0.0,0.09948818385601044,0.0,0.0,False,-3.3203124871761247e-07,446.4173889160156,0.3233571946620941,5.10886311033687e-09,0.0,-2.9296874259898686e-08,0.9999997615814209,4.96080207824707,0.0,0.0,0.0,5.3229439799906686e-05,0.0,0.0,100,0.2,0.14,0.0,962,-0.43743887543678284,0.4981585741043091,0.09948818385601044,0.010399884544312954,0.08338409662246704,0.13020512461662292,0.9981830643247025,0.09948818385601044,0.010399884544312954,0.08338409662246704,0.08338409662246704,0.09993049502372742,0.11252802610397339,0.13020512461662292,0.010399884544312954,0.010399884544312954,0.010399849154055119
18,12.97396384909749,0.10061999966949224,0.10027893484780268,0.1,0.00027893484780266986,0.0027893481990918785,0.0,0.099942646920681,0.0,0.0,False,4.39453117451194e-07,424.3839111328125,0.3245009779930115,-1.371458147048088e-08,0.0,-1.6113281731122697e-07,0.9999997615814209,4.942519664764404,0.0,0.0,0.0,5.5283308029174805e-05,0.0,0.0,100,0.2,0.154,0.01,1024,-0.4371560215950012,0.49826952815055847,0.099942646920681,0.009033875539898872,0.08338183164596558,0.11773443222045898,0.9987184977403192,0.099942646920681,0.009033875539898872,0.08338183164596558,0.08540770411491394,0.09993043541908264,0.11076689660548736,0.11773443222045898,0.009033874608576298,0.009033875539898872,0.009033894166350365
19,14.793404679566622,0.10325999996066093,0.1017694674042318,0.1,0.0017694674042317976,0.017694672272850747,0.0,0.10105860233306885,0.0,0.0,False,3.8085937603682396e-07,555.9908447265625,0.3267096281051636,3.174260143623542e-08,0.0,1.56249996052793e-07,0.9999997615814209,5.000383377075195,0.0,0.0,0.0,0.0001902726653497666,0.0,0.0,100,0.2,0.16,0.01,962,-0.4365612268447876,0.49850302934646606,0.10105860233306885,0.011357019655406475,0.08337840437889099,0.13021764159202576,0.9978228285677692,0.10105860233306885,0.011357019655406475,0.08337840437889099,0.08816396892070824,0.09993043541908264,0.11713006794452109,0.13021764159202576,0.011357019655406475,0.011357019655406475,0.011357179842889309
20,13.793659605115652,0.09834000016376376,0.10005473378399779,0.1,5.473378399778461e-05,0.0005473377852440676,0.0,0.0981120765209198,0.0,0.0,False,-9.765624753299562e-08,475.3968200683594,0.32032957673072815,2.945736099491114e-08,0.0,5.859374851979737e-08,0.9999997615814209,4.927017688751221,0.0,0.0,0.0,9.241024235961959e-05,0.0,0.0,100,0.2,0.146,0.0,880,-0.43581005930900574,0.4987979233264923,0.0981120765209198,0.010280604474246502,0.08337122201919556,0.13023346662521362,0.9973526895816295,0.0981120765209198,0.010280604474246502,0.08337122201919556,0.08337122201919556,0.09698078036308289,0.10930466651916443,0.13023346662521362,0.010280607268214226,0.010280604474246502,0.010280556976795197
21,12.75899150121212,0.10199999997764826,0.10102736688082303,0.1,0.0010273668808230274,0.010273667780863496,0.0,0.10095525532960892,0.0,0.0,False,1.1718749703959475e-07,393.671630859375,0.32659944891929626,5.3493529605930235e-08,0.0,-1.0253906168600224e-07,0.9999997615814209,5.46431827545166,0.0,0.0,0.0,1.3292858056956902e-05,0.0,0.0,100,0.2,0.138,0.0,1032,-0.435240775346756,0.4990215003490448,0.10095525532960892,0.010342031717300415,0.08336213231086731,0.13025347888469696,0.9979501803768416,0.10095525532960892,0.010342031717300415,0.08336213231086731,0.08897125720977783,0.09993040561676025,0.11421827003359794,0.13025347888469696,0.010342033579945564,0.010342031717300415,0.010341932065784931
22,14.22592483922839,0.10209999993443489,0.10156368340762896,0.1,0.0015636834076289546,0.015636832512606294,0.0,0.10091381520032883,0.0,0.0,False,-9.765624753299562e-09,496.9414978027344,0.3260732889175415,-1.686647621568227e-08,0.0,2.2949218703161023e-07,0.9999997615814209,5.142509937286377,0.0,0.0,0.0,5.979682828183286e-05,0.0,0.0,100,0.2,0.174,0.04,956,-0.43499019742012024,0.49911999702453613,0.10091381520032883,0.013650216162204742,0.08335530757904053,0.1302686333656311,0.9983297439231813,0.10091381520032883,0.013650216162204742,0.08335530757904053,0.08335530757904053,0.09993031620979309,0.12002930045127869,0.1302686333656311,0.013650218956172466,0.013650216162204742,0.0136501993983984
23,22.878222828388214,0.10069999983161688,0.10113184161962292,0.1,0.001131841619622917,0.011318415064387664,0.0,0.10143515467643738,0.0,0.0,False,-3.12499992105586e-07,1483.7906494140625,0.3273354172706604,7.141977675928501e-09,0.0,-1.6113281731122697e-07,0.9999998807907104,3.0955355167388916,0.0,0.0,0.0,8.928986790124327e-05,0.0,0.0,100,0.2,0.156,0.03,974,-0.43506261706352234,0.49909156560897827,0.10143515467643738,0.012776242569088936,0.08335226774215698,0.13027524948120117,0.9981437196515188,0.10143515467643738,0.012776242569088936,0.08335226774215698,0.08335226774215698,0.10314422845840454,0.12113627791404724,0.13027524948120117,0.012776242569088936,0.012776242569088936,0.012776276096701622
24,11.985736770868302,0.10050000001862645,0.10081592081912469,0.1,0.0008159208191246825,0.008159207375326088,0.0,0.10126658529043198,0.0,0.0,False,9.765624753299562e-08,329.4187927246094,0.3272989094257355,3.100335543848587e-09,0.0,8.300781217940312e-08,0.9999998211860657,5.577286720275879,0.0,0.0,0.0,3.6318760976428166e-05,0.0,0.0,100,0.2,0.142,0.0,1038,-0.4352782368659973,0.49900680780410767,0.10126658529043198,0.010147668421268463,0.08335322141647339,0.13027337193489075,0.9977390723769274,0.10126658529043198,0.010147668421268463,0.08335322141647339,0.08724668622016907,0.10162639617919922,0.11158087849617004,0.13027337193489075,0.010147666558623314,0.010147668421268463,0.010147685185074806
25,14.54085111194849,0.10271999985724688,0.10176796033818578,0.1,0.00176796033818577,0.01767960161389754,0.0,0.10253477841615677,0.0,0.0,False,-2.9296876391526894e-07,498.37982177734375,0.32988250255584717,1.2692213502418781e-08,0.0,-1.2695312534560799e-07,0.9999998807907104,5.55076789855957,0.0,0.0,0.0,1.023522054310888e-05,0.0,0.0,100,0.2,0.15,0.0,916,-0.43544021248817444,0.49894317984580994,0.10253477841615677,0.011651170440018177,0.08335575461387634,0.13026762008666992,0.9980983713381909,0.10253477841615677,0.011651170440018177,0.08335575461387634,0.08627938330173524,0.10332085192203522,0.11776682734489441,0.13026762008666992,0.011651171371340752,0.011651170440018177,0.0116512980312109
26,15.561631695568561,0.10169999989122153,0.10173398011470365,0.1,0.0017339801147036454,0.017339799413056512,0.0,0.10152140259742737,0.0,0.0,False,-7.617187520736479e-07,598.8413696289062,0.32753217220306396,1.6810149716661726e-08,0.0,4.394531316620487e-08,0.9999998211860657,4.343997955322266,0.0,0.0,0.0,0.0001620254188310355,0.0,0.0,100,0.2,0.146,0.0,940,-0.43587011098861694,0.49877431988716125,0.10152140259742737,0.012733856216073036,0.08335772156715393,0.1302633285522461,0.9978972081548647,0.10152140259742737,0.012733856216073036,0.08335772156715393,0.08335772156715393,0.10277403891086578,0.11572311222553083,0.1302633285522461,0.01273385714739561,0.012733856216073036,0.012733994983136654
27,13.689559568524361,0.09925999983400106,0.10049698997435236,0.1,0.000496989974352352,0.0049698992465335955,0.0,0.10011443495750427,0.0,0.0,False,-4.199218608391675e-07,430.01104736328125,0.32469531893730164,-1.1147558431900961e-08,0.0,1.7578125266481948e-07,0.9999997615814209,5.3398637771606445,0.0,0.0,0.0,0.00018849424668587744,0.0,0.0,100,0.2,0.174,0.01,884,-0.4367018938064575,0.4984476864337921,0.10011443495750427,0.010847955010831356,0.08336293697357178,0.13025186955928802,0.9981695187270985,0.10011443495750427,0.010847955010831356,0.08336293697357178,0.08880004957318399,0.0989772379398346,0.11447235345840083,0.13025186955928802,0.010847955010831356,0.010847955010831356,0.010847985744476318
28,12.215173949420452,0.10183999973535537,0.10116849485485387,0.1,0.0011684948548538604,0.011684947380043866,0.0,0.10248327255249023,0.0,0.0,False,-3.41796862812771e-07,323.25079345703125,0.32982128858566284,6.751418091255346e-09,0.0,1.5136718900521373e-07,0.9999998211860657,6.003036022186279,0.0,0.0,0.0,0.00017193277017213404,0.0,0.0,100,0.2,0.15,0.0,996,-0.43778103590011597,0.49802425503730774,0.10248327255249023,0.011351012624800205,0.08337295055389404,0.13022974133491516,0.9981405794001399,0.10248327255249023,0.011351012624800205,0.08337295055389404,0.08897861838340759,0.10121867060661316,0.11499605178832913,0.13022974133491516,0.01135101355612278,0.011351012624800205,0.01135114673525095
29,12.887160424351693,0.10155999987199903,0.10136424736342645,0.1,0.0013642473634264407,0.01364247227001718,0.0,0.100632444024086,0.0,0.0,False,4.199218608391675e-07,365.0861511230469,0.32599034905433655,1.0053366139572972e-08,0.0,-3.906249901319825e-08,0.9999997615814209,5.60991907119751,0.0,0.0,0.0,0.00010755362018244341,0.0,0.0,100,0.2,0.152,0.01,916,-0.43888384103775024,0.4975917935371399,0.100632444024086,0.00934207160025835,0.08338594436645508,0.13020101189613342,0.9981542040352728,0.100632444024086,0.00934207160025835,0.08338594436645508,0.08727231621742249,0.10077668726444244,0.11155495047569275,0.13020101189613342,0.009342072531580925,0.00934207160025835,0.009341999888420105
30,13.300706264972687,0.100599999781698,0.10098212357256223,0.1,0.0009821235725622213,0.009821234743498738,0.0,0.10078498721122742,0.0,0.0,False,7.031250106592779e-07,382.8345642089844,0.32637059688568115,5.199775188202693e-08,0.0,-4.394531316620487e-08,0.9999997615814209,5.936605453491211,0.0,0.0,0.0,6.865199793537613e-06,0.0,0.0,100,0.2,0.136,0.0,1096,-0.43971627950668335,0.49726560711860657,0.10078498721122742,0.008892429061233997,0.08339917659759521,0.13017168641090393,0.9979207206854595,0.10078498721122742,0.008892429061233997,0.08339917659759521,0.08986533060669952,0.10121652483940125,0.1104612648487091,0.13017168641090393,0.008892429061233997,0.008892429061233997,0.008892424404621124
31,18.244871724635363,0.10159999971464276,0.10129106164360249,0.1,0.0012910616436024869,0.012910615144963354,0.0,0.10062215477228165,0.0,0.0,False,-5.859374851979737e-08,800.6224975585938,0.3255029618740082,-1.212731035593606e-07,0.0,7.324219097881723e-08,0.9999999403953552,4.525817394256592,0.0,0.0,0.0,0.00015814267680980265,0.0,0.0,100,0.2,0.144,0.0,1020,-0.440578430891037,0.4969278872013092,0.10062215477228165,0.013161243870854378,0.08340921998023987,0.13014961779117584,0.9981408424755157,0.10062215477228165,0.013161243870854378,0.08340921998023987,0.08340921998023987,0.10109159350395203,0.11770033836364746,0.13014961779117584,0.013161243870854378,0.013161243870854378,0.013161317445337772
32,16.079175565719606,0.10369999997317791,0.1024955308083902,0.1,0.002495530808390198,0.024955305588371418,0.0,0.10101902484893799,0.0,0.0,False,2.83203121398401e-07,577.8095703125,0.32665005326271057,-4.3366402024958006e-08,0.0,-1.416015606992005e-07,0.9999998807907104,5.279576778411865,0.0,0.0,0.0,0.00013782200403511524,0.0,0.0,100,0.2,0.16,0.01,996,-0.44158878922462463,0.4965323209762573,0.10101902484893799,0.01108712237328291,0.08341959118843079,0.1301267445087433,0.9981283945507512,0.10101902484893799,0.01108712237328291,0.08341959118843079,0.08890942037105615,0.09993061423301697,0.11553958058357239,0.1301267445087433,0.01108712051063776,0.01108712237328291,0.011087178252637386
33,12.773954921007157,0.09772000022977591,0.10010776551908306,0.1,0.0001077655190830501,0.0010776550830649927,0.0,0.09937573969364166,0.0,0.0,False,-3.613281194247975e-07,324.5115661621094,0.32296091318130493,3.098398426715221e-09,0.0,6.835937682581061e-08,0.9999998807907104,6.424297332763672,0.0,0.0,0.0,3.663050301838666e-05,0.0,0.0,100,0.2,0.15,0.0,908,-0.44247904419898987,0.49618399143218994,0.09937573969364166,0.011658252216875553,0.08343172073364258,0.13009992241859436,0.9979722647558684,0.09937573969364166,0.011658252216875553,0.08343172073364258,0.08343172073364258,0.09993064403533936,0.11279087662696397,0.13009992241859436,0.011658253148198128,0.011658252216875553,0.011658401228487492
34,11.946669302105903,0.10155999989807606,0.10083388270857956,0.1,0.0008338827085795503,0.008338826251912878,0.0,0.10187679529190063,0.0,0.0,False,3.41796862812771e-07,276.2931823730469,0.3284781277179718,-4.0637999632053834e-08,0.0,-3.3203124871761247e-07,0.9999998211860657,6.071917533874512,0.0,0.0,0.0,3.5865410609403625e-05,0.0,0.0,100,0.2,0.166,0.01,980,-0.4430364966392517,0.49596601724624634,0.10187679529190063,0.011393172666430473,0.08344241976737976,0.1300763487815857,0.9980049949880648,0.10187679529190063,0.011393172666430473,0.08344241976737976,0.0834424465894699,0.10239151120185852,0.11413943767547607,0.1300763487815857,0.011393174529075623,0.011393172666430473,0.01139320619404316
35,19.362728900760413,0.09652000004798174,0.09867694137828065,0.1,-0.0013230586217193585,-0.013230584894135096,0.0,0.09872540831565857,0.0,0.0,False,7.81249980263965e-08,932.6520385742188,0.32157590985298157,3.8834361504314074e-08,0.0,2.9296874259898686e-08,0.9999998807907104,3.6935837268829346,0.0,0.0,0.0,2.9430071663227864e-05,0.0,0.0,100,0.2,0.162,0.01,1028,-0.44343045353889465,0.4958120286464691,0.09872540831565857,0.01129814051091671,0.08344914019107819,0.13006159663200378,0.9981482090457615,0.09872540831565857,0.01129814051091671,0.08344914019107819,0.08581247329711936,0.09588771685957909,0.115507572889328,0.13006159663200378,0.011298139579594135,0.01129814051091671,0.011298121884465218
36,12.176020430117845,0.0974799999780953,0.09807847067818798,0.1,-0.0019215293218120266,-0.019215291296591136,0.0,0.09789928793907166,0.0,0.0,False,-2.5878907194964995e-07,272.8731384277344,0.3198188543319702,7.033496896013958e-09,0.0,2.343749940791895e-07,0.9999997615814209,6.451144218444824,0.0,0.0,0.0,1.3685100384464022e-05,0.0,0.0,100,0.2,0.146,0.0,938,-0.4436960220336914,0.4957081973552704,0.09789928793907166,0.010570330545306206,0.08345386385917664,0.13005119562149048,0.9979543227477098,0.09789928793907166,0.010570330545306206,0.08345386385917664,0.08345386385917664,0.09853127598762512,0.10877272486686707,0.13005119562149048,0.01057033147662878,0.010570330545306206,0.010570298880338669
