episode,mean_VAoI,avg_tx_ratio,tx_ratio_ema,target_tx_ratio,budget_error,budget_relative_error,budget_error_after_deadzone,mean_action_probability,multiplier_used,multiplier_next,multiplier_at_max,actor_loss,critic_loss,entropy,approx_kl,clip_fraction,mean_vaoi_advantage,std_vaoi_advantage,max_abs_vaoi_advantage,mean_budget_advantage,std_budget_advantage,max_abs_budget_advantage,vaoi_policy_gradient_norm,budget_policy_gradient_norm,budget_to_vaoi_gradient_ratio,n_nodes,update_probability,max_node_activity_ratio,node_cap_violation_fraction,curvature_control_messages,alpha_raw,alpha_kappa,q_base_mean,q_base_std,q_base_min,q_base_max,corr_s_kappa_q_base,action_prob_mean,action_prob_std,action_prob_min,action_prob_p10,action_prob_p50,action_prob_p90,action_prob_max,action_prob_node_std_mean,action_prob_global_std,action_prob_per_node_mean_std
10,16.12876650580764,0.1021399998627603,0.10080757802128573,0.1,0.0008075780212857264,0.008075779405279324,0.0,0.10037527233362198,0.0,0.0,False,-4.2968750335603545e-07,736.0031127929688,0.32559865713119507,5.074143416550214e-08,0.0,-2.4414061883248905e-08,0.9999998807907104,3.58252215385437,0.0,0.0,0.0,0.00013100935029797256,0.0,0.0,100,0.2,0.152,0.01,934,-1.0493663549423218,0.3002227544784546,0.10037527233362198,0.00751393660902977,0.08965602517127991,0.1173815131187439,0.9993597223236329,0.10037527233362198,0.00751393660902977,0.08965602517127991,0.09208022952079804,0.09817084670066833,0.11229336261749268,0.1173815131187439,0.007513938006013632,0.00751393660902977,0.007513861637562513
11,17.864021997600794,0.10012000000476837,0.10046378901302705,0.1,0.0004637890130270439,0.0046378896664814725,0.0,0.09981818497180939,0.0,0.0,False,4.882812731921149e-07,896.216796875,0.3243334889411926,-3.356293021283818e-08,0.0,-1.8554688097083272e-07,0.9999998807907104,3.705817222595215,0.0,0.0,0.0,7.92078863014467e-05,0.0,0.0,100,0.2,0.14,0.0,862,-1.0497305393218994,0.30012837052345276,0.09981818497180939,0.007972253486514091,0.08966115117073059,0.11737187206745148,0.9993620424895578,0.09981818497180939,0.007972253486514091,0.08966115117073059,0.08966115117073059,0.09880644083023071,0.11091187596321044,0.11737187206745148,0.007972254417836666,0.007972253486514091,0.007972218096256256
12,13.251993941128253,0.10185999984666705,0.10116189442984705,0.1,0.0011618944298470435,0.011618943136576122,0.0,0.10056120157241821,0.0,0.0,False,-1.56249996052793e-07,463.8290710449219,0.3260665237903595,7.97256838325211e-09,0.0,2.636718647863745e-07,0.9999998211860657,4.841437816619873,0.0,0.0,0.0,9.928612416842952e-05,0.0,0.0,100,0.2,0.136,0.0,1002,-1.0501255989074707,0.30002593994140625,0.10056120157241821,0.006715155206620693,0.08966416120529175,0.11736598610877991,0.9993098875744499,0.10056120157241821,0.006715155206620693,0.08966416120529175,0.09258836507797241,0.09995812177658081,0.1084693551063521,0.11736598610877991,0.0067151556722819805,0.006715155206620693,0.006715269293636084
13,13.730405662894249,0.09857999977841973,0.09987094710413338,0.1,-0.0001290528958666215,-0.001290528829613332,0.0,0.09925869852304459,0.0,0.0,False,4.1015624674400897e-07,501.8721923828125,0.3232499957084656,-8.52435810827501e-09,0.0,-6.347656267280399e-08,0.9999997615814209,4.440392017364502,0.0,0.0,0.0,7.342577009694651e-05,0.0,0.0,100,0.2,0.134,0.0,988,-1.0507233142852783,0.299871027469635,0.09925869852304459,0.006043734960258007,0.08966755867004395,0.11735966801643372,0.999419327768827,0.09925869852304459,0.006043734960258007,0.08966755867004395,0.09316453635692631,0.09817296266555786,0.10876718163490295,0.11735966801643372,0.00604373449459672,0.006043734960258007,0.006043767090886831
14,13.055382018893956,0.09973999990150333,0.09980547350281835,0.1,-0.00019452649718165738,-0.001945264777290096,0.0,0.10126696527004242,0.0,0.0,False,-2.5390625069121597e-07,448.79010009765625,0.3276081383228302,-3.6953387905214186e-08,0.0,-8.300781217940312e-08,0.9999997615814209,4.503495693206787,0.0,0.0,0.0,4.243590865371516e-06,0.0,0.0,100,0.2,0.142,0.0,1044,-1.0512430667877197,0.2997364103794098,0.10126696527004242,0.006751648150384426,0.08967265486717224,0.11735009402036667,0.9993269468250658,0.10126696527004242,0.006751648150384426,0.08967265486717224,0.09312359690666258,0.10097438097000122,0.11017419695854078,0.11735009402036667,0.006751649081707001,0.006751648150384426,0.006751702632755041
15,12.780731921464206,0.10059999982267619,0.10020273666274726,0.1,0.00020273666274725488,0.0020273664247359062,0.0,0.10022677481174469,0.0,0.0,False,-5.126952942191565e-07,421.44781494140625,0.3253849148750305,2.7537345737016494e-09,0.0,2.978515567519935e-07,0.9999998211860657,4.908962249755859,0.0,0.0,0.0,4.512283794610994e-06,0.0,0.0,100,0.2,0.134,0.0,1058,-1.051614761352539,0.29964011907577515,0.10022677481174469,0.005985943600535393,0.08967706561088562,0.11734172701835632,0.9994082748553917,0.10022677481174469,0.005985943600535393,0.08967706561088562,0.09323462843894958,0.09910982847213745,0.10848965048789766,0.11734172701835632,0.0059859431348741055,0.005985943600535393,0.005985915660858154
16,16.280038787335158,0.09976000010967255,0.09998136838620991,0.1,-1.863161379009326e-05,-0.00018631611926932067,0.0,0.09980326890945435,0.0,0.0,False,2.1484375167801772e-07,706.1504516601562,0.3244050443172455,6.996095369693478e-10,0.0,1.2207031829802872e-07,0.9999998211860657,4.31742525100708,0.0,0.0,0.0,0.00010713760275393724,0.0,0.0,100,0.2,0.136,0.0,870,-1.0515599250793457,0.2996543347835541,0.09980326890945435,0.00669280206784606,0.08968022465705872,0.1173357367515564,0.9992703936276415,0.09980326890945435,0.00669280206784606,0.08968022465705872,0.09157982468605042,0.09995818138122559,0.10913321673870087,0.1173357367515564,0.006692803464829922,0.00669280206784606,0.006692944094538689
17,13.417157159090042,0.09915999984368681,0.09957068411494836,0.1,-0.00042931588505164264,-0.004293158421200584,0.0,0.09957638382911682,0.0,0.0,False,-1.7578125266481948e-07,459.9998779296875,0.32393309473991394,2.1013617512721794e-09,0.0,4.2968750335603545e-07,0.9999998211860657,4.886183261871338,0.0,0.0,0.0,3.360547634656541e-05,0.0,0.0,100,0.2,0.132,0.0,962,-1.051263451576233,0.2997311055660248,0.09957638382911682,0.006254592444747686,0.0896797776222229,0.11733666062355042,0.9993491786877113,0.09957638382911682,0.006254592444747686,0.0896797776222229,0.0896797776222229,0.09995818138122559,0.10738047957420349,0.11733666062355042,0.006254591513425112,0.006254592444747686,0.0062545365653932095
18,12.957839811831713,0.10035999960824847,0.09996534186159842,0.1,-3.465813840158871e-05,-0.0003465813493577522,0.0,0.0998774915933609,0.0,0.0,False,-1.0058594170914148e-06,426.367919921875,0.32464808225631714,-6.97493574008945e-09,0.0,4.4921875996806193e-07,0.9999997615814209,4.691250801086426,0.0,0.0,0.0,4.7620102122891694e-05,0.0,0.0,100,0.2,0.138,0.0,1024,-1.0508710145950317,0.2998327612876892,0.0998774915933609,0.005456267390400171,0.08967724442481995,0.1103648841381073,0.9995376344003686,0.0998774915933609,0.005456267390400171,0.08967724442481995,0.09097346663475037,0.09995812177658081,0.10636084973811856,0.1103648841381073,0.005456268321722746,0.005456267390400171,0.005456236191093922
19,14.333253331035376,0.1023999998755753,0.10118267086858686,0.1,0.001182670868586852,0.01182670750319777,0.0,0.10050613433122635,0.0,0.0,False,2.343749940791895e-07,521.5774536132812,0.3259469270706177,3.214374189042246e-08,0.0,1.708984314063855e-07,0.9999997615814209,4.869754791259766,0.0,0.0,0.0,0.00013777254207525402,0.0,0.0,100,0.2,0.146,0.0,962,-1.0501413345336914,0.30002185702323914,0.10050613433122635,0.006722510792315006,0.08967387676239014,0.11734771728515625,0.9992018931747018,0.10050613433122635,0.006722510792315006,0.08967387676239014,0.09271792769432102,0.09995812177658081,0.11002100706100149,0.11734771728515625,0.006722510326653719,0.006722510792315006,0.006722508929669857
20,14.061595751017332,0.09938000009581446,0.10028133548220067,0.1,0.00028133548220066196,0.0028133545406711655,0.0,0.09874824434518814,0.0,0.0,False,-5.468750146064849e-07,497.6000671386719,0.32211288809776306,3.9504765680931087e-08,0.0,2.343749940791895e-07,0.9999998807907104,4.783087730407715,0.0,0.0,0.0,9.603960643289611e-05,0.0,0.0,100,0.2,0.144,0.0,880,-1.0491822957992554,0.30027052760124207,0.09874824434518814,0.006151935085654259,0.08966773748397827,0.11735939979553223,0.9990446182205132,0.09874824434518814,0.006151935085654259,0.08966773748397827,0.08966773748397827,0.09817296266555786,0.10551219582557642,0.11735939979553223,0.006151936482638121,0.006151935085654259,0.006151869893074036
21,12.916082623392343,0.10145999993383885,0.10087066770801975,0.1,0.0008706677080197456,0.008706676209529834,0.0,0.10046562552452087,0.0,0.0,False,2.0507812337200448e-07,403.5506591796875,0.3258993327617645,6.539851682418885e-08,0.0,1.0253906168600224e-07,0.9999997615814209,5.537790775299072,0.0,0.0,0.0,1.2812653039873112e-05,0.0,0.0,100,0.2,0.134,0.0,1032,-1.0484354496002197,0.30046430230140686,0.10046562552452087,0.006139708217233419,0.08965954184532166,0.11737483739852905,0.9992519552267669,0.10046562552452087,0.006139708217233419,0.08965954184532166,0.09322291612625122,0.09995809197425842,0.10835942775011062,0.11737483739852905,0.006139708682894707,0.006139708217233419,0.006139716599136591
22,14.380127471774816,0.10119999985396862,0.10103533378099419,0.1,0.0010353337809941854,0.010353336774608176,0.0,0.10035843402147293,0.0,0.0,False,-1.0742187583900886e-07,509.2404479980469,0.32550710439682007,-4.1275917794791894e-08,0.0,1.3671875365162123e-07,0.9999997615814209,5.069454669952393,0.0,0.0,0.0,1.224357129103737e-05,0.0,0.0,100,0.2,0.166,0.01,956,-1.0479907989501953,0.30057966709136963,0.10035843402147293,0.00813058391213417,0.08965319395065308,0.1173868477344513,0.9993923040233572,0.10035843402147293,0.00813058391213417,0.08965319395065308,0.08965319395065308,0.09995800256729126,0.11167454719543457,0.1173868477344513,0.008130582980811596,0.00813058391213417,0.008130514062941074
23,25.63786526465416,0.09981999990344048,0.10042766684221734,0.1,0.00042766684221733076,0.004276667994506508,0.0,0.10069410502910614,0.0,0.0,False,-3.12499992105586e-07,1969.8040771484375,0.3262858986854553,-1.5485882798316197e-08,0.0,1.6113281731122697e-07,0.9999998807907104,2.650324821472168,0.0,0.0,0.0,2.3191634682007134e-05,0.0,0.0,100,0.2,0.146,0.0,974,-1.047783613204956,0.3006334900856018,0.10069410502910614,0.007630109786987305,0.08964943885803223,0.11739403009414673,0.9993267117052538,0.10069410502910614,0.007630109786987305,0.08964943885803223,0.08964943885803223,0.1018831729888916,0.1123020350933075,0.11739403009414673,0.00763010885566473,0.007630109786987305,0.007630053907632828
24,11.83397775864601,0.10017999998107553,0.10030383341164643,0.1,0.00030383341164642863,0.003038333812630905,0.0,0.10065609216690063,0.0,0.0,False,-2.2460937998403097e-07,318.1324768066406,0.32632163166999817,-1.95473437436533e-09,0.0,-2.4414061883248905e-08,0.9999997615814209,5.696244239807129,0.0,0.0,0.0,6.857812877569813e-06,0.0,0.0,100,0.2,0.134,0.0,1038,-1.0477041006088257,0.3006541430950165,0.10065609216690063,0.006045460235327482,0.08964765071868896,0.11739733815193176,0.9991789273602718,0.10065609216690063,0.006045460235327482,0.08964765071868896,0.09213165193796158,0.10097691416740417,0.10684159398078918,0.11739733815193176,0.006045460235327482,0.006045460235327482,0.006045394577085972
25,14.061186471998692,0.10153999968245625,0.10092191654705135,0.1,0.0009219165470513435,0.00921916454859698,0.0,0.10138266533613205,0.0,0.0,False,1.4648438195763447e-07,464.98541259765625,0.3278461694717407,-6.748885006402361e-09,0.0,-8.300781217940312e-08,0.9999998211860657,5.352379322052002,0.0,0.0,0.0,3.6226356314728037e-05,0.0,0.0,100,0.2,0.142,0.0,916,-1.04754638671875,0.3006950914859772,0.10138266533613205,0.006944994442164898,0.08964699506759644,0.11739861965179443,0.9993075405074229,0.10138266533613205,0.006944994442164898,0.08964699506759644,0.09151640832424184,0.1019892543554306,0.11039817333221436,0.11739861965179443,0.006944993976503611,0.006944994442164898,0.006944953929632902
26,16.125235967099666,0.1010200000628829,0.10097095830496713,0.1,0.0009709583049671289,0.00970958207871308,0.0,0.10074882954359055,0.0,0.0,False,-2.7343750730324246e-07,650.9236450195312,0.3264082670211792,3.6209823334187874e-11,0.0,3.417968841290531e-08,0.9999998211860657,4.188940048217773,0.0,0.0,0.0,5.932342537562363e-05,0.0,0.0,100,0.2,0.134,0.0,940,-1.0475728511810303,0.3006882071495056,0.10074882954359055,0.007594580762088299,0.08964568376541138,0.11740118265151978,0.9992363978289779,0.10074882954359055,0.007594580762088299,0.08964568376541138,0.08964568376541138,0.10166358947753906,0.10923331677913568,0.11740118265151978,0.0075945802964270115,0.007594580762088299,0.00759459612891078
27,13.387135986596347,0.0988999999165535,0.09993547911076031,0.1,-6.452088923969423e-05,-0.0006452088278760596,0.0,0.09994877874851227,0.0,0.0,False,2.3925781533762347e-07,406.4047546386719,0.3247426152229309,-2.0167828296280277e-08,0.0,-1.4648438195763447e-07,0.9999998211860657,5.531731605529785,0.0,0.0,0.0,0.00011464582348708063,0.0,0.0,100,0.2,0.144,0.0,884,-1.048056960105896,0.3005625307559967,0.09994877874851227,0.00645641703158617,0.08964589238166809,0.11740074306726456,0.9993308808221721,0.09994877874851227,0.00645641703158617,0.08964589238166809,0.09310541450977385,0.09938132762908936,0.1085175961256006,0.11740074306726456,0.00645641703158617,0.00645641703158617,0.006456445902585983
28,12.38232465428114,0.10121999983862043,0.10057773947469037,0.1,0.0005777394746903641,0.005777394169164224,0.0,0.10136578977108002,0.0,0.0,False,3.41796862812771e-07,334.1651306152344,0.3278310298919678,1.6908199285126102e-08,0.0,-2.4414063659605745e-07,0.9999997615814209,5.86313533782959,0.0,0.0,0.0,0.00011919115058844909,0.0,0.0,100,0.2,0.136,0.0,996,-1.0489342212677002,0.3003348708152771,0.10136578977108002,0.006678985431790352,0.08965000510215759,0.11739295721054077,0.999310317273469,0.10136578977108002,0.006678985431790352,0.08965000510215759,0.09321656823158264,0.10073328018188477,0.10882132649421637,0.11739295721054077,0.00667898403480649,0.006678985431790352,0.006679156795144081
29,12.65029313838482,0.10101999990269542,0.1007988696886929,0.1,0.0007988696886928881,0.007988696088059272,0.0,0.10028987377882004,0.0,0.0,False,6.347656267280399e-08,349.96624755859375,0.3255445659160614,8.78304273754793e-09,0.0,1.416015606992005e-07,0.9999998807907104,5.646385192871094,0.0,0.0,0.0,9.566546941641718e-05,0.0,0.0,100,0.2,0.152,0.01,916,-1.0499987602233887,0.3000587821006775,0.10028987377882004,0.005605734419077635,0.08965745568275452,0.11737880110740662,0.9993330067693321,0.10028987377882004,0.005605734419077635,0.08965745568275452,0.09213918447494507,0.10046697407960892,0.1068345308303833,0.11737880110740662,0.005605734419077635,0.005605734419077635,0.005605744663625956
30,13.19498665523529,0.10023999972641467,0.10051943470755378,0.1,0.0005194347075537786,0.00519434655610313,0.0,0.10039062798023224,0.0,0.0,False,8.789062633240974e-08,374.66668701171875,0.3257836103439331,4.442423673367557e-08,0.0,-1.8554688097083272e-07,0.9999998807907104,6.100572109222412,0.0,0.0,0.0,8.339681698998902e-06,0.0,0.0,100,0.2,0.13,0.0,1096,-1.0508869886398315,0.2998286187648773,0.10039062798023224,0.005327983293682337,0.08966648578643799,0.11736172437667847,0.9992457936349977,0.10039062798023224,0.005327983293682337,0.08966648578643799,0.09377272501587901,0.10073205828666687,0.10619819164276123,0.11736172437667847,0.005327983759343624,0.005327983293682337,0.005327900405973196
31,18.261093115717173,0.10127999981120228,0.10089971725937803,0.1,0.0008997172593780273,0.008997171694063104,0.0,0.1001962423324585,0.0,0.0,False,3.5156250532963895e-07,804.4655151367188,0.32517334818840027,-6.921544581928174e-08,0.0,-2.1484375167801772e-07,0.9999998807907104,4.498937606811523,0.0,0.0,0.0,8.602600428275764e-05,0.0,0.0,100,0.2,0.138,0.0,1020,-1.0517611503601074,0.299602210521698,0.1001962423324585,0.007863069884479046,0.08967405557632446,0.11734744906425476,0.9993239329045649,0.1001962423324585,0.007863069884479046,0.08967405557632446,0.08967405557632446,0.1006569117307663,0.11036837100982666,0.11734744906425476,0.007863068953156471,0.007863069884479046,0.007862967438995838
32,16.797263029575348,0.10301999992877245,0.10195985859407525,0.1,0.001959858594075242,0.019598583980894025,0.0,0.10048829019069672,0.0,0.0,False,-1.9531249506599124e-08,642.5706787109375,0.3259158730506897,-2.5359392807899894e-08,0.0,-1.0742187583900886e-07,0.9999998807907104,5.086886405944824,0.0,0.0,0.0,5.6435237638652325e-05,0.0,0.0,100,0.2,0.152,0.01,996,-1.0526615381240845,0.299369215965271,0.10048829019069672,0.006600172724574804,0.08968144655227661,0.11733344197273254,0.9993145939854378,0.10048829019069672,0.006600172724574804,0.08968144655227661,0.09317389428615605,0.09995818138122559,0.10913202166557312,0.11733344197273254,0.006600172258913517,0.006600172724574804,0.006600189488381147
33,12.970564861774445,0.09744000012800097,0.09969992936103811,0.1,-0.0003000706389618968,-0.003000706089548359,0.0,0.09948045015335083,0.0,0.0,False,-4.785156306752469e-07,337.4042053222656,0.32366955280303955,4.914551876566975e-09,0.0,-9.765624753299562e-09,0.9999997615814209,6.3267974853515625,0.0,0.0,0.0,3.675347761600278e-05,0.0,0.0,100,0.2,0.142,0.0,908,-1.0534729957580566,0.29915931820869446,0.09948045015335083,0.00699240155518055,0.08968910574913025,0.11731895804405212,0.9992669718376103,0.09948045015335083,0.00699240155518055,0.08968910574913025,0.08968910574913025,0.09995827078819275,0.10754838287830097,0.11731895804405212,0.006992400158196688,0.00699240155518055,0.006992402020841837
34,11.956475954174996,0.10023999982699752,0.09996996459401782,0.1,-3.003540598219001e-05,-0.0003003540297864971,0.0,0.1009943038225174,0.0,0.0,False,-1.9531249506599124e-08,275.8553466796875,0.32700639963150024,-3.271386006531429e-08,0.0,-1.2695312534560799e-07,0.9999997615814209,6.222819805145264,0.0,0.0,0.0,2.0892773591185687e-06,0.0,0.0,100,0.2,0.138,0.0,980,-1.054068922996521,0.2990052402019501,0.1009943038225174,0.0068177045322954655,0.08969596028327942,0.11730590462684631,0.9992765922184886,0.1009943038225174,0.0068177045322954655,0.08969596028327942,0.08969600722193719,0.10143592953681946,0.10832741856575012,0.11730590462684631,0.006817704997956753,0.0068177045322954655,0.006817698013037443
35,18.510613743633034,0.09675999999046325,0.09836498229224053,0.1,-0.0016350177077594785,-0.01635017544257724,0.0,0.09909756481647491,0.0,0.0,False,2.5390625069121597e-07,834.795654296875,0.3228452205657959,2.8950571717700768e-08,0.0,-7.324219097881723e-08,0.9999999403953552,3.810647964477539,0.0,0.0,0.0,7.288302731467411e-05,0.0,0.0,100,0.2,0.152,0.01,1028,-1.0547007322311401,0.29884204268455505,0.09909756481647491,0.006738865282386541,0.08970102667808533,0.11729639768600464,0.9993230863599588,0.09909756481647491,0.006738865282386541,0.08970102667808533,0.09121430516242994,0.0975024402141571,0.10911315679550171,0.11729639768600464,0.006738864816725254,0.006738865282386541,0.0067389244213700294
36,12.307636363059283,0.09813999996706843,0.09825249112965448,0.1,-0.0017475088703455266,-0.01747508695594657,0.0,0.0986086055636406,0.0,0.0,False,-1.9531249506599124e-08,282.49688720703125,0.3217892050743103,2.4616420901679703e-08,0.0,1.2695312534560799e-07,0.9999998211860657,6.307025909423828,0.0,0.0,0.0,4.222217830829322e-05,0.0,0.0,100,0.2,0.14,0.0,938,-1.0551038980484009,0.29873788356781006,0.0986086055636406,0.006374442018568516,0.08970639109611511,0.11728626489639282,0.9992693947122073,0.0986086055636406,0.006374442018568516,0.08970639109611511,0.08970639109611511,0.09911245107650757,0.10520943999290466,0.11728626489639282,0.006374442018568516,0.006374442018568516,0.006374482065439224
