slot,mean_version_age,max_version_age,p95_version_age,p99_version_age,top_5pct_mean_version_age,mean_time_age,num_transmitters,num_successful_decodes,num_transmitters_decoded,num_improved_cache_entries,total_version_improvement,mean_broadcast_debt,max_broadcast_debt,node_debt_positive_fraction,mean_vaoi_cluster_0_to_1,max_vaoi_cluster_0_to_1,mean_vaoi_cluster_1_to_0,max_vaoi_cluster_1_to_0,mean_aoi,max_aoi,min_aoi
100,12.273131313131314,29.0,25.0,28.0,27.01212121212121,64.22383838383838,7,42,7,326,1887,0.0,0.0,0.0,17.9956,29.0,17.7244,29.0,12.273131313131314,29.0,0.0
110,13.02030303030303,32.0,26.0,30.0,28.757575757575758,67.49010101010101,9,42,9,515,2902,0.0,0.0,0.0,18.9572,32.0,19.8928,31.0,13.02030303030303,32.0,0.0
120,13.491919191919193,34.0,28.0,32.0,30.2,69.9950505050505,6,42,6,86,269,0.0,0.0,0.0,20.6404,34.0,20.7392,32.0,13.491919191919193,34.0,0.0
130,13.826363636363636,35.0,30.0,33.0,31.705050505050504,70.86777777777777,13,45,12,80,259,0.0,0.0,0.0,21.4748,35.0,20.3924,34.0,13.826363636363636,35.0,0.0
140,12.975454545454545,38.0,29.0,34.0,32.593939393939394,67.24484848484849,13,47,10,383,2140,0.0,0.0,0.0,18.9668,38.0,20.7872,37.0,12.975454545454545,38.0,0.0
150,13.026565656565657,39.0,29.0,37.0,32.991919191919195,68.49969696969697,13,53,13,426,3471,0.0,0.0,0.0,18.372,39.0,21.7232,39.0,13.026565656565657,39.0,0.0
160,13.354141414141415,44.0,30.0,36.0,33.68484848484849,70.88181818181818,6,34,6,212,918,0.0,0.0,0.0,19.076,32.0,22.21,44.0,13.354141414141415,44.0,0.0
170,13.497575757575758,47.0,31.0,35.0,33.58383838383838,73.09040404040404,10,41,9,360,2144,0.0,0.0,0.0,19.526,33.0,22.5404,47.0,13.497575757575758,47.0,0.0
180,13.289393939393939,35.0,30.0,35.0,32.76565656565656,72.71636363636364,8,35,8,227,1390,0.0,0.0,0.0,19.3008,33.0,22.1708,35.0,13.289393939393939,35.0,0.0
190,12.795050505050504,38.0,32.0,36.0,34.054545454545455,70.77848484848485,8,35,8,403,2066,0.0,0.0,0.0,18.438,33.0,20.6912,38.0,12.795050505050504,38.0,0.0
200,12.481010101010101,40.0,31.0,36.0,34.73939393939394,68.72858585858586,10,35,9,736,5770,0.0,0.0,0.0,19.0668,35.0,17.646,40.0,12.481010101010101,40.0,0.0
210,10.58959595959596,43.0,25.0,37.0,30.77979797979798,58.828989898989896,10,50,10,712,4732,0.0,0.0,0.0,14.9484,38.0,15.112,43.0,10.58959595959596,43.0,0.0
220,10.182626262626263,37.0,24.0,33.04000000000087,28.575757575757574,56.67727272727273,9,49,9,679,3514,0.0,0.0,0.0,14.5956,37.0,14.0156,30.0,10.182626262626263,37.0,0.0
230,9.615757575757575,37.0,23.0,35.02000000000044,27.892929292929292,52.75989898989899,16,43,11,676,3625,0.0,0.0,0.0,14.01,37.0,12.9424,35.0,9.615757575757575,37.0,0.0
240,9.733333333333333,38.0,23.0,35.030000000000655,27.97171717171717,52.19464646464647,11,35,10,333,1782,0.0,0.0,0.0,14.528,38.0,12.4308,32.0,9.733333333333333,38.0,0.0
250,9.962626262626262,39.0,24.0,33.06000000000131,29.03030303030303,53.8340404040404,15,37,13,428,2340,0.0,0.0,0.0,14.2144,39.0,14.1044,28.0,9.962626262626262,39.0,0.0
260,10.077878787878788,41.0,23.0,30.1100000000024,30.096969696969698,54.8640404040404,6,33,6,246,1186,0.0,0.0,0.0,13.4096,41.0,14.866,29.0,10.077878787878788,41.0,0.0
270,10.44959595959596,43.0,22.0,32.1100000000024,30.88282828282828,57.357979797979795,8,32,7,227,1159,0.0,0.0,0.0,15.1124,43.0,13.6908,32.0,10.44959595959596,43.0,0.0
280,11.217171717171718,46.0,23.0,35.1100000000024,32.07878787878788,60.62535353535353,11,36,10,196,953,0.0,0.0,0.0,16.4948,46.0,13.9472,34.0,11.217171717171718,46.0,0.0
290,11.268686868686869,49.0,24.0,36.13000000000284,32.872727272727275,61.01373737373737,8,37,7,380,2283,0.0,0.0,0.0,17.8312,49.0,12.7528,34.0,11.268686868686869,49.0,0.0
300,11.645353535353536,51.0,26.0,37.140000000003056,33.977777777777774,63.95727272727273,13,43,12,517,3152,0.0,0.0,0.0,18.4964,51.0,13.4132,36.0,11.645353535353536,51.0,0.0
310,11.633333333333333,54.0,25.0,42.12000000000262,34.18181818181818,62.81818181818182,8,36,8,588,3583,0.0,0.0,0.0,18.1836,54.0,13.1012,38.0,11.633333333333333,54.0,0.0
320,12.057676767676767,58.0,25.0,43.150000000003274,35.18181818181818,65.6859595959596,5,30,5,210,1824,0.0,0.0,0.0,18.5144,58.0,14.202,40.0,12.057676767676767,58.0,0.0
330,11.655454545454546,61.0,24.0,32.29000000000633,33.43030303030303,64.7849494949495,10,39,8,205,1299,0.0,0.0,0.0,18.686,61.0,14.2164,26.0,11.655454545454546,61.0,0.0
340,12.258585858585858,61.0,25.0,34.27000000000589,35.5030303030303,68.17727272727272,4,27,4,270,1980,0.0,0.0,0.0,19.494,61.0,15.4556,29.0,12.258585858585858,61.0,0.0
350,12.902929292929294,63.0,27.0,36.27000000000589,36.852525252525254,71.28727272727272,14,41,13,251,1274,0.0,0.0,0.0,20.228,63.0,16.95,30.0,12.902929292929294,63.0,0.0
360,12.805858585858585,66.0,28.0,40.260000000005675,39.21212121212121,70.21272727272728,13,51,13,432,2332,0.0,0.0,0.0,20.284,66.0,17.7768,35.0,12.805858585858585,66.0,0.0
370,12.715858585858586,67.0,29.0,43.24000000000524,39.044444444444444,69.74737373737374,11,44,11,422,3293,0.0,0.0,0.0,18.5388,67.0,19.1172,38.0,12.715858585858586,67.0,0.0
380,12.627474747474748,70.0,30.0,47.23000000000502,40.91919191919192,69.28444444444445,19,48,17,367,1556,0.0,0.0,0.0,19.0904,70.0,18.0036,40.0,12.627474747474748,70.0,0.0
390,12.946060606060605,72.0,31.0,44.28000000000611,42.438383838383835,71.26555555555555,12,42,11,344,1912,0.0,0.0,0.0,18.7828,72.0,19.1264,40.0,12.946060606060605,72.0,0.0
400,12.484343434343435,74.0,31.0,44.30000000000655,42.624242424242425,68.33626262626262,7,35,7,269,1699,0.0,0.0,0.0,20.7188,74.0,15.4324,43.0,12.484343434343435,74.0,0.0
410,11.457272727272727,75.0,25.049999999999272,46.29000000000633,39.37373737373738,63.39878787878788,10,50,9,517,3435,0.0,0.0,0.0,20.2332,75.0,12.8072,24.0,11.457272727272727,75.0,0.0
420,11.201515151515151,76.0,24.0,38.380000000008295,37.04040404040404,62.91656565656566,3,22,3,56,305,0.0,0.0,0.0,18.064,76.0,13.9372,29.0,11.201515151515151,76.0,0.0
430,11.738585858585859,77.0,24.0,33.440000000009604,36.74545454545454,65.3329292929293,8,45,8,433,2194,0.0,0.0,0.0,18.64,77.0,14.472,33.0,11.738585858585859,77.0,0.0
440,12.484242424242424,78.0,25.0,35.430000000009386,38.13939393939394,69.2249494949495,11,28,11,218,1012,0.0,0.0,0.0,20.4192,78.0,15.4872,35.0,12.484242424242424,78.0,0.0
450,13.075454545454546,80.0,28.0,35.45000000000982,40.06666666666667,70.54929292929293,13,38,12,271,1341,0.0,0.0,0.0,21.7952,80.0,16.3012,35.0,13.075454545454546,80.0,0.0
460,13.501717171717171,85.0,29.0,38.47000000001026,42.56565656565657,72.00222222222222,17,46,15,348,2016,0.0,0.0,0.0,23.3568,85.0,16.4812,38.0,13.501717171717171,85.0,0.0
470,13.133131313131313,89.0,30.0,39.500000000010914,43.93333333333333,68.7311111111111,7,44,7,574,4251,0.0,0.0,0.0,22.1816,89.0,17.112,38.0,13.133131313131313,89.0,0.0
480,13.019595959595959,90.0,29.0,41.490000000010696,44.04242424242424,67.95929292929293,12,43,11,718,5151,0.0,0.0,0.0,20.9632,90.0,17.4504,38.0,13.019595959595959,90.0,0.0
490,12.23030303030303,92.0,26.0,43.490000000010696,42.65252525252525,63.77292929292929,12,39,11,680,4722,0.0,0.0,0.0,19.4588,92.0,16.1016,39.0,12.23030303030303,92.0,0.0
500,11.827070707070707,95.0,23.0,38.57000000001244,40.72727272727273,61.42545454545454,9,46,8,383,2078,0.0,0.0,0.0,17.8588,95.0,15.9344,31.0,11.827070707070707,95.0,0.0
510,12.757777777777777,96.0,26.0,31.650000000014188,41.8,65.72050505050505,8,41,8,137,577,0.0,0.0,0.0,19.0364,96.0,17.3788,31.0,12.757777777777777,96.0,0.0
