episode,mean_VAoI,avg_tx_ratio,tx_ratio_ema,target_tx_ratio,budget_error,budget_relative_error,budget_error_after_deadzone,mean_action_probability,multiplier_used,multiplier_next,multiplier_at_max,actor_loss,critic_loss,entropy,approx_kl,clip_fraction,mean_vaoi_advantage,std_vaoi_advantage,max_abs_vaoi_advantage,mean_budget_advantage,std_budget_advantage,max_abs_budget_advantage,vaoi_policy_gradient_norm,budget_policy_gradient_norm,budget_to_vaoi_gradient_ratio,n_nodes,update_probability,max_node_activity_ratio,node_cap_violation_fraction,curvature_control_messages,alpha_raw,alpha_kappa,q_base_mean,q_base_std,q_base_min,q_base_max,residual_delta_mean,residual_delta_std,residual_delta_min,residual_delta_max,q_final_mean,q_final_std,corr_s_kappa_q_base,action_prob_mean,action_prob_std,action_prob_min,action_prob_p10,action_prob_p50,action_prob_p90,action_prob_max,action_prob_node_std_mean,action_prob_global_std,action_prob_per_node_mean_std
11,7.341570209637284,0.1465250002592802,0.14796652233016627,0.15,-0.002033477669833722,-0.013556516895123688,0.0,0.14774921536445618,0.0,0.0,False,-9.033203127728484e-07,130.29054260253906,0.4133756756782532,1.121742457144137e-06,0.0,4.6386719532165444e-07,0.9999995827674866,5.672975063323975,0.0,0.0,0.0,0.0007665114826522768,0.0,0.0,100,0.2,0.2825,0.07,862,0.5413248538970947,0.9999999403953552,0.15166349709033966,0.03871312737464905,0.10565611720085144,0.24307388067245483,-0.031064972281455994,0.002597107784822583,-0.03629681095480919,-0.009944749996066093,0.14774921536445618,0.03788803517818451,0.9948903945704074,0.14774921536445618,0.03788803517818451,0.10229039192199707,0.10296762883663177,0.14077730476856232,0.20248547494411465,0.24108624458312988,0.03788747265934944,0.03788803517818451,0.03788670897483826
12,6.610974491685629,0.15035000015050173,0.149158261240334,0.15,-0.0008417387596660053,-0.005611591357000612,0.0,0.15056289732456207,0.0,0.0,False,-1.0498047231521923e-06,101.94373321533203,0.4199196398258209,-1.6279686576581298e-07,0.0,-2.807617249800387e-07,0.9999995827674866,6.035492897033691,0.0,0.0,0.0,0.0012413868680596352,0.0,0.0,100,0.2,0.25,0.04,1002,0.5413248538970947,0.9999999403953552,0.15444821119308472,0.03294692561030388,0.10565611720085144,0.24307388067245483,-0.030325647443532944,0.0027608019299805164,-0.035489700734615326,-0.009046556428074837,0.15056289732456207,0.03231019154191017,0.9945558352403581,0.15056289732456207,0.03231019154191017,0.10236772894859314,0.11403175592422486,0.1457265168428421,0.19079206585883757,0.24139395356178284,0.032309629023075104,0.03231019154191017,0.03230845928192139
13,7.849047728106379,0.14680000036023558,0.1479791308002848,0.15,-0.0020208691997151973,-0.013472460433270621,0.0,0.1443684995174408,0.0,0.0,False,-1.9958495158789447e-06,149.8899383544922,0.4094535708427429,2.367379238421563e-06,0.0,-2.4414061883248905e-08,0.9999997019767761,4.813290119171143,0.0,0.0,0.0,0.002779090078547597,0.0,0.0,100,0.2,0.2425,0.06,988,0.5413248538970947,0.9999999403953552,0.1479915827512741,0.029440108686685562,0.10565611720085144,0.24307388067245483,-0.029205292463302612,0.0030297390185296535,-0.034640152007341385,-0.008573518134653568,0.1443684995174408,0.028854206204414368,0.9953774960535691,0.1443684995174408,0.028854206204414368,0.10248708724975586,0.11635215580463411,0.13789035379886627,0.18977845907211302,0.2413645088672638,0.028853613883256912,0.028854206204414368,0.028852121904492378
14,7.240562879294157,0.15335000056773423,0.15066456568400952,0.15,0.0006645656840095215,0.004430437598034304,0.0,0.15384835004806519,0.0,0.0,False,-2.83203121398401e-06,121.03498840332031,0.42478710412979126,2.900646904890891e-07,0.0,-7.324219097881723e-08,0.9999996423721313,5.972811698913574,0.0,0.0,0.0,0.0016175624914467335,0.0,0.0,100,0.2,0.255,0.03,1044,0.5413248538970947,0.9999999403953552,0.15785913169384003,0.033031903207302094,0.10565611720085144,0.24307388067245483,-0.030695749446749687,0.0035606471356004477,-0.03698605298995972,-0.008693380281329155,0.15384835004806519,0.03234465420246124,0.9946544190541939,0.15384835004806519,0.03234465420246124,0.10224893689155579,0.11606106460094467,0.15058264136314392,0.19968671500682794,0.24147796630859375,0.03234400600194931,0.03234465420246124,0.03234167397022247
15,7.252389395423234,0.15090000038966536,0.15078228303683744,0.15,0.0007822830368374445,0.005215219897901637,0.0,0.14814524352550507,0.0,0.0,False,6.225586162145191e-07,120.74291229248047,0.4159984886646271,4.879182142758509e-06,0.0,-1.9531249506599124e-07,0.9999997019767761,5.56269645690918,0.0,0.0,0.0,0.0017770101549103856,0.0,0.0,100,0.2,0.2525,0.04,1058,0.5413248538970947,0.9999999403953552,0.15250897407531738,0.029412301257252693,0.10565611720085144,0.24307388067245483,-0.03436759114265442,0.004010464996099472,-0.04120892658829689,-0.010493023321032524,0.14814524352550507,0.028728092089295387,0.99531428917649,0.14814524352550507,0.028728092089295387,0.10195857286453247,0.11672896146774292,0.14141449332237244,0.19086931049823305,0.2409430742263794,0.028727155178785324,0.028728092089295387,0.028723999857902527
16,7.502006822712719,0.1448750003706664,0.14782864170375193,0.15,-0.002171358296248066,-0.01447572100993904,0.0,0.1464131623506546,0.0,0.0,False,-8.42285135149723e-06,127.80647277832031,0.4119068384170532,-3.853119324048748e-06,0.0,2.9296876391526894e-07,0.9999995827674866,5.558954238891602,0.0,0.0,0.0,0.0042152730748057365,0.0,0.0,100,0.2,0.235,0.04,870,0.5413248538970947,0.9999999403953552,0.15086299180984497,0.032722365111112595,0.10565611720085144,0.24307388067245483,-0.03538297861814499,0.004540916066616774,-0.043329913169145584,-0.009578662924468517,0.1464131623506546,0.03191272169351578,0.9941940078371341,0.1464131623506546,0.03191272169351578,0.10168823599815369,0.10965624153614045,0.14472457766532898,0.19125395268201828,0.24107280373573303,0.03191186860203743,0.03191272169351578,0.03190819174051285
17,7.6744020120799545,0.14582500040531157,0.14682682105453176,0.15,-0.00317317894546823,-0.021154524892819878,0.0,0.14454467594623566,0.0,0.0,False,-4.565429662761744e-06,132.96942138671875,0.4087223410606384,7.888222171459347e-06,0.0,-7.324219097881723e-08,0.9999996423721313,5.594950199127197,0.0,0.0,0.0,0.001214692136272788,0.0,0.0,100,0.2,0.2525,0.01,962,0.5413248538970947,0.9999999403953552,0.14960110187530518,0.029625365510582924,0.10565611720085144,0.24307388067245483,-0.04051819071173668,0.004649128764867783,-0.04857906699180603,-0.011812220327556133,0.14454467594623566,0.02875966578722,0.9945115913263612,0.14454467594623566,0.02875966578722,0.1012357771396637,0.10224124789237976,0.14444051682949066,0.18077874779701233,0.24036401510238647,0.02875838801264763,0.02875966578722,0.028754495084285736
18,7.185232840627432,0.14442500008270145,0.14562591056861662,0.15,-0.004374089431383371,-0.02916059426518286,0.0,0.14473627507686615,0.0,0.0,False,2.4963378564279992e-06,111.20796966552734,0.41047391295433044,-1.7291955600740039e-06,0.0,-1.2207031829802872e-07,0.9999997019767761,6.080212116241455,0.0,0.0,0.0,0.002571631455793977,0.0,0.0,100,0.2,0.21,0.0,1024,0.5413248538970947,0.9999999403953552,0.15065190196037292,0.02553158439695835,0.10565611720085144,0.20315849781036377,-0.04721713438630104,0.005191895179450512,-0.05704144760966301,-0.012294316664338112,0.14473627507686615,0.02468869462609291,0.9960453647982378,0.14473627507686615,0.02468869462609291,0.10046932101249695,0.10613363683223725,0.1442902833223343,0.17852573394774926,0.20069006085395813,0.024686703458428383,0.02468869462609291,0.024681247770786285
19,7.270902019627393,0.14917499999515713,0.1474004552818869,0.15,-0.002599544718113106,-0.01733029696540091,0.0,0.1479039341211319,0.0,0.0,False,-3.112792910542339e-06,112.04265594482422,0.4147726595401764,2.4374000986426836e-06,0.0,-3.6621094068323146e-07,0.9999996423721313,6.188320159912109,0.0,0.0,0.0,0.0018305734265595675,0.0,0.0,100,0.2,0.2575,0.03,962,0.5413248538970947,0.9999999403953552,0.15418648719787598,0.033285386860370636,0.10565611720085144,0.24307388067245483,-0.04942680895328522,0.005537277087569237,-0.06030859053134918,-0.012157723307609558,0.1479039341211319,0.03222554549574852,0.9937931266062833,0.1479039341211319,0.03222554549574852,0.10027375817298889,0.11199024915695191,0.14361365139484406,0.1978731036186145,0.2404511272907257,0.0322234146296978,0.03222554549574852,0.03221890702843666
20,6.720625252872705,0.13970000002533198,0.14355022765360942,0.15,-0.006449772346390575,-0.04299847944270521,0.0,0.13946637511253357,0.0,0.0,False,-9.735107369124307e-07,91.81497955322266,0.40023618936538696,1.741603341542941e-06,0.0,-2.807617249800387e-07,0.9999995827674866,6.445365905761719,0.0,0.0,0.0,0.00047356425784528255,0.0,0.0,100,0.2,0.25,0.04,880,0.5413248538970947,0.9999999403953552,0.1456819474697113,0.029556142166256905,0.10565611720085144,0.24307388067245483,-0.05111519619822502,0.0056772721000015736,-0.06315605342388153,-0.012722899205982685,0.13946637511253357,0.02852071262896061,0.9921812921677509,0.13946637511253357,0.02852071262896061,0.09997087717056274,0.10136460661888123,0.1352388858795166,0.1702663779258728,0.24029067158699036,0.028518542647361755,0.02852071262896061,0.028513610363006592
21,6.665839142985642,0.1464250003453344,0.1449876139994719,0.15,-0.005012386000528085,-0.03341590444246027,0.0,0.14673514664173126,0.0,0.0,False,-1.8859863075704197e-06,90.33011627197266,0.41314828395843506,-2.978779320983449e-07,0.0,-1.098632793627985e-07,0.9999995827674866,5.772700309753418,0.0,0.0,0.0,0.0016906894743442535,0.0,0.0,100,0.2,0.245,0.01,1032,0.5413248538970947,0.9999999403953552,0.15370246767997742,0.03014495223760605,0.10565611720085144,0.24307388067245483,-0.055041681975126266,0.006226164288818836,-0.06809252500534058,-0.013712617568671703,0.14673514664173126,0.029136035591363907,0.9941140170517604,0.14673514664173126,0.029136035591363907,0.09941738843917847,0.11446964740753174,0.14344055950641632,0.1842586576938629,0.24055978655815125,0.02913297899067402,0.029136035591363907,0.029126623645424843
22,7.153195207305252,0.1459750001784414,0.14548130708895665,0.15,-0.004518692911043343,-0.030124617398647795,0.0,0.1468670666217804,0.0,0.0,False,2.3803710291758762e-07,103.08393859863281,0.4115775525569916,-4.474572961044032e-07,0.0,-9.765624753299562e-08,0.9999996423721313,6.080775737762451,0.0,0.0,0.0,0.002722762990742922,0.0,0.0,100,0.2,0.25,0.04,956,0.5413248538970947,0.9999999403953552,0.1543019711971283,0.03953775763511658,0.10565611720085144,0.24307388067245483,-0.058854103088378906,0.00674776965752244,-0.07291243225336075,-0.01264946535229683,0.1468670666217804,0.03802715614438057,0.9951622320417489,0.1468670666217804,0.03802715614438057,0.09900069236755371,0.10068348944187164,0.14230023324489594,0.20046090781688689,0.2402813732624054,0.03802402317523956,0.03802715614438057,0.03801838681101799
23,7.814841173440218,0.1503250002488494,0.14790315366890303,0.15,-0.0020968463310969687,-0.013978974608714818,0.0,0.14816342294216156,0.0,0.0,False,-4.7912599256960675e-06,124.9583969116211,0.4142215847969055,4.169752628513379e-06,0.0,2.19726558725597e-07,0.9999997019767761,5.8875322341918945,0.0,0.0,0.0,0.004130634944885969,0.0,0.0,100,0.2,0.25,0.04,974,0.5413248538970947,0.9999999403953552,0.1555941104888916,0.03684549033641815,0.10565611720085144,0.24307388067245483,-0.05829257890582085,0.007367754355072975,-0.07207058370113373,-0.012130402028560638,0.14816342294216156,0.035443976521492004,0.9945689324772141,0.14816342294216156,0.035443976521492004,0.09905141592025757,0.10074353516101836,0.1509355902671814,0.20327242314815522,0.24050500988960266,0.03544020280241966,0.035443976521492004,0.03543301671743393
24,6.889901763759553,0.14965000030584633,0.14877657698737468,0.15,-0.0012234230126253187,-0.0081561528737586,0.0,0.14676198363304138,0.0,0.0,False,-6.469726486102445e-06,89.481689453125,0.4126400351524353,1.9622209947556257e-05,0.0,-2.4414061883248905e-08,0.9999996423721313,6.6014180183410645,0.0,0.0,0.0,0.0019945402164012194,0.0,0.0,100,0.2,0.23,0.01,1038,0.5413248538970947,0.9999999403953552,0.15456151962280273,0.029413027688860893,0.10565611720085144,0.24307388067245483,-0.06148914620280266,0.0073570008389651775,-0.07621253281831741,-0.01298661157488823,0.14676198363304138,0.02834799885749817,0.9934538353616299,0.14676198363304138,0.02834799885749817,0.09872069954872131,0.109799325466156,0.1469724327325821,0.17530671656131747,0.24050065875053406,0.02834332175552845,0.02834799885749817,0.02833499386906624
25,7.3654845864698295,0.1494250002503395,0.1491007886188571,0.15,-0.0008992113811429059,-0.00599474214130323,0.0,0.14955082535743713,0.0,0.0,False,-3.070678576477803e-05,104.27371215820312,0.41568514704704285,6.4551054492767435e-06,0.0,0.0,0.9999997019767761,6.081793308258057,0.0,0.0,0.0,0.005324480589479208,0.0,0.0,100,0.2,0.285,0.03,916,0.5413248538970947,0.9999999403953552,0.1584937572479248,0.03375496342778206,0.10565611720085144,0.24307388067245483,-0.06917779892683029,0.007899775169789791,-0.08557437360286713,-0.016160784289240837,0.14955082535743713,0.03222443908452988,0.9944861686736765,0.14955082535743713,0.03222443908452988,0.0980272889137268,0.10572859048843385,0.15086452662944794,0.19220954775810242,0.23970037698745728,0.032218724489212036,0.03222443908452988,0.03221087530255318
26,7.786585091650486,0.14457500003278256,0.14683789432581984,0.15,-0.0031621056741801545,-0.02108070308915416,0.0,0.14511747658252716,0.0,0.0,False,-6.848144494142616e-06,118.73099517822266,0.40663856267929077,-7.642664172635705e-07,0.0,0.0,0.9999997019767761,5.729461193084717,0.0,0.0,0.0,0.0011271159164607525,0.0,0.0,100,0.2,0.28,0.04,940,0.5413248538970947,0.9999999403953552,0.15582075715065002,0.03687236085534096,0.10565611720085144,0.24307388067245483,-0.08477100729942322,0.009264779277145863,-0.10320843011140823,-0.02064151130616665,0.14511747658252716,0.034954242408275604,0.993904047166932,0.14511747658252716,0.034954242408275604,0.09645724296569824,0.09859662652015685,0.14681938290596008,0.1855827033519745,0.23902243375778198,0.034946259111166,0.034954242408275604,0.034937985241413116
27,7.1636765079572795,0.141075000166893,0.14395644724635642,0.15,-0.006043552753643572,-0.04029034900493388,0.0,0.13900785148143768,0.0,0.0,False,-5.004882950743195e-06,93.00476837158203,0.39731085300445557,3.0044891900615767e-05,0.0,-2.19726558725597e-07,0.9999996423721313,6.2306904792785645,0.0,0.0,0.0,0.0011021854588761926,0.0,0.0,100,0.2,0.26,0.03,884,0.5413248538970947,0.9999999403953552,0.15141110122203827,0.0315578356385231,0.10565611720085144,0.24307388067245483,-0.10080517828464508,0.00967075489461422,-0.12020419538021088,-0.023954955860972404,0.13900785148143768,0.02955394610762596,0.9947255445781886,0.13900785148143768,0.02955394610762596,0.0949590802192688,0.10832675099372863,0.13552671670913696,0.18219771087169637,0.23795565962791443,0.029542146250605583,0.02955394610762596,0.029532313346862793
28,7.1632755132392045,0.14577500014565886,0.14486572369600764,0.15,-0.005134276303992352,-0.03422850641138192,0.0,0.14360088109970093,0.0,0.0,False,-5.804443389934022e-06,90.54756164550781,0.4055372476577759,2.9192018700996414e-05,0.0,-2.4414061883248905e-08,0.9999996423721313,6.349699020385742,0.0,0.0,0.0,0.0012580249458551407,0.0,0.0,100,0.2,0.285,0.05,996,0.5413248538970947,0.9999999403953552,0.1582341492176056,0.033711254596710205,0.10565611720085144,0.24307388067245483,-0.11540193855762482,0.010754513554275036,-0.13628704845905304,-0.029807163402438164,0.14360088109970093,0.031422220170497894,0.9948517096218161,0.14360088109970093,0.031422220170497894,0.09387728571891785,0.10901695787906646,0.13864970207214355,0.17830848693847656,0.23731565475463867,0.031407151371240616,0.031422220170497894,0.031396280974149704
29,6.981924742683768,0.13474999987054617,0.13980786178327692,0.15,-0.010192138216723073,-0.06794758358164825,-0.06794758358164825,0.13688305020332336,0.0,0.0,False,4.296874976716936e-06,82.96469116210938,0.3955128788948059,-1.0354515325161628e-05,0.0,-2.4414061883248905e-08,0.9999997019767761,6.528943061828613,0.0,0.0,0.0,0.001731556374579668,0.0,0.0,100,0.2,0.2175,0.0,916,0.5413248538970947,0.9999999403953552,0.15264230966567993,0.02684454433619976,0.10565611720085144,0.24307388067245483,-0.1280229240655899,0.01166694425046444,-0.1492365300655365,-0.03322754055261612,0.13688305020332336,0.024537064135074615,0.9945111115534575,0.13688305020332336,0.024537064135074615,0.09285548329353333,0.1031711220741272,0.13695256412029266,0.16531588435173034,0.2352197766304016,0.024515800178050995,0.024537064135074615,0.024501081556081772
30,6.972613627053797,0.13254999998956918,0.13617893088642305,0.15,-0.013821069113576945,-0.09214045461448267,-0.09214045461448267,0.13625653088092804,0.0,0.0,False,-1.4306640878203325e-05,82.6987075805664,0.39420878887176514,-2.4444756490993313e-05,0.0,1.708984314063855e-07,0.9999997615814209,5.8820085525512695,0.0,0.0,0.0,0.003728617215529084,0.0,0.0,100,0.2,0.21,0.0,1096,0.5413248538970947,0.9999999403953552,0.15300166606903076,0.025646299123764038,0.10565611720085144,0.24307388067245483,-0.13624610006809235,0.01209260243922472,-0.15781469643115997,-0.036301080137491226,0.13625653088092804,0.02347085066139698,0.9938422227532512,0.13625653088092804,0.02347085066139698,0.0919816792011261,0.10803553313016892,0.13600967824459076,0.16186183989048003,0.23645728826522827,0.02344515360891819,0.02347085066139698,0.023429814726114273
31,7.365420966297388,0.13715000047348438,0.13666446567995372,0.15,-0.013335534320046277,-0.08890355620673811,-0.08890355620673811,0.13554243743419647,0.0,0.0,False,-5.050659183325479e-06,90.53256225585938,0.3895845413208008,2.3210861400002614e-05,0.0,-7.324219097881723e-08,0.9999997019767761,6.4212775230407715,0.0,0.0,0.0,0.0009627874824218452,0.0,0.0,100,0.2,0.2425,0.01,1020,0.5413248538970947,0.9999999403953552,0.1533883810043335,0.03815755620598793,0.10565611720085144,0.24307388067245483,-0.14630405604839325,0.0140735674649477,-0.17146192491054535,-0.037273507565259933,0.13554243743419647,0.03468066453933716,0.9945459274592052,0.13554243743419647,0.03468066453933716,0.09076449275016785,0.09338757693767548,0.1341499239206314,0.18126699328422546,0.23601648211479187,0.03466084599494934,0.03468066453933716,0.03464653342962265
