actual_tx_ratio,alpha,base_tx_ratio,calibrated_intercept,candidate_id,dynamic_repeat_index,evaluated_on_full,evaluation_phase,mean_VAoI,mean_tail_VAoI,n_nodes,phase,phase_slots,search_probability_mean,topology_index
0.099425,0.5,0.1,-2.4049835205078125,6,0,True,full,6.794048417721522,17.935955696202537,80,coarse,500,0.09944332810822626,0
0.10082500000000001,0.5,0.1,-2.4049835205078125,6,1,True,full,6.580464556962022,17.18122151898734,80,coarse,500,0.09944332810822626,0
0.10055555555555556,0.5,0.1,-2.4049835205078125,6,0,True,full,7.031153058676656,18.69050374064837,90,coarse,500,0.09982670948420612,1
0.09924444444444445,0.5,0.1,-2.4049835205078125,6,1,True,full,6.791061173533083,17.818294264339148,90,coarse,500,0.09982670948420612,1
0.10142,0.5,0.1,-2.4049835205078125,6,0,True,full,6.750336565656565,17.685248484848497,100,coarse,500,0.1022433560527496,2
0.10052,0.5,0.1,-2.4049835205078125,6,1,True,full,6.818653333333327,17.52394343434343,100,coarse,500,0.1022433560527496,2
0.0999090909090909,0.5,0.1,-2.4049835205078125,6,0,True,full,7.708447039199328,19.995016666666665,110,coarse,500,0.10099282651614257,3
0.10150909090909091,0.5,0.1,-2.4049835205078125,6,1,True,full,7.107341618015016,18.44508000000002,110,coarse,500,0.10099282651614257,3
0.10013333333333334,0.5,0.1,-2.4049835205078125,6,0,True,full,8.180263865546216,21.053252100840346,120,coarse,500,0.10123659216024207,4
0.10138333333333334,0.5,0.1,-2.4049835205078125,6,1,True,full,8.172700280112045,20.877327731092446,120,coarse,500,0.10123659216024207,4
0.099875,0.5,0.1,-2.4049835205078125,6,0,True,full,6.624127531645564,17.216354430379738,80,coarse,500,0.09999221784198344,5
0.101275,0.5,0.1,-2.4049835205078125,6,1,True,full,6.9238427215189935,18.085759493670885,80,coarse,500,0.09999221784198344,5
0.09835555555555556,0.5,0.1,-2.4049835205078125,6,0,True,full,7.109544569288392,18.879581047381578,90,coarse,500,0.09962337799834178,6
0.09857777777777778,0.5,0.1,-2.4049835205078125,6,1,True,full,7.386454182272162,19.549805486284285,90,coarse,500,0.09962337799834178,6
0.10066000000000001,0.5,0.1,-2.4049835205078125,6,0,True,full,7.444084444444452,19.177931313131293,100,coarse,500,0.09869550799283534,7
0.09714,0.5,0.1,-2.4049835205078125,6,1,True,full,7.553064040404037,19.323838383838375,100,coarse,500,0.09869550799283534,7
0.0978,0.5,0.1,-2.4049835205078125,6,0,True,full,7.912413344453709,20.38309,110,coarse,500,0.09838610928848303,8
0.09958181818181819,0.5,0.1,-2.4049835205078125,6,1,True,full,7.704138281901586,19.785626666666662,110,coarse,500,0.09838610928848303,8
0.10093333333333333,0.5,0.1,-2.4049835205078125,6,0,True,full,7.873250420168068,19.661549019607854,120,coarse,500,0.0994243006450049,9
0.09946666666666666,0.5,0.1,-2.4049835205078125,6,1,True,full,7.901671568627453,20.231577030812325,120,coarse,500,0.0994243006450049,9
0.098575,0.5,0.1,-2.4049835205078125,6,0,True,full,6.2061626582278535,16.80706329113924,80,coarse,500,0.09886935882289141,10
0.099325,0.5,0.1,-2.4049835205078125,6,1,True,full,6.531904430379755,17.197854430379746,80,coarse,500,0.09886935882289141,10
0.10284444444444445,0.5,0.1,-2.4049835205078125,6,0,True,full,7.202493133583023,19.765620947630914,90,coarse,500,0.10174076723369437,11
0.10202222222222222,0.5,0.1,-2.4049835205078125,6,1,True,full,6.993434956304622,18.074339152119702,90,coarse,500,0.10174076723369437,11
0.0974,0.5,0.1,-2.4049835205078125,6,0,True,full,6.948818585858592,18.317365656565666,100,coarse,500,0.09897689017696218,12
0.09880000000000001,0.5,0.1,-2.4049835205078125,6,1,True,full,7.067692323232329,18.418929292929278,100,coarse,500,0.09897689017696218,12
0.10334545454545455,0.5,0.1,-2.4049835205078125,6,0,True,full,7.100939783152634,18.202989999999996,110,coarse,500,0.10181283311474719,13
0.10294545454545455,0.5,0.1,-2.4049835205078125,6,1,True,full,7.174969808173475,18.352773333333328,110,coarse,500,0.10181283311474719,13
0.09896666666666666,0.5,0.1,-2.4049835205078125,6,0,True,full,8.030811344537813,20.75336974789914,120,coarse,500,0.09887350484852894,14
0.09851666666666666,0.5,0.1,-2.4049835205078125,6,1,True,full,8.1324175070028,21.074170868347316,120,coarse,500,0.09887350484852894,14
0.098925,0.5,0.1,-2.4049835205078125,6,0,True,full,6.6210294303797435,17.88325949367088,80,coarse,500,0.09967373740795078,15
0.097875,0.5,0.1,-2.4049835205078125,6,1,True,full,6.700167405063295,18.032348101265853,80,coarse,500,0.09967373740795078,15
0.099,0.5,0.1,-2.4049835205078125,6,0,True,full,6.957464419475657,18.19463840399002,90,coarse,500,0.09993455673906393,16
0.10006666666666666,0.5,0.1,-2.4049835205078125,6,1,True,full,6.79036554307116,17.751246882793,90,coarse,500,0.09993455673906393,16
0.09868,0.5,0.1,-2.4049835205078125,6,0,True,full,7.847741414141419,20.732577777777788,100,coarse,500,0.09958153001368637,17
0.10035999999999999,0.5,0.1,-2.4049835205078125,6,1,True,full,7.83762545454545,20.173466666666673,100,coarse,500,0.09958153001368637,17
0.10054545454545455,0.5,0.1,-2.4049835205078125,6,0,True,full,7.491714762301918,19.299163333333336,110,coarse,500,0.09915824142382143,18
0.09967272727272727,0.5,0.1,-2.4049835205078125,6,1,True,full,7.574028857381156,19.324236666666664,110,coarse,500,0.09915824142382143,18
0.0988,0.5,0.1,-2.4049835205078125,6,0,True,full,7.536362324929966,18.870946778711488,120,coarse,500,0.10002291804575067,19
0.10036666666666667,0.5,0.1,-2.4049835205078125,6,1,True,full,7.762782913165276,19.547801120448185,120,coarse,500,0.10002291804575067,19
0.086825,0.5,0.08750000000000002,-2.552490234375,5,0,True,full,7.2136566455696185,19.10134177215189,80,coarse,500,0.08700942168804733,0
0.0886,0.5,0.08750000000000002,-2.552490234375,5,1,True,full,7.213027215189876,18.933886075949392,80,coarse,500,0.08700942168804733,0
0.08746666666666666,0.5,0.08750000000000002,-2.552490234375,5,0,True,full,7.4531872659176015,19.469860349127188,90,coarse,500,0.08734761656753541,1
0.0866,0.5,0.08750000000000002,-2.552490234375,5,1,True,full,7.313308863920102,19.55843890274314,90,coarse,500,0.08734761656753541,1
0.08942,0.5,0.08750000000000002,-2.552490234375,5,0,True,full,7.077817171717167,18.43377777777778,100,coarse,500,0.08948797772563064,2
0.08776,0.5,0.08750000000000002,-2.552490234375,5,1,True,full,7.04750828282828,18.013842424242423,100,coarse,500,0.08948797772563064,2
0.08778181818181818,0.5,0.08750000000000002,-2.552490234375,5,0,True,full,7.822041201000839,20.343693333333338,110,coarse,500,0.08838198465925058,3
0.08852727272727272,0.5,0.08750000000000002,-2.552490234375,5,1,True,full,7.492543119266057,19.14608999999999,110,coarse,500,0.08838198465925058,3
0.0888,0.5,0.08750000000000002,-2.552490234375,5,0,True,full,8.54181498599439,21.871624649859942,120,coarse,500,0.08859541271810564,4
0.0892,0.5,0.08750000000000002,-2.552490234375,5,1,True,full,8.38120406162465,21.268246498599442,120,coarse,500,0.08859541271810564,4
0.087925,0.5,0.08750000000000002,-2.552490234375,5,0,True,full,6.728494303797469,17.367879746835452,80,coarse,500,0.0874974065158384,5
0.08902499999999999,0.5,0.08750000000000002,-2.552490234375,5,1,True,full,7.3089778481012635,18.749018987341767,80,coarse,500,0.0874974065158384,5
0.08575555555555556,0.5,0.08750000000000002,-2.552490234375,5,0,True,full,7.460706367041197,19.61541147132171,90,coarse,500,0.08715913893791419,6
0.08677777777777777,0.5,0.08750000000000002,-2.552490234375,5,1,True,full,7.782302122347071,20.55520698254364,90,coarse,500,0.08715913893791419,6
0.08824,0.5,0.08750000000000002,-2.552490234375,5,0,True,full,7.785596767676765,19.886513131313134,100,coarse,500,0.08634179023431159,7
