candidate_id,phase,evaluation_phase,base_tx_ratio,alpha,calibrated_intercept,calibration_probability_mean,search_probability_mean,actual_tx_ratio,mean_VAoI,mean_tail_VAoI,constraint_feasible,coarse_rank_within_alpha,evaluated_on_full,pruned_after_coarse,phase_slots,rank,selected
25,coarse,coarse,0.07500000000000001,1.5,-3.172119140625,0.07499939268453636,0.07488725788696031,0.07596180555555557,7.285589072694909,18.300409711903683,True,3,False,True,200,22,False
18,coarse,coarse,0.07500000000000001,1.2,-3.031646728515625,0.07500015511743147,0.07492806805426323,0.07597599747474748,7.286196938162706,18.08059529183971,True,3,False,True,200,23,False
39,refine,full,0.09375000000000001,1.0,-2.695648193359375,0.09374984671691516,0.09360410417710965,0.09362779924242425,7.291670325719048,19.13453566078397,True,,True,False,500,24,False
32,coarse,coarse,0.07500000000000001,1.8,-3.316741943359375,0.0750007206365524,0.07484167316971212,0.07594513888888887,7.302379129615323,18.591092322396612,True,3,False,True,200,25,False
48,refine,full,0.09375000000000001,1.8,-3.0694122314453125,0.09375000080103926,0.09347644173680794,0.09356919444444445,7.303599934104599,19.76503848005393,True,,True,False,500,26,False
11,coarse,coarse,0.07500000000000001,1.0,-2.94036865234375,0.0749992363585989,0.07494951582595158,0.0760588383838384,7.323993867805458,18.174440451845573,True,3,False,True,200,27,False
44,refine,full,0.09062500000000001,1.5,-2.963714599609375,0.09062564103359155,0.09040711474973298,0.09049958207070707,7.343572967992299,19.580141110438483,True,,True,False,500,28,False
41,refine,full,0.09062500000000001,1.2,-2.82403564453125,0.0906259248563168,0.09045396780637663,0.09054295075757576,7.348165434050108,19.390525427462233,True,,True,False,500,29,False
37,refine,full,0.09687500000000002,0.5,-2.44024658203125,0.09687435825063463,0.09680212924454148,0.09686540530303031,7.35794018307556,19.135972575290335,True,,True,False,500,30,False
38,refine,full,0.09062500000000001,1.0,-2.7331695556640625,0.09062515892974193,0.09048369429028554,0.09054863131313132,7.371179343606693,19.345846003045047,True,,True,False,500,31,False
47,refine,full,0.09062500000000001,1.8,-3.10736083984375,0.09062599004555309,0.09036034272123529,0.09047119823232322,7.377179927221323,20.016795062563535,True,,True,False,500,32,False
4,coarse,coarse,0.07500000000000001,0.5,-2.720428466796875,0.0749990041924153,0.0749879586254628,0.07613378787878787,7.409451274591943,18.168631149745174,True,3,False,True,200,33,False
36,refine,full,0.09375000000000001,0.5,-2.476531982421875,0.09374960824321184,0.09367944225557782,0.0938098585858586,7.437043759132126,19.374998399051822,True,,True,False,500,34,False
19,coarse,full,0.08750000000000002,1.2,-2.862823486328125,0.08750076163601304,0.08733403400736106,0.08738871717171717,7.44151463473637,19.659329889334934,True,2,True,False,500,35,False
26,coarse,full,0.08750000000000002,1.5,-3.002655029296875,0.08750079873646767,0.0872888822515966,0.08735907070707069,7.443645615612231,19.867875238200014,True,2,True,False,500,36,False
