episode,mean_VAoI,avg_tx_ratio,tx_ratio_ema,target_tx_ratio,budget_error,budget_relative_error,budget_error_after_deadzone,mean_action_probability,multiplier_used,multiplier_next,multiplier_at_max,actor_loss,critic_loss,entropy,approx_kl,clip_fraction,mean_vaoi_advantage,std_vaoi_advantage,max_abs_vaoi_advantage,mean_budget_advantage,std_budget_advantage,max_abs_budget_advantage,vaoi_policy_gradient_norm,budget_policy_gradient_norm,budget_to_vaoi_gradient_ratio,n_nodes,update_probability,max_node_activity_ratio,node_cap_violation_fraction,curvature_control_messages,alpha_raw,alpha_kappa,q_base_mean,q_base_std,q_base_min,q_base_max,residual_delta_mean,residual_delta_std,residual_delta_min,residual_delta_max,q_final_mean,q_final_std,corr_s_kappa_q_base,action_prob_mean,action_prob_std,action_prob_min,action_prob_p10,action_prob_p50,action_prob_p90,action_prob_max,action_prob_node_std_mean,action_prob_global_std,action_prob_per_node_mean_std
0,7.0722361135482785,0.11662499957252294,0.10831249978626148,0.1,0.008312499786261474,0.08312498955011578,0.08312498955011578,0.11425203830003738,0.0,0.0,False,-3.3813475965871476e-06,138.1417236328125,0.348846971988678,4.942995474266354e-06,0.0,2.5634764710957825e-07,0.9999995827674866,4.622523784637451,0.0,0.0,0.0,0.0007162074907682836,0.0,0.0,100,0.2,0.235,0.16,970,1.2475175857543945,1.5000001192092896,0.11425203830003738,0.035265110433101654,0.05736881494522095,0.21430417895317078,0.0,0.0,0.0,0.0,0.11425203830003738,0.035265110433101654,0.9853913506278098,0.11425203830003738,0.035265110433101654,0.05736881494522095,0.07224552631378195,0.10975059866905212,0.1617414951324463,0.21430417895317078,0.03526511788368225,0.035265110433101654,0.03526517003774643
1,7.640435100849718,0.10534999982919543,0.10683124980772846,0.1,0.006831249807728451,0.06831249124603539,0.06831249124603539,0.10505102574825287,0.0,0.0,False,-7.4829099503403995e-06,159.44654846191406,0.3242906630039215,2.45961837208597e-06,0.0,-1.2207031829802872e-07,0.9999996423721313,4.860454559326172,0.0,0.0,0.0,0.0026818541809916496,0.0,0.0,100,0.2,0.2625,0.17,904,1.2475175857543945,1.5000001192092896,0.10535085201263428,0.04750553518533707,0.05736881494522095,0.21430417895317078,-0.003296519396826625,0.0007812255062162876,-0.005117179360240698,0.0016081605572253466,0.10505102574825287,0.04740053042769432,0.9842799039959053,0.10505102574825287,0.04740053042769432,0.05709272623062134,0.057179659605026245,0.09196947515010834,0.2136417180299759,0.21457508206367493,0.04740048944950104,0.04740053042769432,0.04740047827363014
2,6.803800258077681,0.1006249996740371,0.10372812474088278,0.1,0.003728124740882771,0.037281243680703346,0.0,0.10445526987314224,0.0,0.0,False,-5.3710937208961695e-06,123.10713958740234,0.32537853717803955,-2.1324171029846184e-05,0.0,-8.544921570319275e-08,0.9999995231628418,5.13206148147583,0.0,0.0,0.0,0.0017026596469804645,0.0,0.0,100,0.2,0.2575,0.13,1070,1.2475175857543945,1.5000001192092896,0.10536124557256699,0.04146726429462433,0.05736881494522095,0.21430417895317078,-0.00991334393620491,0.0014744916697964072,-0.0135491993278265,-1.258548491023248e-05,0.10445526987314224,0.04119548201560974,0.9836173688181908,0.10445526987314224,0.04119548201560974,0.05664050579071045,0.06202353537082672,0.09434248507022858,0.1543616354465338,0.2142709195613861,0.041195347905159,0.04119548201560974,0.041195254772901535
3,7.580320721566677,0.10097500004339963,0.1023515623921412,0.1,0.002351562392141196,0.023515621569849803,0.0,0.10161212086677551,0.0,0.0,False,2.0263671558495844e-06,152.96519470214844,0.32087984681129456,-1.489591568315518e-06,0.0,-3.6621094068323146e-07,0.9999995827674866,5.090354919433594,0.0,0.0,0.0,0.002003420377150178,0.0,0.0,100,0.2,0.2475,0.12,1058,1.2475175857543945,1.5000001192092896,0.1032114028930664,0.037906575947999954,0.05736881494522095,0.21430417895317078,-0.017784757539629936,0.002062966348603368,-0.022706348448991776,-0.002423427999019623,0.10161212086677551,0.037439361214637756,0.9822045469189904,0.10161212086677551,0.037439361214637756,0.056153178215026855,0.056405004858970646,0.09551328420639038,0.148886215686782,0.21385586261749268,0.03743908926844597,0.037439361214637756,0.037438906729221344
4,7.789968927726149,0.10642499954439699,0.1043882809682691,0.1,0.004388280968269098,0.04388280529441045,0.0,0.10621348768472672,0.0,0.0,False,-1.8554687812866177e-06,159.84165954589844,0.33184412121772766,1.489205715188291e-06,0.0,1.2207030941624453e-08,0.9999995231628418,5.253263473510742,0.0,0.0,0.0,0.0015739573864266276,0.0,0.0,100,0.2,0.2725,0.11,940,1.2475175857543945,1.5000001192092896,0.10812375694513321,0.03677346929907799,0.05736881494522095,0.21430417895317078,-0.020305892452597618,0.002020986983552575,-0.024316983297467232,-0.00315107312053442,0.10621348768472672,0.03621901199221611,0.9871258857759444,0.10621348768472672,0.03621901199221611,0.056073009967803955,0.056284159421920776,0.10547304153442383,0.14575116634368898,0.21364036202430725,0.03621864691376686,0.03621901199221611,0.03621848300099373
5,7.122443433329463,0.10607499978970736,0.10523164037898823,0.1,0.005231640378988225,0.0523163985582424,0.0523163985582424,0.10705561190843582,0.0,0.0,False,-1.6235351267823717e-06,131.5707550048828,0.3343917429447174,3.3272317523369566e-06,0.0,2.4414063659605745e-07,0.9999995827674866,5.261571884155273,0.0,0.0,0.0,0.001222684746608138,0.0,0.0,100,0.2,0.24,0.11,954,1.2475175857543945,1.5000001192092896,0.10876794159412384,0.03568749874830246,0.05736881494522095,0.21430417895317078,-0.018020138144493103,0.001818606280721724,-0.02189215086400509,-0.0027402464766055346,0.10705561190843582,0.03520790860056877,0.9830953955263049,0.10705561190843582,0.03520790860056877,0.05622941255569458,0.06474255919456484,0.10129518806934357,0.14322052001950591,0.2138010561466217,0.035207606852054596,0.03520790860056877,0.03520747274160385
6,6.77874065220356,0.10032500002533197,0.1027783202021601,0.1,0.002778320202160095,0.027783199243281025,0.0,0.10129158198833466,0.0,0.0,False,-5.9082030929857865e-06,116.9051742553711,0.3219660520553589,-2.197109097323846e-06,0.0,1.9531249506599124e-07,0.9999995827674866,5.50978422164917,0.0,0.0,0.0,0.0038677663542330265,0.0,0.0,100,0.2,0.2125,0.09,1064,1.2475175857543945,1.5000001192092896,0.10279645770788193,0.03331880643963814,0.05736881494522095,0.21430417895317078,-0.01656581647694111,0.00210966425947845,-0.021093761548399925,-0.00274646352045238,0.10129158198833466,0.032888177782297134,0.9838722380773735,0.10129158198833466,0.032888177782297134,0.05628389120101929,0.06743035912513733,0.09279598668217659,0.13430913686752058,0.21384212374687195,0.03288791701197624,0.032888177782297134,0.03288761526346207
7,7.495972474366426,0.09637499969452619,0.09957665994834314,0.1,-0.0004233400516568675,-0.004233400093228665,0.0,0.09848332405090332,0.0,0.0,False,7.080078034960025e-07,143.4023895263672,0.3108900785446167,-5.658944701281143e-06,0.0,-1.9531249506599124e-07,0.9999995827674866,5.293646335601807,0.0,0.0,0.0,0.0012699569342657924,0.0,0.0,100,0.2,0.23,0.15,976,1.2475175857543945,1.5000001192092896,0.10027240961790085,0.04528488218784332,0.05736881494522095,0.21430417895317078,-0.020256265997886658,0.002609540242701769,-0.02596590667963028,-0.0039001798722893,0.09848332405090332,0.04454745724797249,0.9864236079993455,0.09848332405090332,0.04454745724797249,0.05599197745323181,0.0563238263130188,0.08273276686668396,0.16763737797737122,0.2136138379573822,0.04454721510410309,0.04454745724797249,0.04454684257507324
8,8.529567665196955,0.09887499971315265,0.0992258298307479,0.1,-0.000774170169252103,-0.0077417009183509385,0.0,0.09764061123132706,0.0,0.0,False,-7.4462891461735126e-06,186.75689697265625,0.31349673867225647,4.682496182795148e-06,0.0,2.0751953400122147e-07,0.9999995827674866,5.050150394439697,0.0,0.0,0.0,0.003112431615591049,0.0,0.0,100,0.2,0.2175,0.06,922,1.2475175857543945,1.5000001192092896,0.09975522756576538,0.032919786870479584,0.05736881494522095,0.21430417895317078,-0.023917244747281075,0.003114239312708378,-0.030371252447366714,-0.005304982885718346,0.09764061123132706,0.03226839751005173,0.9836579594239181,0.09764061123132706,0.03226839751005173,0.055773764848709106,0.05621698498725891,0.09759703278541565,0.13425160944461165,0.21312284469604492,0.03226801007986069,0.03226839751005173,0.032267216593027115
9,6.644406304433942,0.1026500000944361,0.100937914962592,0.1,0.0009379149625919903,0.009379148688005033,0.0,0.09902811050415039,0.0,0.0,False,1.3183594091970008e-06,106.70140838623047,0.3155278265476227,1.3689564184460323e-05,0.0,-2.4414061883248905e-08,0.9999995231628418,5.850875377655029,0.0,0.0,0.0,0.001602389384061098,0.0,0.0,100,0.2,0.2525,0.1,972,1.2475175857543945,1.5000001192092896,0.10164296627044678,0.036942772567272186,0.05736881494522095,0.21430417895317078,-0.029222430661320686,0.0035905393306165934,-0.03650693595409393,-0.007120398338884115,0.09902811050415039,0.036079131066799164,0.9817893843811308,0.09902811050415039,0.036079131066799164,0.05542832612991333,0.06000472605228424,0.09370499849319458,0.1437213510274887,0.21298208832740784,0.036078739911317825,0.036079131066799164,0.03607774153351784
