checkpoint_episode,scenario_id,policy,n_nodes,slots,update_probability,target_tx_ratio,matched_rate_probability,policy_probability,mean_VAoI,actual_tx_ratio,action_prob_mean,action_prob_std,action_prob_min,action_prob_p10,action_prob_p50,action_prob_p90,action_prob_max,action_prob_node_std_mean,action_prob_global_std,action_prob_per_node_mean_std,topology,model,node_count
190,n070_s03,matched_random,70,200,0.2,0.1,0.11735784262418747,0.11735784262418747,5.206501035196691,0.12407142857142858,0.11735784262418747,0.0,0.11735784262418747,0.11735784262418747,0.11735784262418747,0.11735784262418747,0.11735784262418747,0.0,0.0,7.450580596923828e-09,community,cross_model,70
190,n070_s04,nn,70,200,0.2,0.1,0.10992473363876343,0.10992473363876343,4.836031055900619,0.11357142857142857,0.10992473363876343,0.07397263497114182,0.021469414234161377,0.02981325387954712,0.09738655388355255,0.20483338832855225,0.4033900797367096,0.07278591394424438,0.07397263497114182,0.027472365647554398,community,cross_model,70
190,n070_s04,matched_random,70,200,0.2,0.1,0.10992473363876343,0.10992473363876343,6.417346790890272,0.11321428571428571,0.10992474108934402,7.450580596923828e-09,0.10992473363876343,0.10992473363876343,0.10992473363876343,0.10992473363876343,0.10992473363876343,7.450580596923828e-09,7.450580596923828e-09,1.4901161193847656e-08,community,cross_model,70
190,n080_s00,nn,80,200,0.2,0.1,0.11610522121191025,0.11610522121191025,4.885669303797467,0.1149375,0.11610522121191025,0.07794064283370972,0.021546512842178345,0.0324343740940094,0.0992601066827774,0.2191896051168442,0.4034246504306793,0.07647422701120377,0.07794064283370972,0.027898194268345833,community,cross_model,80
190,n080_s00,matched_random,80,200,0.2,0.1,0.11610522121191025,0.11610522121191025,6.8485957278481,0.1183125,0.11610520631074905,1.4901161193847656e-08,0.11610522121191025,0.11610522121191025,0.11610522121191025,0.11610522121191025,0.11610522121191025,7.450580596923828e-09,1.4901161193847656e-08,7.450580596923828e-09,community,cross_model,80
190,n080_s01,nn,80,200,0.2,0.1,0.11966520547866821,0.11966520547866821,4.59573655063291,0.120875,0.11966520547866821,0.0845244973897934,0.021457970142364502,0.0316666454076767,0.10013061761856079,0.22618294656276702,0.4035264253616333,0.08321713656187057,0.0845244973897934,0.03642907738685608,community,cross_model,80
190,n080_s01,matched_random,80,200,0.2,0.1,0.11966520547866821,0.11966520547866821,6.446764240506327,0.118125,0.11966517567634583,2.9802322387695312e-08,0.11966520547866821,0.11966520547866821,0.11966520547866821,0.11966520547866821,0.11966520547866821,1.4901161193847656e-08,2.9802322387695312e-08,7.450580596923828e-09,community,cross_model,80
190,n080_s02,nn,80,200,0.2,0.1,0.11926237493753433,0.11926237493753433,4.830397151898734,0.1204375,0.11926237493753433,0.07851894199848175,0.02152770757675171,0.03626470565795899,0.0998574048280716,0.22463807463645935,0.4034934639930725,0.07685177028179169,0.07851894199848175,0.02368561550974846,community,cross_model,80
190,n080_s02,matched_random,80,200,0.2,0.1,0.11926237493753433,0.11926237493753433,6.266505537974682,0.11737500000000001,0.11926236003637314,1.4901161193847656e-08,0.11926237493753433,0.11926237493753433,0.11926237493753433,0.11926237493753433,0.11926237493753433,0.0,1.4901161193847656e-08,0.0,community,cross_model,80
190,n080_s03,nn,80,200,0.2,0.1,0.11866150051355362,0.11866150051355362,4.338675632911392,0.11587499999999999,0.11866150051355362,0.07818746566772461,0.02153298258781433,0.034002700448036195,0.10465484857559204,0.22286516427993774,0.4033997654914856,0.07662853598594666,0.07818746566772461,0.02621741220355034,community,cross_model,80
190,n080_s03,matched_random,80,200,0.2,0.1,0.11866150051355362,0.11866150051355362,5.454880537974685,0.117875,0.11866151541471481,1.4901161193847656e-08,0.11866150051355362,0.11866150051355362,0.11866150051355362,0.11866150051355362,0.11866150051355362,7.450580596923828e-09,1.4901161193847656e-08,1.4901161193847656e-08,community,cross_model,80
190,n080_s04,nn,80,200,0.2,0.1,0.11694969981908798,0.11694969981908798,4.180474683544303,0.120875,0.11694969981908798,0.07852142304182053,0.021508634090423584,0.03354277610778809,0.09805263578891754,0.2255742847919464,0.4033067226409912,0.07727310061454773,0.07852142304182053,0.02668824791908264,community,cross_model,80
190,n080_s04,matched_random,80,200,0.2,0.1,0.11694969981908798,0.11694969981908798,5.914548259493672,0.11937500000000001,0.11694968491792679,1.4901161193847656e-08,0.11694969981908798,0.11694969981908798,0.11694969981908798,0.11694969981908798,0.11694969981908798,7.450580596923828e-09,1.4901161193847656e-08,0.0,community,cross_model,80
190,n090_s00,nn,90,200,0.2,0.1,0.11817968636751175,0.11817968636751175,4.783765293383271,0.12183333333333334,0.11817968636751175,0.07773186266422272,0.02162848599255085,0.03512593507766724,0.10098731517791748,0.22899532020092012,0.4033142626285553,0.07633893936872482,0.07773186266422272,0.024042407050728798,community,cross_model,90
190,n090_s00,matched_random,90,200,0.2,0.1,0.11817968636751175,0.11817968636751175,5.965244694132335,0.11744444444444445,0.11817968636751175,0.0,0.11817968636751175,0.11817968636751175,0.11817968636751175,0.11817968636751175,0.11817968636751175,7.450580596923828e-09,0.0,2.2351741790771484e-08,community,cross_model,90
190,n090_s01,nn,90,200,0.2,0.1,0.11851825565099716,0.11851825565099716,5.086350187265918,0.11566666666666667,0.11851825565099716,0.07909778505563736,0.021559447050094604,0.036231419444084166,0.09645882248878479,0.23789368569850922,0.33783167600631714,0.07776043564081192,0.07909778505563736,0.02508237212896347,community,cross_model,90
