slot,mean_version_age,max_version_age,p95_version_age,p99_version_age,top_5pct_mean_version_age,mean_time_age,num_transmitters,num_successful_decodes,num_transmitters_decoded,num_improved_cache_entries,total_version_improvement,mean_broadcast_debt,max_broadcast_debt,node_debt_positive_fraction,mean_vaoi_cluster_0_to_1,max_vaoi_cluster_0_to_1,mean_vaoi_cluster_1_to_0,max_vaoi_cluster_1_to_0,mean_aoi,max_aoi,min_aoi
100,12.867777777777778,29.0,25.049999999999272,28.01000000000022,27.466666666666665,66.9088888888889,7,48,7,374,2408,0.0,0.0,0.0,18.2912,29.0,19.374,29.0,12.867777777777778,29.0,0.0
110,12.868686868686869,32.0,27.0,30.0,28.9979797979798,66.60858585858585,9,52,9,378,2453,0.0,0.0,0.0,17.272,32.0,21.5292,31.0,12.868686868686869,32.0,0.0
120,13.491414141414142,34.0,28.0,32.0,30.581818181818182,69.95313131313131,6,48,6,197,928,0.0,0.0,0.0,18.8832,34.0,22.8568,32.0,13.491414141414142,34.0,0.0
130,14.183333333333334,35.0,31.0,34.0,32.35353535353536,72.66626262626262,13,49,12,74,323,0.0,0.0,0.0,19.148,35.0,24.3028,34.0,14.183333333333334,35.0,0.0
140,14.852525252525252,38.0,32.0,36.0,34.34747474747475,76.4859595959596,14,37,12,132,599,0.0,0.0,0.0,19.0984,38.0,26.112,37.0,14.852525252525252,38.0,0.0
150,15.049696969696969,40.0,33.0,39.0,36.04040404040404,78.38121212121212,13,55,12,324,2766,0.0,0.0,0.0,18.6112,40.0,27.1888,39.0,15.049696969696969,40.0,0.0
160,15.713434343434344,44.0,33.0,40.0,37.65252525252525,82.44181818181818,7,35,7,221,1436,0.0,0.0,0.0,19.5752,43.0,27.6432,44.0,15.713434343434344,44.0,0.0
170,14.961717171717172,47.0,34.0,42.0,37.61010101010101,80.40474747474748,10,54,10,488,3106,0.0,0.0,0.0,18.7656,33.0,26.2804,47.0,14.961717171717172,47.0,0.0
180,14.252020202020201,48.0,33.0,38.0,35.97575757575758,77.6209090909091,8,42,8,406,3900,0.0,0.0,0.0,19.48,34.0,24.5844,48.0,14.252020202020201,48.0,0.0
190,14.404040404040405,41.0,33.0,38.0,36.515151515151516,78.66121212121212,8,42,8,245,1439,0.0,0.0,0.0,20.1004,37.0,25.224,41.0,14.404040404040405,41.0,0.0
200,14.255252525252525,43.0,35.0,40.0,37.717171717171716,77.04171717171717,10,34,9,681,5331,0.0,0.0,0.0,19.7904,39.0,23.428,43.0,14.255252525252525,43.0,0.0
210,13.855353535353535,44.0,34.0,42.0,38.67272727272727,74.44646464646465,10,58,10,708,5851,0.0,0.0,0.0,18.3704,40.0,23.844,44.0,13.855353535353535,44.0,0.0
220,13.367171717171717,47.0,33.0,43.0,38.48686868686869,71.91393939393939,10,52,10,242,1126,0.0,0.0,0.0,17.4264,43.0,23.776,47.0,13.367171717171717,47.0,0.0
230,12.698686868686869,49.0,30.0,38.0,35.05252525252525,67.93242424242425,16,39,11,539,4590,0.0,0.0,0.0,15.0276,35.0,23.216,49.0,12.698686868686869,49.0,0.0
240,12.74979797979798,38.0,30.0,37.0,33.95959595959596,67.38303030303031,11,35,7,222,851,0.0,0.0,0.0,14.364,28.0,23.7736,38.0,12.74979797979798,38.0,0.0
250,12.876262626262626,39.0,32.0,38.0,35.66262626262626,68.43636363636364,15,32,13,296,1509,0.0,0.0,0.0,13.8316,31.0,25.6936,39.0,12.876262626262626,39.0,0.0
260,12.60030303030303,42.0,32.0,40.0,36.55959595959596,67.2859595959596,6,41,6,695,5483,0.0,0.0,0.0,14.2232,30.0,23.7568,42.0,12.60030303030303,42.0,0.0
270,11.894848484848485,45.0,32.0,39.0,36.41414141414141,64.05828282828283,9,51,8,549,5842,0.0,0.0,0.0,14.7524,32.0,20.8996,45.0,11.894848484848485,45.0,0.0
280,11.363838383838385,48.0,24.0,35.0,30.456565656565658,60.76222222222222,11,38,11,317,3885,0.0,0.0,0.0,16.0768,32.0,15.5396,48.0,11.363838383838385,48.0,0.0
290,10.803333333333333,34.0,24.049999999999272,27.0,26.527272727272727,58.10050505050505,8,47,8,284,1702,0.0,0.0,0.0,16.7928,34.0,13.7284,34.0,10.803333333333333,34.0,0.0
300,10.84939393939394,36.0,25.0,29.0,27.482828282828283,59.45848484848485,13,51,11,548,3425,0.0,0.0,0.0,15.7876,36.0,15.1068,36.0,10.84939393939394,36.0,0.0
310,9.748282828282829,42.0,20.0,25.0,23.812121212121212,52.94707070707071,8,41,8,660,4779,0.0,0.0,0.0,13.2476,42.0,13.8716,38.0,9.748282828282829,42.0,0.0
320,10.416161616161617,31.0,20.0,25.0,23.343434343434343,57.07111111111111,5,38,5,186,877,0.0,0.0,0.0,14.748,31.0,14.18,26.0,10.416161616161617,31.0,0.0
330,10.833535353535353,32.0,21.0,27.0,24.503030303030304,60.32727272727273,10,42,9,154,759,0.0,0.0,0.0,16.4736,32.0,14.252,27.0,10.833535353535353,32.0,0.0
340,11.406767676767677,34.0,23.0,31.0,26.014141414141413,63.59565656565657,4,31,4,184,846,0.0,0.0,0.0,17.6416,34.0,15.3128,29.0,11.406767676767677,34.0,0.0
350,12.223636363636365,36.0,25.0,30.0,27.446464646464648,67.6539393939394,14,44,14,80,324,0.0,0.0,0.0,18.7152,36.0,16.6704,30.0,12.223636363636365,36.0,0.0
360,12.736565656565656,35.0,27.0,32.0,29.052525252525253,69.75282828282829,13,47,12,279,1765,0.0,0.0,0.0,20.426,35.0,17.5312,35.0,12.736565656565656,35.0,0.0
370,13.422929292929293,37.0,29.0,33.0,31.333333333333332,73.18424242424243,12,48,12,269,2086,0.0,0.0,0.0,21.2436,36.0,19.2064,37.0,13.422929292929293,37.0,0.0
380,13.993535353535353,39.0,31.0,36.0,33.75757575757576,76.16050505050505,19,39,17,73,264,0.0,0.0,0.0,21.9732,39.0,20.5,36.0,13.993535353535353,39.0,0.0
390,13.757373737373737,41.0,32.0,37.0,35.086868686868684,75.29151515151516,12,50,9,343,2127,0.0,0.0,0.0,20.4348,41.0,20.7576,38.0,13.757373737373737,41.0,0.0
400,13.136565656565656,43.0,31.0,38.0,35.474747474747474,71.59494949494949,7,36,7,252,1905,0.0,0.0,0.0,19.9424,43.0,20.1216,38.0,13.136565656565656,43.0,0.0
410,12.638383838383838,46.0,31.0,38.0,35.56565656565657,69.22333333333333,10,57,9,514,4248,0.0,0.0,0.0,20.646,46.0,17.5656,33.0,12.638383838383838,46.0,0.0
420,12.982424242424242,48.0,30.0,37.0,34.448484848484846,71.71616161616161,3,23,3,32,135,0.0,0.0,0.0,20.1952,48.0,18.6792,35.0,12.982424242424242,48.0,0.0
430,12.334242424242424,37.0,28.0,34.0,30.755555555555556,67.86252525252526,8,48,8,562,5170,0.0,0.0,0.0,19.396,34.0,16.9124,37.0,12.334242424242424,37.0,0.0
440,11.922424242424242,40.0,28.0,33.0,31.284848484848485,65.84545454545454,11,31,10,452,2746,0.0,0.0,0.0,18.536,36.0,15.8432,40.0,11.922424242424242,40.0,0.0
450,11.345656565656565,42.0,28.0,33.0,31.151515151515152,61.31454545454545,13,40,11,361,2839,0.0,0.0,0.0,15.6836,38.0,16.0112,42.0,11.345656565656565,42.0,0.0
460,12.147070707070707,46.0,27.049999999999272,34.0,32.03232323232323,64.64646464646465,17,41,14,118,524,0.0,0.0,0.0,17.2692,42.0,16.8684,46.0,12.147070707070707,46.0,0.0
470,11.585151515151516,43.0,26.0,33.0,29.925252525252525,60.35262626262626,7,55,7,411,2268,0.0,0.0,0.0,16.6828,43.0,17.47,33.0,11.585151515151516,43.0,0.0
480,12.38050505050505,35.0,26.0,33.0,30.17979797979798,64.25525252525253,12,37,12,86,355,0.0,0.0,0.0,17.564,33.0,18.73,35.0,12.38050505050505,35.0,0.0
490,13.076969696969696,38.0,26.0,33.0,30.80808080808081,67.60595959595959,12,35,10,132,689,0.0,0.0,0.0,19.4864,38.0,19.4,36.0,13.076969696969696,38.0,0.0
