checkpoint_episode,scenario_id,policy,n_nodes,slots,update_probability,target_tx_ratio,matched_rate_probability,policy_probability,mean_VAoI,actual_tx_ratio,action_prob_mean,action_prob_std,action_prob_min,action_prob_p10,action_prob_p50,action_prob_p90,action_prob_max,action_prob_node_std_mean,action_prob_global_std,action_prob_per_node_mean_std,topology,model,model_label,node_count
490,n070_s00,nn,70,200,0.2,0.1,0.09723296016454697,0.09723296016454697,5.189819875776399,0.098,0.09723296016454697,0.037690166383981705,0.035295337438583374,0.05132404863834381,0.09404240548610687,0.1480190992355347,0.2458266019821167,0.03725190460681915,0.037690166383981705,0.019715387374162674,community,single_n_v3_3,V3.3 single-N MPNN,70
490,n070_s01,nn,70,200,0.2,0.1,0.09838955849409103,0.09838955849409103,5.4075641821946165,0.09778571428571428,0.09838955849409103,0.03699721768498421,0.03586849570274353,0.05333152413368225,0.09397108852863312,0.14781619012355804,0.2430322766304016,0.03649216145277023,0.03699721768498421,0.015169458463788033,community,single_n_v3_3,V3.3 single-N MPNN,70
490,n070_s02,nn,70,200,0.2,0.1,0.09607890993356705,0.09607890993356705,5.78988923395445,0.09492857142857142,0.09607890993356705,0.03571143373847008,0.03572133183479309,0.05292079746723175,0.09160743653774261,0.14911669939756395,0.2083391547203064,0.03520364314317703,0.03571143373847008,0.016641754657030106,community,single_n_v3_3,V3.3 single-N MPNN,70
490,n070_s03,nn,70,200,0.2,0.1,0.09838811308145523,0.09838811308145523,4.785425465838511,0.09492857142857142,0.09838811308145523,0.035548485815525055,0.036728739738464355,0.054095611721277234,0.09515160322189331,0.1467797547578812,0.20499640703201294,0.03499918431043625,0.035548485815525055,0.01254652813076973,community,single_n_v3_3,V3.3 single-N MPNN,70
490,n070_s04,nn,70,200,0.2,0.1,0.09400493651628494,0.09400493651628494,5.521396480331259,0.09657142857142857,0.09400493651628494,0.03497752919793129,0.03515112027525902,0.05115573406219483,0.09174998104572296,0.13973417878150943,0.24568119645118713,0.03453971445560455,0.03497752919793129,0.015987936407327652,community,single_n_v3_3,V3.3 single-N MPNN,70
490,n080_s00,nn,80,200,0.2,0.1,0.09697990864515305,0.09697990864515305,5.550587025316454,0.096625,0.09697990864515305,0.03650832176208496,0.03536975383758545,0.05273913741111755,0.0938207358121872,0.14478535056114197,0.24834555387496948,0.03604244813323021,0.03650832176208496,0.016955016180872917,community,single_n_v3_3,V3.3 single-N MPNN,80
490,n080_s01,nn,80,200,0.2,0.1,0.09826081991195679,0.09826081991195679,5.221188291139238,0.10306249999999999,0.09826081991195679,0.03816591203212738,0.03524163365364075,0.051988896727561955,0.09458014369010925,0.14782662093639373,0.24616870284080505,0.03772185370326042,0.03816591203212738,0.019342217594385147,community,single_n_v3_3,V3.3 single-N MPNN,80
490,n080_s02,nn,80,200,0.2,0.1,0.09918370097875595,0.09918370097875595,5.423175632911393,0.1003125,0.09918370097875595,0.03665624558925629,0.03621411323547363,0.05421830713748932,0.09582875669002533,0.14766081273555756,0.24140778183937073,0.03608683496713638,0.03665624558925629,0.014487570151686668,community,single_n_v3_3,V3.3 single-N MPNN,80
490,n080_s03,nn,80,200,0.2,0.1,0.09849093109369278,0.09849093109369278,5.042083860759493,0.0964375,0.09849093109369278,0.03735421970486641,0.03548914194107056,0.05336934924125671,0.09543420374393463,0.14690274894237518,0.2440693974494934,0.036836642771959305,0.03735421970486641,0.01677066832780838,community,single_n_v3_3,V3.3 single-N MPNN,80
490,n080_s04,nn,80,200,0.2,0.1,0.09850136935710907,0.09850136935710907,4.9354881329113915,0.1,0.09850136935710907,0.03654477745294571,0.03473052382469177,0.054070740938186646,0.09484623372554779,0.14843835830688476,0.2441248595714569,0.036076292395591736,0.03654477745294571,0.015257173217833042,community,single_n_v3_3,V3.3 single-N MPNN,80
