node_i,node_j,curvature,bottleneck_importance
0,4,0.2579185520361992,0.0
0,5,0.21507352941176483,0.0
0,10,0.30882352941176505,0.0
0,15,0.27500000000000024,0.0
0,16,0.33578431372549045,0.0
0,19,-0.008169934640522847,0.01805985552115575
0,27,0.21568627450980404,0.0
0,29,0.3621323529411766,0.0
0,36,0.17647058823529405,0.0
0,37,0.003676470588235281,0.0
0,38,0.2857142857142859,0.0
0,42,0.10784313725490213,0.0
0,43,0.019607843137254832,0.0
0,46,0.32549019607843177,0.0
0,55,0.24369747899159677,0.0
0,57,0.21568627450980415,0.0
0,59,0.3357843137254902,0.0
1,2,0.08039215686274548,0.0
1,9,-0.048128342245989275,0.10638896707008147
1,11,0.123949579831933,0.0
1,13,0.12032085561497319,0.0
1,19,-0.08006535947712412,0.17698658410732684
1,24,-0.07107843137254877,0.15712074303405504
1,37,-0.034926470588235725,0.07720588235294207
1,41,0.38431372549019627,0.0
1,42,-0.10784313725490202,0.2383900928792569
1,43,-0.02450980392156854,0.05417956656346725
1,44,-0.008823529411764675,0.01950464396284821
1,47,0.05882352941176461,0.0
1,48,-0.011764705882353121,0.02600619195046477
1,49,0.18823529411764728,0.0
1,50,-0.007843137254901933,0.017337461300309522
1,51,-0.008823529411764897,0.019504643962848702
1,54,0.19537815126050428,0.0
2,9,0.24848484848484853,0.0
2,11,0.22857142857142843,0.0
2,23,0.2777777777777778,0.0
2,33,0.21666666666666645,0.0
2,34,0.04761904761904778,0.0
2,35,0.30000000000000027,0.0
2,39,0.21666666666666656,0.0
2,41,0.033333333333333326,0.0
2,44,0.11666666666666647,0.0
2,47,0.40588235294117647,0.0
2,48,0.2999999999999998,0.0
2,49,-0.16666666666666696,0.36842105263157926
2,51,0.11666666666666659,0.0
2,54,0.242857142857143,0.0
3,20,0.10000000000000009,0.0
3,34,0.488095238095238,0.0
3,35,0.12121212121212133,0.0
3,44,0.33333333333333326,0.0
3,47,0.10784313725490191,0.0
3,51,0.33333333333333326,0.0
4,5,0.22355769230769218,0.0
4,10,0.4120879120879122,0.0
4,15,0.2057692307692307,0.0
4,16,0.18910256410256399,0.0
4,22,0.016483516483516647,0.0
4,28,0.458041958041958,0.0
4,29,0.3389423076923077,0.0
4,36,0.08371040723981893,0.0
4,38,0.3708791208791211,0.0
4,46,0.4358974358974359,0.0
4,55,0.3214285714285715,0.0
4,59,0.1891025641025641,0.0
5,6,0.13333333333333353,0.0
5,7,0.10714285714285732,0.0
5,10,0.17410714285714302,0.0
5,15,0.4125000000000001,0.0
5,16,0.29166666666666674,0.0
5,25,0.125,0.0
5,28,0.27272727272727315,0.0
5,29,0.15625,0.0
5,31,0.024305555555555358,0.0
5,36,0.3694852941176471,0.0
5,38,0.3750000000000002,0.0
5,46,0.19791666666666652,0.0
5,56,0.125,0.0
5,59,0.29166666666666674,0.0
6,7,0.4833333333333334,0.0
6,15,0.1499999999999999,0.0
6,16,0.08749999999999991,0.0
6,19,0.13333333333333353,0.0
6,25,0.48125000000000007,0.0
6,31,0.28888888888888886,0.0
6,36,0.2588235294117648,0.0
6,38,-0.00952380952380949,0.021052631578947274
6,43,0.07777777777777783,0.0
6,45,-0.03333333333333344,0.07368421052631595
6,50,0.06666666666666676,0.0
6,56,0.40833333333333366,0.0
6,58,0.18333333333333324,0.0
6,59,0.08750000000000024,0.0
7,15,0.12857142857142867,0.0
7,16,0.06845238095238104,0.0
7,19,0.16269841269841256,0.0
7,25,0.4508928571428571,0.0
7,31,0.31746031746031733,0.0
7,36,0.2373949579831932,0.0
7,43,0.1071428571428571,0.0
7,45,-0.007142857142856673,0.015789473684209476
7,50,0.1000000000000002,0.0
7,56,0.4404761904761907,0.0
7,58,0.20238095238095244,0.0
7,59,0.06845238095238115,0.0
8,14,0.25396825396825395,0.0
8,17,0.5714285714285714,0.0
8,18,0.3571428571428571,0.0
8,21,0.1428571428571428,0.0
8,26,0.18181818181818166,0.0
8,52,0.39682539682539686,0.0
8,53,0.2500000000000001,0.0
9,11,0.26948051948051954,0.0
9,23,0.44444444444444475,0.0
9,33,0.48181818181818203,0.0
9,35,0.181818181818182,0.0
9,39,0.4818181818181819,0.0
9,45,-0.23636363636363678,0.5224880382775124
9,47,0.1524064171122994,0.0
9,48,0.472727272727273,0.0
9,54,0.2272727272727273,0.0
10,15,0.15357142857142847,0.0
10,16,0.1785714285714286,0.0
10,22,2.220446049250313e-16,0.0
10,27,0.10119047619047628,0.0
10,28,0.35389610389610404,0.0
10,29,0.4374999999999999,0.0
10,38,0.3214285714285715,0.0
10,46,0.488095238095238,0.0
10,55,0.4285714285714286,0.0
10,57,0.1011904761904765,0.0
10,59,0.1785714285714285,0.0
11,19,-0.09920634920634885,0.21929824561403413
11,23,0.19841269841269826,0.0
11,33,0.22857142857142865,0.0
11,39,0.22857142857142865,0.0
11,43,-0.09920634920634863,0.21929824561403363
11,45,-0.07857142857142829,0.17368421052631502
11,47,0.13025210084033645,0.0
11,48,0.24285714285714288,0.0
11,49,0.004761904761904745,0.0
11,50,-0.03809523809523774,0.08421052631578861
11,54,0.4285714285714286,0.0
12,14,0.08333333333333304,0.0
12,20,-0.31666666666666665,0.6999999999999994
12,21,0.19444444444444442,0.0
12,30,0.41666666666666663,0.0
12,32,0.31666666666666654,0.0
12,40,0.4833333333333333,0.0
13,20,0.0818181818181819,0.0
13,24,0.07575757575757569,0.0
13,26,-0.3181818181818179,0.7033492822966495
13,32,-0.18181818181818166,0.40191387559808545
13,37,-0.10795454545454541,0.23863636363636334
13,41,0.23030303030303034,0.0
13,44,0.045454545454545636,0.0
13,47,-0.048128342245989275,0.10638896707008147
13,49,-0.0242424242424244,0.05358851674641178
13,51,0.045454545454545525,0.0
14,17,0.25396825396825407,0.0
14,21,0.38888888888888895,0.0
14,26,0.3030303030303031,0.0
14,30,0.2222222222222222,0.0
14,32,0.14444444444444438,0.0
14,52,0.2777777777777777,0.0
14,53,0.04861111111111105,0.0
15,16,0.37083333333333335,0.0
15,19,0.038888888888889084,0.0
15,25,0.13750000000000018,0.0
15,28,0.24318181818181794,0.0
15,29,0.19374999999999998,0.0
15,31,-0.019444444444444375,0.042982456140350685
15,36,0.38970588235294157,0.0
15,38,0.3214285714285715,0.0
15,42,0.01666666666666672,0.0
15,43,0.01111111111111085,0.0
15,46,0.17500000000000027,0.0
15,55,0.0821428571428574,0.0
15,56,0.09166666666666679,0.0
15,59,0.3708333333333337,0.0
16,19,0.11805555555555591,0.0
16,25,0.10416666666666674,0.0
16,27,0.12499999999999978,0.0
16,28,0.21401515151515116,0.0
16,29,0.2187500000000001,0.0
16,36,0.29901960784313764,0.0
16,37,0.04166666666666685,0.0
16,38,0.2797619047619051,0.0
16,42,0.1458333333333337,0.0
16,43,0.09027777777777801,0.0
16,46,0.2000000000000003,0.0
16,49,-0.12083333333333313,0.26710526315789407
16,50,0.04583333333333339,0.0
16,55,0.10714285714285743,0.0
16,56,0.02083333333333326,0.0
16,57,0.12499999999999978,0.0
16,59,0.5208333333333333,0.0
